Frame,ts,capsfilter0,queue0,vaapipostproc0,capsfilter1,vaapiencodeh264-0,queue1,pay0,rtpsession0,tee0,funnel0,tee1
261,13190771334,0.147903,0.401806,5.200629,0.840797,5.915779,0.63086,0.358475,0.175438,0.11623,,
262,13224710112,0.17579,0.354378,2.37577,0.285268,4.134201,0.593223,0.28384,0.170745,0.075192,,
263,13253126204,0.10516,0.32987,2.750619,0.29422,4.353088,0.476215,0.250173,0.123492,0.070191,,
264,13287306512,0.146531,0.287962,2.265979,0.236374,4.219696,0.617883,0.234512,0.120787,0.070246,,
265,13320579130,0.144617,0.285568,2.132686,0.34968,4.235368,0.606502,0.225075,0.17151,0.072024,,
266,13354258895,0.14445,0.297053,2.231901,0.240329,4.208687,0.658409,0.207529,0.117379,0.070404,,
267,13388039879,0.143614,0.331363,2.182782,0.23971,4.363788,1.655569,1.269862,0.115458,0.069494,,
268,13424623642,0.150619,0.330578,2.357085,0.24679,4.21739,1.598446,1.152068,0.504293,0.322169,,
269,13458240199,0.102151,0.325286,2.151397,0.238549,4.194814,1.719127,1.06617,0.500573,0.315317,,
270,13491771347,0.157922,0.33152,2.252171,0.299457,4.064992,1.658593,1.096222,0.497611,0.307628,,
271,13525633986,0.259673,0.280642,2.154003,0.289315,4.122536,1.348806,0.787108,0.579071,0.274435,,
272,13558612911,0.104358,0.329351,2.219957,0.280239,3.989674,1.279472,0.716873,0.398577,0.268434,,
273,13592103877,0.155036,2.466834,3.298202,0.243407,3.9868,1.272133,0.723292,0.39692,0.269787,,
274,13629272344,0.18219,0.36065,3.143907,0.244446,4.065798,1.256748,0.682773,0.498599,0.398214,,
275,13660681279,0.198779,0.54842,2.394001,0.304356,4.216254,1.226164,0.950451,0.420071,0.29301,,
276,13694388895,0.145124,0.661012,2.346787,0.290921,4.879133,0.520665,0.194047,0.47878,0.302475,,
277,13726764543,0.205407,0.676946,2.386137,0.258475,4.143081,1.240315,0.26513,0.111874,0.069974,,
278,13760673177,0.122286,0.562765,5.054372,0.774712,5.418353,0.625392,0.287602,0.113954,0.070109,,
279,13798148682,0.344069,0.876299,5.168872,0.955026,5.438396,0.640604,0.301231,0.156787,0.074106,,
280,13833064528,0.393377,0.87872,5.134613,0.740412,5.369364,0.664612,0.259097,0.242198,0.084653,,
281,13866500750,0.277727,0.897395,4.938397,0.831626,5.340376,0.627287,0.294791,0.154825,0.072794,,
282,13899882971,0.232614,0.697338,2.30817,0.241908,4.211969,0.480449,0.190154,0.169101,0.073741,,
283,13928865715,0.124561,0.281345,2.26237,0.345154,4.195413,0.622565,0.21105,0.112603,0.186997,,
284,13962178576,0.123072,0.296874,3.138492,0.246183,4.065388,0.478447,0.199738,0.115679,0.069624,,
285,13996497870,0.120988,0.271956,2.283579,0.241261,4.593168,0.533705,0.194183,0.160391,0.070847,,
286,14029914367,0.136632,0.36734,2.495499,0.299699,3.680005,0.678548,0.22156,0.113744,0.069461,,
287,14063328081,0.119205,0.371602,2.274184,0.258106,6.48906,0.234696,0.428433,0.116131,0.06952,,
288,14099461480,,,,,,,,0.166695,0.072238,,
289,14110244869,,,,,,,,0.181971,0.182813,,
290,14111323965,0.107885,0.312182,2.392356,0.236273,4.264869,0.589187,0.211995,0.171935,0.196053,,
291,14131139076,0.120627,1.031145,2.270062,0.244835,4.132244,0.516134,0.203356,0.117429,0.069934,,
292,14165330269,0.123867,0.372679,3.110366,0.244957,4.134533,0.471785,0.193194,0.15264,0.07138,,
293,14199186602,0.143558,0.277102,2.332092,0.23803,4.100899,0.706094,0.204581,0.112914,0.069547,,
294,14232310484,0.122179,0.242508,2.304871,0.2875,4.992854,0.476273,0.188507,0.114109,0.07038,,
295,14266698652,0.158849,0.316071,2.352122,0.354869,4.16773,0.564822,0.187626,0.111574,0.070086,,
296,14299960085,0.139745,0.260257,2.274566,0.239928,4.133916,0.707181,0.200195,0.113319,0.069557,,
297,14333589400,0.14148,0.265181,3.217935,0.237482,3.979719,0.472713,0.182904,0.111798,0.070762,,
298,14367904632,0.119832,0.247625,2.290521,0.249795,4.029016,0.622462,0.332129,0.114448,0.069575,,
299,14401079593,0.136722,0.559916,5.080915,0.75968,5.304732,0.629486,0.234204,0.124629,0.070596,,
300,14439752650,0.262024,0.757845,2.361092,0.246338,4.080347,0.476913,0.293071,0.171522,0.111432,,
301,14469285112,0.406732,0.539783,2.397889,0.292093,3.979667,0.475094,0.183493,0.157491,0.071768,,
302,14502932814,0.121607,0.265484,6.219618,0.472232,3.944528,0.621622,0.277061,0.112018,0.0705,,
303,14540297731,0.107384,0.311717,3.453098,0.244903,4.019021,0.473041,0.182164,0.165209,0.127512,,
304,14570832786,0.121393,0.27237,2.346198,0.247948,4.223203,0.616637,0.18976,0.111568,0.069539,,
305,14603836868,0.125662,0.256552,2.277011,0.24119,4.081057,0.746299,0.206185,0.111873,0.070124,,
306,14637523036,0.148875,0.338406,2.672924,0.30325,3.958585,0.577982,0.180437,0.113425,0.07033,,
307,14671582596,0.102521,0.325249,2.217563,0.288577,3.956071,0.675188,0.191794,0.111263,0.069117,,
308,14705041362,0.14238,0.383553,2.299437,0.243132,4.097647,0.806362,0.19261,0.191967,0.070447,,
309,14739118373,0.164404,0.679143,7.22087,0.799208,5.267062,0.631563,0.23072,0.112526,0.070047,,
310,14779842021,0.102116,0.345672,5.441131,0.732455,5.266235,0.625929,0.238005,0.158209,0.156292,,
311,14812316318,0.144969,0.525439,5.461604,0.76657,6.137924,0.694952,0.488012,0.159644,0.118947,,
312,14846582505,0.143763,0.553121,4.914868,0.768775,5.368945,0.684423,0.225666,0.167671,0.117707,,
313,14878766463,0.35131,0.909424,5.192988,0.719793,5.308432,0.780201,0.255567,0.162004,0.071776,,
314,14913537978,0.365333,0.870218,5.076824,0.77325,5.304149,0.633828,0.283082,0.161709,0.112589,,
315,14947043023,0.265351,0.727442,4.846672,0.874103,5.250716,0.677243,0.226143,0.116143,0.118907,,
316,14980290290,0.360969,0.880798,4.991978,0.797582,8.638937,0.961082,0.449423,0.162593,0.0735,,
317,15018375525,0.365302,1.099148,5.224451,0.780152,6.307917,0.856074,0.452599,0.15894,0.07244,,
318,15050256250,0.449052,0.792549,2.286811,0.24112,4.846721,0.316267,0.265558,0.167639,0.072285,,
319,15078002982,0.138224,0.311808,3.289997,0.231853,10.957112,0.470447,0.509781,0.113432,0.08099,,
320,15118384576,,,,,,,,0.123983,0.120728,,
321,15122922090,,,,,,,,0.172825,0.187335,,
322,15123894880,0.12455,0.313951,2.457407,0.337995,5.327713,0.548468,0.395996,0.171893,0.097032,,
323,15145720772,0.145266,0.356832,2.292734,0.355376,5.03521,0.315021,0.288333,0.119044,0.070458,,
324,15178779735,0.122631,0.596677,2.417919,0.304787,4.80493,0.272136,0.278926,0.11698,0.069862,,
325,15212558394,0.1257,0.405577,2.26101,0.251947,4.910483,0.281076,0.27446,0.115174,0.07029,,
326,15246023308,0.140881,0.361425,3.209308,0.247437,4.721814,0.295687,0.269542,0.115452,0.070314,,
327,15280532389,0.126267,0.412358,2.327101,0.240937,4.74387,0.445181,0.265302,0.113487,0.070406,,
328,15313645629,0.344355,0.541424,2.34974,0.252386,4.558652,0.229159,0.187191,0.157364,0.072613,,
329,15347429555,0.417126,0.733833,2.348368,0.244781,4.51841,0.269183,0.191409,0.111972,0.070087,,
330,15381472415,0.380127,0.60296,2.412706,0.238314,3.98673,0.473231,0.175534,0.114104,0.070267,,
331,15414802654,0.137172,0.246041,3.106782,0.246941,4.060013,0.476553,0.176113,0.111808,0.069999,,
332,15448595487,0.360463,0.640969,2.496152,0.254855,3.940983,0.480118,0.174249,0.112541,0.06917,,
333,15482415730,0.35097,0.509636,2.512037,0.244346,4.080851,0.473342,0.174017,0.111268,0.069616,,
334,15516185171,0.361979,0.706851,2.511622,0.238755,3.977698,0.473441,0.177745,0.110572,0.069794,,
335,15550057218,0.34434,0.693909,2.379517,0.256831,4.065437,0.466315,0.174469,0.110953,0.070388,,
336,15583786032,0.386665,1.797195,2.447205,0.237266,3.839402,0.472395,0.176673,0.11115,0.070594,,
337,15618542970,0.121441,0.234643,3.131621,0.227968,3.96941,0.475209,0.176608,0.112346,0.112452,,
338,15651140218,0.140824,0.48469,2.251071,0.248405,4.184357,0.575213,0.22411,0.11128,0.069145,,
339,15684673053,0.158152,0.325582,2.471308,0.240419,4.101448,0.601276,0.181326,0.114249,0.070165,,
340,15718417861,0.121863,0.246547,2.325765,0.299833,3.982873,0.680871,0.257668,0.111674,0.069696,,
341,15752031558,0.121865,0.267795,2.269009,0.234511,4.159031,1.444549,0.65561,0.120867,0.069904,,
342,15787553673,0.189532,0.611684,3.176506,0.336795,3.83633,1.190446,0.655368,0.415998,0.282335,,
343,15822205010,0.201145,0.442734,2.228724,0.289532,4.867109,1.192181,0.628625,0.419848,0.278293,,
344,15855818035,0.155391,0.427742,2.342752,0.250249,4.438463,1.130714,0.61912,0.407598,0.279536,,
345,15889180186,0.148593,0.394941,2.210958,0.296333,3.949507,1.259886,0.77232,0.495459,0.285835,,
346,15922813286,0.17075,0.606952,2.400637,0.24122,4.102673,1.115833,0.613128,0.375002,0.410663,,
347,15956491409,0.141851,1.232421,2.218164,0.286101,3.957811,1.168776,0.604272,0.396037,0.269649,,
348,15990704440,0.165818,0.360571,3.12578,0.282999,3.902468,1.15726,0.604279,0.471089,0.27335,,
349,16024422264,0.138473,0.428252,2.352022,0.301141,4.002258,1.133907,0.602062,0.373099,0.303715,,
350,16057518859,0.156825,0.364501,2.287111,0.244883,4.375195,0.573858,0.176402,0.404244,0.253049,,
351,16090030066,0.142488,0.283196,2.296178,0.345184,5.387632,0.485992,0.278036,0.110125,0.070282,,
352,16124997986,,,,,,,,0.194154,0.069914,,
353,16136097873,,,,,,,,0.172671,0.181493,,
354,16137197846,0.10375,0.485177,2.205881,0.298569,4.158532,0.634734,0.217599,0.188574,0.150542,,
355,16157592013,0.151814,0.282819,2.30466,0.303053,4.078755,0.61406,0.205361,0.154433,0.071743,,
356,16191152731,0.150743,0.329739,2.170622,0.230571,4.189394,0.641002,0.201663,0.114898,0.069947,,
357,16225024646,0.149273,0.281362,2.242477,0.244803,4.039877,0.636701,0.192025,0.188228,0.071535,,
358,16258579604,0.150326,0.389707,2.674411,0.260511,4.169577,0.475888,0.185106,0.112648,0.079937,,
359,16292915325,0.106443,0.331803,2.149685,0.337919,4.074879,0.618099,0.187297,0.111827,0.154824,,
360,16326144235,0.104984,0.337429,2.368316,0.290589,4.061211,0.579854,0.185862,0.111741,0.069317,,
361,16360034145,0.157448,0.286542,2.150208,0.297983,4.066984,0.676758,0.189376,0.113165,0.07061,,
362,16393679264,0.1504,0.292429,2.260958,0.241576,4.014577,0.642983,0.190901,0.111712,0.069634,,
363,16427414882,0.157026,0.326362,2.145401,0.240236,3.937295,0.662726,0.30961,0.113219,0.07045,,
364,16461224804,0.143438,0.282969,2.729372,0.304881,3.966629,0.536532,0.181379,0.173063,0.072694,,
365,16495359141,0.200725,0.3269,2.165058,0.245536,4.000172,0.627628,0.259227,0.113123,0.068895,,
366,16528761800,0.149587,0.274928,2.49513,0.245462,4.071934,0.582249,0.181972,0.116312,0.071669,,
367,16562755384,0.104683,0.371855,2.143925,0.283264,3.990793,0.67491,0.188116,0.110951,0.069399,,
368,16596274360,0.140196,0.329014,2.159016,0.386719,4.058053,0.626381,0.185239,0.111162,0.070196,,
369,16630114520,0.152794,0.287533,2.281629,0.250484,4.064017,0.660199,0.186313,0.113268,0.07023,,
370,16663905498,0.157061,0.27504,2.252679,0.249547,4.080566,1.806744,0.973967,0.112251,0.070402,,
371,16700168428,0.15495,0.383676,2.319495,0.393708,3.981217,1.4834,1.195429,0.465442,0.283225,,
372,16734121548,0.104314,0.326884,2.1585,0.301602,4.131435,1.419753,0.98113,0.493325,0.289171,,
373,16767498642,0.105523,0.331077,2.194513,0.291019,3.950221,1.591081,0.984848,0.444179,0.434422,,
374,16801468877,0.210311,0.334285,2.142032,0.259224,4.068293,1.224903,0.813714,0.50421,0.53208,,
375,16834414442,0.156638,0.279027,2.255132,0.248351,4.053988,1.167501,0.59573,0.391354,0.253709,,
376,16867869231,0.145066,0.28302,3.092245,0.289327,3.98367,1.186683,0.64795,0.373079,0.252356,,
377,16902612153,0.145946,0.282619,3.250382,0.232689,4.038734,1.096297,0.610476,0.392717,0.284311,,
378,16936367761,0.151356,0.336105,2.319585,0.279017,4.212873,1.095167,0.726087,0.381805,0.281888,,
379,16969590487,0.15029,0.285095,2.151098,0.29657,4.258525,1.143289,0.648125,0.409803,0.259989,,
380,17003162003,0.144352,0.377792,2.523161,0.237762,4.019478,1.113487,0.610229,0.370147,0.267809,,
381,17037157244,0.164268,0.555075,2.268704,0.24086,4.050655,1.140631,0.635092,0.431065,0.294998,,
382,17070816704,0.143447,0.361354,3.137999,0.243713,3.89986,1.125055,0.624424,0.376898,0.269581,,
383,17105169947,0.177975,0.327432,2.293533,0.236646,5.529296,1.12286,1.055274,0.444957,0.314714,,
384,17140245195,,,,,,,,0.548175,0.30129,,
385,17149775291,,,,,,,,0.289632,0.323532,,
386,17152444248,0.194117,0.55815,2.525842,0.24468,4.216132,1.242112,0.757495,0.4466,0.293929,,
387,17172948787,0.163569,0.558955,2.317782,0.250453,4.050644,1.158816,0.877288,0.431353,0.335274,,
388,17206256520,0.16168,0.312607,2.281579,0.341952,4.069187,1.13688,0.6525,0.398952,0.281796,,
389,17239597703,0.162312,0.591823,3.177974,0.294953,3.92872,1.187709,0.658999,0.409668,0.253426,,
390,17274426557,0.222144,0.480054,2.346862,1.140309,4.060838,1.188632,0.690896,0.435889,0.260499,,
391,17308529208,0.164116,0.464462,2.343711,0.242746,4.143373,1.72428,1.019234,0.582694,0.292954,,
392,17342143002,0.328582,0.672818,2.433741,0.349695,3.958961,0.553569,0.180949,0.458484,0.281849,,
393,17373860938,0.356284,0.572625,2.380232,0.295028,3.993855,0.471513,0.175296,0.111972,0.069516,,
394,17407384202,0.423677,0.644177,2.284293,0.243061,4.064555,0.518373,0.177248,0.111808,0.070033,,
395,17441264419,0.122984,0.369452,3.183208,0.2352,3.934401,0.469202,0.176626,0.111934,0.069838,,
396,17475043686,0.118487,0.305369,2.375291,0.243238,4.2084,0.584097,0.183061,0.112294,0.069772,,
397,17508363343,0.125952,0.55839,5.042281,0.771168,5.34919,0.62291,0.285779,0.111257,0.079896,,
398,17546903856,0.24833,0.729435,4.97224,0.772688,5.286252,0.618295,0.225975,0.117357,0.117418,,
399,17580885919,0.254894,0.724504,5.00183,0.744708,6.171925,0.792283,0.443596,0.164909,0.162845,,
400,17615957012,0.176254,0.53646,5.042287,0.727289,6.095368,0.754285,0.500673,0.164849,0.165644,,
401,17649370346,0.136237,0.542598,4.935925,0.763415,6.687135,0.521607,0.388507,0.162788,0.118635,,
402,17683268069,0.134403,0.557139,4.935285,0.791906,6.386611,0.594091,0.396955,0.179234,0.072058,,
403,17716963248,0.269919,0.712531,5.047547,0.698712,6.539046,0.528229,0.322244,0.210627,0.126284,,
404,17750987197,0.163309,0.506064,4.993179,0.719448,6.007311,0.437577,0.35969,0.159997,0.115803,,
405,17783789666,0.149953,0.288241,4.952373,0.852113,6.014319,0.618662,0.356016,0.163729,0.07256,,
406,17817644802,0.055942,0.270874,4.984319,0.795938,5.965998,0.53747,0.359055,0.170163,0.117655,,0.143581
407,17851527032,0.100627,0.505663,5.377616,0.690478,6.099817,0.826385,0.44304,0.119913,0.122299,0.156784,
408,17886004003,0.102361,0.522379,5.21473,0.755607,5.998615,0.704091,0.482021,0.162558,0.073472,,
409,17919531197,0.147178,0.505318,5.469504,0.747391,6.239233,0.873582,0.452573,0.170625,0.071686,,
410,17953945823,0.151952,0.311013,2.333167,0.287594,4.815404,0.787232,0.352648,0.170913,0.072158,,
411,17982240528,0.152158,0.294487,2.278768,0.240224,5.0759,0.677627,0.358255,0.112974,0.070578,,
412,18016082951,0.144979,0.738032,5.448176,0.92421,6.060293,0.526137,0.301041,0.115328,0.072156,,
413,18054978984,0.143431,0.289523,4.9873,0.776618,6.002727,0.527369,0.403712,0.161515,0.114634,,
414,18087743411,0.148677,0.596204,5.436622,0.705148,6.241927,0.720701,0.445895,0.170174,0.072872,,
415,18122627026,0.14001,0.285744,5.000712,0.757701,12.949758,0.499523,0.513922,0.162274,0.072411,,
416,18162240226,,,,,,,,0.168746,0.071588,,
417,18162799166,,,,,,,,0.12015,0.086227,,
418,18163755658,0.1005,0.26399,5.102693,0.731785,6.549247,1.222019,0.507029,0.127644,0.139429,,
419,18190409710,0.147731,0.275179,5.040391,0.883967,6.564405,0.53742,0.379905,0.123209,0.126322,,
420,18223469332,0.14882,0.243543,4.840928,0.778346,6.269532,0.592691,0.420433,0.166336,0.073882,,
421,18256900814,0.148222,0.298663,4.971724,0.751612,6.393655,0.746035,0.975605,0.175809,0.193692,,
422,18291518992,0.14467,0.268204,4.996649,0.858407,6.248363,0.545152,0.418199,0.199882,0.075649,,
423,18324512710,0.153605,0.31352,4.898558,0.766985,6.130659,1.305568,0.351079,0.166942,0.121419,,
424,18358665807,0.148653,0.314878,5.018438,0.780504,6.178944,0.455846,0.358298,0.162978,0.071852,,
425,18391814739,0.147641,0.268607,4.87541,0.741355,6.126699,0.527662,0.401329,0.206398,0.073276,,
426,18425430711,0.14944,0.216817,4.94593,0.781928,6.14196,0.659908,0.420006,0.170558,0.116543,,
427,18459455773,0.14519,0.268159,4.982295,0.727569,6.388795,0.597597,0.425485,0.166549,0.12441,,
428,18493388915,0.162698,0.311906,5.020034,0.787911,6.405185,0.804563,0.655836,0.166275,0.07409,,
429,18527763855,0.149117,0.336226,5.111233,0.827405,6.027469,0.571005,0.495496,0.173275,0.072733,,
430,18562035359,0.153108,0.288513,5.18217,0.765788,6.180441,0.529503,0.358365,1.056747,0.300868,,
431,18594642419,0.151158,0.287093,8.187854,0.75587,6.136705,0.543504,0.317025,0.118691,0.115825,,
432,18631952564,0.100401,0.335822,4.939306,0.767322,6.059805,0.629468,0.300743,0.170808,0.122257,,
433,18661937003,0.101243,0.336837,5.036332,0.811149,6.128891,0.547763,0.306132,0.166211,0.119023,,
434,18695893881,0.149334,0.243694,5.101869,0.745929,6.008822,1.410245,0.415639,0.169168,0.162141,,
435,18730359803,0.147824,0.312181,5.030606,0.777599,6.130731,0.540407,0.40102,0.161643,0.072772,,
436,18763443457,0.145284,0.229714,4.935705,0.732783,6.063896,0.543413,0.358485,0.175189,0.129656,,
437,18797060592,0.148303,0.288284,5.089906,0.769591,6.496393,0.54148,0.402933,0.300329,0.136778,,
438,18831339168,0.145948,0.307357,4.892408,0.819154,6.050711,0.73083,0.44721,0.17205,0.114797,,
439,18864768184,0.165462,2.50773,5.477634,0.905695,6.349598,0.94544,0.457894,0.165577,0.074265,,
440,18902010922,0.153113,0.530942,7.349753,0.714902,6.225153,0.737942,0.354916,0.161848,0.071937,,
441,18934979121,0.163026,0.325503,5.026572,0.701013,6.216781,0.708976,0.445218,0.16004,0.07403,,
442,18966290393,0.139755,0.251107,4.877521,0.742921,6.112013,0.604267,0.408723,0.160346,0.072582,,
443,18999671991,0.099717,0.543602,5.379781,0.746296,6.143427,0.507864,0.357998,0.165431,0.158788,,
444,19034052599,0.142889,0.258317,5.050467,0.761241,6.01612,0.551164,0.339877,0.163876,0.073613,,
445,19067233794,0.149461,0.27671,5.018554,0.732405,5.994022,0.594497,0.394245,0.25603,0.076851,,
446,19102012821,0.149143,0.266887,5.060005,0.742104,5.955155,0.899128,0.453627,1.164823,0.164941,,
447,19135057411,0.101766,0.564715,7.345884,0.710926,12.89856,0.550611,0.511694,0.167482,0.073523,,
448,19178047816,,,,,,,,0.168635,0.072102,,
449,19178554494,,,,,,,,0.066801,0.127869,,
450,19179548227,0.150074,0.324673,5.108282,0.740824,6.583893,0.707123,0.477008,0.168888,0.195184,,
451,19203181788,0.100873,0.317882,5.341887,0.765561,6.415867,1.843172,0.763322,0.166612,0.072163,,
452,19239091052,0.155316,0.35521,5.135805,0.744456,6.355516,0.486594,0.399404,0.593971,0.285036,,
453,19270307791,0.102149,0.31422,5.076972,0.771967,6.266772,0.671362,0.312138,0.172228,0.114268,,
454,19304010882,0.145711,0.277779,5.029557,0.737744,6.189893,0.515971,0.370573,0.182947,0.113686,,
455,19337506272,0.100316,0.553712,5.346072,0.964659,8.855186,0.732222,0.459155,0.168591,0.122167,,
456,19375015022,0.146316,0.540469,5.415965,0.6841,6.372602,0.818381,0.459531,0.16742,0.073272,,
457,19406174207,0.099639,0.355028,3.02045,0.29033,5.028456,0.54776,0.267002,0.166198,0.07277,,
458,19435182427,0.158378,0.284757,2.315491,0.293334,4.948194,0.532983,0.264897,0.165929,0.118187,,
459,19468027231,0.355991,0.604637,2.351378,0.241025,5.345992,0.686638,0.448792,0.114366,0.071065,,
460,19503324275,0.36982,0.535808,2.376851,0.295392,9.872159,1.671611,1.042685,0.168607,0.116048,,
461,19543810740,0.209988,0.392382,2.283332,0.251971,4.064456,1.150195,0.6743,0.650772,0.309817,,
462,19570126569,0.131255,0.352209,2.385692,0.236595,4.094546,1.052843,0.738834,0.528882,0.251827,,
463,19603740163,0.16161,0.411648,3.122654,0.242231,3.948734,1.164664,0.671348,0.388264,0.251283,,
464,19638293043,0.334888,0.613993,2.438228,0.29207,3.955099,1.547573,0.967772,0.408638,0.27977,,
465,19672686125,0.366028,0.530634,2.40196,0.306642,4.038036,1.259206,0.805434,0.448434,0.302164,,
466,19706004671,0.178112,0.346443,2.32141,0.240347,4.208514,1.343837,0.596065,0.47208,0.282216,,
467,19739077452,0.143064,0.387896,2.304162,0.298046,3.918112,1.166815,0.656269,0.390237,0.251587,,
468,19772465961,0.183213,0.785777,5.355306,0.734055,5.286184,1.378725,0.897918,0.375727,0.243734,,
469,19812126672,0.38925,0.807226,5.204353,0.691567,5.217214,1.422871,1.152707,0.467593,0.296347,,
470,19846399433,0.17241,0.643601,2.296047,0.238617,4.059176,1.183471,0.707233,0.446292,0.429061,,
471,19874311312,0.164069,0.320439,2.385861,0.239868,4.071829,0.613112,0.226548,0.390843,0.296512,,
472,19906265209,0.379841,0.625558,2.355462,0.298249,3.936909,0.476292,0.175487,0.112904,0.070397,,
473,19940395016,0.369994,0.737082,2.386194,0.244171,4.020454,0.513439,0.175111,0.112568,0.069149,,
474,19974364330,0.136936,0.255017,3.158674,0.299308,3.941765,0.479447,0.182512,0.111352,0.069969,,
475,20008009115,0.373386,0.827759,2.435897,0.333094,3.900855,0.466604,0.174108,0.111026,0.07876,,
476,20041951825,0.362389,0.567175,2.337914,0.244306,4.100084,1.678994,1.108792,0.111033,0.068833,,
477,20078261189,0.373445,0.801949,2.330925,0.300107,3.912376,1.489771,0.818421,0.489706,0.313098,,
478,20111731235,0.155083,0.279188,2.258964,0.249169,4.10968,1.228151,0.670852,0.492014,0.301387,,
479,20144145781,0.15997,0.282331,3.121938,0.287427,5.331415,1.316519,1.124449,0.394629,0.272297,,
480,20180605232,,,,,,,,0.403539,0.283013,,
481,20189302510,,,,,,,,0.329353,0.349026,,
482,20192130993,0.149255,0.287474,2.155419,1.251235,4.054995,1.235889,0.900331,0.483273,0.274094,,
483,20212900144,0.158596,0.32918,2.203662,0.240831,4.263273,1.275937,0.862552,0.447022,0.326176,,
484,20245856069,0.148215,0.359469,2.146427,0.257132,4.156444,1.219131,0.718976,0.423708,0.294476,,
485,20279261067,0.103765,0.317743,2.208605,0.290177,4.042714,1.196782,0.847652,0.396734,0.273492,,
486,20313306500,0.157478,0.268914,2.128753,0.294641,4.07361,1.116498,0.691807,0.45471,0.422917,,
487,20347129133,0.149409,0.331615,2.984357,0.241924,4.075316,1.125153,0.615729,0.387552,0.294043,,
488,20385609867,0.180935,0.334413,2.152333,0.239787,4.163276,1.278437,0.787523,4.606732,0.570905,,
489,20414469696,0.148836,0.284935,2.24819,0.242516,4.954329,1.898053,0.79885,0.378875,0.275301,,
490,20449811229,0.187536,0.464113,2.309279,0.243625,4.937698,1.852721,0.716595,0.454886,0.278657,,
491,20483697337,0.212754,0.377342,2.356042,0.329536,4.958765,1.534811,0.726437,0.466699,0.289258,,
492,20517296027,0.543664,0.905673,5.024579,0.746982,6.906318,1.877006,0.710583,0.489125,0.31667,,
493,20557570863,0.150082,0.370016,5.385504,0.775134,6.276798,1.816001,0.871776,0.536715,0.275612,,
494,20589975577,0.148102,0.274226,5.171393,0.731107,6.159441,1.878705,0.726775,0.484206,0.300565,,
495,20623178049,0.167669,0.372672,5.581331,0.749083,6.164025,1.789025,0.754094,0.430045,0.285847,,
496,20657928055,0.102564,0.328274,5.076293,0.826131,6.879348,2.044681,0.705342,0.946486,0.307478,,
497,20691753144,0.225663,0.330471,5.190148,0.755088,6.266091,0.76466,0.347186,0.571055,0.298452,,
498,20722794112,0.157456,0.292269,5.098442,0.747882,6.134853,0.521825,0.397716,0.171014,0.07226,,
499,20756062119,0.100128,0.27312,5.141425,0.753628,6.048709,0.912172,0.447766,0.174846,0.110465,,
500,20790157261,0.144083,0.305237,5.081727,0.763764,6.315621,0.507141,0.349358,0.168596,0.075803,,
501,20823716765,0.153666,0.293159,5.320928,0.743758,6.051142,0.572739,0.317389,0.162629,0.07451,,
502,20857457228,0.145736,0.286002,5.23756,0.768441,6.131996,0.659747,0.432054,0.167076,0.116977,,
503,20891516543,0.14221,0.536559,5.614746,0.768597,6.021165,0.623864,0.363782,0.168635,0.117114,,
504,20925652764,0.147831,0.280481,5.075224,0.733995,6.106274,0.511026,0.347981,0.176488,0.071868,,
505,20958498777,0.147385,0.275405,5.010928,0.869211,5.981452,0.545752,0.472515,0.119639,0.121713,,
506,20992441224,0.147327,0.320808,5.001722,0.75213,6.018264,0.540273,0.310951,0.119952,0.163424,,
507,21026001957,0.154132,0.569335,5.555251,1.012222,5.974162,0.481997,0.3965,0.173594,0.125116,,
508,21060878291,0.141211,0.293715,5.174744,0.776757,6.047158,0.699087,0.351219,0.176697,0.16668,,
509,21093884983,0.143908,0.275158,5.061985,0.750891,5.987584,0.691555,0.40426,0.11793,0.121381,,
510,21127522281,0.158204,0.305774,5.12399,0.695869,5.99755,0.507427,0.39308,0.16387,0.07186,,
511,21161185669,0.15456,0.336991,5.085606,0.900322,13.054356,0.454124,0.467479,0.183623,0.124842,,
512,21202241664,,,,,,,,0.167875,0.122258,,
513,21202681949,,,,,,,,0.110115,0.076119,,
514,21203643502,0.145716,0.593085,5.412805,0.721391,6.644394,0.649568,0.445233,0.12727,0.151909,,
515,21230102278,0.144881,0.272476,5.010569,0.751268,6.668904,0.487951,0.392029,0.165287,0.071718,,
516,21262957182,0.138696,0.276816,5.106658,0.787984,6.251399,0.886078,1.358381,0.169366,0.071278,,
517,21298409822,0.144814,0.364192,5.220734,0.744176,6.320138,1.826406,0.754179,0.534109,0.270644,,
518,21332722234,0.163605,0.325731,5.12455,0.993368,6.232609,1.931713,0.744031,0.440081,0.297059,,
519,21366639074,0.143769,0.317997,5.245213,0.743759,6.17031,0.674662,0.361992,0.488795,0.300385,,
520,21398066135,0.15079,0.325893,5.018899,0.780163,6.227589,0.563743,0.422807,0.17088,0.117497,,
521,21431644477,0.145997,0.279607,5.110274,0.748894,6.071755,0.497576,0.407185,0.167588,0.118058,,
522,21465268177,0.162069,0.467537,5.490319,0.777739,6.23786,0.520268,0.311495,0.183178,0.118031,,
523,21499718199,0.143603,0.30519,4.933601,0.806038,6.041159,0.464137,0.363935,0.166986,0.120443,,
524,21532642733,0.144862,0.54466,5.301096,0.756649,6.263128,0.828373,0.440875,0.214625,0.125327,,
525,21567491737,0.103199,0.528484,5.56963,0.745517,6.396274,1.18318,0.450043,0.164701,0.073606,,
526,21602017890,0.202087,0.723283,4.943702,0.763343,6.151767,0.608032,0.302809,0.164186,0.073388,,
