Frame,ts,capsfilter0,queue0,vaapipostproc0,capsfilter1,vaapiencodeh264-0,queue1,pay0,rtpsession0,tee0,funnel0,tee1
527,21634886052,0.101813,0.527274,5.459423,0.81182,6.096603,0.77098,0.489361,0.164121,0.116922,,
528,21669950819,0.151543,0.346265,5.197211,0.77859,6.516474,0.783087,0.451101,0.167328,1.175557,,
529,21702585166,0.148185,0.289816,5.192872,0.749963,7.576031,0.767965,0.584904,0.166117,0.073231,,
530,21737418117,0.149608,0.30322,5.15258,0.768064,6.110282,0.809973,0.450708,0.130389,0.121246,,
531,21769661481,0.158764,0.294328,5.016793,0.847199,6.31329,0.807134,0.36645,0.16815,0.119509,,
532,21803424762,0.150492,0.254592,5.053309,0.786876,6.067436,0.726001,0.447728,0.160604,0.072607,,0.134298
533,21837145768,0.134738,0.523523,5.374136,0.769985,6.146656,0.514384,0.361383,0.356894,0.089569,,
534,21871075239,0.101874,0.335323,5.061506,0.83669,6.047621,0.687319,0.31733,0.167851,0.118836,,
535,21904449377,0.145653,0.387964,4.957307,0.756209,6.288618,0.496118,0.372653,0.172959,0.120359,,
536,21938188197,0.144257,0.54332,5.447436,0.969242,6.110435,0.495618,0.31243,0.175007,0.074532,,
537,21972605432,0.098859,0.302718,5.069783,0.740085,6.064201,1.028756,0.436258,0.16507,0.119114,,
538,22006113303,0.144905,0.29019,5.216434,0.74738,6.028109,0.679093,0.444214,0.1701,0.129522,,
539,22039643759,0.156051,0.291985,4.994431,0.762083,5.898203,0.721101,0.590781,0.168672,0.114347,,
540,22073249975,0.139739,0.285678,5.441742,0.755417,6.03308,0.530569,0.348806,0.184109,0.076455,,
541,22107152992,0.144876,0.28365,5.039938,0.856005,5.976275,0.736128,0.453338,0.174401,0.072235,,
542,22141011735,0.146945,0.274536,5.156622,0.717932,6.033391,0.66339,0.346782,0.259945,0.129484,,
543,22174542198,0.140802,0.29018,5.053223,0.851105,12.861081,0.577112,0.579652,0.158398,0.073254,,
544,22215335200,,,,,,,,0.192602,0.11004,,
545,22215774491,,,,,,,,0.063347,0.119244,,
546,22216697300,0.100844,0.662879,5.392668,0.744394,6.639048,0.503817,0.386048,0.17742,0.127875,,
547,22243155266,0.143296,0.286829,5.021722,0.742598,6.366857,0.509848,0.368776,0.171136,0.075104,,
548,22275902405,0.101275,0.296084,5.574628,0.723138,6.281825,0.763501,0.467563,0.164502,0.07316,,
549,22310589540,0.12674,0.276245,5.052898,0.775702,5.517507,0.672801,0.305404,0.220051,0.124517,,
550,22342802240,0.098858,0.558878,5.519809,0.747738,5.255854,0.680902,0.279275,0.169053,0.117862,,
551,22377785318,0.149939,0.383164,5.299686,0.76478,5.297247,0.618499,0.290209,0.924859,0.136397,,
552,22410323910,0.151195,0.541159,7.378763,0.703147,5.581885,0.633448,0.239406,0.115149,0.115021,,
553,22446604705,0.147884,0.532451,5.3061,0.772066,5.408139,0.625173,0.285312,0.161513,0.133366,,
554,22478262435,0.149762,0.397141,5.708286,0.712981,5.200741,1.473188,1.110608,0.1158,0.120891,,
555,22514592312,0.102715,0.349559,7.391902,0.253745,3.938303,1.729387,1.057691,0.462917,0.306971,,
556,22548036834,0.14872,0.325735,2.991155,0.541357,5.145866,1.454954,0.982866,0.454018,0.310836,,
557,22578576381,0.153087,0.327117,5.219874,0.752475,5.221629,1.590736,0.91838,0.455232,0.308605,,
558,22615001529,0.138631,0.755043,5.265955,0.801596,5.27206,1.466972,0.94065,0.457928,0.411813,,
559,22649279607,0.146053,0.341743,5.174532,0.735674,5.233673,1.403453,1.085731,0.566585,0.343113,,
560,22682391196,0.155474,0.341569,5.352892,0.762955,5.42819,1.502513,0.96975,0.454552,0.286088,,
561,22716551472,0.152372,0.325911,5.179498,0.819865,5.185725,1.43001,1.029523,0.455741,0.300536,,
562,22749962829,0.102243,0.330547,5.196692,0.763591,5.210552,1.518485,0.943137,0.479144,0.304817,,
563,22783709857,0.143072,0.348999,5.136932,0.96088,5.232002,1.377846,1.071206,0.455103,0.289857,,
564,22817721564,0.143553,0.361582,5.206018,0.75114,5.349257,1.449482,0.972607,0.50216,0.276145,,
565,22851354583,0.097909,0.327129,5.100441,0.782946,5.323059,1.417457,0.964312,0.465387,0.282885,,
566,22884968581,0.100958,0.337468,5.412567,0.703508,5.180491,1.40772,0.897224,0.448283,0.333439,,
567,22918710753,0.139093,0.280662,5.171789,0.746532,5.235296,1.439895,0.918961,0.450506,0.257527,,
568,22952424460,0.149377,0.330781,5.195231,0.728397,5.256314,1.389634,0.995704,0.453219,0.298088,,
569,22986375654,0.100334,0.418261,5.116108,0.746483,5.247094,1.482537,0.932353,0.621816,0.25436,,
570,23020037152,0.14774,0.28197,5.086259,0.830545,5.356473,1.483837,1.029788,0.462825,0.288033,,
571,23054032414,0.152322,0.309291,5.194739,0.762669,5.289892,1.459195,0.940621,0.463692,0.301474,,
572,23087734521,0.143118,0.522199,5.727832,0.723221,5.362001,1.412583,1.007381,0.47652,0.273387,,
573,23122228675,0.143811,0.255814,5.237363,0.769365,5.181146,1.510492,0.94985,0.448028,0.279961,,
574,23155149681,0.141748,0.305221,5.250531,0.769199,5.308681,1.439432,0.933033,0.425784,0.308514,,
575,23189049357,0.146016,0.332667,5.220897,0.719672,7.053738,1.406444,1.306375,0.462095,0.3336,,
576,23225003146,,,,,,,,0.442472,0.492237,,
577,23229257612,,,,,,,,0.352574,0.362104,,
578,23231898687,0.095766,0.365001,5.266354,0.780252,5.501198,1.363408,1.074408,0.468159,0.282721,,
579,23257041584,0.14554,0.35131,5.308408,0.771628,5.462121,1.522986,1.03948,0.463476,0.411537,,
580,23290794005,0.100262,0.531263,5.601651,0.732547,5.573949,1.383252,1.055487,0.471991,0.270396,,
581,23325014703,0.153444,0.317869,5.309856,0.798851,5.257546,1.436014,1.061591,0.484775,0.331234,,
582,23358059640,0.147798,0.257421,5.170845,0.73111,5.313537,1.505908,0.990711,0.481888,0.266376,,
583,23391675023,0.148173,0.327926,5.220349,0.852351,5.325167,1.465406,1.115292,0.451729,0.296246,,
584,23425772026,0.152616,0.318319,5.14836,0.732042,5.265219,1.418459,0.97764,0.483976,0.313008,,
585,23459226053,0.149824,0.356689,5.172641,0.779707,5.215725,1.47171,0.950747,0.47955,0.439123,,
586,23492951669,0.103192,0.328372,5.097262,0.754635,5.27982,1.433412,1.056049,0.46205,0.33205,,
587,23526681915,0.101437,0.544538,5.333161,0.805519,5.376295,1.390927,0.958866,0.474748,0.272043,,
588,23561003465,0.097172,0.353552,5.193589,0.716152,5.403224,1.360495,1.032795,0.483093,0.359699,,
589,23594338829,0.099909,0.316392,5.369467,0.765694,5.340782,1.453949,1.015622,0.469572,0.302186,,
590,23628299962,0.145346,0.547277,5.510512,0.941122,5.275911,1.387533,0.991977,0.469084,0.287225,,
591,23662519133,0.185824,0.332705,5.311069,0.749127,5.257778,1.595982,0.923911,0.477611,0.281848,,
592,23695849280,0.150244,0.377506,2.341089,0.243384,4.171408,1.1554,0.871011,0.440527,0.346788,,
593,23724524327,0.15183,0.329657,2.177532,0.239512,4.041206,1.180983,0.715949,0.412596,0.322215,0.156885,
594,23757929161,0.141885,0.329537,2.147037,0.340786,3.999192,1.227989,0.735181,0.567276,0.274671,,
595,23791572250,0.159403,0.269179,2.915179,0.291627,3.896692,1.195644,0.922865,0.381086,0.268148,,
596,23826216034,0.149,0.280651,2.196794,0.242168,4.832832,1.148384,0.711335,0.460658,0.294407,,
597,23859843879,0.15681,0.269936,2.169162,0.28757,4.068683,1.160674,0.719176,0.420546,0.288589,,
598,23892919382,0.10102,0.326171,2.140347,0.235758,3.903281,1.283208,0.74133,0.413,0.321115,,
599,23926508413,0.145851,0.33363,2.361656,0.24256,3.837167,1.125477,0.717997,0.390878,0.25301,,
600,23960296616,0.204425,1.132552,2.211235,0.287958,3.888702,1.158061,0.660015,0.373872,0.265365,,
601,23994921036,0.151274,0.37479,2.964884,0.233339,3.948266,1.172897,0.665292,0.424734,0.285788,,
602,24028681047,0.104563,0.335183,2.199609,0.293749,3.977523,1.187813,0.73042,0.421505,0.273149,,
603,24061871219,0.205125,0.420534,2.431169,0.237057,3.919264,0.587538,0.180824,0.399236,0.392647,,
604,24094146799,0.105257,0.335118,2.290493,0.238276,3.866668,0.629446,0.230298,0.111579,0.06932,,
605,24127670659,0.150339,0.325179,2.262634,0.295858,3.93338,0.661168,0.189265,0.113871,0.070193,,
606,24161529323,0.103943,0.334692,2.314432,0.248519,7.068896,0.787781,0.445467,0.112327,0.070253,,
607,24198936995,0.104152,0.333134,2.139311,0.25023,11.472286,0.614104,0.561505,0.174385,0.123841,,
608,24236978297,,,,,,,,0.178168,0.228564,,
609,24241719532,,,,,,,,0.180242,0.190501,,
610,24242790120,0.152596,0.331052,2.211955,0.254088,5.328463,0.408831,0.29676,0.172212,0.197222,,
611,24264024146,0.197513,0.539599,5.39084,0.757013,6.579576,0.498697,0.441195,0.117858,0.070383,,
612,24303368513,0.142029,0.288396,4.958223,0.767183,6.346046,1.020386,0.430019,0.179138,0.116657,,
613,24336632403,0.154093,0.311469,5.055062,0.719215,6.467745,1.641267,0.736089,0.168623,0.121114,,
614,24372008173,0.149028,0.349594,5.225761,0.780155,6.210332,1.823858,0.720768,0.465682,0.286308,,
615,24405926211,0.146561,0.272009,6.996146,0.948105,6.298485,1.856215,0.889851,0.453629,0.265535,,
616,24441896888,0.139604,0.318724,5.283681,0.779534,5.413424,1.389651,0.969042,0.473796,0.29961,,
617,24472562374,0.145868,0.38432,5.269506,0.721316,5.320493,1.62984,1.200886,0.458389,0.305247,,
618,24506684078,0.225039,0.604809,2.262833,0.245289,4.018876,1.20231,0.657189,0.471275,0.273981,,
619,24535115101,0.288364,0.565987,2.40928,0.248037,4.015332,1.240562,0.709113,0.416724,0.433036,,
620,24569076075,0.198237,0.406572,2.272469,0.244092,4.067355,1.30079,0.688139,0.421952,0.354761,,
621,24602656508,0.216358,0.612762,2.3954,0.260056,4.432648,0.498628,0.177261,0.583524,0.331241,,
622,24635121804,0.326471,0.833758,2.356068,0.236825,3.844837,0.522841,0.177393,0.111271,0.069878,,
623,24668603123,0.182348,0.386916,2.232755,0.389456,4.044459,0.872947,0.213036,0.111136,0.068862,,
624,24702417627,0.137859,0.281723,3.159671,0.34836,3.843634,0.475462,0.176646,0.112245,0.069986,,
625,24736255410,0.120895,0.309099,2.369123,0.245202,4.756506,0.46622,0.172372,0.111317,0.069519,,
626,24770040117,0.141012,0.3992,2.581515,0.244747,3.934714,0.631439,0.181167,0.111182,0.068911,,
627,24803479522,0.371113,0.79144,2.280344,0.393494,3.994574,0.469333,0.175685,0.111811,0.070284,,
628,24837760367,0.337102,0.624842,2.500303,0.304789,3.841154,0.472132,0.17438,0.111308,0.069837,,
629,24871321907,0.40367,0.885719,5.293811,0.754365,5.308986,0.632096,0.231975,0.110492,0.069862,,
630,24910448997,0.359484,0.845572,5.237697,0.759036,5.203975,0.669777,0.23789,0.203632,0.125033,,
631,24943986245,0.271161,0.808875,5.141616,0.72395,5.243743,0.704171,0.276559,0.158236,0.083059,,
632,24977550220,0.262091,0.720506,5.037924,0.748653,5.254967,0.626835,0.280408,0.168993,0.116644,,
633,25011014869,0.379208,0.916066,5.007638,0.765647,6.376514,0.760378,0.438252,0.115707,0.118707,,
634,25046617980,0.178304,0.451566,2.300051,0.24544,4.763222,0.294453,0.262631,0.159866,0.073723,,
635,25074082264,0.162279,0.405496,3.718092,0.236153,4.828,0.724624,0.452734,0.113967,0.069685,,
636,25109906310,0.163951,0.357514,2.284628,0.243331,4.657494,0.406213,0.258625,0.160501,0.073714,,
637,25141497638,0.357182,0.653876,2.323884,0.298043,5.744004,0.641721,0.30735,0.112918,0.069862,,
638,25177471352,0.151063,0.418725,2.287826,0.245464,4.695418,0.277845,0.880983,0.171454,0.113187,,
639,25209813049,0.146594,0.330288,2.332796,0.233863,11.299325,0.416908,0.512353,0.250364,0.11931,,
640,25249787757,,,,,,,,0.174401,0.072503,,
641,25254931660,,,,,,,,0.186993,0.18542,,
642,25255910073,0.346129,1.123105,5.331889,0.736832,6.64783,0.498406,0.381014,0.128332,0.14328,,
643,25283511147,0.147,0.28188,5.132267,0.754427,6.445029,0.490207,0.36944,0.170384,0.119501,,
644,25315686768,0.14424,0.301327,5.252625,0.697391,6.206409,0.441534,0.432863,0.164622,0.073007,,
645,25349416976,0.145281,0.535157,5.368157,0.756488,8.196105,0.624903,0.328112,0.171556,0.127986,,
646,25385657273,0.236267,0.66042,5.0307,0.723522,6.165219,1.994995,0.707062,0.166826,0.158311,,
647,25419338016,0.222928,0.684398,5.047776,0.756797,6.362036,0.537153,0.401996,0.390254,0.298257,,
648,25451195402,0.101413,0.314053,5.091658,0.810798,6.083764,0.518619,0.308434,0.122692,0.129812,,
649,25484252047,0.149669,0.375876,5.117351,0.761312,6.315786,0.83596,0.464945,0.175999,0.11321,,
650,25518723544,0.144764,0.291831,3.870768,0.255191,4.017991,0.468476,0.18092,0.161237,0.071376,,
651,25547686751,0.106445,0.331432,2.309745,0.290257,4.071526,0.565991,0.183946,0.111943,0.070613,,
652,25580097491,0.107306,0.340884,2.170577,0.292852,3.970792,1.802687,0.983149,0.11281,0.069684,,
653,25616234620,0.151668,0.380772,2.312503,0.234734,3.919235,1.513485,1.036016,0.446877,0.301751,,
654,25649867579,0.147474,0.276361,2.211033,0.239955,4.092533,1.302564,1.038767,0.478811,0.279002,,
655,25683298981,0.14834,0.273627,2.25429,0.254901,4.167046,1.199376,0.785781,0.408224,0.275884,,
656,25716964235,0.146749,0.33129,2.15372,0.240446,3.928554,1.469038,0.898123,0.400362,0.368737,,
657,25751131969,0.160045,0.332051,2.183905,0.240353,4.011253,1.234447,0.744051,0.578943,0.300584,,
658,25784215147,0.158025,0.613309,5.251814,0.764368,5.257328,1.529191,0.943211,0.380366,0.28098,,
659,25823662992,0.144113,0.302728,5.179452,0.77989,5.354334,1.428944,0.946835,0.442644,0.282959,,
660,25857150690,0.14089,0.318654,5.107148,0.744057,5.42037,1.463648,0.973942,0.509515,0.300536,,
661,25890858561,0.101464,0.574846,5.266866,0.757763,5.329504,1.423251,0.974504,0.415311,0.272386,,
662,25925130614,0.142886,0.339665,5.453038,0.724812,5.218461,1.379024,1.127623,0.454088,0.457624,,
663,25958599272,0.099455,0.307066,5.177463,0.736265,5.436737,1.386201,0.927211,0.452379,0.266587,,
664,25992090744,0.101525,0.335686,5.303576,0.782634,5.226192,1.446468,0.94849,0.408679,0.270766,,
665,26025995774,0.147453,0.311274,5.338551,0.77641,5.27629,1.442195,0.905776,0.455853,0.293328,,
666,26059980748,0.146198,0.357154,5.155757,0.827023,5.274273,1.382791,0.951842,0.462118,0.417983,,
667,26093604519,0.142334,0.404261,5.123391,0.741837,5.320459,1.378786,1.121781,0.624034,0.273008,,
668,26127361925,0.140477,0.351326,5.267546,0.763305,5.359308,1.426521,0.946006,0.470302,0.270519,,
669,26161333903,0.153283,0.283734,5.239222,0.769965,5.343128,1.387918,0.976409,0.586537,0.296627,,
670,26194884707,0.144769,0.331973,5.372101,0.756966,5.19814,1.443624,0.938817,0.460459,0.31321,,
671,26228649242,0.149587,0.341008,5.184066,0.942073,6.936248,1.417077,1.292956,0.468044,0.281583,,
672,26264494534,,,,,,,,0.447624,0.273797,,
673,26268847093,,,,,,,,0.308562,0.439616,,
674,26271496668,0.148876,0.355232,5.254685,0.764176,5.395262,1.47499,1.203831,0.455466,0.311646,,
675,26297516727,0.14666,0.333044,5.128731,0.813077,5.317386,1.427415,1.148854,0.467963,0.921161,,
676,26330175240,0.14588,0.330976,5.17715,0.734031,5.593462,1.386351,0.961885,0.479371,0.314406,,
677,26364006635,0.149115,0.312618,5.203709,0.761707,5.303091,1.447985,1.046465,0.486047,0.292397,,
678,26397703787,0.14361,0.314847,5.376889,0.867389,5.275383,1.73338,1.007521,0.510654,0.284098,,
679,26431861549,0.100969,0.365939,5.180032,0.76744,5.353598,1.454845,0.956753,0.454306,0.306944,,
680,26465142915,0.147151,0.309379,5.217045,0.73845,5.322274,1.512668,0.908176,0.510254,0.287789,,
681,26498852417,0.094357,0.338852,5.117692,0.751328,5.347703,1.405274,1.019684,0.471953,0.294743,,
682,26532672422,0.147955,0.535353,5.495101,0.770923,5.213385,1.533974,0.979238,0.466745,0.40586,,
683,26566918933,0.098332,0.323414,5.14692,0.748975,5.297236,1.45773,0.933499,0.498495,0.302096,,
684,26600157556,0.14811,0.336043,6.931369,0.785109,5.224866,1.452865,0.86323,0.596875,0.314871,,
685,26635485525,0.178576,0.357138,5.215536,0.705013,5.285653,1.560497,0.991595,0.45947,0.296522,,
686,26667825193,0.152804,0.320709,5.438125,1.497986,5.230525,1.380838,1.001594,0.470943,0.299914,,
687,26702319002,0.143325,0.375499,5.103387,1.091629,5.245879,1.55784,0.996474,0.466814,0.27902,,
688,26735597103,0.142225,0.334211,5.26716,0.747273,5.287028,1.456198,1.009462,0.449001,0.285397,,
689,26769242197,0.102338,0.346286,5.386109,0.753274,5.167505,1.566384,0.96453,0.56838,0.333385,,
690,26802907112,0.148206,0.340194,5.302604,0.758094,5.206762,1.418386,0.949177,0.444568,0.28472,,
691,26836464602,0.144866,0.514512,5.407203,0.745219,5.18528,1.624625,1.016816,0.425251,0.287031,,
692,26870796218,0.148335,0.315164,2.273943,0.242365,3.654396,1.507954,0.962212,0.4556,0.299062,,
693,26899128676,0.162165,0.333079,2.297064,0.241081,4.723934,1.88766,0.805519,0.56175,0.285389,,
694,26934134078,0.175675,0.283707,2.219375,0.23522,5.11894,0.771715,0.403853,0.462325,0.286076,,
695,26966136735,0.143838,0.321062,2.215511,0.246318,5.037013,0.524832,0.289089,0.115648,0.070494,,
696,26999467536,0.151199,0.337621,2.302982,0.231251,5.02933,0.550924,0.263767,0.12254,0.071568,,
697,27033300664,0.147362,0.284139,2.214962,0.287621,5.130305,0.656531,0.351759,0.113198,0.070712,,
698,27067298070,0.153413,0.281427,2.335111,0.30195,4.895197,0.522681,0.263942,0.114377,0.070396,,
699,27100731217,0.151083,0.279956,2.14581,0.289799,5.284002,0.229605,0.181481,0.114387,0.070805,,
700,27134336732,0.103798,0.383048,2.270368,0.240306,4.07977,0.575849,0.178644,0.111554,0.070702,,
701,27167408791,0.147779,0.29234,2.137601,0.289927,3.972096,0.635327,0.260979,0.111108,0.070043,,
702,27201104754,0.151368,0.33953,2.346825,0.243425,3.891288,0.595782,0.178991,0.124015,0.106978,,
703,27234837952,0.198492,0.332096,2.269589,0.236367,5.747627,0.229931,0.322216,0.112911,0.070095,,
704,27270281571,,,,,,,,0.11319,0.149487,,
705,27281360567,,,,,,,,0.18085,0.184357,,
706,27282338431,0.141902,0.330245,2.246605,0.292498,4.110317,0.570676,0.20986,0.177589,0.09861,,
707,27302543618,0.152686,0.421345,2.150222,0.249551,4.18204,0.530321,0.200168,0.115961,0.070299,,
708,27336338195,0.150971,0.283323,2.218247,0.298827,4.201708,0.539825,0.194179,0.114649,0.070274,,
709,27370151189,0.146375,0.28679,2.178895,0.283628,3.952945,0.614081,0.190326,0.114483,0.116848,,
710,27403643617,0.145144,0.326569,2.187331,0.246759,4.397574,1.607537,1.121192,0.111863,0.069323,,
711,27440343518,0.158489,0.335375,2.243503,0.298754,3.938168,1.556014,1.0175,0.477256,0.287012,,
712,27473637090,0.147237,0.283394,2.151077,0.297051,3.942755,1.236259,0.799837,0.511866,0.268285,,
713,27506585377,0.153126,0.328454,2.199205,0.294183,4.140791,1.181241,0.74006,0.393327,0.263736,,
714,27540581050,0.206739,0.390733,5.344369,0.950151,5.257095,1.473925,0.950819,0.405371,0.272992,,
715,27580029953,0.145193,0.347627,5.159348,0.787916,5.264057,1.537021,0.977138,0.4801,0.296487,,
716,27613603998,0.147646,0.493431,5.436316,0.757754,5.28191,1.490182,1.065159,0.672143,0.298595,,
717,27649148284,0.145396,0.364741,5.290199,0.78032,5.193199,1.487977,0.927916,0.487398,0.416119,,
718,27681143943,0.152467,0.370331,5.459448,0.758241,5.237975,1.646573,0.957982,0.478914,0.489709,,
719,27715045627,0.142572,0.327099,5.25213,0.758392,5.274451,1.450596,0.945649,0.450057,0.286792,,
720,27748631617,0.14942,0.34575,5.249538,0.749321,5.164585,1.430677,0.953862,0.63125,0.29321,,0.090121
721,27782085096,0.150177,0.338805,5.322149,0.761876,5.424295,1.414659,0.949808,0.48161,0.278929,,
722,27816101564,0.146337,0.436048,5.570545,0.727933,5.188867,1.476591,1.022557,0.437398,0.288144,,
723,27850213461,0.098053,0.331106,5.234134,0.886983,5.24257,1.489177,0.947242,0.470865,0.306499,,
724,27883596560,0.101175,0.29417,5.017606,0.765035,5.231979,1.475049,0.939261,0.455979,0.276782,,
725,27917067114,0.101495,0.415267,5.143086,0.7583,5.335321,1.391726,0.990605,0.477494,0.350309,,
726,27951057791,0.138437,0.323204,5.12766,0.779977,5.422839,1.42296,0.937012,0.463014,0.271295,,
727,27985067824,0.147948,0.338603,5.29091,0.748814,5.230891,1.540303,0.976967,0.470892,0.551596,,
728,28018726094,0.146982,0.321118,5.273086,0.775687,5.433998,1.41979,1.076094,0.475301,0.291333,,
729,28052643330,0.141606,0.341317,5.198066,0.739524,5.194313,1.500279,1.015811,0.445514,0.295607,,
730,28086150252,0.14426,0.312614,5.240583,0.783814,5.307655,1.44405,0.933515,0.497843,0.28244,,
731,28119932200,0.100439,0.334783,5.12715,0.810808,5.214634,1.425323,0.986002,0.461388,0.280259,,
732,28153595539,0.101478,0.381048,5.092234,0.902327,5.235782,1.583401,0.960672,0.471127,0.29639,,
733,28187579988,0.145745,0.293848,5.24422,0.807085,5.238947,1.430073,0.954435,0.458541,0.272401,,
734,28221265391,0.164287,0.319983,5.152732,0.757137,5.280099,1.50256,0.925559,0.479176,0.299923,,
735,28254990776,0.145166,0.297849,5.129925,0.780102,7.001077,1.447975,1.764746,0.454489,0.311703,,
736,28291227860,,,,,,,,0.477394,0.296399,,
737,28295130208,,,,,,,,0.293096,0.332383,,
738,28297850851,0.141719,0.378087,5.802757,0.711772,5.302134,1.687829,1.162936,0.444922,0.304196,,
739,28323610685,0.149355,0.330202,5.157054,0.924575,5.429919,1.518122,1.048588,0.452902,0.316251,,
740,28356762651,0.148522,0.272138,5.295483,0.709139,5.223212,1.418909,1.022754,0.47953,0.284911,,
741,28390082124,0.150769,0.281477,5.170387,0.783786,5.358479,1.478579,0.948555,0.458755,0.289709,,
742,28423921877,0.14596,0.275717,5.180104,0.788821,6.282319,1.853812,0.740598,0.462511,0.294811,,
743,28458792939,0.147206,0.382995,5.279415,0.721648,6.275909,1.785187,0.698277,0.470394,0.271208,,
744,28492575941,0.095501,0.315701,5.144418,0.778137,6.237983,1.873098,0.906997,0.467726,0.296224,,
745,28526545289,0.144744,1.387853,2.162751,0.246879,3.998761,1.638371,0.983319,0.581027,0.298112,,
746,28555810906,0.105333,0.32259,2.14935,0.248491,4.069178,1.572331,0.99774,0.444519,0.284542,,
747,28588107240,0.147831,0.284738,2.246076,0.243161,4.102338,1.212634,0.732531,0.473177,0.289131,,
748,28621428357,0.155253,0.323775,2.146156,0.25172,4.061125,1.380333,0.9604,0.484484,0.336105,,
749,28655392941,0.146165,0.331225,2.374746,0.298477,4.107091,1.660106,2.880379,0.451564,0.287019,,
750,28692180893,0.160875,0.275685,2.314455,0.245376,4.031517,1.636066,0.98427,0.92141,0.301842,,
751,28723405193,0.140743,0.286,3.044912,0.23102,3.86396,1.181244,0.767946,0.479107,0.305936,,
752,28757046792,0.104094,0.557251,5.144181,0.72564,5.327119,1.603435,0.931514,0.415151,0.356214,,
753,28795655101,0.143467,0.362821,5.22899,0.733374,5.242937,1.487141,0.876979,0.445996,0.297236,,
754,28829363885,0.148255,0.312266,5.220957,0.747598,5.252107,1.50953,0.908091,0.441868,0.593797,,
755,28862884858,0.144725,0.486557,5.528664,0.735644,5.251389,1.499029,1.167387,0.42682,0.293702,,
756,28897455749,0.147828,0.319236,5.246205,0.724191,5.261259,1.395792,1.033585,0.506341,0.297721,,
757,28930463746,0.101468,0.326375,5.287565,0.780627,5.441055,1.391501,0.952969,0.473437,0.286265,,
758,28964401144,0.14508,0.321858,5.137001,0.781589,5.168653,1.395316,1.019028,0.437876,0.293915,,
759,28997864602,0.150215,0.355034,5.123693,0.890327,5.326132,1.48537,0.94525,0.465327,0.273182,,
760,29031940124,0.138773,0.362858,5.166953,0.826209,5.238875,1.46401,0.894721,0.465322,0.295432,,
761,29065675873,0.147323,0.61685,5.416515,0.764726,5.162081,1.519668,0.941688,0.627866,0.286919,,
762,29099807399,0.156647,0.340374,5.188863,0.758836,5.192998,1.380691,0.929419,0.462264,0.299519,,
763,29133154693,0.101347,0.320774,5.170074,0.730326,5.305135,1.393855,0.927385,0.426972,0.562206,,
764,29166733799,0.15155,0.311871,6.004324,0.806355,5.215365,1.444906,0.933586,0.481537,0.28484,,
765,29201756027,0.102321,0.556222,5.512304,0.744115,5.452482,1.515082,0.988113,0.776901,0.310283,,
766,29235338102,0.158563,0.354829,5.221366,0.788151,5.303919,3.318798,1.042876,0.631302,0.26842,,
767,29270226520,0.098168,0.317181,3.918958,0.297394,8.009487,2.272874,1.359301,0.456204,0.298721,,
768,29304117088,,,,,,,,0.436569,0.287159,,
769,29308294382,,,,,,,,0.284946,0.362156,,
770,29311128490,0.150188,0.332602,2.149509,0.245377,4.253689,1.307647,0.981918,0.456118,0.441483,,
771,29331116338,0.150915,0.327523,2.200783,0.246163,4.1437,0.581238,0.207128,0.44355,0.310739,,
772,29362719218,0.150283,0.36158,2.159596,0.240986,3.945485,0.62553,0.19545,0.161879,0.071956,,
773,29396293286,0.103405,0.330162,2.211449,0.292413,4.124165,1.539802,0.98847,0.114543,0.069301,,
774,29432568193,0.152446,0.337921,2.335176,0.24093,3.987674,1.468133,1.035811,0.471714,0.292391,,
775,29466231915,0.154363,0.275741,2.267666,0.322757,3.989479,1.299122,0.777169,0.451293,0.281952,,
776,29499509082,0.143719,0.333071,2.21576,0.250361,4.187158,1.101951,0.74493,0.41756,0.285265,,
777,29533257755,0.105194,0.337587,2.180944,0.29333,3.999862,1.599699,0.982075,0.430305,0.356016,,
778,29567536628,0.104714,0.331092,2.25621,0.243453,4.013108,1.193512,0.742831,0.466874,0.283304,,
779,29600601136,0.101225,1.115451,2.285186,0.233613,3.918778,1.582541,0.984446,0.388155,0.251683,,
780,29637886963,0.146543,0.280137,2.967441,0.283323,3.862553,1.325038,0.902006,2.15759,0.611787,,
781,29669352752,0.149799,0.398505,2.138565,0.289015,4.090037,1.319848,0.963762,0.633207,0.321736,,
782,29702460777,0.239291,0.372672,2.398404,0.281706,4.95059,1.731596,0.770743,0.458002,0.293467,,
783,29737624110,0.30826,0.558037,2.39367,0.245212,4.819165,1.87269,0.674235,0.473772,0.283227,,
784,29771497599,0.213114,0.390637,2.226399,0.286701,4.873462,1.57465,0.655474,0.444958,0.290721,0.162361,
785,29804895377,0.219899,0.430528,4.472958,0.288128,4.789215,1.595897,0.69434,0.709493,0.327,,
786,29840641330,0.197132,0.779746,2.361454,0.238482,5.850181,1.633069,0.756982,0.446524,0.286475,,
787,29873773147,0.211478,0.632446,2.398714,0.24981,4.760356,1.670275,0.724555,0.447813,0.321284,,
788,29906495449,0.268153,0.619115,2.352426,0.24334,4.739254,1.722461,0.694662,0.465925,0.422483,,
789,29940105373,0.259236,0.541495,2.399766,0.249896,4.813188,1.586534,0.761132,0.445181,0.270935,,
790,29974197719,0.196268,1.160313,2.330258,0.234774,4.700038,0.454845,0.259272,0.756678,0.295011,,
791,30005943847,0.158523,0.3128,3.127267,0.287485,4.630858,0.545729,0.350293,0.11357,0.191177,,
792,30039820483,0.173466,0.381061,2.314949,0.253869,4.646001,0.381766,0.31619,0.249711,0.07474,,
