Frame,ts,rtpsession0,rtpstorage0,rtpssrcdemux0,rtpjitterbuffer0,typefind,rtpptdemux0,rtph265depay0,h265parse0,capsfilter0,nvv4l2decoder0,queue,Stream-muxer,nvtiler,onscreendisplay
7547,11254434222,0.070496,0.084287,0.072576,,0.195679,,,,,,,,,
7548,11254763629,0.077279,0.08704,0.129792,0.589054,0.126464,0.115904,,,,,,,,
7549,11255257580,0.0752,0.102496,0.078528,0.771614,0.131712,0.111999,,,,,,,,
7550,11255663147,0.081696,0.08352,0.066271,0.917565,,,,,,,,,,
7551,11255956522,0.067904,0.142911,0.114272,,0.158911,0.117536,,,,,,,,
7552,11256393512,0.077503,0.087968,0.112864,1.057404,0.127008,0.11568,,,,,,,,2.398361
7553,11256865319,0.077056,0.084736,0.0712,1.275356,,,,,,,,,,
7554,11257121990,0.069504,0.07728,0.06352,,0.110016,0.117216,,,,,,,,
7555,11257507429,0.075008,0.084608,0.103295,1.352124,0.121055,0.111328,,,,,,,,
7556,11257994979,0.077312,0.110495,0.071712,1.478235,0.115392,0.122304,,,,,,,,
7557,11258374978,0.072736,0.078175,0.068864,1.601051,,,,,,,,,,
7558,11258652225,0.06688,0.109951,0.068032,,0.108928,0.114655,,,,,,,,
7559,11259038208,0.075071,0.085376,0.133792,1.792826,0.125375,0.13616,,,,,,,,
7560,11259571071,0.076064,0.127968,0.075071,1.959098,,0.147968,,,,,,,,
7561,11259903134,0.070848,0.105376,0.076159,,0.138784,,,,,,,,,
7562,11260199293,0.072864,0.084319,0.089056,2.132602,0.099008,0.101023,,,,,,,,
7563,11260609403,0.070176,0.085663,0.066848,2.214201,0.097088,0.09744,,,,,,,,
7564,11260950938,0.067424,0.114207,0.074432,2.348185,,,,,,,,,,
7565,11261242394,0.069408,0.108127,0.086784,,0.112511,0.111744,,,,,,,,
7566,11261640952,0.069856,0.084383,0.071648,2.40892,0.11344,0.143008,,,,,,,,
7567,11261994967,0.072159,0.076224,0.070464,2.500985,,,,,,,,,,
7568,11262261270,0.066848,0.072703,0.109152,,0.118752,0.114143,,,,,,,,
7569,11262692053,0.07456,0.088288,0.123392,2.687064,0.117887,0.112864,,,,,,,,
7570,11263157684,0.075232,0.095392,0.069535,2.838808,,0.144319,,,,,,,,
7571,11263449939,0.06576,0.06992,0.138847,,0.11232,,,,,,,,,
7572,11263827282,0.070464,0.088095,0.106976,3.151031,0.113536,0.126207,,,,,,,,
7573,11264277552,0.068351,0.078464,0.064832,3.31199,,0.112992,,,,,,,,
7574,11264558927,0.067008,0.087263,0.067968,,0.108575,,,,,,,,,
7575,11264827343,0.067328,0.109631,0.074272,3.43935,0.115776,0.199391,,,,,,,,
7576,11265543148,,,,3.715669,0.109216,0.114879,,,,,,,,
7577,11266041259,,,,3.859924,0.116895,0.115904,,,,,,,,
7578,11266550249,,,,4.028148,0.119744,0.115903,,,,,,,,
7579,11267047944,,,,4.089331,0.146655,0.111424,,,,,,,,
7580,11267627398,,,,4.234484,0.12224,0.165695,,,,,,,,
7581,11268133380,,,,4.417651,0.11792,0.110015,,,,,,,,
7582,11268634819,,,,4.525362,0.114432,0.11408,0.149631,2.784472,0.088959,,,,,
7583,11272264760,,,,7.808104,0.117919,0.114272,,,,,,,,
7584,11272772534,,,,7.982472,0.110912,0.129247,,,,,,,,
7585,11273249749,0.111871,0.1136,0.080576,8.133127,0.113311,0.10272,0.097728,0.408799,0.0728,,,,,
7586,11282627768,0.074112,0.101568,0.144447,0.070752,0.19104,0.131839,,,,,,,,
7587,11283179318,0.077632,0.085983,0.125696,0.305535,0.123424,0.127232,,,,,,,,
7588,11283842484,,,,0.391839,0.117984,0.108991,0.111232,0.587966,0.076928,12.605882,3.425045,0.19696,,
7589,11289247748,,,,,,,,,,15.305361,0.172735,,,
7590,11289813826,,,,,,,,,,10.833375,0.424639,0.141439,,
7591,11295749840,0.0968,0.148288,0.133311,0.106784,,,,,,,0.178527,0.13648,,
7592,11296284110,0.074624,0.083103,0.125088,,0.141568,0.145887,,,,,,,,
7593,11296705069,0.070144,0.089024,0.098464,0.253471,0.116095,0.117472,,,,,,,,
7594,11297332203,0.146688,0.152159,0.098976,0.359743,0.111168,0.110047,0.122208,0.401758,0.07408,,,,,
7595,11299034854,0.089408,0.113664,0.087967,0.108543,0.209343,0.159328,,,,,,,,
7596,11299572420,0.081568,0.137407,0.07264,0.346783,0.11488,0.126432,,,,,,,,
7597,11300195970,,,,0.445759,0.113472,0.105151,0.095648,0.399359,0.097919,7.190634,8.535974,,13.055672,2.499609
7598,11305920273,,,,,,,,,,11.28867,0.497631,0.190591,,
7599,11312581117,,,,,,,,,,,0.236607,0.153472,12.030139,2.305913
7600,11325019575,0.17024,0.155327,0.048384,,,,,,,,6.928074,,,
7601,11325397718,0.033824,0.0656,0.034783,0.10256,,,,,,,,,,
7602,11325524661,0.028832,0.034848,0.05568,,0.145312,0.198815,,,,,,,,
7603,11325765716,0.025983,0.030816,0.026592,0.552767,0.115104,0.114207,,,,,,,,
7604,11326606290,,,,0.826909,0.154527,0.110272,,,,,,,,
7605,11327147600,0.224575,0.170943,0.097632,1.246044,0.112544,0.109248,,,,,,,,
7606,11329474697,0.188223,0.16672,0.104575,0.184096,0.132224,0.169823,,,,,,,10.78864,
7607,11332546912,0.349534,0.120192,0.04384,0.092768,0.164063,0.152992,,,,,,,,2.690679
7608,11333553117,0.028288,0.03424,0.025696,0.07968,0.112704,0.121279,,,,,,,,
7609,11334132379,0.03824,0.043359,0.028032,0.442334,0.105631,0.111232,,,,,,,,
7610,11334639929,0.108831,0.120672,0.09152,0.263456,0.100128,0.104671,,,,,,,,
7611,11336939474,0.072704,0.081024,0.078464,0.08224,0.174528,0.160831,,,,,,,,
7612,11337399377,0.0744,0.09136,0.275263,0.358623,,,,,,,,,,
7613,11337760560,0.027072,0.034591,0.056896,,0.146783,0.302975,,,,,,,,
7614,11338000399,0.024128,0.03152,0.02352,,,,,,,,,,,
7615,11338115439,0.024992,0.030912,0.030144,,,,,,,,,,,
7616,11338178958,0.025248,0.034464,0.052256,0.504318,,0.108416,,,,,,,,
7617,11338405550,0.024576,0.030656,0.023136,,0.10512,,,,,,,,,
7618,11338553645,0.02688,0.03024,0.023904,,,,,,,,,,,
7619,11338663693,0.023104,0.028672,0.026272,0.76403,,,,,,,,,,
7620,11338781613,0.023968,0.02912,0.022784,,,0.104736,,,,,,,,
7621,11338919404,0.022784,0.059648,0.027232,1.1695,0.144127,0.103104,,,,,,,,
7622,11339398283,0.031232,0.039744,0.091967,1.576059,0.10176,,,,,,,,,
7623,11339844809,0.071104,0.169503,0.328095,1.947002,0.109568,0.123167,,,,,,,,
7624,11340477575,0.083039,0.088448,0.067936,2.332089,0.112287,0.12304,,,,,,,,
7625,11340875014,0.068351,0.0896,0.116832,,0.117792,0.114239,,,,,,,,
7626,11341273637,0.073248,0.100544,0.119776,2.696088,0.155711,0.115872,,,,,,,,
7627,11342005923,,,,3.200886,0.113983,0.115072,,,,,,,,
7628,11342481537,,,,3.576149,0.10208,0.100991,,,,,,,,
7629,11342948672,,,,3.898868,0.098016,0.103168,,,,,,,,
7630,11343402718,,,,3.758773,0.14864,0.104607,,,,,,,,
7631,11343935101,,,,3.613013,0.148191,0.112256,,,,,,,,
7632,11344473403,,,,3.710741,0.117312,0.112415,,,,,,,,
7633,11344970778,,,,3.835444,0.116575,0.106688,,,,,,,,
7634,11345463288,0.065088,0.06304,0.02976,3.919444,0.118592,0.110239,0.138079,2.450617,0.092832,,,,,
7635,11350395849,0.029952,0.035264,0.024736,0.112383,,,,,,,,,,
7636,11350510089,0.024512,0.030848,0.02288,0.458399,0.127679,0.109792,,,,,,,,
7637,11351083527,,,,0.807389,0.101056,0.103487,,,,,,,,
7638,11351588869,0.119392,0.083968,0.032224,,0.138335,0.110176,0.092096,0.421279,0.06784,,,,,
7639,11355917112,0.029696,0.036736,0.02864,0.067327,,,,,,,,,,
7640,11356046840,0.0264,0.032992,0.025024,0.460063,0.110688,0.162336,,,,,,,,
7641,11356609622,,,,0.821245,0.10256,0.101247,,,,,,,,
7642,11357091605,,,,,0.098912,0.099584,0.093279,0.380223,0.0672,12.468314,2.853367,0.255007,,
7643,11365571547,,,,,,,,,,13.401463,0.1584,,,
7644,11366137593,0.174592,0.433055,0.162047,0.379807,,,,,,,0.427742,0.138304,,
7645,11368042611,0.096096,0.160255,0.118048,,0.14048,0.206591,,,,,,,,
7646,11368455794,0.03776,0.035968,0.026752,0.278367,0.107103,0.104704,,,,,,,,
7647,11369117168,,,,0.524702,0.117312,0.10992,0.107871,0.439391,0.073856,14.235605,0.155391,0.184032,,
7648,11377657558,0.166335,0.175712,0.101695,,,,,,,7.390377,0.411583,0.134431,15.899631,
7649,11380887756,0.026656,0.035712,0.025856,0.094752,,0.149184,,,,,,,,
7650,11381107211,0.046335,0.032704,0.024192,0.479102,0.129087,0.110784,,,,,,,,
7651,11381875849,,,,0.744446,0.11264,0.103616,,,,,,,,
7652,11382192648,,,,,0.103263,,0.10992,0.406847,0.083775,5.532528,5.22728,,,2.447609
7653,11388613300,,,,,,,,,,,0.210687,0.186815,14.012214,2.53308
7654,11411662094,0.179296,0.179327,0.108096,0.160191,,,,,,,11.629469,,11.419325,2.332473
7655,11418004155,0.08784,0.162528,0.087135,,0.184255,0.214304,,,,,,,,
7656,11418442041,0.08224,0.091583,0.069248,0.419967,0.115199,0.12432,,,,,,,,
7657,11419122935,0.058912,0.07056,0.031072,0.507646,0.098784,0.104,,,,,,,,
7658,11420433907,0.029216,0.035488,0.02608,0.109599,0.121247,0.166464,,,,,,,,
7659,11421101041,0.099392,0.135424,0.110303,0.523166,0.127424,0.117888,,,,,,,,
7660,11421570416,0.0744,0.116831,0.092896,0.1456,0.117216,0.116703,,,,,,,,
7661,11422044974,0.086687,0.102112,0.122656,0.264831,0.124895,0.152768,,,,,,,,
7662,11422587821,0.077088,0.106144,0.077695,0.369791,0.100096,0.105535,,,,,,,,
7663,11423034347,0.028736,0.032864,0.026848,0.405759,,,,,,,,,,
7664,11423192171,0.037472,0.05504,0.057728,,,0.110112,,,,,,,,
7665,11423322698,0.029376,0.031936,0.050848,,0.141311,,,,,,,,,
7666,11423520810,0.03536,0.041728,0.026528,,,,,,,,,,,
7667,11423642793,0.025407,0.032736,0.025376,0.555806,,,,,,,,,,
7668,11423726761,0.025824,0.038624,0.076096,,0.15696,0.10976,,,,,,,,
7669,11423980264,0.023936,0.033184,0.02528,,,,,,,,,,,
7670,11424112552,0.0248,0.028512,0.02288,0.915229,0.09424,0.101951,,,,,,,,
7671,11424588038,0.026592,0.035903,0.028,1.213308,,,,,,,,,,
7672,11424726758,0.024672,0.129184,0.134495,1.715578,0.135648,0.112832,,,,,,,,
7673,11425543204,0.179039,0.473087,0.164991,2.15977,0.141184,0.139104,,,,,,,,
7674,11426127554,0.08048,0.087903,0.069824,2.526136,0.135584,0.164031,,,,,,,,
7675,11426526913,0.07408,0.080319,0.067936,,0.107711,0.116928,,,,,,,,
7676,11426919679,0.070272,0.084095,0.172064,2.905431,0.12016,0.118752,,,,,,,,
7677,11427350398,0.064928,0.076608,0.103616,3.288982,,,,,,,,,,
7678,11427617949,0.02784,0.036928,0.026592,,,0.214143,,,,,,,,
7679,11427763453,0.023584,0.060032,0.036896,,0.11376,,,,,,,,,
7680,11427975260,0.027488,0.070752,0.02656,,,,,,,,,,,
7681,11428095996,0.027072,0.030528,0.022464,3.44191,0.134047,0.109728,,,,,,,,
7682,11428605242,0.034656,0.040128,0.02656,3.616821,0.113888,0.108128,,,,,,,,
7683,11429153081,,,,3.103607,0.106303,0.104512,,,,,,,,
7684,11429617015,0.073247,0.088704,,3.203094,0.095168,0.101536,,,,,,,,
7685,11430017174,0.079136,0.204064,0.071808,3.296982,0.109311,0.129696,,,,,,,,
7686,11430585844,0.079615,0.09152,0.119967,3.371126,0.121888,0.181183,,,,,,,,
7687,11431248626,0.190784,,0.118496,3.66962,0.131072,0.124992,,,,,,,,
7688,11431788016,0.074144,0.136799,0.07776,4.048148,0.12128,0.150687,,,,,,,,
7689,11432286255,0.027391,0.236127,0.067424,4.441682,0.09296,0.096352,,,,,,,,
7690,11432506318,0.075488,0.033536,0.039584,,,,,,,,,,,
7691,11432725454,0.024736,0.033408,0.070016,4.692018,,,,,,,,,,
7692,11432797485,0.128992,0.0312,0.02448,,0.115712,0.103647,,,,,,,,
7693,11433155852,0.025152,0.053695,0.02768,5.054032,,,,,,,,,,
7694,11433286956,,0.072896,0.026208,5.090801,0.135455,0.114464,,,,,,,,
7695,11433947594,,,,4.191347,0.111872,0.113119,,,,,,,,
7696,11434414312,,,,4.084308,0.103935,0.101856,,,,,,,,
7697,11434895175,,,,4.131347,0.112448,0.112575,,,,,,,,
7698,11435375366,,,,3.831317,0.107488,0.107072,,,,,,,,
7699,11435935556,,,,7.356937,0.117024,0.121439,0.158079,3.097271,0.087168,,,,,
7700,11439957912,,,,7.724393,0.119296,0.128,,,,,,,,
7701,11440451734,,,,7.991655,0.110176,0.110847,,,,,,,,
7702,11440933173,,,,8.994533,0.111488,0.104576,0.095103,0.405375,0.085664,,,,,
7703,11442063793,,,,9.196068,0.110848,0.108351,,,,,,,,
7704,11442554608,,,,9.489603,0.100896,0.101792,,,,,,,,
7705,11443026414,0.058719,0.095264,0.03936,,0.102976,0.101855,0.099136,0.409791,0.084991,,,,,
7706,11450445239,0.0352,0.062911,0.04832,0.105536,0.129952,0.176735,,,,,,,,
7707,11450799894,0.035616,0.132287,0.029056,0.506559,0.114048,0.113503,,,,,,,,
7708,11451668148,,,,0.709406,0.123455,0.129792,0.107904,0.798526,0.087839,13.122008,3.492213,0.274111,,
7709,11457442306,,,,,,,,,,15.922991,0.137984,,,
7710,11457781441,,,,,,,,,,19.451493,0.163424,0.175711,,
7711,11463619919,,,,,,,,,,16.380398,0.369471,0.178623,,
7712,11469558845,,,,,,,,,,,0.212416,0.180159,22.226044,2.62108
7713,11484242768,0.055872,0.071776,0.052096,0.090752,0.122048,0.135999,,,,,12.263387,,,
7714,11485298477,0.050112,0.059936,0.030944,,,,,,,,,,,
7715,11485437549,0.025696,0.032672,0.024895,0.095136,0.103936,0.104255,,,,,,,,
7716,11486054347,0.055807,0.059264,0.03072,0.480927,0.118687,0.110976,0.141888,0.423199,0.088895,6.905835,0.475583,0.225759,,
7717,11498080902,0.027872,0.035648,0.02816,0.1208,0.112416,0.137919,,,,,,,16.471053,
7718,11498736292,0.090304,0.198079,0.090368,0.518014,0.117535,0.109216,,,,,,,,
7719,11499879680,0.074016,0.085919,0.068608,,,,,,,,,,,
7720,11500455359,0.08096,0.098464,0.085471,,,,,,,,,,,
7721,11500808893,0.069792,0.089055,0.069728,,,,,,,,,,,2.633784
7722,11501151900,0.074048,0.083263,0.07344,,,,,,,,,,,
7723,11501489275,0.06896,0.088511,0.070624,,,,,,,,7.253322,,,
7724,11502031610,0.274687,0.097088,0.065375,,,,,,,,,,,
7725,11502332281,0.061568,0.082208,0.062496,,,,,,,,,,,
7726,11502613304,0.057696,0.075552,0.045536,,,,,,,,,,,
7727,11502760919,0.023008,0.026879,0.022272,,,,,,,,,,,
7728,11502889047,0.023552,0.049664,0.031072,,,,,,,,,,,
7729,11503013975,0.024,0.029888,0.024064,3.369238,,,,,,,,,,
7730,11503126102,0.023328,0.030368,0.022944,,,0.143007,,,,,,,,
7731,11503240470,0.022592,0.035264,0.041376,,0.18752,,,,,,,,,
7732,11503402357,0.024576,0.055103,0.023584,,,,,,,,,,,
7733,11503530965,0.03648,0.032064,0.02576,,,,,,,,,,,
7734,11503652021,0.024128,0.031616,0.02336,3.707029,,,,,,,,,,
7735,11503776084,0.023103,0.068672,0.255775,3.650037,0.104896,0.120767,,,,,,,,
7736,11504431634,,,,3.829044,0.115359,0.125408,,,,,,,,
7737,11504931921,0.11312,0.189823,0.208128,3.985748,0.112128,0.112128,,,,,,,,
7738,11505500495,0.081696,,,4.219827,0.12448,0.164927,,,,,,,,
7739,11505885486,,0.265599,0.257439,4.296275,0.138399,0.16016,,,,,,,,
7740,11506710027,0.095551,0.063456,0.057152,,0.131679,0.184896,,,,,,,,
7741,11507032874,0.075552,0.071231,0.027776,4.626193,,0.108512,,,,,,,,
7742,11507240746,0.043968,0.095071,0.05904,,0.111264,,,,,,,,,
7743,11507536233,0.051008,0.04208,0.045536,4.901809,,,,,,,,,,
7744,11507710152,0.024607,0.061888,0.033312,5.35288,0.138624,0.110655,,,,,,,,
7745,11508241543,0.098112,0.106015,0.110144,5.754286,0.140255,0.105472,,,,,,,,
7746,11508790085,0.094784,0.095104,0.358335,,0.112736,0.11568,,,,,,,,
7747,11509541187,0.089088,0.098015,0.115136,6.503148,0.125824,0.136415,,,,,,,,
7748,11510105825,0.078432,0.145056,0.087967,6.956779,0.12592,0.210303,,,,,,,,
7749,11510613663,0.076928,0.093631,0.128448,7.459753,,0.112064,,,,,,,,
7750,11510981662,0.066079,0.079552,0.117952,7.835016,0.127999,0.11632,,,,,,,,
7751,11511805404,,,,8.248679,0.14304,0.105503,,,,,,,,
7752,11512144507,0.037024,0.039104,0.026367,,0.145888,,,,,,,,,
7753,11512315738,0.025952,0.033504,0.023936,8.652453,0.10016,0.096992,,,,,,,,
7754,11512879768,,,,8.720262,0.101088,0.102207,,,,,,,,
7755,11513339415,0.109344,0.192639,0.094304,7.976135,0.156319,0.137344,,,,,,,,
7756,11514017973,,,,7.754088,0.122528,0.12096,,,,,,,,
7757,11514532659,,,,7.586665,0.111328,0.115359,,,,,,,,
7758,11515017010,,,,7.848072,0.102784,0.108288,,,,,,,,
7759,11515504080,,,,7.990376,0.143968,0.130399,,,,,,,13.780118,
7760,11516043343,,,,8.357446,0.097503,0.104128,,,,,,,,
7761,11516491693,,,,8.64615,0.104608,0.102079,,,,,,,,
7762,11516950892,,,,8.403206,0.09856,0.10144,,,,,,,,
7763,11517425131,,,,8.108647,0.123359,0.113728,,,,,,,,
7764,11517935721,,,,8.118631,0.116864,0.106784,,,,,,,,2.527
7765,11518522471,,,,8.107207,0.119968,0.1152,,,,,,,,
7766,11519024166,,,,8.170119,0.111423,0.111936,,,,,,,,
7767,11519526532,,,,8.273446,0.127648,0.13232,0.156511,3.106935,0.158879,,,,,
7768,11523752791,,,,11.381886,0.13984,0.160927,,,,,,,,
7769,11524365717,,,,11.845468,0.128448,0.180575,,,,,,,,
7770,11524884724,0.159455,0.204256,0.100415,11.148254,0.106815,0.110112,0.099488,0.417663,0.078911,,,,,
7771,11533053371,0.074816,0.148831,0.081984,0.086944,0.171647,0.13488,,,,,,,,
7772,11533640601,0.077184,0.086175,0.07024,0.244511,0.119263,0.121408,,,,,,,,
7773,11534155831,,,,0.183488,0.112032,0.110751,0.0944,2.026745,0.102464,13.015128,3.945812,0.234176,,
7774,11541515009,,,,,,,,,,15.927408,0.129919,,,
7775,11541835200,0.051232,0.055967,0.032192,,,,,,,,0.148671,0.17152,,
7776,11546673969,0.028704,0.036352,0.02672,0.122848,,,,,,,,,,
7777,11546832080,0.025408,0.031615,0.024992,0.549758,0.146143,0.115712,,,,10.34752,0.424607,,,
7778,11547489838,,,,0.967517,0.191199,0.115936,,,,,,0.226239,,
7779,11548043277,0.107327,0.10928,0.086592,0.097471,0.109248,0.10944,0.098239,0.406943,0.075264,,,,,
7780,11550716741,0.166016,0.185535,0.090688,0.091135,0.15392,0.137824,,,,,,,,
7781,11551182467,0.07888,0.142528,0.085759,0.174624,0.115424,0.11296,,,,,,,,
7782,11551814369,,,,,0.10896,0.120031,0.088544,0.387583,0.068639,7.674696,0.26112,0.162975,16.604781,2.426905
7783,11562726240,,,,,,,,,,10.367105,3.456534,,,
7784,11563071423,,,,,,,,,,,0.159135,0.186048,13.56687,2.46636
7785,11582441443,0.108319,0.109024,0.081536,0.090111,0.122176,0.172832,,,,,13.826677,,,
7786,11583122977,0.0832,0.096319,0.077024,0.124768,,,,,,,,,,
7787,11583445920,0.067103,0.134144,0.171712,,0.177984,0.121151,,,,,,,,
7788,11583928799,0.085664,0.099615,0.111584,0.254527,0.132512,0.148479,,,,,,,,
7789,11584513885,0.0824,0.095744,0.070176,0.423583,0.118048,0.127199,,,,,,,,
7790,11584931484,0.074432,0.096512,0.074463,0.476926,,,,,,,,,,
7791,11585180571,0.070784,0.095392,0.119263,,0.173535,0.119584,,,,,,,,
7792,11585659513,0.074368,0.109375,0.11936,0.653566,0.122368,0.118112,,,,,,,,
7793,11586147032,0.077024,0.095776,0.073952,0.78499,0.124384,0.120351,,,,,,,,
7794,11586529751,0.072032,0.07872,0.06032,0.877661,,,,,,,,,,
7795,11586810262,0.065184,0.128672,0.066848,,0.113056,0.116512,,,,,,,,
7796,11587192085,0.071488,0.079008,0.111935,0.971101,0.108992,0.108479,,,,,,,,
7797,11587662579,0.074144,0.094655,0.067168,1.107964,,0.151136,,,,,,,10.880319,
7798,11588030994,0.0696,0.157631,0.079296,,0.181823,,,,,,,,,
7799,11588325713,0.070207,0.082944,0.0696,1.387675,0.153695,0.112928,,,,,,,,
7800,11588718032,0.071007,0.078496,0.065344,1.539068,,,,,,,,,,
7801,11588989775,0.069055,0.077056,0.149536,1.692123,0.155712,0.116447,,,,,,,,
7802,11589631181,,,,1.747258,0.100991,0.10832,,,,,,,,
7803,11590084652,,,,1.87001,0.099296,0.099072,,,,,,,,2.298297
7804,11590544298,,,,2.012602,0.101151,0.106688,,,,,,,,
7805,11590994153,,,,2.153849,0.099648,0.098527,,,,,,,,
7806,11591582951,0.152416,0.151456,0.093183,0.094592,0.145119,0.109984,,,,,,,,
7807,11603236228,0.08048,0.169311,0.131104,0.091999,0.104031,0.1072,,,,,,,,
7808,11603732258,0.076064,0.090272,0.141855,,0.164032,0.103616,,,,,,,,
7809,11604216673,0.078464,0.113887,0.081024,0.24736,0.110976,0.109055,,,,,,,,
7810,11604719391,0.081631,0.102816,0.08304,0.341343,0.123231,0.160096,,,,,,,,
7811,11605287133,0.104832,0.129599,0.145536,0.483006,0.141055,0.20912,,,,,,,,
7812,11605779708,0.083008,0.097312,0.086528,0.48771,,0.121408,,,,,,,,
7813,11606165915,0.079968,0.087487,0.074208,,0.124128,,,,,,,,,
7814,11606439674,0.067072,0.092927,0.128128,0.573438,0.106784,0.155807,,,,,,,,
7815,11606911992,0.070656,0.075743,0.061184,0.69139,,0.099104,,,,,,,,
7816,11607171128,0.067456,0.092255,0.068192,,0.104352,,,,,,,,,
7817,11607494935,0.071712,0.120895,0.069856,0.832478,0.16864,0.121087,,,,,,,,
7818,11607906581,0.066943,0.072288,0.064224,1.097949,,,,,,,,,,
7819,11608188532,0.064288,0.102431,0.095136,,0.107264,0.117407,,,,,,,,
7820,11608568883,0.068767,0.076992,0.063456,1.274428,,0.103552,,,,,,,,
7821,11608817042,0.067104,0.097055,0.079584,,0.151487,,,,,,,,,
7822,11609195825,0.066879,0.08592,0.12432,1.552123,0.114208,0.11936,,,,,,,,
7823,11609810287,,,,1.728667,0.108672,0.110815,,,,,,,,
7824,11610302158,,,,1.872698,0.111392,0.110624,,,,,,,,
7825,11610843212,0.074207,0.120896,0.0656,2.09625,0.113056,0.114623,0.176543,,,,,,,
7826,11613241605,0.103615,0.096384,0.07536,,,,,,,,,,,
7827,11613598660,0.076224,0.091072,0.068288,,,,,,,,,,,
7828,11613921603,0.070688,0.088128,0.070944,5.72347,0.121984,0.126688,,3.064951,0.099744,,,,,
7829,11615339327,,,,5.867022,0.108479,0.113888,,,,,,,,
7830,11615870781,,,,3.753044,0.127039,0.112288,0.097248,0.403551,0.068608,,,,,
7831,11616985401,,,,3.557813,0.10976,0.110623,,,,,,,,
7832,11617495960,,,,3.723156,0.105184,0.105856,,,,,,,,
7833,11617964246,,,,3.860532,0.1104,0.111167,0.089856,0.402751,0.078943,13.981141,2.729815,0.28704,,
7834,11633006216,,,,,,,,,,16.438989,0.154623,,,
7835,11633386311,0.113408,0.121855,0.082368,0.078784,0.108576,0.118751,,,,,0.212992,0.167103,,
7836,11635174722,0.081344,0.089184,0.0712,0.064607,,,,,,,,,,
7837,11635425569,0.06512,0.163871,0.10528,0.207392,0.146847,0.11504,,,,,,,,
7838,11636165727,0.080032,0.09072,0.067615,0.05984,0.121664,0.155839,0.108607,0.438047,0.081504,19.471813,0.43091,0.174112,,
7839,11642637323,0.069568,0.084032,0.066495,0.286752,0.118207,0.121696,,,,,,,,
7840,11643267433,0.107456,0.10112,0.081728,0.079935,0.101984,0.109375,,,,,,,,
7841,11644021639,,,,,0.115808,0.122944,0.114079,0.449823,0.078464,7.257386,0.170207,0.193119,,
7842,11650218100,,,,,,,,,,5.352719,0.201376,0.154207,20.238402,2.523512
7843,11658343419,0.085376,0.101151,0.0744,0.068768,,,,,,,4.499826,,,
7844,11658715994,0.06752,0.079007,0.065728,0.279103,0.108607,0.128256,,,,,,,,
7845,11659368248,0.072415,0.105664,0.0688,0.068768,0.11296,0.140896,,,,,,,,
7846,11659790294,0.064607,0.074752,0.062496,,0.10416,0.111071,,,,,,,,
7847,11660168949,0.066143,0.08944,0.127712,0.261503,0.117695,0.119008,,,,,,,,
7848,11660673268,0.07424,0.090304,0.068223,0.389278,,0.143744,,,,,,,,
7849,11661001747,0.071648,0.08864,0.070335,,0.178879,,,,,,,,,
7850,11661347186,0.071776,0.09568,0.071743,0.625438,0.148032,0.111104,,,,,,,,
7851,11661795632,0.072799,0.109856,0.073504,0.839678,0.109344,0.118911,,,,,,,,
7852,11662510190,0.070272,0.1136,0.073055,0.989341,0.113632,0.10192,,,,,,,,
7853,11662986413,,,,1.013213,0.107775,0.104064,,,,,,,,
7854,11663405547,0.075008,0.118208,0.077184,0.626462,0.183072,0.098688,,,,,,,,
7855,11664001193,0.085664,0.094463,0.08272,0.299967,0.100768,0.100287,,,,,,,,
7856,11665870756,0.072032,0.085951,0.068864,0.065632,0.128031,0.114368,,,,,,,,
7857,11666328386,0.074783,0.08896,0.124608,0.302815,0.118368,0.1232,,,,,,,,
7858,11666807169,0.074144,0.090496,0.065888,0.352287,0.103616,0.110655,,,,,,,,
7859,11667178304,0.067296,0.074848,0.069631,0.449086,,,,,,,,,,
7860,11667490655,0.064864,0.088736,0.120767,,0.148223,0.133824,,,,,,,,
7861,11667874302,0.070304,0.090719,0.120576,0.626367,0.107744,0.106399,,,,,,,,
7862,11668315036,0.066591,0.090048,0.078368,0.737438,0.130047,0.110752,,,,,,,,
7863,11668690523,0.071168,0.079072,0.06768,0.83123,,,,,,,,,,
7864,11668978746,0.065823,0.104992,0.112032,,0.124352,0.120063,,,,,,,,
7865,11669382137,0.072704,0.08448,0.117567,0.988733,0.113471,0.115168,,,,,,,,
7866,11669831544,0.071008,0.08864,0.069759,1.177564,,,,,,,,,,
7867,11670062455,0.071072,0.091296,0.107903,,0.171423,0.126688,,,,,,,,
7868,11670528597,0.068672,0.082271,0.06576,1.431323,,0.152384,,,,,,,,
7869,11670720853,0.070656,0.102175,0.175904,,0.189663,,,,,,,,15.84872,
7870,11671312851,0.071968,0.084352,0.067456,1.800827,0.152159,0.127616,,,,,,,,
7871,11671722962,0.068672,0.095584,0.068096,1.989722,,,,,,,,,,
7872,11672014481,0.065472,0.068576,0.06416,2.156506,0.166591,0.10464,,,,,,,,
7873,11672631631,,,,2.294553,0.100864,0.107391,,,,,,,,
7874,11673096398,,,,2.316729,0.102304,0.105184,,,,,,,,2.54524
7875,11673586572,,,,5.298096,0.115616,0.111999,0.167328,2.470296,0.090944,,,,,
7876,11676957314,,,,5.427471,0.119712,0.159199,,,,,,,,
7877,11677427456,,,,5.609838,0.105887,0.10304,,,,,,,,
7878,11677893183,0.088351,0.113248,0.085728,0.078016,0.101952,0.102752,0.093248,0.404894,0.086144,,,,,
