Frame,ts,rtpsession0,rtpstorage0,rtpssrcdemux0,rtpjitterbuffer0,typefind,rtpptdemux0,rtph265depay0,h265parse0,capsfilter0,nvv4l2decoder0,queue,Stream-muxer,nvtiler,onscreendisplay
12952,18663073438,0.069983,0.08976,0.069184,,0.180608,0.119071,,,,,,,,
12953,18663514685,0.067135,0.106848,0.06736,2.641208,,0.09296,,,,,,,,
12954,18663698044,0.025568,0.032671,0.024544,,0.042335,,,,,,,,,
12955,18663809084,0.023296,0.038752,0.022624,2.750071,0.044352,0.047584,,,,,,,,
12956,18663941852,0.022784,0.027008,0.022272,2.80332,,,,,,,,,,
12957,18664049531,0.024319,0.02896,0.02176,2.782615,0.045568,0.056511,,,,,,,,
12958,18664279867,,,,2.661655,0.037152,0.041888,,,,,,,,
12959,18664500986,,,,2.495737,0.040576,0.045664,,,,,,,,
12960,18664675001,,,,2.261305,0.037951,0.043456,,,,,,,,
12961,18664841017,,,,2.034682,0.0368,0.039552,,,,,,,,2.670296
12962,18665007000,,,,1.848026,0.037215,0.039456,,,,,,,,
12963,18665188152,,,,1.712218,0.043264,0.046112,,,,,,,,
12964,18665379383,,,,1.731131,0.041632,0.043488,,,,,,,,
12965,18665535511,,,,1.980794,0.064128,0.0432,,,,,6.118765,,,
12966,18666059221,,,,2.365848,0.1128,0.104671,,,,,,,,
12967,18666553236,,,,2.747864,0.110432,0.112832,,,,,,,,
12968,18667055378,,,,,0.121472,0.114751,0.188863,1.430812,0.046784,13.634325,0.940829,0.276831,10.886174,2.390168
12969,18688129360,0.128351,0.13488,0.089983,0.101792,0.124031,0.157504,,,,,0.219104,,,
12970,18689211501,0.088736,0.132704,0.0736,0.041247,0.03856,0.040032,,,,,,,,
12971,18690502569,0.032544,0.038368,0.027904,0.026336,0.037984,0.042111,0.062816,0.17056,0.031135,,,,,
12972,18691568005,0.108704,0.147423,0.12192,0.088576,,,,,,,,,,
12973,18692000324,0.081888,0.099008,0.097119,,0.204767,0.221823,,,,,,,,
12974,18692512738,0.078144,0.093599,0.073376,0.417087,0.371871,0.168735,,,,,,,,
12975,18693601215,,,,0.947805,0.044544,0.067296,0.083296,0.157439,0.031328,8.853349,0.167903,0.23584,10.818526,2.535864
12976,18706958037,,,,,,,,,,13.040215,0.164191,,,
12977,18707273492,,,,,,,,,,,0.165184,0.150271,10.947614,2.351608
12978,18715864025,0.131775,0.114976,0.05776,0.0384,,,,,,,7.053002,,,
12979,18716136921,0.029536,0.033119,0.045312,0.092192,0.051647,0.06176,,,,,,,,
12980,18716413784,0.02752,0.03376,0.025151,0.077216,0.076064,0.041536,,,,,,,,
12981,18716635927,0.137312,0.163135,0.100448,,0.0392,0.042752,0.0608,0.580798,0.088128,8.615813,0.232511,0.270431,10.387072,
12982,18726786391,0.084768,0.173983,0.079872,0.52499,,0.210911,,,,,,,,
12983,18727206390,0.075136,0.135744,0.179167,0.778334,0.160544,0.135903,,,,,,,,2.521752
12984,18728038355,,,,0.78771,0.129344,0.174047,,,,,1.553947,,,
12985,18728575954,,,,,0.105696,,0.045184,0.181471,0.037184,8.747973,0.207615,0.254591,9.791554,2.425208
12986,18750016367,0.162208,0.168575,0.100896,0.187615,,,,,,,2.981847,,9.029732,2.436152
12987,18757005657,0.083359,0.159936,0.08656,,,0.168384,,,,,,,,
12988,18757408408,0.075968,0.09648,0.117535,,0.637214,,,,,,,,,
12989,18757834006,0.07136,0.129439,0.071552,,,,,,,,,,,
12990,18758071029,0.038304,0.033535,0.026208,0.981116,0.044128,0.05056,,,,,,,,
12991,18758208373,0.024288,0.032384,0.0256,,,,,,,,,,,
12992,18758328629,0.023328,0.034048,0.042272,0.75059,0.066368,0.123231,,,,,,,,
12993,18758621300,0.02768,,,0.671454,0.039392,0.044288,,,,,,,,
12994,18758770739,0.025952,0.035296,0.042336,0.659678,0.04192,0.04128,,,,,,,,
12995,18758936499,,0.03376,0.027712,0.702526,0.060671,0.037056,,,,,,,,
12996,18759171826,0.027392,,,0.759869,0.038304,0.041056,,,,,,,,
12997,18759348305,,0.036575,0.031872,0.493087,0.054976,0.063039,,,,,,,,
12998,18759579473,,,,0.580606,0.038848,0.046848,,,,,,,,
12999,18759963408,0.10192,0.099904,0.0744,0.332767,0.172927,0.250464,,,,,,,,
13000,18761105356,0.071424,0.084352,0.114463,0.080543,0.131391,0.13776,,,,,,,,
13001,18761559787,0.076736,0.108927,0.07712,0.255616,0.151872,0.110719,,,,,,,,
13002,18761962249,0.070784,0.083103,0.07264,0.442879,,,,,,,,,,
13003,18762281256,0.068352,0.078335,0.069056,,,,,,,,,,,
13004,18762257928,0.061728,0.075199,0.110144,,0.399903,0.117407,,,,,,,,
13005,18762918310,0.065215,0.077856,0.095904,0.883421,0.168447,0.100224,,,,,,,,
13006,18763315365,0.067263,0.077504,0.06624,1.086141,,,,,,,,,,
13007,18763561796,0.059103,0.033856,0.025856,,0.039712,0.125343,,,,,,,,
13008,18763699556,0.024096,0.051744,0.026144,1.014397,0.062816,0.054944,,,,,,,,
13009,18763859107,0.024256,0.037567,0.024896,0.872381,,,,,,,,,,
13010,18763964835,0.024992,0.031264,0.040992,,0.041024,0.044416,,,,,,,,
13011,18764103907,0.025312,0.032512,0.035423,0.722302,0.041184,0.039295,,,,,,,,
13012,18764260034,0.024224,0.028032,0.022464,0.67891,,0.036864,,,,,,,,
13013,18764368194,0.02256,0.040512,0.02624,0.698302,0.040992,,,,,,,,,
13014,18764520065,0.024991,0.053344,0.043648,,,0.042399,,,,,,,,
13015,18764860256,0.06816,0.152799,0.192992,,0.358463,,,,,,,,,
13016,18765258399,0.071584,0.093888,0.069695,1.374396,0.137055,0.154272,,,,,,,,
13017,18765902781,0.077407,0.094432,0.084,1.907802,0.129792,0.136287,,,,,,,,
13018,18766300220,0.074624,0.085696,0.100447,2.324665,,,,,,,,,,
13019,18766603163,0.071584,0.103104,0.115935,2.963511,0.393407,0.122368,,,,,,,,
13020,18767327929,,,,3.015734,0.039488,0.042432,,,,,,,,
13021,18767515160,,,,3.043191,0.052832,0.041504,,,,,,,,
13022,18767684311,,,,2.709719,0.038207,0.0392,,,,,,,,
13023,18767861239,,,,2.524537,0.036864,0.041344,,,,,,,,
13024,18768030134,,,,2.134041,0.036608,0.041631,,,,,,,,
13025,18768217494,,,,1.910714,0.055392,0.04128,,,,,,,,
13026,18768390805,,,,1.675643,0.037568,0.041856,,,,,,,,
13027,18768559285,0.052032,0.05136,0.030688,0.037952,0.035424,0.040608,0.058016,2.716343,0.057632,,,,,
13028,18772481736,0.025855,0.030208,0.023488,0.094144,0.041088,0.046431,,,,,,,,
13029,18772667848,0.026912,0.068768,0.03776,0.083487,0.040288,0.044832,,,,,,,,
13030,18772888455,0.059296,0.070847,0.030528,0.029056,0.041088,0.04576,0.041536,0.926717,0.092544,,,,,
13031,18776473180,0.027008,0.034176,0.026176,,0.054592,0.046816,,,,,,,,
13032,18776630043,0.026111,0.051456,0.027264,0.098143,0.043008,0.057824,,,,,,,,
13033,18776864891,,,,0.12816,0.039104,0.041312,0.037023,0.169408,0.036256,14.55941,1.277628,0.262624,,
13034,18788486646,,,,,,,,,,14.537394,0.176927,,,
13035,18788871317,,,,,,,,,,17.461545,0.21408,0.170591,,
13036,18795048034,0.132479,0.172608,0.098687,0.105216,,,,,,,0.219392,0.220415,,
13037,18797419642,0.075648,0.089663,0.128384,,0.139168,0.161215,,,,,,,,
13038,18797896377,0.073344,0.088608,0.106624,0.347679,0.11664,0.132735,,,,,,,,
13039,18798822390,,,,0.470366,0.132576,0.349023,0.128287,0.173984,0.033952,7.999879,7.983687,,12.086042,2.559384
13040,18807794330,0.083328,0.116384,0.062751,0.0488,,,,,,,0.271519,0.221695,,
13041,18808094521,0.029504,0.03328,0.04224,,0.04992,0.072256,,,,,,,,
13042,18808278233,0.027264,0.037152,0.029663,0.117824,0.043136,0.059519,,,,,,,,
13043,18808529048,,,,0.15968,0.047392,0.061472,0.044319,0.175264,0.030944,8.735845,0.203359,0.192607,12.420729,2.624408
13044,18830408275,0.172511,0.163712,0.096992,0.112703,,,,,,,0.927037,,11.52246,
13045,18831570576,0.11232,0.146271,0.080096,,0.185343,0.1968,,,,,,,,
13046,18832104846,0.082527,0.091936,0.129056,0.334111,0.151583,0.125984,,,,,,,,
13047,18832512557,0.074112,0.080352,0.059072,,,,,,,,,,,
13048,18832801740,0.062368,0.07792,0.05584,0.647582,,,,,,,,,,
13049,18833019211,0.067136,0.083648,0.130495,,0.263135,0.137727,,,,,,,,2.624888
13050,18833505194,0.06464,0.080576,0.059871,0.982013,,0.101087,,,,,,,,
13051,18833701289,0.030656,0.035328,0.026432,0.956317,0.04656,,,,,,,,,
13052,18833858633,0.025984,0.048128,0.028767,,0.039839,0.044736,,,,,,,,
13053,18834012040,0.0272,0.033824,0.044,0.75507,0.06048,0.039552,,,,,,,,
13054,18834160904,0.026656,0.027584,0.022848,0.655582,,0.055872,,,,,,,,
13055,18834315335,0.024512,0.084832,0.025856,0.66035,0.038816,,,,,,,,,
13056,18834449799,0.024384,0.047104,0.03552,,0.038432,0.041632,,,,,,,,
13057,18834593126,0.0248,0.031136,0.023264,0.675966,,,,,,,,,,
13058,18834848101,0.069984,0.140415,0.111136,,0.168608,0.269183,,,,,,,,
13059,18835262116,0.072735,0.079232,0.06112,1.23558,,0.099808,,,,,,,,
13060,18835536067,0.117599,0.099904,0.07744,,0.135551,,,,,,,,,
13061,18835898082,0.070048,0.089632,0.097248,1.71433,0.153471,0.1192,,,,,,,,
13062,18836359873,0.075136,0.095296,0.068128,2.107257,,0.116864,,,,,,,,
13063,18836701280,0.073792,0.133024,0.075071,,0.122752,,,,,,,,,
13064,18837064767,0.071424,0.080992,0.065343,2.669431,,,,,,,,,,
13065,18837228766,0.022944,0.043584,0.04112,,0.044288,0.061376,,,,,,,,
13066,18837366814,0.02688,0.034975,0.025184,2.750424,0.03984,0.050527,,,,,,,,
13067,18837515197,0.024128,0.029888,0.023232,2.54748,,0.035776,,,,,,,,
13068,18837637629,0.023616,0.053856,0.027008,2.410872,0.049088,0.039072,,,,,,,,
13069,18837894812,,,,2.188089,0.0336,0.038272,,,,,,,,
13070,18838055131,,,,1.981945,0.034496,0.03888,,,,,,,,
13071,18838221883,0.027264,0.035392,,1.793882,0.038048,0.06928,,,,,,,,
13072,18838363802,,,0.051807,1.638651,0.060863,0.039424,,,,,,,,
13073,18838618938,,,,1.488828,0.039776,0.03968,,,,,,,,
13074,18838818169,,,,1.535963,0.036639,0.0416,,,,,,,,
13075,18838989945,,,,1.56486,0.038336,0.041247,,,,,,,,
13076,18839152760,,,,1.614331,0.034592,0.051936,,,,,,,,
13077,18839337495,0.045824,0.126368,0.078463,1.660538,0.040064,0.042624,,,,,,,,
13078,18840048821,0.078464,,,1.685019,0.340095,0.119552,,,,,,,,
13079,18840324308,0.071488,0.141087,0.07584,0.916158,0.124639,,,,,,,,,
13080,18840767955,0.071424,0.094399,0.102048,,0.128287,0.218079,,,,,,,,
13081,18841136050,0.069024,0.084,0.066592,0.797278,0.109248,0.107615,,,,,,,,
13082,18841893583,,0.084639,0.061216,1.125628,0.099104,0.103744,,,,,,,,
13083,18842256814,,,,1.070396,0.038432,0.050368,,,,,,,,
13084,18842425038,0.0296,0.031968,0.024896,0.447327,0.03936,0.039488,,,,,,,,
13085,18842744621,0.100384,0.108192,0.0584,0.02832,0.038368,0.03936,0.060895,1.762779,0.08432,,,,,
13086,18856988224,0.030752,0.0336,0.02656,0.041695,0.068384,0.070432,,,,,,,,
13087,18857169312,0.033056,0.032992,0.023968,0.139904,0.042143,0.040352,,,,,,,,
13088,18857444159,0.112448,0.116799,0.07104,0.200191,0.043424,0.050688,0.057792,2.256056,0.245376,14.833169,1.37366,0.238079,,
13089,18861161939,0.066784,0.089856,0.071776,0.254623,0.123743,0.2024,,,,,0.13776,,,
13090,18861674034,0.057984,0.069248,0.055327,0.36003,0.101568,0.126208,,,,,,,,
13091,18862271824,,,,0.453279,0.088319,0.089184,0.081376,0.525983,0.061823,9.004484,0.154655,0.163872,15.355248,
13092,18876962658,,,,,,,,,,13.771221,0.162112,0.160159,,2.434392
13093,18892593201,0.149888,0.173855,0.11792,0.105632,,,,,,,2.67004,,12.800344,
13094,18893575918,0.079552,0.090912,0.075296,,,0.155423,,,,,,,,
13095,18893859437,0.06304,0.07152,0.134656,0.51411,0.342815,0.115904,,,,,,,,
13096,18894707722,,,,0.693341,0.156223,0.058976,,,,,,,,
13097,18894852074,,,,,0.039008,,0.046368,0.158943,0.034272,8.737189,0.167423,0.159296,,2.410648
13098,18907236963,0.144351,0.184384,0.144575,0.130368,,,,,,,0.130944,,,
13099,18907857025,0.077503,0.11328,0.154496,,0.160992,0.160735,,,,,,,,
13100,18908224832,0.026304,0.034752,0.027232,0.170047,0.044672,0.056864,,,,,,,,
13101,18908455519,,,,0.160447,0.06112,0.043008,0.038304,0.153376,0.034015,8.671173,0.156608,0.149311,11.973498,2.404441
13102,18921002680,0.126559,0.149248,0.097887,0.171776,,,,,,,1.561436,,,
13103,18921585654,0.082112,0.144479,0.175136,,0.177664,0.164063,,,,,,,,
13104,18922196948,0.078688,0.089311,0.07072,0.409534,,,,,,,,,,
13105,18922453620,0.067616,0.076223,0.03392,,0.131263,0.252416,,,,,,,,
13106,18922691315,0.026656,0.032992,0.02464,0.442303,,,,,,,,,,
13107,18922768563,0.023488,0.035487,0.026368,,0.064959,0.058592,,,,,,,,
13108,18922937746,0.025792,0.03232,0.027552,0.365183,,,,,,,,,,
13109,18923066994,0.0248,0.03904,0.028832,,0.061696,0.100384,,,,,,,,
13110,18923197873,0.024992,0.030848,0.04096,0.50771,0.038944,0.042784,,,,,,,,
13111,18923398545,0.024352,0.07488,0.024064,0.561983,,,,,,,,,,
13112,18923451152,0.0368,0.03408,0.025184,,0.102592,0.051903,,,,,,,,
13113,18923648432,0.024704,0.029376,0.024576,0.717118,,,,,,,,,,
13114,18923777327,0.024128,0.043583,0.042944,,0.046688,0.094911,,,,,,,,
13115,18923943119,0.026752,0.033504,0.02544,0.854205,0.040736,0.04384,,,,,,,,
13116,18924075695,0.02496,0.02768,0.024383,0.896477,,,,,,,,,,
13117,18924202926,0.024896,0.043872,0.02448,,,0.092416,,,,,,,,
13118,18924317262,0.023168,0.031264,0.023488,,,,,,,,,,,
13119,18924427117,0.023456,0.029471,0.024096,,,,,,,,,,,
13120,18924523117,0.02384,0.027488,0.07552,,0.295391,,,,,,,,,
13121,18924862060,0.066495,0.084576,0.09552,1.491707,,,,,,,,,,
13122,18925975689,0.080128,0.098176,0.071039,,,,,,,,,,,
13123,18925298859,0.074688,0.09248,0.128255,,1.128412,0.384543,,,,,,,,
13124,18926697350,0.06768,0.079263,0.039616,,,,,,,,,,,
13125,18926801126,0.023168,0.0352,0.03744,3.242678,0.044544,0.0472,,,,,,,,
13126,18926974981,0.024768,0.030463,0.02336,3.328949,,0.040576,,,,,,,,
13127,18927085765,0.024704,0.043744,0.03056,3.346774,0.043232,,,,,,,,,
13128,18927225957,0.025408,0.045472,0.051711,,0.044384,0.044224,,,,,,,,
13129,18927379588,0.024896,0.033312,0.024864,3.411029,0.05968,0.060736,,,,,,,,
13130,18927549220,0.025792,0.04176,0.030336,3.504982,,,,,,,,,,
13131,18927643523,0.024064,0.031232,0.035232,,0.053568,0.038463,,,,,,,,
13132,18927809219,0.02608,0.03888,0.025984,3.581813,0.039872,0.037088,,,,,,,,
13133,18927969794,0.023775,0.03216,0.023296,3.6373,0.044032,0.0968,,,,,,,,
13134,18928272929,0.02512,0.031327,0.02288,3.825012,,0.064224,,,,,,,,
13135,18928382913,0.023872,0.029824,0.025024,,0.042464,,,,,,,,,
13136,18928521249,0.025824,0.033568,0.023263,3.908084,0.041312,0.056319,,,,,,,,
13137,18928941599,,,,3.814164,0.110304,0.169855,,,,,,,,
13138,18929687869,,,,3.266006,0.351391,0.375135,,,,,,,11.336508,
13139,18931013817,,,,4.359507,0.186623,0.214239,,,,,,,,
13140,18932548724,,,,5.586511,0.126528,0.225247,,,,,,,,2.391513
13141,18933184562,,,,6.166637,0.122816,0.152223,,,,,,,,
13142,18933632401,,,,6.589484,0.03824,0.044576,,,,,,,,
13143,18933925200,,,,6.736843,0.065376,0.057504,,,,,,,,
13144,18934149935,,,,6.816267,0.038688,0.040672,,,,,,,,
13145,18934317071,,,,6.844075,0.034239,0.038176,,,,,,,,
13146,18934498894,,,,6.859594,0.049376,0.059744,,,,,,,,
13147,18934706989,,,,6.957546,0.03792,0.042016,,,,,,,,
13148,18934873773,,,,6.977834,0.068192,0.03792,,,,,,,,
13149,18935544299,,,,7.210666,0.132383,0.340543,0.244192,1.985625,0.041984,,,,,
13150,18938158019,,,,9.81629,0.040575,0.04592,,,,,,,,
13151,18938343202,,,,9.845985,0.083488,0.049376,,,,,,,,
13152,18938586337,0.14512,0.162751,0.094048,9.943617,0.041312,0.059648,0.056576,0.148031,0.048576,,,,,
13153,18948861921,0.075839,0.090784,0.066272,0.515806,0.138655,0.186336,,,,,,,,
13154,18949785214,0.114495,0.136544,0.080032,0.748958,0.110944,0.108063,,,,14.682802,1.458204,0.252255,,
13155,18954542479,,,,0.106431,0.09472,0.425631,0.074239,0.412319,0.04448,16.530701,0.175551,,,
13156,18955778571,,,,,,,,,,7.091082,0.200255,0.166783,,
13157,18963039381,0.134112,0.145728,0.090687,0.100256,0.177376,0.154943,,,,,0.149759,0.204672,13.970005,2.377048
13158,18972842646,0.103456,0.114592,0.084095,,,,,,,,8.532293,,,
13159,18973325813,0.072896,0.093408,0.073759,0.408479,0.209119,0.15664,,,,,,,,
13160,18974282066,0.087648,0.048352,0.028735,1.013693,0.045888,0.05344,0.051072,0.166399,0.032512,,,,,
13161,18974974703,0.12512,0.156287,0.079648,0.593983,0.045696,0.069919,,,,,,,,
13162,18976589514,0.072607,0.079616,0.0672,0.110112,0.133152,0.161503,,,,,,,,
13163,18977182089,,,,0.328447,0.122335,0.117312,0.115008,0.441598,0.088192,8.913348,0.220992,0.238655,12.896664,2.243161
13164,18990605375,,,,,,,,,,12.656153,3.257654,,,
13165,18990817150,0.137888,0.204511,0.138112,0.089664,,,,,,,0.195103,0.193887,,
13166,18991396476,0.08224,0.083456,0.127392,,0.1544,0.147039,,,,,,,,
13167,18991876219,0.081696,0.090271,0.067808,0.294495,0.115712,0.105727,,,,,,,,
13168,18992148858,0.024928,0.028128,0.022816,0.221887,,,,,,,,,,
13169,18992271577,0.026015,0.040896,0.037952,,0.04176,0.044384,,,,,,,,
13170,18992483257,0.041472,0.124256,0.060671,0.311583,0.053984,0.093023,,,,,,,,
13171,18992719128,0.02688,0.034464,0.024032,0.401247,0.036608,0.039456,,,,,,,,
13172,18992874743,0.025472,0.054079,0.025056,0.292767,,0.03616,,,,,,,,
13173,18992987255,0.024096,0.041472,0.025792,,0.056736,,,,,,,,,
13174,18993082615,0.02464,0.037824,0.027552,0.339455,0.042272,0.058176,,,,,,,,
13175,18993243286,0.025184,0.030592,0.024224,0.379135,,0.039648,,,,,,,,
13176,18993360374,0.023648,0.049728,0.027968,,0.041792,,,,,,,,,
13177,18993474934,0.02576,0.035231,0.023392,0.450303,0.040864,0.053823,,,,,,,,
13178,18993622165,0.024352,0.030176,0.02448,0.514686,,0.035264,,,,,,,,
13179,18993734773,0.023392,0.047744,0.035296,0.573406,0.035072,,,,,,,,,
13180,18993884692,0.023583,0.049184,0.035648,,0.039296,0.043776,,,,,,,,
13181,18994034228,0.0248,0.032832,0.028128,0.622494,0.053408,0.048864,,,,,,,,
13182,18994259827,0.070431,0.076096,0.062464,0.862622,,0.111487,,,,,,,,
13183,18994628434,0.076863,0.1192,0.071328,,0.119808,,,,,,,,,
13184,18994893969,0.074112,0.093248,0.099072,1.247324,0.158335,0.16304,,,,,,,,
13185,18995360496,0.074752,0.0792,0.073407,1.806906,,,,,,,,,,
13186,18995784686,0.068448,0.186559,0.117056,,0.127744,0.189663,,,,,,,,
13187,18996203373,0.075552,0.088768,0.102752,2.269561,0.118495,0.107296,,,,,,,,
13188,18996478444,0.024512,0.028224,0.022688,2.463032,,,,,,,,,,
13189,18996562860,0.022016,0.038048,0.025024,,0.052544,0.037472,,,,,,,,
13190,18996712331,0.024512,0.029983,0.035488,2.39004,0.038688,0.037792,,,,,,,,
13191,18996872363,0.026112,0.03232,0.02544,2.157145,0.038048,0.038368,,,,,,,,
13192,18997001067,0.023552,0.028128,0.023903,1.968089,,,,,,,,,,
13193,18997099274,0.022784,0.040192,0.022592,,0.03872,0.039488,,,,,,,,
13194,18997254282,0.025792,0.035392,0.030208,1.830235,0.035552,0.041664,,,,,,,,
13195,18997402185,0.025247,0.04128,0.029344,1.495323,0.035616,0.035136,,,,,,,,
13196,18997632425,,,,1.255324,0.035327,0.038624,,,,,,,,
13197,18997796744,,,,1.257276,0.035968,0.038336,,,,,,,,
13198,18997960072,,,,1.301724,0.039967,0.038624,,,,,,,,
13199,18998129575,,,,1.327004,0.049152,0.039488,,,,,,,,
13200,18998272647,,,,1.372476,0.103168,0.058047,,,,,,,10.879422,
13201,18998790853,,,,1.659739,0.107392,0.106144,,,,,,,,
13202,18999272323,,,,2.022234,0.109856,0.105407,,,,,,,,
13203,18999844418,,,,2.437592,0.114527,0.122336,,,,,,,,
13204,19000345248,0.065247,0.068704,0.034336,2.805463,0.141664,0.108256,0.149535,1.666459,0.0424,,10.534815,,10.299904,2.551608
13205,19013857430,0.0264,0.031712,0.039072,0.047936,0.04976,0.059904,,,,,,,,
13206,19014034261,0.026624,0.032128,0.024032,0.106047,0.04448,0.038752,,,,,,,,
13207,19014214741,,,,0.130912,0.086751,0.044992,0.042432,1.198844,0.102656,12.975095,0.959165,0.20496,,2.385657
13208,19024540276,0.138687,0.163648,0.142912,,,,,,,8.99066,2.276217,,,
13209,19024963635,0.080352,0.145631,0.082144,0.116799,0.157727,0.164608,,,,,0.147584,0.230431,,
13210,19025583697,0.077663,0.097536,0.097664,0.275775,0.159903,0.114336,,,,,,,,
13211,19026370735,,,,0.560926,0.04304,0.076896,0.061471,0.165248,0.035232,8.826116,7.220745,,10.478687,2.361016
13212,19035941809,,,,,,,,,,,0.219488,0.220479,9.792738,2.370424
13213,19047226254,0.177376,0.188383,0.152,0.104767,,,,,,,9.215747,,,
13214,19047833260,0.086848,0.097759,0.075616,0.277407,0.124831,0.161856,,,,,,,,
13215,19048496362,0.083391,0.499039,0.154783,0.145312,0.11184,0.124224,,,,,,,,
13216,19049239975,,,,,0.044864,0.122175,0.05392,0.250495,0.036192,8.749093,0.251711,0.212703,9.232803,2.4894
13217,19062014015,0.156351,0.149792,0.08496,0.084927,,,,,,,0.123776,,,
13218,19062423710,0.030464,0.053024,0.04432,,0.048064,0.090016,,,,,,,,
13219,19062582942,0.028896,0.036447,0.039936,0.101152,0.042048,0.042559,,,,,,,,
13220,19062805405,,,,0.121024,0.037728,0.04176,0.041824,0.168191,0.043872,8.827428,0.25136,0.192415,8.94186,2.491448
13221,19074490040,0.147167,0.1424,0.092128,0.098431,,,,,,,0.110688,,,
13222,19075021623,0.078528,0.083648,0.078015,,0.197951,0.161888,,,,,,,,
13223,19075401237,0.066944,0.129727,0.109376,0.413055,,0.122784,,,,,,,,
13224,19075767636,0.079008,0.092799,0.074368,,0.132159,,,,,,,,,
13225,19076063507,0.069855,0.090496,0.111744,0.552894,0.134784,0.158176,,,,,,,,
13226,19076604434,0.078272,0.09536,0.109087,0.761214,0.118112,0.109279,,,,,,,,
13227,19076984945,0.071424,0.089408,0.077855,0.891517,,,,,,,,,,
13228,19077266000,0.075488,0.079583,0.065344,,0.105535,0.108512,,,,,,,,
13229,19077604463,0.060832,0.03792,0.041567,0.890942,,,,,,,,,,
13230,19077765070,0.024992,0.032928,0.02544,,0.146176,0.069311,,,,,,,,
13231,19077897454,0.024864,0.033472,0.024736,0.876894,,,,,,,,,,
13232,19077983725,0.025152,0.032448,0.029024,,0.071488,0.044031,,,,,,,,
13233,19078152845,0.02368,0.045184,0.025088,0.771518,0.041536,0.044096,,,,,,,,
13234,19078287116,0.024064,0.029631,0.024352,0.674654,,,,,,,,,,
13235,19078384012,0.023136,0.026336,0.040096,,0.041408,0.041952,,,,,,,,
13236,19078525996,0.024864,0.032832,0.0544,0.735486,0.041023,0.056096,,,,,,,,
13237,19078711307,0.025152,0.032224,0.025856,0.797053,0.055776,0.039104,,,,,,,,
13238,19078863179,0.025152,0.027968,0.023648,0.864414,,,,,,,,,,
13239,19078952650,0.022272,0.026528,0.045696,,0.052832,0.041535,,,,,,,,
13240,19079103114,0.02512,0.031872,0.036064,0.925181,0.053216,0.03872,,,,,,,,
13241,19079263785,0.023744,0.048703,0.024128,0.981341,,0.036608,,,,,,,,
13242,19079367625,0.023616,0.029728,0.0416,,0.038208,,,,,,,,,
13243,19079644104,0.069567,0.092032,0.116352,1.209052,0.121023,0.127424,,,,,,,,
13244,19080138983,0.076608,0.093088,0.073279,1.569435,0.116928,0.117055,,,,,,,,
13245,19080523589,0.070592,0.089503,0.096576,1.930362,,0.111904,,,,,,,,
13246,19080898340,0.070464,0.127871,0.071584,,0.118911,,,,,,,,,
13247,19081166787,0.070943,0.089152,0.07376,2.27996,0.12656,0.180576,,,,,,,8.939716,
13248,19081635778,0.062463,0.138464,0.076064,2.724664,,,,,,,,,,
13249,19081782786,0.023616,0.026463,0.021696,,0.037599,0.043232,,,,,,,,
13250,19081914945,0.023456,0.0312,0.037632,2.761943,0.054944,0.038592,,,,,,,,
13251,19082053985,0.0232,0.0272,0.022624,2.819448,0.038304,0.040799,,,,,,,,
13252,19082354208,,,,2.892087,0.039584,0.044128,,,,,,,,
13253,19082526207,,,,2.676919,0.036768,0.040672,,,,,,,,
13254,19082697375,,,,2.444153,0.036448,0.04096,,,,,,,,
13255,19082860958,,,,2.200761,0.036864,0.040032,,,,,,,,
13256,19083034750,,,,1.987002,0.034336,0.04912,,,,,,,,
13257,19083192861,,,,1.823482,0.034176,0.037376,,,,,,,,
13258,19083351901,,,,1.603067,0.035008,0.036992,,,,,,,,
13259,19083607900,,,,1.682939,0.113727,0.101984,,,,,,,,2.530712
13260,19084142810,,,,2.02393,0.129344,0.153599,,,,,,,,
13261,19084653337,,,,2.468792,0.139967,0.107936,0.158112,2.489784,0.077312,14.303347,1.3823,0.201727,,
13262,19104819514,0.063264,0.076031,0.03312,0.036768,,,,,,,0.154399,,,
13263,19105063833,0.027296,0.066112,0.044,0.126655,0.048096,0.0984,,,,,,,,
13264,19105331192,0.032224,0.054176,0.069696,0.06224,0.039712,0.044192,,,,,,,,
13265,19105903798,0.113823,0.197024,0.088,0.078879,0.104224,0.111711,0.106848,0.43987,0.088032,9.161668,0.153151,0.199327,10.471584,2.307257
13266,19116536757,0.077696,0.089504,0.073887,,0.118752,0.142912,,,,,,,,
13267,19116999667,0.0776,0.089183,0.076384,0.291328,0.173375,0.166079,,,,,1.003485,,,
13268,19117597586,,,,0.478463,0.038399,0.043072,0.0408,0.151904,0.032,8.686053,0.139935,0.152608,10.950046,2.407001
13269,19132049572,0.080159,0.083584,0.0632,0.044992,,,,,,,4.24085,,,
13270,19132301796,0.03024,0.032832,0.026559,,0.045215,0.060448,,,,,,,,
13271,19132454563,0.026208,0.030784,0.04128,0.101536,0.054176,0.041696,,,,,,,,
13272,19132686210,0.073344,0.080287,0.053792,0.13632,0.03648,0.042655,0.039264,0.274079,0.078304,,,,,
13273,19139599021,0.032192,0.039552,0.025664,0.045312,0.044864,0.063136,,,,,,,,
13274,19139769996,0.026784,0.03152,0.02416,0.106495,0.061504,0.043648,,,,,,,,
13275,19140019211,,,,0.1792,0.037248,0.045855,0.037664,0.155168,0.03216,9.040964,0.223359,0.235775,9.986081,2.297209
