Frame,ts,capsfilter0,queue0,videoconvert0,capsfilter1,vaapiencodeh264-0,queue1,pay0,rtpsession0,tee0,tee1,funnel0
680,27632597233,0.0938,0.67787,20.178359,0.75407,7.283951,0.668223,0.218951,0.112853,0.11826,,
681,27666249393,0.130912,0.31053,5.916405,0.334075,3.961734,0.61769,0.361438,0.167835,0.071663,,
682,27683158910,0.147586,0.277402,5.922216,0.246157,4.032284,0.6527,0.234132,0.167335,0.070766,,
683,27715522696,0.103247,0.367643,7.167083,0.294807,4.299785,0.625095,0.255141,0.152686,0.118248,,
684,27750931400,0.144529,0.32627,5.879952,0.252822,4.000112,0.612109,0.300462,0.160985,0.126084,,
685,27783056742,0.098747,0.325224,5.859905,0.284802,3.912438,0.624734,0.215804,0.112409,0.170222,,
686,27816544104,0.102695,0.318441,5.8816,0.297801,3.901726,0.620539,0.251834,0.155834,0.069985,,
687,27850978006,0.10236,0.319253,5.886012,0.288797,3.883395,0.618776,0.214962,0.208069,0.119781,,
688,27884209964,0.10289,0.66749,22.050033,0.809246,5.87062,0.769755,0.24458,0.17034,0.11285,,
689,27937125638,0.099547,0.503606,18.571989,0.792739,5.167671,0.525596,0.209309,0.151275,0.071056,,
690,27966274975,0.129554,0.37816,17.88685,0.94811,5.224128,0.499094,0.168703,0.168244,0.069571,,
691,27999264833,0.35383,0.566591,6.073396,0.302831,3.899849,0.625133,0.215098,0.109228,0.067426,,
692,28020913811,0.311738,0.935081,6.088395,0.333892,3.873186,0.621569,0.21806,0.164093,0.117289,,
693,28055867320,0.314059,0.671269,6.304004,0.331993,4.11017,0.717691,0.219394,0.176723,0.111546,,
694,28088130678,0.301012,0.748583,6.159738,0.252966,3.983228,0.614319,0.218554,0.168421,0.070522,,
695,28121491492,0.318111,0.705804,6.058014,0.254035,4.798463,0.615315,0.214212,0.150136,0.069756,,
696,28156061141,0.164798,0.363981,6.012376,0.247553,4.80954,0.396664,0.348635,0.160344,0.15699,,
697,28189074314,0.145672,0.463118,5.98077,0.249013,4.349265,0.431581,0.550917,0.117666,0.125386,,
698,28223350407,0.33881,0.701786,6.066461,0.244561,4.857506,0.505972,0.337684,0.168725,0.07291,,
699,28257367974,0.297586,0.646462,6.059846,0.296696,4.821883,0.526358,0.412172,0.158225,0.072611,,
700,28291158286,0.318279,0.509583,5.957213,0.344628,5.00232,0.504553,0.291687,0.166631,0.069827,,
701,28324845902,0.337094,0.561414,6.003275,0.303324,4.21292,1.746779,1.049713,0.156642,0.128815,,
702,28360372281,0.330335,0.79765,6.192678,0.288919,4.116968,0.656687,0.275888,0.473717,0.281574,,
703,28392319227,0.319145,0.877081,6.014381,0.346146,3.847685,1.52813,0.72173,0.113763,0.120229,,
704,28429492088,0.22154,0.394211,6.001609,0.251309,4.047821,1.69717,1.041378,0.451343,0.266669,,
705,28461187265,,,,,,,,0.434984,0.402185,,
706,28468686303,,,,,,,,0.510373,0.526084,,
707,28470335147,0.300861,0.496441,6.188587,0.295092,3.947322,1.547916,0.97761,0.333717,0.288333,,
708,28495020186,0.214075,0.522344,5.999724,0.250113,4.058795,1.256099,0.748168,0.489483,0.282013,,
709,28527938359,0.198615,0.348371,6.21214,0.245847,3.948129,0.651327,0.225551,0.409741,0.267549,,
710,28560103037,0.317071,1.085804,6.069308,0.291341,3.923899,0.611526,0.275291,0.168476,0.107251,,
711,28596060337,0.283716,0.550879,6.131586,0.338009,3.948775,0.618825,0.218669,0.114897,0.115305,,
712,28627982882,0.314558,0.682042,7.144956,0.259351,3.849257,0.61819,0.212564,0.166933,0.159508,,
713,28662804678,0.144196,0.360199,6.154541,0.247089,4.808738,0.617808,0.313503,0.292004,0.078521,,
714,28695979514,0.160869,0.381407,6.043898,0.245692,4.808371,0.520642,0.301901,0.116845,0.120008,,
715,28729573826,0.359415,0.529639,6.014569,0.256274,5.085884,0.731221,0.398684,0.160737,0.111717,,
716,28766169612,0.182644,0.291565,6.771216,0.301919,4.384336,0.433612,0.347491,0.170536,0.075209,,
717,28797387945,0.142289,0.332074,6.066761,0.3497,4.737891,0.527781,0.379802,0.116729,0.115441,,
718,28831006316,0.169785,0.370631,5.999393,1.121919,4.44351,0.450352,0.342131,0.166023,0.112978,,
719,28865106758,0.306034,0.759992,6.23437,0.246875,5.058822,0.653153,0.304599,0.158629,0.072789,,
720,28899595313,0.167813,0.315644,5.953264,0.246993,4.551926,0.453534,0.348807,0.169372,0.11364,,
721,28931801759,0.364395,0.53655,6.036145,0.24648,6.14376,0.542375,0.395986,0.15617,0.071542,,
722,28971174565,0.284861,0.728759,6.041976,0.248169,4.945116,0.488965,0.297072,0.160374,0.071812,,
723,29000473108,0.162743,0.292895,6.821012,0.283493,4.421218,0.443876,0.349957,0.209863,0.119464,,
724,29033867920,0.128662,0.317096,6.001463,0.243014,4.437263,0.5375,0.520294,0.170724,0.072728,,
725,29067089077,0.31367,0.671027,7.685936,0.286054,8.524649,2.020282,1.228083,0.191109,0.074904,,
726,29110497498,0.297593,0.520021,10.91437,0.371012,5.259495,2.685868,1.606482,0.802213,0.525741,,
727,29146169699,0.185468,0.443528,11.949726,0.387058,4.732077,2.627075,1.409655,0.783439,0.532717,,
728,29179821882,0.203601,0.429611,10.986024,0.378363,4.777264,6.634494,1.647585,1.162356,0.862665,,
729,29216206300,0.229382,0.743573,17.095695,0.561878,5.232753,3.72781,1.964466,0.89302,0.468695,,
730,29255761084,0.212725,0.967506,,,,,,1.087496,1.541641,,
731,29291823847,0.086329,4.872662,33.357385,0.863471,12.892652,1.85133,1.145757,0.560456,0.35041,,
732,29314119878,0.15967,0.348126,17.765213,0.273629,5.054818,1.467955,0.906851,0.523394,0.440887,,
733,29346059068,0.165505,0.604339,19.880214,0.794875,6.328482,2.059507,0.949445,0.513141,0.296374,,
734,29377940149,0.1477,0.279883,17.825533,0.745553,5.173463,1.364267,1.060059,0.430047,0.274145,,
735,29411168060,0.098482,0.363774,17.483381,0.880902,5.040569,1.329232,0.891567,0.61408,0.295816,,
736,29448043165,0.132515,0.324692,20.639547,0.753571,5.295418,1.557045,0.881226,0.449874,0.277464,,
737,29478766773,,,17.64285,0.792462,5.186518,1.293334,0.993452,0.566098,0.317019,,
738,29488472371,,,,,,,,0.233679,0.265453,,
739,29490253803,0.087571,0.376065,18.068242,0.77663,5.407053,1.388315,0.963846,0.332113,0.430513,,
740,29522848947,0.14385,0.239275,17.540415,0.770996,5.14229,1.404403,1.047016,0.426269,0.452924,,
741,29554508259,0.144414,0.289894,17.689234,0.782802,5.091966,1.510338,0.93428,0.464755,0.265154,,
742,29588424722,0.14098,0.302458,17.574369,0.771668,5.491788,1.365539,0.918569,0.458333,0.265379,,
743,29622272078,0.14093,0.535969,20.042776,0.866803,7.373989,1.587069,1.034299,0.433475,0.260896,,
744,29661123046,0.136174,0.490929,5.940773,0.348385,3.958251,3.86606,1.597261,0.464554,0.295797,,
745,29680715846,0.104042,0.316644,5.875406,0.291948,3.92016,1.747539,1.038284,0.494509,0.302005,,
746,29710448983,0.150573,0.390627,6.593491,0.247147,3.982788,1.231868,0.791076,0.466245,0.308218,,
747,29744244297,0.151821,0.27067,5.888054,0.246791,4.694391,1.344284,0.792533,0.462342,0.305263,,
748,29778189864,0.102539,0.316179,5.96009,0.24172,3.865389,0.649051,0.235952,0.442624,0.473397,0.225676,
749,29809341618,0.140358,0.277964,5.839169,0.288484,3.911713,0.617429,0.355865,0.15715,0.116165,,
750,29843139581,0.139388,0.274897,5.866687,0.29711,3.872041,0.621815,0.224334,0.162786,0.07188,,
751,29878923321,0.140351,0.284924,5.854892,0.298828,3.899928,0.624252,0.219774,0.296411,0.073534,,
752,29910661614,0.144849,0.277356,6.444241,0.254954,4.067746,0.614617,0.224501,0.163838,0.176715,,
753,29945080217,0.178566,0.319844,5.905794,0.238671,4.015155,0.626344,0.215478,0.160941,0.118588,,
754,29978304196,0.145555,0.31982,5.898881,0.246379,6.589648,0.676458,0.212712,0.161309,0.117906,,
755,30014657590,0.143291,0.382757,5.86681,0.252205,4.005613,0.627387,0.340313,0.161728,0.112609,,
756,30047155552,0.150683,0.268996,5.985647,0.25471,3.970572,1.86357,1.000005,0.172469,0.073943,,
757,30082309233,0.150789,0.310021,5.861136,0.251892,3.981202,1.513701,1.177828,0.485344,0.464255,,
758,30115839129,0.147674,0.272936,5.910283,0.250195,4.831562,1.359285,0.975411,0.490254,0.278425,,
759,30149842860,0.13823,0.316253,5.921607,0.298655,4.762121,1.767731,0.711555,0.437407,0.265191,,
760,30183727089,0.152638,0.259785,5.824786,0.29524,4.707307,1.886342,0.683333,0.4425,0.265994,,
761,30217988660,0.139215,0.279314,6.588228,0.292818,4.582454,1.772311,0.703579,0.42995,0.278996,,
762,30251752151,0.179876,0.318217,6.6034,0.2928,4.653667,1.181249,0.497018,0.438522,0.253426,,
763,30284444139,0.104567,0.324678,6.744018,0.236853,4.559742,0.537407,0.301454,0.116433,0.116948,,
764,30317386570,0.14653,0.363858,6.941341,0.11421,4.722862,0.821735,0.446981,0.16779,0.114744,,0.151367
765,30351812620,0.142492,0.271385,5.849339,0.290944,4.580228,1.729752,0.650352,0.154458,0.072224,,
766,30386120973,0.097027,0.317782,5.841572,0.296544,6.184325,0.813184,0.690805,0.43407,0.41921,,
767,30422397513,0.153475,0.278079,5.970286,0.251631,4.01414,1.603681,1.124878,0.432603,0.235905,,
768,30453503886,0.159145,0.265308,6.742649,0.252168,3.98499,1.156044,0.931807,0.459191,0.266554,,
769,30487328855,,,,,,,,0.426503,0.258348,,
770,30494200774,,,,,,,,0.287298,0.356261,,
771,30495909699,0.144807,0.284622,5.964207,0.247049,4.15508,1.268401,0.820837,0.30514,0.323946,,
772,30520474487,0.136664,0.264206,6.38638,0.292795,4.959248,1.773678,0.709277,0.390725,0.277167,,
773,30555962146,0.132625,0.274934,5.821463,0.302913,4.635482,1.787928,0.66182,0.450678,0.381957,,
774,30589813270,0.153073,0.27877,5.940892,0.249621,4.876053,1.903036,0.827718,0.448915,0.270529,,
775,30623660408,0.152499,0.280003,6.640569,0.294597,4.590986,1.839985,0.638546,0.920014,0.2626,,
776,30657198335,0.14171,0.276384,5.920707,0.247343,5.541705,1.833978,0.664965,0.438757,0.289367,,
777,30691173931,0.148427,0.276133,5.928611,0.245909,5.07482,3.079735,0.936994,0.504732,0.277757,,
778,30725929727,0.139201,0.272586,6.580086,0.414974,5.058002,0.57207,0.350524,0.438114,0.271739,,
779,30756909111,0.13608,0.96217,5.898928,0.292637,4.440546,1.776217,0.676831,0.15582,0.071999,,
780,30793770851,0.103272,0.368971,6.710071,0.247756,4.748913,1.792903,0.648794,0.463303,0.298471,,
781,30826242170,0.155269,0.271287,6.748956,0.24938,4.656754,1.765499,0.699539,0.448116,0.294562,,
782,30860037974,0.142527,0.380578,5.852133,0.294096,4.699281,2.475989,0.678999,0.417091,0.437361,,
783,30893642873,0.090218,0.311473,5.839525,0.283295,4.62709,0.789184,0.339499,0.445973,0.271278,,
784,30924679126,0.150262,0.264626,5.908324,0.240774,4.698627,1.739262,0.679872,0.21078,0.074104,,
785,30961904983,0.102826,0.32013,6.648079,0.292721,4.514236,1.947201,0.657847,0.434284,0.290527,,
786,30995401768,0.159809,0.317728,6.681777,0.290152,4.57075,1.805854,0.653788,0.852415,0.298307,,
787,31028693171,0.144992,0.280525,5.882869,0.301414,4.253601,1.355233,0.996767,0.427123,0.285118,,
788,31061178751,0.14798,0.269276,6.559057,0.29525,3.946153,1.581831,1.001702,0.441528,0.279834,,
789,31095512948,0.146541,0.843449,5.98789,0.243168,4.000766,1.367367,0.90764,0.454349,0.274294,,
790,31129139402,0.100896,0.325851,6.615669,0.24387,3.989318,1.351771,0.829908,0.431113,0.26975,,
791,31162832423,0.149304,0.458488,17.83792,0.783335,5.190396,1.390848,0.889626,0.403339,0.365196,,
792,31209757071,0.148069,0.306466,17.687817,0.83054,5.096589,1.356985,0.918848,0.410106,0.282577,,
793,31243514720,0.179957,0.342508,17.588433,0.731757,5.234292,1.543436,0.896194,0.712061,0.318298,,
794,31277129562,0.142029,0.329619,17.850714,0.798914,5.152657,1.357647,1.051676,0.457344,0.278468,,
795,31311258049,0.088726,0.314257,17.667009,0.750326,5.660006,1.40096,0.907982,0.580895,0.286181,,
796,31346424281,0.137335,0.274078,18.014281,0.716243,5.394614,1.377682,0.915661,0.436161,0.302822,,
797,31379002481,0.146535,0.285596,17.500822,0.735447,5.135005,1.333997,0.974595,0.466897,0.484031,,
798,31411860116,0.099142,0.482612,20.034027,0.953526,5.221949,1.520104,0.894125,0.465869,0.301128,,
799,31448713082,0.203871,0.609822,17.588611,0.755701,5.123048,1.315753,1.006174,0.439315,0.282251,,
800,31479861393,0.201578,0.717906,6.015185,0.245889,3.928825,1.358102,0.825869,0.446029,0.300227,,
801,31500997187,,,,,,,,0.425043,0.284044,,
802,31507536432,,,,,,,,0.294139,0.332856,,
803,31509180259,0.181565,0.358698,6.111198,0.23916,4.103148,1.61002,0.944208,0.359862,0.275466,,
804,31534382545,0.294009,0.505362,6.029811,0.247258,4.077716,1.472098,1.019232,0.478993,0.302625,,
805,31568219230,0.203599,0.35552,6.047483,0.309649,4.109259,1.599643,0.956337,0.414608,0.295121,,
806,31601969871,0.323226,0.657098,6.043699,0.258363,4.020052,1.676332,1.043928,0.478193,0.292793,,
807,31636116769,0.316026,0.81664,6.103574,0.293126,4.744985,1.370276,0.722512,0.42926,0.274732,,
808,31670493494,0.197193,0.471076,6.011766,0.249272,3.838932,1.242871,0.695589,0.438537,0.3005,,
809,31704430502,0.203589,0.363817,6.067135,0.247357,3.922836,1.567545,0.956296,0.416223,0.38927,,
810,31736764108,0.303623,0.530562,5.957115,0.288609,3.87745,1.523631,2.752315,0.454255,0.287108,,
811,31772487377,0.259464,0.671559,6.044809,0.247607,4.06136,1.353915,0.683888,0.455068,0.291951,,
812,31804326825,0.198205,0.667491,6.062772,0.241474,3.868555,0.765824,0.220634,0.446681,0.281688,,
813,31836263352,0.307003,0.832652,6.008686,0.344725,4.152913,0.484777,0.2152,0.158249,0.071318,,
814,31871816869,0.309559,0.546629,6.029528,0.364333,3.968934,0.620798,0.262232,0.112366,0.120625,,
815,31903938673,0.318174,0.521975,6.021266,0.29562,3.884483,0.620732,0.212315,0.113326,0.117169,,
816,31937468613,0.303802,0.720844,6.064061,0.258207,4.740972,0.613558,0.22297,0.156429,0.084879,,
817,31972285278,0.123762,0.309858,6.026564,0.24809,4.771954,0.298842,0.340531,0.160698,0.070278,,
818,32005236012,0.315887,0.698862,6.030192,0.238759,4.781324,0.679923,0.28103,0.158788,0.071397,,
819,32040515864,0.163912,0.328339,6.753326,0.239584,4.391507,0.377977,0.300484,0.157676,0.122282,,
820,32073321580,4.862231,0.374426,5.825385,0.25071,4.735803,2.684949,0.440893,0.24744,0.07421,,
821,32113726940,0.155881,0.276422,5.859729,0.339305,4.628244,0.370426,0.230669,0.163902,0.12297,,
822,32140146494,0.09748,0.326261,5.891355,0.293859,3.882858,0.629025,0.220007,0.156582,0.071662,,
823,32173368803,0.137692,0.304929,5.848412,0.24733,4.029227,0.665845,0.270902,0.163934,0.111994,,
824,32207238113,0.144254,0.279424,5.83373,0.298761,3.894734,0.633761,0.215409,0.113341,0.116715,,
825,32242852419,0.154445,0.282443,5.954895,0.254743,4.002382,0.618423,0.335832,0.220677,0.127183,,
826,32274963794,0.103402,0.327692,5.865611,0.243628,3.982914,0.617407,0.214879,0.174387,0.074112,,
827,32308502108,0.103254,0.31968,5.827613,0.253716,4.030013,0.620468,0.262282,0.154835,0.069799,,
828,32342356861,0.152542,0.276125,5.914648,0.241073,3.88742,0.64452,0.267749,0.110939,0.109008,,
829,32376115419,0.152712,0.267352,5.844647,0.294686,3.888682,0.627041,0.210291,0.113641,0.156767,,
830,32410914847,0.156396,0.276748,5.866109,0.327186,3.458688,0.644271,0.325572,0.304407,0.073117,,
831,32443306711,0.10137,0.330944,6.66878,0.290208,3.382963,0.685061,0.212276,0.165372,0.074011,,
832,32477691962,0.147297,0.285022,5.958125,0.249779,4.861533,0.714196,0.308134,0.15944,0.072554,,
833,32512321363,,,,,,,,0.112422,0.11706,,
834,32520126520,,,,,,,,0.172488,0.188188,,
835,32520731905,0.099452,0.324805,5.859961,0.244465,4.031096,0.615984,0.270524,0.137208,0.085827,,
836,32544989564,0.140353,0.269666,5.816802,0.297116,3.906197,0.615931,0.217516,0.114493,0.152755,,
837,32578916501,0.15867,0.327842,5.861936,0.250263,3.990679,0.609163,0.306598,0.29579,0.072915,,
838,32612657341,0.142776,0.270647,5.888915,0.239091,3.878667,0.615928,0.226279,0.117024,0.112788,,
839,32646215494,0.102829,0.328766,6.717213,0.232359,3.880112,0.657459,0.271469,0.156085,0.113362,,
840,32680856274,0.146783,0.306485,5.908826,0.246709,3.903471,1.666319,1.09444,0.113547,0.117618,,
841,32716239515,0.1473,0.31014,5.856782,0.282391,4.054618,1.609696,2.054969,0.459446,0.304856,,
842,32751615286,0.132032,0.274194,5.933614,0.251977,4.096333,1.440796,0.971537,1.111223,0.311731,,
843,32784803990,0.148528,0.369164,5.876821,0.293081,3.871461,1.293279,0.968538,0.450408,0.27254,,
844,32817048881,0.145167,0.414374,6.01243,0.298931,3.286886,1.561167,0.919126,0.457414,0.285603,,
845,32850840529,0.155161,0.326501,5.817789,0.244919,4.053808,1.552245,0.873122,0.458742,0.520852,,
846,32884752749,0.141464,0.273529,5.987049,0.248765,4.886076,1.819595,0.705566,0.430905,0.279625,,
847,32919676576,0.097539,0.311336,5.838744,0.301283,5.569792,0.718925,0.415155,0.571783,0.299938,,
848,32952918969,0.153325,0.269494,6.626614,0.294121,4.618248,0.900224,0.432036,0.169332,0.071004,,
849,32985874656,0.149216,0.353389,14.81488,0.774179,5.916681,0.536268,0.301586,0.157895,0.072329,,
850,33029252720,0.143801,0.480849,21.951043,0.758957,5.864617,0.479121,0.338877,0.169171,0.113441,,
851,33070152829,0.139889,0.28605,17.55205,0.312325,4.810463,0.852057,0.333607,0.16662,0.070175,,
852,33098140709,0.148214,0.321963,5.871962,0.246824,4.879558,0.872955,0.297659,0.112735,0.070817,,
853,33120517065,0.1471,0.265254,5.899167,0.249105,4.824176,2.150797,0.714516,0.15924,0.116724,,
854,33158385073,0.152664,0.272526,5.92307,0.249469,6.597915,0.84953,0.668841,0.412277,0.292715,,
855,33190347180,0.149555,0.329138,6.685709,0.291667,3.864963,1.222033,0.750786,0.408708,0.262117,,
856,33222963384,0.174829,0.280035,5.926076,0.247769,3.902802,1.258784,0.814661,0.414126,0.492024,,
857,33255874683,0.14792,0.26357,5.931497,0.240178,5.137944,1.774592,0.749293,0.4382,0.257163,,
858,33291321040,0.14355,0.261115,5.796784,0.255463,4.781504,1.747012,0.645501,0.497079,0.27464,,
859,33325857667,0.150115,0.324207,6.641492,0.251473,4.697377,2.152163,0.747166,0.458819,0.282293,,
860,33359545726,0.15642,0.271737,6.733958,0.25312,4.685778,1.792681,0.636196,0.458728,0.266637,,
861,33392838186,0.148189,0.279139,5.830323,0.33551,5.837249,1.80575,0.673532,0.40176,0.247771,,
862,33427518568,0.144385,0.267873,5.90889,0.246496,4.86774,3.602069,0.944335,0.893802,0.299381,,
863,33461844706,0.152321,0.309096,5.889235,0.243927,5.006222,4.455223,0.938472,0.450045,0.295776,,
864,33497082991,0.107,0.320327,5.872037,0.293857,6.550022,4.516705,1.136959,0.42814,0.31669,,
865,33532488313,,,,,,,,0.457409,0.465829,,
866,33533876736,,,,,,,,0.261343,0.279002,,
867,33535569357,0.15844,0.283261,5.820187,0.295381,4.93589,1.979313,0.710994,0.359469,0.288676,,
868,33561460840,0.102153,0.320431,6.770778,0.272834,4.6221,1.739146,0.719228,0.453726,0.275525,,
869,33595537217,0.144978,0.272714,5.918401,0.250655,4.548462,1.838841,0.641663,0.398824,0.276389,,
870,33628391106,0.128453,0.306646,5.913857,0.243966,4.73011,1.052727,0.345799,0.393802,0.296495,,
871,33660706126,0.14321,0.257,5.85254,0.292093,4.393821,0.708275,0.309269,0.150646,0.07326,,
872,33695753114,0.151499,0.330252,5.863076,0.246542,4.98075,0.795761,0.447696,0.159328,0.153479,,
873,33728411205,0.148893,0.325271,5.934918,0.293494,4.720304,0.601471,0.387774,0.159466,0.072656,,
874,33762126509,0.149568,0.279401,5.960957,0.246608,4.063226,0.376932,0.298137,0.177377,0.113168,,
875,33794553677,0.14115,0.276585,5.934699,0.248304,4.006312,0.759456,0.295164,0.166933,0.114822,,
876,33828531341,0.150261,0.261022,5.948473,0.262461,3.983442,0.612314,0.354006,0.174544,0.070864,,
877,33863218716,0.1491,0.282495,5.933056,0.288427,4.935821,0.600095,0.398658,0.15749,0.071216,,
878,33897063212,0.103618,0.327923,5.884893,0.295145,4.759881,0.585682,0.393654,0.154753,0.070682,,
879,33930725491,0.102472,0.323419,6.004994,0.255686,5.141002,0.571101,0.354253,0.166628,0.166612,,
880,33964794218,0.160997,0.321579,5.893804,0.290364,4.95555,0.596718,0.316713,0.158197,0.070974,,
881,33998365438,0.090481,0.324961,5.885585,0.29468,4.981647,0.494053,0.307475,0.168024,0.12022,,
882,34032017528,0.134947,0.261731,5.8784,0.246933,4.722809,0.618716,0.354325,0.168217,0.119723,,
883,34067344038,0.102303,0.318486,7.546641,0.252358,4.893086,0.552837,0.595973,0.224477,0.075417,,
884,34101439398,0.101604,0.318837,5.981061,0.250521,3.835395,0.629195,0.310863,0.197008,0.072553,,
885,34132354032,0.152752,0.44666,5.8945,0.247989,3.894685,0.617702,0.209345,0.116621,0.121004,,
886,34166158250,0.147154,0.278305,5.908458,0.291356,4.055367,0.62169,0.262544,0.163921,0.110955,,
887,34199994043,0.157629,0.262109,5.844507,0.301326,3.884742,0.618046,0.34261,0.115059,0.114153,,
888,34234943400,0.146671,0.277631,6.002996,0.300763,3.901262,1.90864,0.974562,0.170517,0.07319,,
889,34270015282,0.146097,0.287851,6.712415,0.247674,4.015336,1.214235,0.793829,0.448261,0.292927,,
890,34303616859,0.156293,0.377122,5.868882,0.292809,3.600414,1.629651,0.952658,0.42129,0.263874,,
891,34336891162,0.144069,0.270966,6.097175,0.24732,3.387708,0.710732,0.225923,0.443306,0.285145,,
892,34368432779,0.140881,0.272296,5.842351,0.299667,3.893025,0.620345,0.216451,0.164606,0.18244,,
893,34402875801,0.098171,0.316712,5.892957,0.286535,3.884325,0.619948,0.254241,0.22527,0.122334,,
894,34436247284,0.152036,0.574641,21.85182,0.717657,5.287966,0.663626,0.221666,0.165623,0.117516,,
895,34488086580,0.146975,0.478137,21.732861,0.783289,5.091034,0.725466,0.229005,0.176148,0.070581,,
896,34521567068,0.141446,0.483834,22.625354,0.701668,5.309783,0.629784,0.260528,0.159474,0.071382,,
897,34556284748,,,,,,,,0.152521,0.115706,,
898,34556716120,,,,,,,,0.063631,0.120094,,
899,34557320911,0.302075,0.743714,17.547551,0.799422,5.212567,0.46938,0.171456,0.087789,0.169089,,
900,34585093986,0.276213,0.544993,6.036915,0.294058,3.89763,0.662601,0.313636,0.108776,0.068536,,
901,34607246003,0.269624,0.79591,6.05509,0.278018,4.066134,0.662026,0.226551,0.156366,0.071435,,
902,34639830480,0.324678,0.745473,6.061795,0.248004,4.014055,0.667238,0.281573,0.113748,0.119695,,
903,34673590484,0.317216,0.695694,6.059352,0.258546,4.038021,0.70527,0.227366,0.157214,0.073289,,
904,34707333485,0.312859,0.571929,6.090406,0.28492,4.102812,0.678229,0.228354,0.160874,0.071593,,
905,34741043314,0.245708,0.716645,6.069875,0.24996,4.014152,0.660447,0.280421,0.15815,0.072228,,
906,34775564396,0.31113,0.835228,6.101688,0.29157,3.888336,0.618169,0.220537,0.116987,0.108581,,
907,34808602222,0.403667,0.761295,6.044008,0.251025,4.01788,0.620496,0.219696,0.153929,0.071478,,
908,34842428061,0.323454,0.504739,6.050044,0.333364,3.947376,0.617611,0.22553,0.160249,0.070627,,
909,34875942607,0.303286,0.676458,6.118167,0.29395,3.916293,1.726727,1.053293,0.159466,0.111675,,
910,34912346365,0.320095,0.765637,6.056593,0.351586,3.930803,0.691671,0.235489,0.558559,0.292549,,
911,34943935268,0.331426,0.932171,6.044759,0.332617,3.903274,0.708878,0.22918,0.161527,0.072328,,
912,34979891042,0.296968,0.714032,6.056214,0.257448,3.968724,3.089366,0.300037,0.160831,0.072426,,
913,35013707525,0.330995,0.581389,6.918416,0.297224,4.059279,0.62411,0.221536,0.166289,0.11886,,
914,35045844647,0.356443,0.801129,6.062303,0.253224,4.018283,0.622032,0.304763,0.165446,0.112381,,
915,35078933664,0.297998,0.613019,6.159156,0.250418,5.044301,0.332487,0.307522,0.117908,0.123171,,
916,35113371357,0.347731,0.770769,6.045365,0.246015,5.022387,0.587721,0.385288,0.170087,0.116532,,
917,35150304813,0.293895,0.657754,6.908683,0.234635,4.819697,0.515063,0.349977,0.161894,0.073798,,
918,35181610727,0.175158,0.465084,6.939144,0.293786,4.476192,0.36393,0.347017,0.164137,0.072242,,
919,35214818627,0.163466,0.423436,6.015948,0.244751,5.497916,0.419476,0.34667,0.162549,0.254567,,
920,35248462919,0.152703,0.294271,6.005096,0.238236,4.682101,0.468223,0.39914,0.156793,0.07142,,
921,35281373137,0.335014,0.630033,6.105356,0.248686,6.24711,0.911038,0.45516,0.163713,0.070903,,
922,35319799471,0.295858,0.609343,6.076312,0.248941,4.937991,0.564565,0.368083,0.16447,0.071473,,
923,35349831343,0.388489,0.73927,6.064487,0.248454,4.965873,0.592536,0.456911,0.160262,0.073408,,
924,35383978764,0.30471,0.586046,6.089551,0.347339,4.822617,0.769997,0.445707,0.118272,0.128385,,
925,35417623080,0.219561,0.329818,6.029139,0.29344,4.545112,0.510921,0.350384,0.158623,0.071828,,
926,35450283660,0.298613,0.863656,6.029576,0.245141,4.718986,0.458476,0.303306,0.163932,0.071806,,
927,35484755311,0.171747,0.510847,17.690682,0.773703,6.029783,0.593982,0.391432,0.16003,0.115751,,
928,35533434691,0.146511,0.274429,16.869035,0.243843,6.696004,0.662723,0.38825,0.161508,0.158166,,
929,35564555837,,,,,,,,0.10951,0.069217,,
930,35565091688,,,,,,,,0.06482,0.142186,,
931,35565663023,0.14904,0.33076,5.930541,0.334798,4.519137,0.329653,0.226933,0.086332,0.134046,,
932,35585006735,0.148295,0.271298,5.988358,0.244673,3.641934,0.619129,0.219578,0.16591,0.118183,,
933,35618145015,0.08901,0.358359,5.951553,0.238639,3.482965,0.645678,0.27959,0.168008,0.111031,,
934,35651659765,0.135422,1.019275,6.028784,0.30281,3.931089,1.574956,0.822991,0.113798,0.120873,0.34738,
935,35689725622,0.144725,0.273225,6.723282,0.256386,3.846861,1.173821,0.764838,0.600058,0.28172,,
936,35721925136,0.151754,0.335033,5.916149,0.302674,4.114791,1.327665,2.31345,0.419851,0.282673,,
937,35757150312,0.164235,0.280669,5.918867,0.246597,4.853304,1.303332,0.80316,0.640896,0.292668,,
938,35789781429,0.141932,0.270767,5.915214,0.242072,4.194939,1.168648,0.72364,0.435046,0.264517,,
939,35822568614,0.162913,0.248424,5.804891,0.291877,3.896342,1.295301,0.796429,0.396192,0.263682,,
940,35856754867,0.152445,0.273366,5.967144,0.234842,4.235376,1.315425,0.971487,0.410595,0.261782,,
941,35893274249,0.145403,0.273609,6.284177,0.303397,3.954303,1.593353,0.985025,0.445261,2.795033,,
942,35924950942,0.152864,0.369088,6.759796,0.234076,3.88777,0.658549,0.273382,0.430978,0.283797,,
943,35957010361,0.148954,0.303701,5.836448,0.296372,3.924914,0.622508,0.267582,0.115488,0.11905,,
944,35989892009,0.097324,0.310934,6.012662,0.247867,3.980541,0.630557,0.218452,0.115069,0.157791,,
