Frame,ts,capsfilter0,queue0,videoconvert0,capsfilter1,vaapiencodeh264-0,queue1,pay0,rtpsession0,tee0,tee1,funnel0
1485,53116718597,0.353243,0.982618,6.172804,0.246622,4.952308,0.376282,0.293948,0.291254,0.075154,,
1486,53148978157,0.184788,0.58905,6.821124,0.246898,4.556827,0.445579,0.349512,0.166528,0.115832,,
1487,53182222440,0.344776,0.764861,6.09038,0.245535,4.94161,0.578711,0.395069,0.171217,0.073306,,
1488,53216198020,0.169988,0.337525,6.776797,0.234338,4.916626,0.418021,0.355297,0.164584,0.113668,,
1489,53249822770,0.145888,0.310921,6.012444,0.306728,4.432734,0.561098,0.36154,0.158572,0.118809,,
1490,53282455835,0.200923,0.344179,5.980254,0.326614,4.549797,0.691144,0.383758,0.155747,0.072626,,
1491,53316637533,0.166274,0.559585,17.769024,0.770358,6.013833,0.549025,0.408774,0.174635,0.114544,,
1492,53365423366,0.100984,0.292192,17.522769,0.734966,5.988193,0.662036,0.459601,0.171006,0.113376,,
1493,53397454539,0.140966,0.277927,17.602067,0.777121,5.778847,0.724,0.504987,0.158991,0.072914,,
1494,53431254913,0.146269,0.280974,20.317229,0.564467,5.775643,0.563992,0.352067,0.156215,0.071327,0.350558,
1495,53467227600,0.09619,0.517564,19.803076,0.754785,7.960706,0.52336,0.376774,0.167136,0.07342,,
1496,53503076486,0.099904,0.354087,5.914228,0.25213,4.883989,1.064621,0.298246,0.171934,0.117478,,
1497,53520744761,0.151527,0.271254,6.689743,0.257369,4.485592,0.542585,0.310089,0.166402,0.114507,,
1498,53553335241,0.154255,0.279978,6.740081,0.251156,4.536879,0.344689,0.393303,0.197376,0.121762,,
1499,53587096258,0.103837,0.327316,5.909633,0.294243,5.311544,0.456949,0.391688,0.170864,0.114194,,
1500,53621006913,0.093083,0.313881,5.949064,0.247292,4.389609,0.550667,0.348543,0.163708,0.144131,,
1501,53653762108,0.141946,0.260793,5.879233,0.246219,4.384546,0.425605,0.29871,0.115872,0.119901,,
1502,53687352412,0.14924,0.278958,5.93894,0.243672,4.932654,0.533476,0.34619,0.158131,0.110583,,
1503,53721864059,0.104243,0.322416,5.972123,0.250067,4.902945,0.60031,0.355855,0.156947,0.070735,,
1504,53755736629,0.139573,0.276969,5.930091,0.246141,4.478943,0.322953,0.266571,0.115493,0.115636,,
1505,53788592281,,,,,,,,0.152998,0.069405,,
1506,53797390327,,,,,,,,0.173133,0.232584,,
1507,53798002235,0.094619,0.59079,21.959207,0.723789,6.285578,0.819822,0.4494,0.141598,0.082888,,
1508,53841627439,0.146339,0.476872,20.390791,0.824257,6.404263,0.677893,0.3874,0.162541,0.071503,,
1509,53873855046,0.18278,0.448333,6.088735,0.240799,4.713602,1.132082,0.340923,0.164085,0.071529,,
1510,53892563762,0.130701,0.296633,6.02769,0.249387,5.027672,0.58146,0.299326,0.160624,0.071447,,
1511,53924698118,0.178748,0.363122,6.873342,0.241783,4.435241,0.359169,0.347201,0.168936,0.110192,,
1512,53958684268,0.165385,0.449899,5.904881,0.300325,5.547436,0.411112,0.351411,0.164933,0.15544,,
1513,53992710483,0.164325,0.318845,6.020895,0.250991,4.73387,0.322422,0.227144,0.159259,0.071533,,
1514,54025411260,0.236983,0.508593,6.011276,0.24853,4.01837,0.750105,0.231656,0.159703,0.118538,,
1515,54059273469,0.319656,0.728273,6.071432,0.240943,4.013131,0.615139,0.306417,0.15387,0.072004,,
1516,54093212664,0.389047,0.674387,7.383188,0.24013,3.890116,0.61613,0.218989,0.118368,0.118599,,
1517,54128196117,0.337705,0.669755,6.131813,0.292187,3.895656,0.669399,0.275174,0.159619,0.112035,,
1518,54160742061,0.326366,0.606441,17.774325,0.733603,5.091001,1.6569,0.889516,0.113719,0.121421,,
1519,54209868978,0.214913,0.688405,17.524654,0.953446,5.237356,1.423639,1.037057,0.482091,0.297233,,
1520,54243582935,0.198763,0.504144,6.057612,0.321831,4.123326,1.309047,0.655479,0.477343,0.282218,,
1521,54264747581,0.195244,0.61142,6.098957,0.301385,3.904244,1.574876,0.949044,0.414216,0.278365,,
1522,54297658849,0.290572,0.520641,6.237812,0.304467,3.941658,1.595279,1.065336,0.442257,0.277166,,
1523,54331792501,0.342895,0.514832,5.963771,0.253453,4.061391,1.630577,0.928357,0.466224,0.26425,,
1524,54365369762,0.342798,0.561762,5.955785,0.285233,3.884903,0.654363,0.711207,0.48731,0.279446,,
1525,54397435835,0.31493,0.569983,17.675657,0.78053,5.448444,0.619477,0.268456,0.275038,0.121943,,
1526,54445118476,0.288832,0.774551,17.567578,0.752961,5.190271,0.652396,0.230496,0.113407,0.125108,,
1527,54477936600,0.319612,0.581981,6.215497,0.293915,3.90432,0.61609,0.213386,0.167473,0.071506,,
1528,54498344330,0.330348,0.749664,6.091768,0.241663,3.987719,0.621536,0.224894,0.161453,0.069687,,
1529,54532247967,0.316071,0.862876,6.04262,0.252244,4.052104,0.66819,0.224157,0.153613,0.123885,,
1530,54566154174,0.331564,0.77682,6.063844,0.324573,4.013956,0.621448,0.223705,0.115144,0.118516,,
1531,54599945196,0.287036,0.778145,6.150317,0.242225,3.999705,0.629417,0.216207,0.158808,0.072629,,
1532,54633591581,0.312863,0.765633,6.10627,0.247559,4.027596,0.649259,0.26857,0.157671,0.069195,,
1533,54667433739,0.321629,0.785787,6.88361,0.288713,3.876066,0.617983,0.217415,0.114045,0.116846,,
1534,54701933521,0.37148,0.524092,5.995898,0.296069,3.913002,0.626231,0.223849,0.155934,0.176721,,
1535,54734665327,0.304804,0.661581,6.105491,0.291618,4.758641,0.390642,0.38786,0.162095,0.172735,,
1536,54769267680,0.161183,0.436439,6.447356,0.290794,6.470332,0.341821,0.382278,0.164685,0.071083,,
1537,54805866271,,,,,,,,0.169736,0.119249,,
1538,54810632718,,,,,,,,0.170819,0.236565,,
1539,54811258969,0.176686,0.461548,6.025257,0.248555,5.115405,0.782493,0.448414,0.136227,0.087063,,
1540,54837153521,0.314413,0.460184,6.054421,0.250675,4.992417,0.588681,0.404713,0.161377,0.072076,,
1541,54870947003,0.200864,0.58076,6.035697,0.245133,4.675735,0.317284,0.228512,0.286063,0.121727,,
1542,54903724271,0.332813,0.622917,6.160772,0.249758,4.024359,0.621644,0.312153,0.15421,0.071819,,
1543,54937600638,0.331726,1.009977,6.149363,0.237438,3.915156,0.626195,0.264819,0.157928,0.072621,,
1544,54972030036,0.333304,0.72943,6.615917,0.245571,3.879587,0.706606,0.223754,0.11466,0.120019,,
1545,55005504787,0.32348,0.517265,8.723177,0.246429,3.884159,0.622284,0.269806,0.151147,0.072673,,0.167826
1546,55041173132,0.303074,0.590055,6.2818,0.247875,3.882276,0.629166,0.214035,0.116055,0.127447,,
1547,55072567719,0.321686,0.758215,6.027962,0.248428,4.034913,0.625588,0.222776,0.162449,0.114144,,
1548,55106470627,0.339272,0.547796,6.171114,0.235383,3.888025,0.61924,0.217516,0.157558,0.122439,,
1549,55139933593,0.305076,0.627149,6.025396,0.247881,4.022339,0.623253,0.216063,0.159737,0.11256,,
1550,55173830953,0.300693,0.534701,6.436618,0.39298,3.913737,1.645663,0.957006,0.156442,0.161911,,
1551,55210085483,0.180055,0.354502,6.788268,0.238617,3.978879,1.211251,0.838127,0.422685,0.292603,,
1552,55243276800,0.182106,0.589333,6.053021,0.252149,4.699865,0.795339,0.351159,0.463581,0.278049,,
1553,55275871982,0.133863,0.626254,6.122209,0.29585,6.499068,0.883083,0.447947,0.116135,0.117771,,
1554,55311727607,0.30951,1.081558,6.078033,0.299539,4.71958,0.400368,0.302354,0.15955,0.072295,,
1555,55344655667,0.162307,0.354468,6.110002,0.278952,4.906509,0.716425,0.440971,0.163949,0.120695,,
1556,55377270969,0.282802,0.614302,6.005739,0.252163,4.960752,0.566805,0.429918,0.159258,0.073104,,
1557,55411214454,0.162311,0.497804,6.038585,1.142851,4.568173,0.553088,0.348341,0.158887,0.073329,,
1558,55445156944,0.338288,0.559804,6.03379,0.293063,5.519042,0.839607,0.432105,0.114879,0.125382,,
1559,55479720958,0.302569,0.854598,6.015579,0.346548,4.616915,0.506459,0.343272,0.164835,0.166038,,
1560,55512512822,0.156959,0.31169,6.12862,0.249578,4.742811,0.515885,0.349155,0.155115,0.074969,,
1561,55545654798,0.286551,0.530973,6.020338,0.29586,4.7877,0.576666,0.417542,0.205099,0.074912,,
1562,55579928476,0.187373,0.387592,6.831703,0.238396,4.468332,0.437243,0.35643,0.17252,0.116087,,
1563,55613663455,0.164941,0.467948,5.931536,0.298923,4.972031,0.599679,0.355678,0.167442,0.11392,,
1564,55647263562,0.323699,0.711732,6.039574,0.337963,4.603707,0.444008,0.342664,0.118347,0.114252,,
1565,55681062918,0.156268,0.45503,5.892273,0.298964,4.33925,0.558705,0.298644,0.115157,0.115418,,
1566,55715371908,0.302221,0.658411,6.095458,0.296995,4.799098,0.53536,0.295768,0.167741,0.111032,,
1567,55748852790,0.261943,0.55613,6.099403,0.295214,4.81309,0.817621,0.480533,0.16857,0.109886,,
1568,55782962139,0.162685,0.354923,6.099697,0.244837,7.197788,0.395742,0.38882,0.167862,0.120229,,
1569,55818194886,,,,,,,,0.115506,0.120546,,
1570,55824116241,,,,,,,,0.171605,0.186747,,
1571,55824706306,0.177591,0.542184,6.08602,0.337417,4.88791,0.307014,0.349116,0.134478,0.081797,,
1572,55849770220,0.141879,0.483591,6.019001,0.249371,4.635337,1.344338,0.308235,0.164062,0.071001,,
1573,55884385732,0.160371,0.362129,6.174812,0.246048,5.001897,0.532565,0.3202,0.161826,0.118656,,
1574,55917512680,0.333444,0.591672,6.011844,0.250459,4.8563,0.847649,0.449305,0.159231,0.119054,,
1575,55951800895,0.160136,0.350655,6.973046,0.293488,4.570287,0.442041,0.346583,0.157737,0.071926,,
1576,55985355128,0.143504,0.296805,6.041191,0.292319,4.830376,0.652492,0.425544,0.155653,0.088545,,
1577,56018802285,0.285857,0.522757,6.061392,0.338704,4.680951,0.563648,0.339469,0.299228,0.078298,,
1578,56052547965,0.163335,0.386978,6.167418,0.252103,4.892166,0.562008,0.402191,0.157847,0.071286,,
1579,56086338381,0.294178,0.754185,6.070435,0.253771,6.058892,0.928794,0.2973,0.166462,0.072947,,
1580,56122031717,0.273154,0.605513,6.856753,0.285303,4.627025,0.343946,0.350039,0.167964,0.116589,,
1581,56154423525,0.219595,0.573962,7.076483,0.355762,4.477805,0.278846,0.27532,0.115327,0.115209,,
1582,56188119838,0.321202,0.550104,6.180668,0.250203,4.174185,0.61056,0.21643,0.111639,0.113691,,
1583,56220928408,0.151246,0.478836,5.953291,0.255222,4.023751,0.621072,0.313298,0.164747,0.069853,,
1584,56254948808,0.307422,0.702305,6.109575,0.298896,3.870535,0.626718,0.21725,0.1233,0.122348,,
1585,56288314166,0.294789,0.728056,6.08591,0.304316,3.902086,0.615083,0.221871,0.159636,0.069807,,
1586,56322214219,0.285248,0.692919,6.212812,0.241073,3.900482,0.628249,0.27782,0.162735,0.154644,,
1587,56355976206,0.366974,0.531862,6.040872,0.292482,3.889218,0.628762,0.326032,0.114782,0.115625,,
1588,56389591162,0.300972,0.809448,6.033854,0.342059,3.976463,0.615857,0.272191,0.168326,0.074505,,
1589,56423884362,0.297961,0.532072,6.030119,0.293924,3.887533,0.667861,0.269829,0.113979,0.116493,,
1590,56457031126,0.324064,0.523283,6.019124,0.295538,3.891486,0.629182,0.22018,0.115622,0.124025,,
1591,56490895916,0.316878,0.517016,6.883726,0.2813,3.846029,0.618765,0.215256,0.286912,0.07423,,
1592,56525324088,0.334301,0.549142,5.990872,0.251003,4.028108,0.616793,0.225894,0.168181,0.112771,,
1593,56558454079,0.297904,0.921167,6.129556,0.254555,4.948727,0.350629,0.347333,0.161145,0.112298,,
1594,56593411880,0.144337,0.499649,6.01191,0.245771,4.421864,0.438282,0.345835,0.165561,0.070212,,
1595,56627305632,0.299197,0.525857,5.977913,0.237252,4.789648,0.505889,0.338031,0.117229,0.123868,,
1596,56660368387,0.288724,0.702069,6.094496,0.299193,4.774974,0.607712,0.480094,0.115871,0.116391,,
1597,56694799672,0.158767,0.369365,6.128853,0.245278,5.463015,0.400475,0.349353,0.231965,0.076037,,
1598,56728333514,0.143053,0.373823,5.993176,0.293134,4.418526,0.436428,0.34494,0.163034,0.072602,,
1599,56760965673,0.327714,0.740362,6.050298,0.253932,4.780347,0.746711,0.344697,0.162772,0.069669,,
1600,56796668261,0.162361,0.312515,6.802666,0.252662,4.80276,0.296308,0.315461,0.116259,0.123067,,
1601,56829496834,,,,,,,,0.162911,0.072022,,
1602,56836990602,,,,,,,,0.172346,0.195199,,
1603,56837592269,0.189625,0.573608,6.832837,0.243751,4.026008,0.697725,0.240358,0.093338,0.127171,,
1604,56863171725,0.29611,0.496542,6.004696,0.242544,4.045129,0.610989,0.270466,0.201943,0.073751,,
1605,56896086036,0.325399,0.538183,6.036467,0.259014,4.034785,0.654494,0.282861,0.114144,0.114709,,
1606,56929994913,0.305554,0.666666,6.059095,0.276922,4.055619,0.663241,0.229116,0.113529,0.10953,,
1607,56963867369,0.312367,0.674981,6.092534,0.297172,3.921288,0.620827,0.226485,0.154717,0.072462,,
1608,56997594899,0.301455,0.542149,5.937025,0.292255,3.910651,0.613673,1.358831,0.157347,0.111293,,
1609,57032332588,0.318641,0.516456,6.078231,0.295172,3.900645,0.62241,0.213779,0.34483,0.074862,,
1610,57064929407,0.358176,0.66363,6.114584,0.293165,4.834417,0.621645,0.221715,0.160127,0.070617,,
1611,57099840405,0.344872,0.570572,7.313784,0.255186,4.014851,0.606768,0.22023,0.160819,0.071559,,
1612,57134203488,0.352562,0.950768,6.029424,0.354983,3.898959,0.628905,0.260583,0.15971,0.113735,,
1613,57167918569,0.309757,0.732252,6.134702,0.290845,3.899155,0.611637,0.762569,0.113383,0.165059,,
1614,57200835064,0.285315,0.60299,6.120855,0.251946,4.038844,0.624793,0.319496,0.19442,0.071162,,
1615,57234083222,0.320204,0.746563,6.12378,1.11991,3.923433,0.624306,0.211366,0.162214,0.07177,,
1616,57268657527,0.30971,0.603859,6.046428,0.247103,4.019159,0.669352,0.276117,0.158781,0.070098,,
1617,57301566836,0.309908,0.921435,6.02033,0.288942,4.047766,0.61149,0.264948,0.113567,0.108777,,
1618,57336010091,0.313177,0.740231,6.203362,0.327386,3.863337,0.611929,0.232436,0.111695,0.114539,,
1619,57369259017,0.316174,0.55031,6.054524,0.298552,3.937133,0.622377,0.266037,0.15257,0.116724,,
1620,57402797994,0.298474,0.854315,7.174059,0.239543,3.885429,0.612633,0.219409,0.20203,0.073211,,
1621,57437796873,0.312834,0.670878,6.053385,0.248843,4.025881,0.618814,0.269805,0.162089,0.112766,,
1622,57470514306,0.300316,0.817917,6.135755,0.237117,4.76194,0.526209,0.340911,0.227961,0.08215,,
1623,57505145775,0.161315,0.550509,17.663966,0.791035,6.112341,0.564228,0.390344,0.174102,0.072667,,
1624,57553450640,0.101146,0.361053,17.435898,0.752802,5.92155,0.484276,0.353051,0.201168,0.130284,,
1625,57585041789,0.152503,0.25683,17.716095,0.780291,5.846085,0.760666,0.478493,0.17497,0.072566,,
1626,57619344482,0.097712,0.294991,17.616374,0.744217,6.044112,0.511813,0.360506,0.118231,0.11615,,
1627,57652800691,0.144736,0.334095,17.189943,0.821329,5.972519,0.752333,0.459794,0.156838,0.071036,,
1628,57686526886,0.087767,0.271426,17.579387,0.734094,5.997362,0.51553,0.346543,0.117227,0.127742,,
1629,57720689538,0.139504,0.26578,17.617814,0.805085,5.895648,0.685283,0.445056,0.164672,0.073048,,
1630,57754310256,0.141508,0.25516,17.386587,0.72981,5.840187,0.64973,0.350463,0.168977,0.072349,,
1631,57787611980,0.098636,0.476181,22.008492,0.776844,5.859117,0.582346,0.391638,0.114254,0.118165,,
1632,57826225586,0.095152,0.513903,20.360767,2.886532,7.975609,0.506883,0.400567,0.168636,0.07199,,
1633,57862538154,,,,,,,,0.159127,0.168316,,
1634,57863089276,0.051155,,,,,,,0.074289,0.137918,,
1635,57863933663,,1.068393,5.900651,0.335516,5.116981,0.635452,0.439272,0.151009,0.073356,,
1636,57877291396,0.103001,0.32059,6.026517,0.247351,4.842848,0.559619,0.313515,0.161511,0.069981,,
1637,57909807236,0.151202,0.264569,5.901285,0.247853,4.777034,0.63329,0.307339,0.16994,0.120639,,
1638,57943668081,0.103427,0.327115,5.913292,0.285064,4.862695,0.677664,0.411661,0.167273,0.114684,,
1639,57977483644,0.148118,0.59113,17.993625,0.782627,6.094234,0.512564,0.352964,0.162855,0.072738,,
1640,58025153369,0.092937,1.318916,6.038761,0.29374,4.656992,0.503781,0.353978,0.115894,0.161737,,
1641,58045967507,0.095839,0.307657,5.836879,0.24467,4.502712,1.496116,0.38589,0.164833,0.071668,,
1642,58080548241,0.148455,0.270741,5.966265,0.246639,10.309997,0.421593,0.283675,0.174054,0.074,,
1643,58117634884,0.148885,0.271293,5.938922,0.245805,4.044162,0.606011,0.213708,0.160813,0.073288,,
1644,58145207044,0.160129,0.319283,5.824493,0.243196,3.845116,0.614208,0.217155,0.157849,0.069328,,
1645,58178860113,0.142488,0.265632,6.486719,0.295032,4.053845,0.614919,0.215714,0.23828,0.131072,,
1646,58213329454,0.096463,0.311231,5.851508,0.243403,3.976284,0.623056,0.357921,0.164682,0.113246,,
1647,58247111905,0.14984,0.364208,5.904106,0.290721,3.936001,0.607239,0.222156,0.172303,0.072481,,
1648,58280368790,0.14988,0.697819,20.199937,0.716882,5.196337,0.64327,0.222753,0.171667,0.114339,,
1649,58330482746,0.143627,0.506729,21.773558,0.786921,5.246562,0.622714,0.223227,0.161448,0.155708,,
1650,58365707402,0.14042,1.043614,22.030274,0.714025,5.20914,0.677818,0.225139,0.161776,0.111036,,
1651,58400260577,0.140157,0.289625,5.948889,0.248748,3.961204,0.658528,0.229433,0.19967,0.074123,,
1652,58415380442,0.147833,0.268207,5.833896,0.297857,3.888877,0.677555,0.278865,0.154795,0.13334,,
1653,58450760287,0.155955,0.273487,5.963242,0.25302,4.013228,0.613581,0.343448,0.195362,0.075247,,
1654,58483063631,0.149804,0.272719,6.745153,0.325695,3.821216,0.65618,0.219257,0.163403,0.072448,,
1655,58517426673,0.103601,0.317029,5.881946,0.298471,3.907303,0.614726,0.219001,0.157457,0.072319,,
1656,58550413282,0.09193,0.31959,5.893909,0.284042,3.900125,0.61888,0.221701,0.163149,0.111581,,
1657,58584081989,0.147193,0.282956,5.9339,0.247596,4.041237,0.742601,0.23158,0.15891,0.115067,0.344997,
1658,58619266394,0.147849,0.292364,5.956803,0.33797,3.969895,0.619466,0.268136,0.154018,0.117415,,
1659,58651952081,0.102694,0.330889,5.915443,0.294342,3.864764,0.61999,0.250496,0.115387,0.113652,,
1660,58685568992,0.152676,0.278327,5.890088,0.247778,4.855536,0.615244,0.218526,0.167959,0.113885,,
1661,58720170425,0.148467,0.319609,5.857089,0.251082,3.906998,0.704261,0.221444,0.166881,0.107579,,
1662,58753051540,0.143669,0.311212,5.829984,0.245607,3.44468,0.62355,0.220702,0.158461,0.070984,,
1663,58786731414,0.103621,0.328045,5.891529,0.33919,3.4324,0.628708,0.215579,0.15132,0.166551,,
1664,58820166150,0.144379,0.295017,5.938168,0.243877,4.039219,0.623213,0.253543,0.160029,0.070174,,
1665,58854564524,,,,,,,,0.161421,0.112661,,
1666,58863396152,,,,,,,,0.176032,0.223737,,
1667,58864073997,0.103864,0.332702,6.795459,0.244869,4.023717,0.615453,0.282924,0.149305,0.130432,,
1668,58889140663,0.101891,0.352201,5.86122,0.289032,3.916254,1.602752,1.101005,0.11315,0.109513,,
1669,58924274137,0.09145,0.322771,5.860355,0.296084,4.00981,1.551735,1.000206,0.447341,0.280715,,
1670,58957826649,0.088617,0.312631,5.868212,0.32595,3.936622,1.572934,0.995544,0.429071,0.280405,,
1671,58992827668,0.104536,0.326793,7.079126,0.281993,3.856898,1.179212,0.763881,0.428501,0.293814,,
1672,59025926236,0.140065,0.376462,5.852738,0.255738,4.043411,1.466951,0.970985,0.44142,0.266462,,
1673,59059310892,0.150974,0.323742,5.852369,0.244144,3.90368,1.311914,0.815705,0.548448,0.276656,,
1674,59092428736,0.097818,0.315471,5.91596,0.290975,5.034654,1.976361,1.068723,0.428776,0.279816,,
1675,59128332342,0.142766,0.277688,5.919619,0.245958,4.240356,3.610568,0.977175,0.474708,0.281833,,
1676,59164072715,0.15469,0.270306,5.928011,0.239274,4.226505,1.391221,0.986645,1.20403,0.312563,,
1677,59194396757,0.101809,0.735832,17.814165,0.76753,5.125957,1.416336,0.952053,0.440806,0.291309,,
1678,59241899533,0.098902,0.296446,17.695588,0.835182,5.05968,1.400812,0.945829,0.432951,0.272404,,
1679,59275258839,0.146787,0.256496,18.387364,0.76499,5.236511,1.465299,0.882813,0.587685,0.285872,,
1680,59309676850,0.093588,0.289553,17.903074,0.809245,5.007662,1.413954,0.902676,0.438386,0.274882,,
1681,59342904156,0.099343,0.308606,18.335993,0.738203,5.278443,1.554844,0.906005,0.45188,0.455568,,
1682,59377329780,0.147018,0.313735,17.538405,0.766309,5.281982,1.425864,0.915231,0.434296,0.29232,,
1683,59410252661,0.098989,0.285006,17.886009,0.776257,5.117353,1.396979,1.052468,0.469153,0.29348,,
1684,59444228017,0.099503,0.321982,17.672707,0.745092,5.118346,1.433135,0.944074,0.408934,0.282384,,
1685,59477930416,0.100012,0.5255,19.876075,0.756369,7.127112,1.457154,1.039487,0.457955,0.419004,,
1686,59516064268,0.13852,0.315514,5.885575,0.250326,3.911019,3.854293,1.596786,0.437319,0.28869,,
1687,59536340904,0.168284,0.273166,5.854637,0.327716,3.943422,1.531793,0.954883,0.4803,0.299029,,
1688,59565753883,0.143587,0.277296,5.901922,0.254224,3.90528,1.624586,0.989851,0.417586,0.279413,,
1689,59599571673,0.14729,0.278318,5.924416,0.257684,4.234755,1.390391,0.949207,0.445165,0.291131,,
1690,59633454711,0.097248,0.328927,5.89255,0.342852,3.875244,0.700604,0.225401,0.428068,0.287653,,
1691,59664967801,0.148991,0.264272,5.861267,0.297604,3.880725,0.626979,0.327485,0.164037,0.073403,,
1692,59699004680,0.138032,0.318822,5.899613,0.250256,3.833768,0.620949,0.213633,0.18127,0.072655,,
1693,59732303487,0.10135,0.331083,5.89308,0.292937,3.876885,0.617336,0.220865,0.1509,0.071912,,
1694,59766298820,0.149394,0.273604,6.703855,0.237084,3.852853,0.619002,0.212778,0.15882,0.149905,,
1695,59800704169,0.103752,0.34536,5.88946,0.291061,3.894767,1.755566,1.118504,0.162634,0.071755,,
1696,59836536729,0.141464,0.26537,5.849162,0.284945,3.928443,1.75237,1.163891,0.65715,0.278739,,
1697,59870026687,,,,,,,,0.452973,0.317063,,
1698,59877322052,,,,,,,,0.350445,0.405654,,
1699,59879217841,0.1393,0.361224,5.874727,0.304792,4.013649,1.739228,1.054559,0.454382,0.32359,,
1700,59905079965,0.143599,0.279041,5.844697,0.30083,3.911525,1.723033,1.065862,0.470697,0.292915,,
1701,59937762297,0.10443,0.327221,6.710782,0.240657,3.900073,1.305839,0.838017,0.48525,0.487606,,
1702,59971512456,0.146354,0.271242,5.915891,0.249052,3.89666,1.775772,1.032156,0.49281,0.30611,,
1703,60005220641,0.146877,0.287282,5.902691,0.24561,4.477529,1.444071,0.337874,0.62088,0.298794,,
1704,60037860259,0.087844,0.925278,5.951013,0.243252,4.028306,0.764547,0.230203,0.157828,0.070849,,
1705,60071404404,0.103326,0.325218,5.854987,0.245961,4.067163,0.655668,0.223304,0.171485,0.071672,,
1706,60104093099,0.151765,0.279745,11.447471,1.121518,5.259629,0.61986,0.221077,0.157995,0.071183,,
1707,60145468360,0.144981,0.301274,17.636479,0.82526,5.112713,0.470125,0.167048,0.153277,0.07153,,
1708,60184763046,0.145586,0.31008,17.906016,0.801741,5.223794,0.464415,0.353987,0.108055,0.068279,,
1709,60219116706,0.149271,0.386562,17.682134,0.795399,5.203907,0.463356,0.164776,0.116312,0.129069,,
1710,60252584406,0.1467,0.357111,17.798308,0.731083,5.04751,0.476779,0.167051,0.20607,0.118446,,
1711,60286211751,0.099539,0.388147,17.991021,0.733355,5.07346,0.471583,0.238533,0.109961,0.13709,,
1712,60320330327,0.097745,0.372374,17.718727,0.762967,5.062643,0.475509,0.165917,0.20166,0.114658,,
1713,60353631814,0.100033,0.619382,17.855125,0.758721,5.291722,0.668151,0.263965,0.10938,0.068516,,
1714,60388500902,0.09412,0.374746,17.930952,0.776194,5.222061,0.474646,0.301519,0.165148,0.116115,,0.16052
1715,60421696944,0.13112,0.367156,17.784559,0.854242,5.389971,0.640724,0.27338,0.16984,0.072747,,
1716,60456585403,0.141866,0.317213,17.739692,0.790987,5.090806,0.470559,0.165209,0.115035,0.119765,,
1717,60488753035,0.100755,0.369474,17.939932,0.748791,5.041072,0.473192,0.166013,0.109895,0.068719,,
1718,60522859271,0.144468,0.301813,18.165507,0.81305,5.195992,0.679464,0.226055,0.279471,0.072012,,
1719,60557192858,0.095369,0.371832,17.750841,0.769372,5.123174,0.471015,0.165662,0.113931,0.12169,,
1720,60590061840,0.140087,0.366987,17.781081,0.779011,5.130413,0.479041,0.167192,0.109193,0.06841,,
1721,60624089293,0.098826,0.351653,17.632234,0.717181,5.081807,0.471006,0.167046,0.242014,0.122185,,
1722,60657453239,0.175081,0.337587,17.808138,0.797672,5.124363,0.532702,0.287294,0.108455,0.068919,,
1723,60691840099,0.15393,0.283784,17.708319,0.773693,5.058264,0.471536,0.16552,0.114917,0.11311,,
1724,60725096204,0.147996,0.349478,17.897649,0.751422,5.279057,0.559084,0.214636,0.109064,0.068107,,
1725,60759486556,0.141354,0.369201,17.863768,0.830501,5.088659,0.461386,0.167719,0.175237,0.070757,,
1726,60792996160,0.10035,0.403462,17.922011,0.771678,5.191413,0.524323,0.250501,0.249538,0.072448,,
1727,60827038695,0.145379,0.482064,22.14037,0.776072,5.27192,0.718245,0.224762,0.176873,0.070795,,
1728,60865403419,0.098262,0.479322,22.319354,0.711309,5.234861,0.671237,0.31974,0.156183,0.134693,,
1729,60899227746,,,,,,,,0.148984,0.069503,,
1730,60899660426,,,,,,,,0.065541,0.076663,,
1731,60900404110,0.147477,0.561352,22.508906,0.741843,5.449962,0.678207,0.229912,0.14654,0.084757,,
1732,60933432136,0.142749,0.528666,20.090783,0.798109,7.232114,0.678207,0.224174,0.163167,0.071596,,
1733,60966637820,0.150588,0.366708,5.910937,0.292047,3.964834,0.710981,0.222868,0.112308,0.162337,,
1734,60983178978,0.155257,0.278816,6.531599,0.300482,3.989339,0.620048,0.218522,0.161506,0.070984,,
1735,61016637394,0.098306,0.296578,6.011175,0.260402,3.868774,0.618403,0.211441,0.16448,0.112455,,
1736,61049607615,0.101594,0.329609,5.839504,0.248811,4.785232,0.620099,0.221316,0.159574,0.069954,,
1737,61084258872,0.143732,0.271835,5.933443,0.247966,3.911131,0.616286,0.266033,0.156811,0.160825,,
1738,61117115201,0.142893,0.262022,5.936787,0.243768,3.446424,0.631808,0.312017,0.11329,0.127222,,
1739,61150673299,0.145001,0.282794,5.94992,0.26508,4.659129,0.671751,0.22416,0.119937,0.171696,,
1740,61185521651,0.099882,0.316684,5.836148,0.24976,3.984236,0.62443,0.222035,0.160425,0.071838,,
1741,61218433321,0.144296,0.325109,6.683987,0.284684,3.888861,0.620043,0.214543,0.156204,0.070008,,
1742,61253004743,0.146784,0.650557,22.009295,0.920288,5.155977,0.667377,0.224865,0.158177,0.070718,,
1743,61304433393,0.092003,0.672173,20.762204,0.750186,7.380666,0.629662,0.297749,0.165331,0.074304,,
1744,61338947571,0.297081,0.889489,17.619612,0.828712,5.759182,0.629152,0.226082,0.119033,0.125051,,
1745,61369709718,0.275524,0.713742,17.669664,0.81087,5.074284,0.582326,0.228939,0.160074,0.123259,,
