Frame,ts,rtpsession0,rtpstorage0,rtpjitterbuffer0,rtpssrcdemux0,typefind,rtpptdemux0,rtph265depay0,h265parse0,capsfilter0,nvv4l2decoder0,queue,Stream-muxer,convertor
2802,4643075447,0.163679,0.169024,0.101343,0.093504,,,,,,,,,6.609232
2803,4643597846,0.074592,0.147648,,0.076704,0.164928,0.158528,,,,,,,
2804,4644080053,0.076768,0.09776,0.299967,0.078463,0.116576,0.145759,,,,,,,
2805,4644562740,0.074528,0.089568,0.375583,0.071039,0.099872,0.102912,,,,,,,
2806,4645274002,0.087456,0.097919,0.492671,0.108032,0.101536,0.147552,,,,,,,
2807,4650784772,0.072895,0.201984,0.144256,0.139232,0.16304,0.288191,,,,,,,
2808,4651419011,0.074368,0.093376,0.343647,0.073792,,0.112448,,,,,,,
2809,4651702242,0.069888,0.081952,0.479775,0.068288,0.120159,,,,,,,,
2810,4652082817,0.071039,0.100704,0.651774,0.241472,0.109568,0.110239,,,,,,,
2811,4652685824,0.08976,0.212351,0.607518,0.091104,0.108224,0.113216,,,,,,,
2812,4653225759,0.078912,0.202015,0.547487,0.091008,0.110368,0.14976,,,,,,,
2813,4653643933,0.072383,0.085152,0.527071,0.129536,0.108447,0.113184,,,,,,,
2814,4654118588,0.076575,0.233888,0.73315,,0.139712,0.107039,,,,,,,
2815,4654736923,,,0.330592,0.159935,0.0488,0.096352,,,,,,,
2816,4654882106,0.031903,0.050528,0.039552,0.035072,0.039328,0.035103,,,,,,,
2817,4655043866,0.02608,0.030656,,0.023808,0.03376,0.036608,,,,,,,
2818,4655167674,0.024512,0.038624,0.079936,0.053856,0.036992,0.031968,,,,,,,
2819,4655328409,0.026432,0.031488,0.089023,0.02464,0.045664,0.033536,,,,,,,
2820,4655461593,0.023456,0.028032,0.15696,0.023328,,,,,,,,,
2821,4655570617,0.044192,0.032288,,0.037728,0.037568,0.04144,,,,,,,
2822,4655719672,0.024223,0.03456,0.234751,0.036352,0.042784,0.05488,,,,,,,
2823,4655898072,0.024416,0.031552,0.278367,0.024384,0.034976,0.037824,,,,,,,
2824,4656024760,0.023552,0.028096,0.28064,0.030496,,0.0328,,,,,,,
2825,4656136183,0.022879,0.034208,,0.024224,0.033951,,,,,,,,
2826,4656221495,0.022784,0.030976,0.299039,0.023168,0.037472,0.050048,,,,,,,
2827,4656361559,0.023328,0.026624,0.340927,0.021504,,0.032064,,,,,,,
2828,4656462935,0.022624,0.0272,,0.021888,0.034688,,,,,,,,
2829,4656553014,0.022528,0.031616,0.381695,0.339552,0.076576,0.055872,,,,,,,
2830,4657088117,0.105408,0.107616,0.656638,0.102687,0.109824,0.151328,,,,,,,
2831,4657554932,0.069024,0.118496,1.139837,0.081311,0.142175,0.113728,,,,,,,
2832,4658050643,0.068352,0.1312,1.551644,0.114943,0.130111,0.10384,,,,,,,
2833,4658434290,0.069696,0.0856,1.617756,0.069504,,0.098271,,,,,,,
2834,4658745745,0.06848,0.08208,,0.06672,0.103552,,,,,,,,
2835,4658997744,0.066175,0.087648,1.618876,0.068864,0.110016,0.131392,,,,,,,
2836,4659470351,0.071008,0.090271,1.741468,0.06912,0.096896,0.097504,,,,,,,
2837,4659869646,0.077792,0.097311,1.782844,0.07456,,0.093664,,,,,,,
2838,4660142094,0.069088,0.090624,1.944059,0.071359,0.1,,,,,,,,
2839,4660559181,0.06592,0.161696,5.399443,0.073631,0.095903,0.111328,0.192448,2.898105,0.102016,,,,
2840,4664458467,,,5.559027,,0.106144,0.114847,,,,,,,
2841,4664910018,,,5.641618,,0.095168,0.100863,,,,,,,
2842,4665386273,,,6.366897,,0.096,0.109184,0.097824,0.400159,0.074464,,,,
2843,4666539838,,,6.526,,0.109632,0.119103,,,,,,,
2844,4667014749,,,6.59304,,0.10416,0.108064,,,,,,,
2845,4667463420,0.036128,0.041568,0.030272,0.028096,0.097888,0.099648,0.08976,0.398975,0.073599,,,,
2846,4670473077,0.023808,0.029312,,0.025951,0.058367,0.057024,,,,,,,
2847,4670601204,0.024064,0.031168,0.117792,0.022592,0.0344,0.034816,,,,,,,
2848,4670805428,0.183743,,0.145888,0.148928,0.034112,0.035744,0.032864,0.146463,0.159264,15.805465,2.348506,,
2849,4682277176,0.120383,0.13328,,0.087584,,,,,,16.312984,,23.505863,
2850,4688532169,0.092832,0.133888,0.102848,0.125183,0.143136,0.235679,,,,20.53307,,,24.877347
2851,4689749958,0.026432,0.034783,0.275904,0.026624,0.048511,0.044896,,,,,,,
2852,4689952165,,,0.097632,,0.037312,0.043168,0.067936,0.164767,0.030976,22.516649,3.680056,0.278591,
2853,4699325774,0.071232,0.078848,0.037952,0.033536,,,,,,7.429134,4.055606,0.241504,6.808303
2854,4704861281,0.026336,0.029408,0.113087,0.038208,0.044192,0.060992,,,,,,,
2855,4704976704,0.023615,0.373696,0.172416,0.081759,0.097216,0.110176,,,,,,,
2856,4705723167,0.0752,0.143872,0.273088,0.109087,0.110527,0.118592,,,,,,,
2857,4706255421,0.073983,0.089632,,0.081152,0.13328,0.113119,,,,,,,
2858,4706708220,0.0688,0.112543,0.280383,0.078624,0.112992,0.1568,,,,,,,
2859,4707098203,0.073504,0.086655,0.465567,0.069568,,,,,,,,,
2860,4707364443,0.065728,0.326271,0.481599,0.037504,0.098815,0.112032,,,,,,,
2861,4707757594,0.024192,0.043936,0.160255,0.026112,0.05232,0.055904,,,,,,,
2862,4707886617,0.023136,0.02752,,0.024352,0.034432,0.035424,,,,,,,
2863,4708008281,0.0232,0.029888,0.184223,0.034208,0.034656,0.035104,,,,,,,
2864,4708162937,0.024384,0.041696,0.231008,0.025216,0.034144,0.032576,,,,,,,
2865,4708293528,0.038175,0.03264,0.264703,0.02496,,0.034496,,,,,,,
2866,4708386616,0.022912,0.04016,0.289727,0.026368,0.032352,0.040896,,,,,,,
2867,4708565880,0.02448,0.075424,0.336896,0.0272,0.047104,0.057567,,,,,,,6.561936
2868,4708752791,0.024992,0.030912,,0.025184,0.03984,,,,,,,,
2869,4708845591,0.022752,0.028992,0.404223,0.023264,0.035616,0.034688,,,,,,,
2870,4709020887,0.024256,0.044352,0.429503,0.024448,0.035839,0.040608,,,,,,,
2871,4709153910,0.02336,0.028448,0.414079,0.023424,,,,,,,,,
2872,4709236502,0.022336,0.02672,,0.022112,0.033792,0.036224,,,,,,,
2873,4709380310,0.02496,0.030784,0.513631,0.023232,0.072607,0.036544,,,,,,,
2874,4709763797,0.079616,0.147904,0.718462,0.073599,0.122912,0.154079,,,,,,,
2875,4710201364,0.069568,0.086368,1.128702,0.064832,,0.133343,,,,,,,
2876,4710565075,0.110272,0.094176,,0.069568,0.154112,,,,,,,,
2877,4710881010,0.066112,0.085184,1.577372,0.070496,0.11008,0.144672,,,,,,,
2878,4711203665,0.066304,0.077055,1.972539,0.068992,,,,,,,,,
2879,4711500177,0.064704,0.182143,1.94326,0.1448,0.142623,0.124096,,,,,,,
2880,4711970511,0.069312,0.087839,1.891739,0.071776,0.08592,0.089279,,,,,,,
2881,4712193263,0.024416,0.052064,,0.023744,0.03536,0.035328,,,,,,,
2882,4712320239,0.023904,0.034272,1.685596,0.024479,0.038815,0.046656,,,,,,,
2883,4712456238,0.022912,0.027552,1.544188,0.022816,0.032704,0.032448,,,,,,,
2884,4712681998,,,1.372413,,0.031456,0.036928,,,,,,,
2885,4712833453,,,1.046301,,0.043936,0.035232,,,,,,,
2886,4713015181,,,0.868062,,0.035488,0.050272,,,,,,,
2887,4713175693,,,0.902206,,0.032479,0.036352,,,,,,,
2888,4713327852,,,0.92099,,0.032544,0.034112,,,,,,,
2889,4713485740,0.143104,0.165535,0.970046,0.096704,0.031936,0.03664,0.061792,2.870361,0.052959,,,,
2890,4728427207,0.10528,0.113311,0.136928,0.088896,0.128864,0.154623,,,,,,,
2891,4729924836,0.080991,0.095872,0.076992,0.071264,0.111615,0.132064,,,,,,,
2892,4730461282,,,0.097504,,0.145056,0.139967,0.10192,1.823323,0.08608,15.730778,2.426426,0.246944,6.667727
2893,4744526528,0.048672,0.042944,0.034176,0.029856,0.043584,0.056512,,,,9.019786,3.052249,,
2894,4744844063,0.025216,0.172319,0.032544,0.028288,0.094464,0.03856,,,,,,0.212511,
2895,4745188351,0.02912,0.035808,0.028159,0.026496,0.035456,0.0376,0.06032,0.165824,0.031168,8.982186,0.432063,0.261087,6.738576
2896,4763375506,0.149023,0.136256,0.103295,0.09088,,,,,,,,,6.60072
2897,4763855601,0.076128,0.08704,,0.07184,0.111328,0.149664,,,,,,,
2898,4764248816,0.071296,0.10496,0.263999,0.142304,0.110016,0.153536,,,,,,,
2899,4764876399,0.080383,0.0936,0.327135,0.066592,0.100383,0.103488,0.14944,0.436639,0.082656,9.040298,0.390335,0.227903,6.752048
2900,4793563497,0.035328,0.040032,0.043616,0.02928,0.03968,0.06336,,,,,,,
2901,4794263527,0.026496,0.080384,0.030272,0.02896,0.039328,0.041024,,,,,,,
2902,4794435751,0.12976,0.13984,0.02576,0.086559,0.091103,0.041216,0.15056,0.435039,0.076736,,,,
2903,4802970034,0.072992,0.08496,0.078528,0.070431,0.118528,0.126912,,,,,,,
2904,4803381425,0.069856,0.088416,0.2584,0.071296,0.143263,0.106464,,,,,,,
2905,4803785680,0.071456,0.088512,0.467391,0.077664,,,,,,,,,
2906,4804034095,0.071264,0.094528,,0.073088,0.150496,0.113983,,,,9.055978,,,
2907,4804477326,0.073535,0.092,0.613982,0.124832,0.232703,0.126048,,,,,0.412383,,
2908,4804890317,0.07536,0.102816,0.941982,0.150144,,0.114239,,,,,,0.232767,
2909,4805375628,0.074208,0.124672,,0.083392,0.11552,,,,,,,,
2910,4805657739,0.06768,0.091648,1.023453,0.071936,0.1608,0.14032,,,,,,,
2911,4806106858,0.067743,0.084256,1.140413,0.073568,,0.095488,,,,,,,
2912,4806429993,0.069247,0.096896,,0.071712,0.099487,,,,,,,,
2913,4806744105,0.066656,0.141887,1.250621,0.087552,0.205088,0.120415,,,,,,,
2914,4807243847,0.068512,0.084927,1.522972,0.070816,,0.113728,,,,,,,
2915,4807576263,0.066208,0.128896,,0.075999,0.113312,,,,,,,,
2916,4807834950,0.067776,0.089984,1.654524,0.07152,,0.13792,,,,,,,
2917,4808252421,0.062976,0.135424,,0.033184,0.279551,,,,,,,,
2918,4808403333,0.023712,0.051456,1.826172,0.029439,0.051007,0.041728,,,,,,,
2919,4808590340,0.02432,0.03168,1.639996,0.02416,,0.05168,,,,,,,
2920,4808691588,0.023584,0.027328,,0.037216,0.036096,,,,,,,,
2921,4808797284,0.022656,0.030688,1.482621,0.022976,0.049183,0.042048,,,,,,,
2922,4808937443,0.022528,0.032864,1.300605,0.023328,,,,,,,,,
2923,4809029059,0.023296,0.030176,,0.023808,0.047456,0.050784,,,,,,,
2924,4809173027,0.023552,0.027776,1.187165,0.021984,,0.033856,,,,,,,
2925,4809258371,0.022176,0.028191,1.026269,0.022368,0.036448,,,,,,,,
2926,4809401346,0.02288,0.043072,,0.025664,0.033888,0.039392,,,,,,,
2927,4809524930,0.023968,0.03488,1.047678,0.02528,0.048384,0.044896,,,,,,,
2928,4809770209,,,1.116285,,0.033504,0.039424,,,,,,,
2929,4809927169,,,1.151741,,0.033632,0.03616,,,,,,,
2930,4810084929,,,1.198237,,0.031551,0.037728,,,,,,,
2931,4810245376,,,1.241021,,0.033472,0.043584,,,,,,,
2932,4810403456,,,1.283229,,0.091968,0.040352,,,,,,,
2933,4810836351,,,1.545116,,0.098815,0.096224,,,,,,,
2934,4811281950,,,1.884316,,0.096159,0.097376,,,,,,,
2935,4811733597,,,2.195835,,0.104383,0.095968,,,,,,,6.831664
2936,4812257755,0.06608,0.044288,2.562906,0.031776,0.131392,0.114079,,,,,,,
2937,4813665144,0.036992,0.049568,0.027008,0.027743,0.035872,0.045152,,,,,,,
2938,4814687381,0.074752,0.11072,0.029664,0.084736,0.034912,0.037792,,,,,,,
2939,4816043858,0.07184,0.093056,0.111839,0.069824,0.13872,0.11296,,,,,,,
2940,4816458449,0.071808,0.087616,0.251711,0.09936,0.107615,0.107776,,,,,,,
2941,4817079600,0.105344,0.128991,0.329119,0.08848,0.103231,0.150976,0.159104,2.890937,0.090976,,,,
2942,4820698343,0.080864,0.104064,2.70873,0.07648,0.114432,0.124351,,,,,,,
2943,4821127526,0.105152,0.102976,0.47923,0.073535,0.131072,0.114816,,,,,,,
2944,4821861412,0.108607,0.21632,0.556639,0.08688,0.097376,0.103712,0.088287,0.406975,0.073664,,,,
2945,4831638092,0.072544,0.089888,0.196031,0.073216,0.121695,0.134176,,,,,,,
2946,4832113707,0.073568,0.093504,0.421183,0.070464,0.116736,0.112191,,,,,,,
2947,4832837097,,,0.542302,,0.100992,0.110624,0.117376,3.238712,0.095583,15.680249,,,
2948,4838431323,,,,,,,,,,15.855994,2.427226,20.77755,
2949,4845324587,0.174015,0.1784,0.087328,0.091488,,,,,,7.954989,4.086902,0.22048,24.613316
2950,4854647828,0.07552,0.083296,,0.072832,0.281087,0.165375,,,,,,,
2951,4855011603,0.071775,0.120768,0.476095,0.07872,0.116064,0.160031,,,,,,,6.771535
2952,4855971153,0.109599,0.121792,0.754974,0.082528,0.11888,0.125856,0.095583,0.437119,0.07824,,,,
2953,4857731469,0.069408,0.266239,0.073984,0.084832,0.105183,0.119296,,,,,,,
2954,4858244779,0.068512,0.079872,0.082143,0.066944,0.1,0.110464,,,,,,,
2955,4858766122,,,0.262047,,0.102592,0.11248,0.097727,0.416287,0.075392,9.06065,0.399487,0.250687,
2956,4872962951,0.0768,0.07232,0.039232,0.036032,,,,,,13.4184,2.892825,0.205375,6.551152
2957,4880614229,0.028256,0.032864,0.077279,0.058208,0.04224,0.062176,,,,,,,
2958,4880910868,0.114239,0.13792,0.07232,0.086592,0.100064,0.04288,,,,,,,
2959,4881663602,0.081568,0.093375,0.068128,0.07952,0.105024,0.104991,,,,,,,6.552368
2960,4882802319,0.088608,0.089696,0.080351,0.066368,0.105535,0.122528,,,,,,,
2961,4883325998,0.025824,0.041216,,0.044064,0.046944,0.06096,,,,,,,
2962,4883485678,0.026208,0.032608,0.123744,0.02624,0.036416,0.041536,,,,,,,
2963,4883722605,0.029664,0.051968,0.168031,0.030336,0.03632,0.042656,,,,,,,
2964,4884068556,0.025952,0.032352,0.030623,0.025248,0.045312,0.040544,,,,,,,
2965,4884225676,0.024576,0.032,0.094496,0.02672,0.043808,0.0464,,,,,,,
2966,4884342060,0.024384,0.029792,0.149792,0.036608,0.078656,0.051423,,,,,,,
2967,4884573835,0.025952,0.04464,,0.025408,,,,,,,,,
2968,4884722219,0.023456,0.06336,0.369535,0.024032,0.037664,0.042016,,,,,,,
2969,4885008330,,,0.346175,,0.093632,0.062912,,,,,,,
2970,4885663176,0.08256,0.134112,0.793566,0.090463,0.203776,0.123359,,,,,,,
2971,4886553446,0.074816,0.141344,0.098304,0.095168,0.220064,0.477535,,,,,,,
2972,4887056229,0.071552,0.081216,0.375839,0.069248,0.11072,0.138687,,,,,,,
2973,4887783555,0.0944,0.099071,0.548543,0.074368,0.103456,0.109535,,,,,,,
2974,4890526461,0.081023,0.098816,0.071552,0.08064,0.107615,0.123232,,,,,,,
2975,4891438554,0.072384,0.083488,0.071968,0.081695,0.205376,0.118367,,,,,,,
2976,4892054489,0.073792,0.17232,0.0952,0.075519,0.108512,0.11008,,,,,,,
2977,4892493784,0.068,0.086816,0.220864,0.184127,0.135103,0.121696,,,,,,,
2978,4893103062,0.078976,0.140863,0.399583,0.077888,,,,,,,,,
2979,4893443062,0.069984,0.08448,,0.299615,0.428991,0.243008,,,,,,,
2980,4893856437,0.025984,0.033184,0.705822,0.023999,,0.03728,,,,,,,
2981,4893968884,0.022496,0.071936,0.335295,0.02928,0.044832,,,,,,,,
2982,4894115764,0.023488,0.028512,,0.03472,0.038496,0.037792,,,,,,,
2983,4894256276,0.023616,0.057855,0.37584,0.024544,,0.075519,,,,,,,
2984,4894372243,0.023584,0.031552,0.440703,0.023008,0.040448,,,,,,,,
2985,4894519891,0.023456,0.038144,,0.034528,0.036992,0.038272,,,,,,,
2986,4894643923,0.023232,0.031392,0.480063,0.034879,0.033983,0.035936,,,,,,,
2987,4894787282,0.0232,0.030144,0.491295,0.022848,,0.048416,,,,,,,
2988,4894883858,0.02304,0.028352,,0.022656,0.0344,,,,,,,,
2989,4895001362,0.022144,0.028288,0.549503,0.021728,,0.100896,,,,,,,
2990,4895111057,0.022144,0.035295,0.642814,0.0232,0.049087,0.034976,,,,,,,
2991,4895371761,,,0.678975,,0.03968,0.034016,,,,,,,
2992,4895525104,,,0.714974,,0.032192,0.037504,,,,,,,
2993,4895921616,,,4.8349,,0.16432,0.120896,0.194688,3.328887,0.106304,,,,
2994,4900231781,,,5.208691,,0.102976,0.107584,,,,,,,
2995,4900723172,,,5.588915,,0.09824,0.105568,,,,,,,
2996,4901038787,0.103232,0.136992,0.075232,0.093023,0.097599,,0.112448,0.307359,0.028,,,,
2997,4903943420,0.06992,0.08416,,0.070336,0.113088,0.129248,,,,,,,
2998,4904324443,0.068,0.11264,0.245375,0.08128,0.143455,0.135104,,,,,,,
2999,4904973785,,,0.420671,,0.14192,0.108991,0.095168,0.403039,0.076992,15.738202,2.364602,,
3000,4917688986,,,,,,,,,,16.127289,,22.794856,
3001,4924378410,,,,,,,,,,17.781012,4.036983,0.230719,29.461624
3002,4937600266,0.144384,0.15248,0.099104,0.090847,,,,,,,,,6.731632
3003,4938101897,0.074592,0.089152,0.260512,0.118623,0.131743,0.1592,,,,,,,
3004,4938750663,0.083423,0.131296,0.072992,0.07952,0.107744,0.112991,,,,,,,
3005,4941232961,0.081632,0.201247,0.03536,0.033376,0.107296,0.149279,0.187136,0.505918,0.084896,9.125962,0.457599,0.239327,
3006,4954433697,0.027456,0.055808,,0.030176,0.058784,0.061728,,,,,,,
3007,4954603841,0.025184,0.034592,0.099648,0.038207,0.047103,0.038496,,,,,,,
3008,4954822624,0.099488,0.105312,0.124512,0.080096,0.035136,0.04192,0.03904,0.171295,0.03296,,,,6.862096
3009,4959727508,0.07152,0.083872,0.161279,0.078784,0.158912,0.16736,,,,,,,
3010,4960187923,0.072256,0.090496,0.360543,0.070208,,0.109248,,,,,,,
3011,4960471474,0.070239,0.109504,,0.075296,0.111519,,,,,,,,
3012,4960792530,0.068704,0.149247,0.534399,0.10816,0.209856,0.124895,,,,,,,
3013,4961305040,0.070879,0.085536,0.820766,0.067072,,,,,,,,,
3014,4961549392,0.06592,0.087552,,0.098271,0.102719,0.116992,,,,,,,
3015,4961972047,0.068128,0.08752,0.914366,0.073087,0.112192,0.151327,,,,,,,
3016,4962347342,0.070784,0.088384,1.115485,0.07184,,,,,,,,,
3017,4962591949,0.067232,0.086144,,0.066432,0.137152,0.104352,,,,,,,
3018,4963015724,0.071295,0.087968,1.336221,0.0672,,0.138464,,,,,,,
3019,4963302955,0.069184,0.094271,,0.067744,0.112671,,,,,,,,
3020,4963575307,0.068864,0.093088,1.530173,0.071135,0.138496,0.135263,,,,,,,
3021,4964010698,0.068864,0.102656,1.711931,0.075264,,0.10384,,,,8.965579,,,
3022,4964345865,0.07184,0.120064,,0.069952,0.110912,,,,,,0.44691,,
3023,4964621640,0.071584,0.08736,1.885499,0.066688,0.204671,0.138848,,,,,,0.242464,
3024,4965258695,0.066623,0.155328,2.175771,0.278719,0.033855,0.053536,,,,,,,
3025,4965445894,0.024448,0.039072,2.028347,0.028576,0.051008,0.035776,,,,,,,
3026,4965613670,0.03696,0.049696,1.881532,0.032256,0.032032,0.032608,,,,,,,
3027,4965759941,0.023552,0.030559,1.680539,0.022592,0.032704,0.034272,,,,,,,
3028,4965878565,0.0232,0.027584,1.481052,0.023072,,,,,,,,,
3029,4965955941,0.022016,0.028704,,0.04256,0.041216,0.033568,,,,,,,
3030,4966091013,0.02384,0.03376,1.304381,0.023679,0.036767,0.051168,,,,,,,
3031,4966231332,0.022656,0.027456,0.90883,0.02208,,,,,,,,,
3032,4966332708,0.0224,0.039776,,0.032352,0.036448,0.041024,,,,,,,
3033,4966473668,0.023712,0.051456,0.960126,0.024768,0.047039,0.047296,,,,,,,
3034,4966614051,0.022592,0.027936,0.990877,0.022592,,,,,,,,,
3035,4966691779,0.022496,0.028928,,0.022688,0.046912,0.033568,,,,,,,
3036,4966826531,0.022848,0.029376,1.066398,0.022592,0.032352,0.0336,,,,,,,
3037,4966949219,0.022624,0.039328,1.103549,0.023263,,,,,,,,,
3038,4967038338,0.022016,0.027328,1.150045,0.02336,0.033088,0.033152,,,,,,,
3039,4967255714,,,1.193886,,0.036,0.044416,,,,,,,
3040,4967410017,,,1.241757,,0.031872,0.034783,,,,,,,
3041,4967562017,,,1.267933,,0.032,0.034848,,,,,,,
3042,4967711873,,,1.26582,,0.031936,0.034688,,,,,,,
3043,4967863200,,,1.309405,,0.032896,0.034304,,,,,,,
3044,4968012320,,,1.361821,,0.03168,0.034592,,,,,,,
3045,4968170368,,,1.40646,,0.031744,0.035328,,,,,,,
3046,4968322975,,,1.436957,,0.03216,0.035232,,,,,,,
3047,4968476031,,,1.482717,,0.03168,0.034912,,,,,,,
3048,4968625630,0.1152,0.1224,0.08848,0.080351,0.030719,0.035904,0.057664,2.499418,0.1256,,,,6.71624
3049,4981609503,0.069568,0.158784,0.032448,0.286751,0.161311,0.144288,,,,,,,
3050,4982107998,0.031744,0.03616,0.0256,0.02672,0.033024,0.036832,,,,,,,
3051,4982578140,,,,,0.034335,0.056384,0.042432,4.544693,0.096704,15.683642,2.432698,0.269055,
3052,4996438619,0.127648,0.138079,0.101088,0.137728,0.116256,0.157439,,,,9.06993,,,6.744912
3053,4997636440,0.081984,0.0896,0.191167,0.076992,,,,,,,,,
3054,4998024279,0.070688,0.0952,0.267168,0.071231,0.145088,0.11968,,,,,,,
3055,4998630549,0.096096,0.113216,0.099199,0.08208,0.082975,0.103296,0.081504,0.170048,0.041312,,2.571546,0.206623,
3056,5004535559,0.066784,0.08272,,0.11552,0.11824,0.141376,,,,,,,
3057,5004964742,0.067936,0.174752,0.287423,0.115328,0.113599,0.14672,,,,,,,
3058,5005628388,,,0.341023,,0.109888,0.140543,0.100544,0.436063,0.0792,8.870186,0.441247,0.207487,6.69192
3059,5015117741,0.12816,0.132031,0.13936,0.08592,,,,,,8.448683,3.770071,0.210879,6.675408
3060,5023256505,0.073344,0.120095,,0.109856,0.123488,0.189951,,,,,,,
3061,5023666488,0.07248,0.091711,0.263583,0.108512,0.106464,0.107744,,,,,,,
3062,5024216727,,,0.317727,,0.090816,0.090944,0.089408,0.406943,0.081855,8.477004,0.370847,0.221087,6.68088
3063,5043945607,0.132416,0.136672,0.09552,0.083423,,,,,,,,,6.708176
3064,5044414630,0.070624,0.084992,,0.10816,0.123616,0.153408,,,,,,,
3065,5044830245,0.070048,0.090368,0.371839,0.070688,,0.149407,,,,,,,
3066,5045197060,0.073696,0.11296,,0.07168,0.115392,,,,,,,,
3067,5045477507,0.067071,0.277376,0.576574,0.034272,0.054592,0.27168,,,,,,,
3068,5045860258,0.024863,0.032544,0.61507,0.040256,0.035008,0.039712,,,,,,,
3069,5046015138,0.025792,0.04064,0.306847,0.02576,0.035072,0.036192,,,,,,,
3070,5046178178,0.023584,0.041088,0.340959,0.02608,0.03904,0.038688,,,,,,,
3071,5046462849,,,0.380415,,0.0344,0.041536,,,,,,,
3072,5046621729,0.028064,0.03408,0.380095,0.025696,0.035167,0.037376,,,,,,,
3073,5046851520,0.024416,0.032544,0.02352,0.023616,0.050848,0.036352,,,,,,,
3074,5047042943,0.091807,0.124352,0.087136,0.077632,0.034336,0.048127,,,,,,,
3075,5050344119,0.123519,0.168288,0.074912,0.116736,0.105216,0.116703,,,,,,,
3076,5053406832,0.086944,0.123775,0.096415,0.118912,0.110368,0.131232,,,,,,,
3077,5053981903,0.075648,0.117599,0.116672,0.07392,0.106911,0.113344,,,,,,,
3078,5054451917,0.071424,0.266911,0.157184,0.163008,0.100416,0.101631,,,,,,,
3079,5054969100,0.029632,0.061856,0.091743,0.027872,0.037856,0.050368,,,,,,,
3080,5055118476,0.024992,0.034208,0.05616,0.026272,0.055296,0.053856,,,,,,,
3081,5055320299,0.025343,0.066688,0.164895,0.024768,0.034528,0.037344,,,,,,,
3082,5055486219,0.027264,0.04192,0.163872,0.023744,,0.03472,,,,,,,
3083,5055577611,0.024096,0.032064,0.173215,0.024448,0.033952,,,,,,,,
3084,5055720522,0.023935,0.0624,,0.02464,0.036096,0.037344,,,,,,,
3085,5055849674,0.023936,0.073248,0.224767,0.030208,0.048128,0.055776,,,,,,,
3086,5056030602,0.024128,0.031072,0.277952,0.024256,,0.051487,,,,,,,
3087,5056136969,0.023136,0.028384,0.292895,0.035584,0.04,,,,,,,,
3088,5056273065,0.024032,0.050208,,0.134432,0.035168,0.04128,,,,,,,
3089,5056503272,0.027231,0.03312,0.448414,0.029152,0.032864,0.03408,,,,,,,
3090,5056651240,0.024864,0.031936,0.478335,0.023904,0.035616,0.038496,,,,,,,
3091,5056775624,0.023456,0.02864,0.396063,0.030912,,0.03776,,,,,,,
3092,5056890664,0.023232,0.027551,0.417343,0.02224,0.033728,0.065568,,,,,,,
3093,5057146951,0.047008,0.121728,0.736606,0.080704,0.10512,,,,,,,,
3094,5057518246,0.0712,0.132672,,0.116352,0.136512,0.106496,,,,,,,
3095,5057916389,0.070784,0.130816,1.109853,0.071808,0.100832,0.094688,,,,,,,
3096,5058330532,0.066944,0.083104,1.443901,0.06544,,0.135456,,,,,,,
3097,5058612355,0.067615,0.082464,1.68262,0.074336,0.112415,0.110079,,,,,,,
3098,5059406209,,,1.727451,,0.100448,0.099072,,,,,,,
3099,5059755041,,,5.108947,,0.096384,0.114432,0.153376,2.945912,0.0904,,,,
3100,5063737143,,,5.341171,,0.10304,0.060992,,,,,,,
3101,5063946518,,,5.224947,,0.056288,0.038592,,,,,,,
3102,5064056118,0.060736,0.067808,0.0824,0.035743,0.03568,0.071392,0.035328,0.163744,0.028672,,,,
3103,5078689362,0.094368,0.113408,0.093664,0.121503,0.11584,0.1264,,,,15.898009,,,
3104,5079509616,0.085215,0.1304,0.080192,0.082144,0.115135,0.172735,,,,,,,
3105,5080192175,0.034208,0.054496,0.033568,0.029088,0.11072,,0.106368,0.410239,0.06624,17.204278,2.432443,23.383175,
3106,5086889502,0.024512,0.075551,,0.044672,0.055616,0.090751,,,,,,,
3107,5087054942,0.024576,0.033344,0.09008,0.025952,0.037312,0.054784,,,,,,,
3108,5087266878,,,0.146464,,0.094911,0.03952,0.119808,0.660126,0.156256,7.175438,3.38588,0.242751,24.944899
3109,5098122595,0.143584,0.155775,0.104512,0.150016,,,,,,7.372238,4.87458,0.207264,6.649872
3110,5105425841,0.078112,0.095359,,0.078496,0.12016,0.230239,,,,,,,
3111,5105819088,0.072288,0.088383,0.341247,0.073824,0.088288,0.102496,,,,,,,
3112,5106170671,,,0.238624,,0.034912,0.039135,0.052704,0.16272,0.056288,8.871434,0.353247,0.207328,6.574672
3113,5122899079,0.136384,0.160799,0.091968,0.09008,,,,,,,,,6.67848
3114,5123391494,0.074112,0.087295,0.285344,0.07088,0.110975,0.149568,,,,,,,
3115,5123906052,0.076928,0.258143,,0.08992,0.141184,0.108383,,,,,,,
3116,5124364451,0.071999,0.092608,0.261727,0.085632,0.109504,0.152384,,,,,,,
3117,5124739106,0.071359,0.084384,0.447007,0.076768,,,,,,,,,
3118,5125033442,0.09152,0.101407,,0.107392,0.149759,0.136352,,,,,,,
3119,5125453313,0.07248,0.089343,0.637439,0.115552,0.103776,0.133535,,,,,,,
3120,5125918367,0.071008,0.090495,0.736542,0.068896,0.099168,0.102208,,,,,,,
3121,5126307646,0.072352,0.110175,0.787454,0.07328,,0.101536,,,,,,,
