Frame,ts,rtpsession0,rtpstorage0,rtpjitterbuffer0,rtpssrcdemux0,typefind,rtpptdemux0,rtph265depay0,h265parse0,capsfilter0,nvv4l2decoder0,queue,Stream-muxer,nvtiler,onscreendisplay
13649,19799658907,,,,,,,,,,10.682725,0.390164,0.276184,14.079904,3.570679
13650,19807436342,0.138012,0.126172,0.169595,0.110077,,,,,,,6.04347,,,
13651,19808006021,0.036255,0.096669,0.253305,0.041663,0.110845,0.142364,,,,,,,,
13652,19808463032,0.045951,0.045215,0.100413,0.028319,0.078238,0.083805,,,,,,,,
13653,19809790769,0.122301,0.137756,0.092926,0.080541,0.085406,0.126428,0.135932,0.342293,0.060735,8.157967,,,,
13654,19818597773,0.074397,0.110429,0.180795,0.06803,0.130428,0.133468,,,,,0.312247,,,
13655,19819080510,0.177211,0.127964,0.166939,0.077342,0.132796,0.098301,,,,,,0.280567,13.166332,
13656,19819776682,,,,,0.088477,0.106973,0.090077,0.369781,0.07091,8.799133,10.279281,,,9.392682
13657,19829691173,0.123293,0.116892,0.081246,0.07123,,,,,,,0.238393,0.346197,,
13658,19834281150,0.060094,0.095773,,0.094397,0.098205,0.161435,,,,,,,,
13659,19834625460,0.051967,0.06451,0.216282,0.066206,0.095037,0.118109,,,,,,,,
13660,19834936779,0.052478,0.08339,,0.030079,,,,,,,,,,
13661,19835066567,0.025791,0.033183,0.390644,0.025151,,,,,,,,,,
13662,19835183843,0.024639,0.030815,,0.023616,0.105533,0.079422,,,,,,,,
13663,19835326143,0.051294,0.031071,,0.024703,,,,,,,,,,
13664,19835458843,0.023712,0.047582,0.502993,0.025855,,,,,,,,,,
13665,19835548281,0.026944,0.030687,,0.054878,0.079421,0.07843,,,,,,,,
13666,19835814545,0.066942,0.076446,0.754666,0.080189,0.123292,0.093821,,,,,,,,
13667,19836199941,0.069374,0.091805,1.095263,0.104061,0.093885,0.090014,,,,,,,,
13668,19836591482,0.068254,0.119741,1.369784,0.071614,,0.095293,,,,,,,,
13669,19836920560,0.071262,0.1143,1.675023,0.075454,0.104637,,,,,,,,,
13670,19837254598,0.080605,0.080734,,0.123324,0.137404,0.094877,,,,,,,,
13671,19837636507,0.068286,0.085246,2.002373,0.077373,0.104125,0.091005,,,,,,,,
13672,19838065262,0.07507,0.081405,2.173248,0.058623,0.108957,0.103293,,,,,,,,
13673,19838391717,0.058558,0.089118,2.201759,0.105533,,0.087422,,,,,,,,
13674,19838683324,0.060094,0.067422,,0.058591,0.090141,,,,,,,,,
13675,19838907542,0.056318,0.071422,2.244446,0.08243,0.123612,0.129468,,,,,,,,
13676,19839263435,0.058015,0.051294,,0.043039,,,,,,,,,,
13677,19839368104,0.027487,0.029279,2.339323,0.056094,,0.077694,,,,,,,,
13678,19839520099,0.025599,0.032959,,0.046303,0.074301,,,,,,,,,
13679,19839688702,0.024767,0.027071,2.310396,0.02256,,,,,,,,,,
13680,19839830010,0.023711,0.061982,,0.052703,,0.086334,,,,,,,,
13681,19839989142,0.025631,0.040287,,0.026047,0.136668,,,,,,,,,
13682,19840175152,0.026975,0.067838,2.437976,0.060798,0.081277,0.088094,,,,,,,,
13683,19840501990,0.067774,0.076189,2.435512,0.063999,0.092989,0.12582,,,,,,,,
13684,19840904603,0.078686,0.083838,2.488982,0.06531,0.082621,0.08259,,,,,,,,
13685,19841245649,0.067454,0.112157,2.594931,0.067934,,0.087773,,,,,,,,
13686,19841550888,0.068765,0.079838,2.702864,0.087326,0.098142,,,,,,,,,
13687,19841855359,0.065823,0.075453,2.847436,0.1367,0.078909,0.086174,,,,,,,12.790599,
13688,19842376847,,,3.128068,,0.134812,0.088125,,,,,,,,
13689,19842734533,,,3.324702,,0.07571,0.073598,,,,,,,,
13690,19843070267,,,3.65058,,0.072734,0.074814,,,,,,,,
13691,19843523053,,,3.827439,,0.074845,0.086366,,,,,,,,
13692,19843862915,,,4.07652,,0.079069,0.073694,,,,,,,,
13693,19844258168,,,4.209764,,0.077182,0.089277,,,,,,,,
13694,19844594382,,,4.212451,,0.07107,0.077598,,,,,,,,
13695,19844946659,,,4.172965,,0.083197,0.085022,,,,,,,,
13696,19845343608,,,4.222627,,0.085854,0.114876,,,,,,,,
13697,19845709581,,,4.255266,,0.083294,0.090077,,,,,,,,
13698,19846069474,,,4.235043,,0.080445,0.082686,,,,,,,,
13699,19846438519,0.154939,0.1343,0.115165,0.040127,0.084125,0.086302,0.131996,2.211103,0.099613,,23.505963,,,10.302192
13700,19855408079,0.036415,0.039615,,0.026559,,0.162363,,,,,,,,
13701,19855533035,0.026655,0.032319,0.376181,0.025439,0.120796,0.103837,,,,,,,,
13702,19856346163,,,0.787689,,0.159483,0.141116,,,,,,,,
13703,19856697417,,,,,0.107357,,0.102781,0.437939,0.080861,12.550958,2.89985,0.242329,,
13704,19866944346,,,,,,,,,,9.55479,0.173339,0.193883,14.553331,3.556375
13705,19877853304,0.115548,0.13414,0.079326,0.080958,0.125276,0.211898,,,,,4.994476,,,
13706,19879381419,0.139835,0.139228,0.107612,0.09219,,,,,,,,,,
13707,19879708290,0.074974,0.096701,0.317527,0.075102,0.145211,0.127069,,,,,,,,
13708,19880420557,0.164571,0.148252,0.08675,0.078205,0.109629,0.123292,0.221977,0.456499,0.081565,,,,12.341364,3.58159
13709,19889091725,0.061118,0.107869,0.375957,0.071678,0.172699,0.177531,,,,,,,,
13710,19889743290,,,,,0.110493,0.110876,,,,8.562692,0.544912,0.256856,,
13711,19891440520,0.117469,0.128348,0.101245,0.092989,0.170171,0.165403,0.131164,0.47237,0.081886,,0.14582,,,
13712,19896184092,0.164059,0.138172,0.144892,0.087869,,,,,,,,,,
13713,19896630094,0.083294,0.087773,,0.077342,0.169467,0.187706,,,,,,,,
13714,19897000068,0.07459,0.07715,0.377653,0.053502,0.111964,0.112029,,,,,,,,
13715,19897683759,,,0.525968,,0.103165,0.104221,0.098237,0.473074,0.079102,8.671904,0.419956,0.238617,12.483951,3.5374
13716,19909460532,,,,,,,,,,11.023195,5.338338,,,
13717,19910045507,,,,,,,,,,,0.453715,0.13126,11.996798,3.485049
13718,19931006232,0.165147,0.151548,0.082046,0.114332,,,,,,,13.666892,,,
13719,19931537161,0.040479,0.07507,,0.032959,,0.177883,,,,,,,,
13720,19931669637,0.026112,0.031999,,0.024927,0.123612,,,,,,,,,
13721,19931816960,0.026975,0.034303,0.417267,0.02576,,0.128764,,,,,,,,
13722,19932228276,0.030559,0.06563,,0.061438,0.112125,,,,,,,,,
13723,19932476365,0.027391,0.035743,,0.027135,,,,,,,,,,
13724,19932601385,0.025087,0.030559,0.884262,0.024863,0.099389,0.104029,,,,,,,,
13725,19933052572,0.038079,0.048798,1.209852,0.101213,0.150396,0.149467,,,,,,,,
13726,19933582572,0.072286,0.084125,1.250875,0.067934,,0.130012,,,,,,,,
13727,19933858500,0.067262,0.07603,,0.065662,0.110973,,,,,,,,,
13728,19934136028,0.070622,0.131932,1.632528,0.08259,0.212857,0.109597,,,,,,,,
13729,19934642605,0.072254,0.087933,2.120354,0.070078,,0.113532,,,,,,,,
13730,19934982979,0.070974,0.129852,,0.072382,0.122845,,,,,,,,,
13731,19935279322,0.061118,0.07123,2.038948,0.111677,0.138555,0.121821,,,,,,,11.832547,
13732,19935747180,0.059454,0.167771,,0.029343,,,,,,,,,,
13733,19935875081,0.025631,0.032064,,0.026047,,,,,,,,,,
13734,19936008325,0.032319,0.036927,2.369594,0.025407,,,,,,,,,,
13735,19936176000,0.023615,0.079454,,0.027487,,0.148828,,,,,,,,
13736,19936288380,0.024959,0.048927,,0.058654,0.119452,,,,,,,,,
13737,19936475927,0.025311,0.032607,,0.025855,,,,,,,,,,
13738,19936596595,0.025151,0.030943,2.614611,0.024288,,,,,,,,,,
13739,19936715536,0.023808,0.031647,,0.024159,0.110941,0.111037,,,,,,,,
13740,19936874827,0.026111,0.039935,,0.029183,,,,,,,,,,
13741,19936994664,0.023935,0.0304,,0.023903,,,,,,,,,,
13742,19937109060,0.024159,0.029023,2.724527,0.023679,,0.113117,,,,,,,,
13743,19937298399,0.024639,0.065695,,0.038014,0.111069,,,,,,,,,
13744,19937437786,0.027295,0.032799,,0.033535,,,,,,,,,,
13745,19937569399,0.024768,0.033247,,0.026303,,,,,,,,,,
13746,19937611381,0.024895,0.033631,2.898698,0.095229,0.1487,0.142268,,,,,,,,
13747,19938038633,0.070878,0.08307,3.095012,0.071102,,,,,,,,,,
13748,19938297697,0.072382,0.078589,3.322526,0.144924,0.174395,0.114749,,,,,,,,
13749,19938958798,,,3.448155,,0.102653,0.102749,,,,,,,,
13750,19939425408,,,3.785648,,0.101053,0.099677,,,,,,,,
13751,19939903090,,,4.173509,,0.109853,0.106461,,,,,,,,4.573785
13752,19940417379,,,4.502715,,0.103165,0.106973,,,,,,,,
13753,19940927891,,,4.81221,,0.116156,0.105533,,,,,,,,
13754,19941395238,,,5.155176,,0.104861,0.102781,,,,,,,,
13755,19941863416,,,5.503005,,0.107677,0.098781,,,,,,,,
13756,19942334698,0.144251,0.205274,5.870323,,0.104509,0.106301,,,,,,,,
13757,19942821564,0.082845,0.102973,,0.094942,0.125564,0.164667,,,,,,,,
13758,19943322701,0.120828,0.104285,6.418691,0.077534,0.116445,0.12886,,,,,,,,
13759,19943922907,,,6.90434,0.077566,0.125052,0.20201,,,,,,,,
13760,19944625126,,,7.392774,,0.106621,0.099613,,,,,,,,
13761,19945126936,,,7.68835,,0.097181,0.102173,,,,,,,,
13762,19945575114,,,8.006068,,0.09603,0.097725,,,,,,,,
13763,19946045020,,,8.34385,,0.105885,0.105468,,,,,,,,
13764,19946531182,,,8.637889,,0.101181,0.107069,,,,,,,,
13765,19947001088,,,8.788988,,0.098685,0.102365,,,,,,,,
13766,19947505041,,,8.864219,,0.107709,0.141371,0.149756,2.935209,0.095037,,,,,
13767,19951302081,,,8.363017,,0.108157,0.1175,,,,,,,,
13768,19951788179,,,8.365321,,0.106941,0.104733,,,,,,,,
13769,19952334947,,,8.486341,,0.107997,0.121021,0.101853,0.409364,0.115004,11.726726,2.447992,0.219386,,
13770,19968571236,0.150011,0.142492,,0.081502,,,,,,15.502071,0.554095,,,
13771,19969179314,0.030047,0.033631,0.059966,0.086846,0.116637,0.163579,,,,,0.608078,0.144956,,
13772,19969856798,0.075518,0.086654,0.462866,0.058814,0.109981,0.112797,,,,,,,,
13773,19974155743,0.092221,,0.086205,0.06147,0.111165,0.145852,0.160283,0.449395,0.07731,,,,,
13774,19979477506,0.043583,0.069374,0.116413,0.038271,,,,,,,,,,
13775,19979803096,0.068094,0.117884,,0.079038,0.171291,0.144091,,,,,,,,
13776,19980182125,0.070942,0.081789,0.384757,0.065758,0.109308,0.109309,,,,,,,,
13777,19980851546,,,0.496658,,0.148251,0.107005,0.107485,0.441971,0.087453,7.543553,0.107677,0.110461,16.0266,3.524152
13778,19990450622,,,,,,,,,,8.813916,3.29555,,,
13779,19990950064,0.107069,0.341174,,0.04403,,,,,,,0.158588,0.721802,,
13780,19991499711,0.030175,0.067486,0.089438,0.032543,,,,,,,,,,
13781,19991710905,0.027615,0.038975,0.584687,0.026527,0.172987,0.19961,,,,,,,,
13782,19992376646,,,0.90583,,0.131837,0.127868,,,,,,,,
13783,19992846392,0.130204,0.120061,0.08707,0.089757,0.100253,0.102877,0.089565,0.435315,0.128348,8.031859,0.227578,0.251544,13.675373,
13784,20005018801,0.075902,0.083614,,0.074941,0.188507,0.185754,,,,,,,,5.428608
13785,20005416869,0.067934,0.140124,0.443059,0.083549,,0.131676,,,,,,,,
13786,20005799002,0.076798,0.13238,0.587567,0.078173,0.130525,,,,,,3.868174,,,
13787,20006208877,0.072158,0.10486,,0.109885,0.119997,0.120892,,,,,,,,
13788,20006668480,0.07155,0.113725,0.748458,0.05635,,0.143196,,,,,,,,
13789,20006912793,0.05187,0.062686,,0.073822,0.117757,,,,,,,,,
13790,20007096371,0.024319,0.029055,0.839815,0.024128,,,,,,,,,,
13791,20007315693,0.026399,0.046783,0.991171,0.027903,0.140796,0.112189,,,,,,,,
13792,20007925179,,,1.216092,,0.105437,0.103741,,,,,,,,
13793,20008427404,0.032544,0.040446,1.573937,0.027392,0.103357,0.105405,,,,,,,,
13794,20008913822,,,1.822698,,0.108605,0.110781,,,,,,,,
13795,20009375824,0.075358,0.092125,0.985954,0.07219,0.105853,0.103677,,,,,,,,
13796,20009877793,0.125789,0.090365,0.471506,,0.104445,0.107325,,,,,,,,
13797,20010296373,0.073694,0.090621,,0.109757,0.121916,0.115837,,,,,,,,
13798,20010657450,0.067582,0.118557,0.361077,0.06963,0.130781,0.162555,,,,,,,,
13799,20011223193,0.066974,0.08627,0.540784,0.073214,0.123677,0.13414,,,,,,,,
13800,20011696555,0.058846,0.054847,,0.184154,,,,,,,,,,
13801,20011767881,0.023199,0.059263,0.715754,0.024575,,0.101885,,,,,,,,
13802,20011988419,0.025183,0.063102,,0.033439,0.118653,,,,,,,,,
13803,20012177053,0.027487,0.032223,,0.027231,,,,,,,,,,
13804,20012294778,0.024799,0.030239,0.778826,0.025376,,,,,,,,,,
13805,20012379063,0.023391,0.046655,,0.063134,,0.10662,,,,,,,,
13806,20012528083,,,1.01549,0.025727,0.14902,0.101661,,,,,,,,
13807,20013208767,0.025631,0.033567,1.324505,0.04739,0.101789,0.138268,,,,,,,,
13808,20013748015,0.074206,,1.63736,,0.102716,0.107101,,,,,,,,
13809,20013991944,0.069566,0.078654,2.025284,0.099293,0.105053,,,,,,,,,
13810,20014416923,0.066366,0.086877,,0.068446,0.143547,0.146332,,,,,,,,
13811,20014723314,0.076094,0.073598,2.446776,0.069758,,,,,,,,,,
13812,20014950347,0.072094,0.076606,,0.071134,0.153276,0.11542,,,,,,,,
13813,20015431069,0.070206,0.084989,2.884331,0.068382,0.107965,0.111869,,,,,,,,
13814,20015739668,0.065374,0.076062,2.617523,0.064798,,,,,,,,,,
13815,20016091978,0.024767,0.121437,,0.070974,,0.200954,,,,,,,,
13816,20016251269,0.023327,0.041567,,0.024767,0.149404,,,,,,,,,
13817,20016361570,0.024287,0.0288,,0.024671,,,,,,,,,,
13818,20016471199,,0.028959,2.439576,0.022688,0.116956,0.103677,,,,,,,,
13819,20017201289,,,2.676753,,0.103357,0.107613,,,,,,,,
13820,20017696922,,,2.841708,,0.106429,0.1319,,,,,,,,
13821,20018163629,,,3.020519,,0.106877,0.099997,,,,,,,12.360979,
13822,20018630143,,,3.096325,,0.101405,0.102749,,,,,,,,
13823,20019099569,,,3.248,,0.108381,0.111901,,,,,,,,
13824,20019587651,,,3.386268,,0.102525,0.109405,,,,,,,,
13825,20020114739,,,3.703635,,0.141308,0.159835,,,,,,,,
13826,20020648067,,,4.165797,,0.111357,0.1207,,,,,,,,
13827,20021135029,0.127836,0.074014,4.558393,0.033567,0.105277,0.105437,0.147612,3.058757,0.103549,,,,,5.496414
13828,20033372428,0.028383,0.036671,0.084445,0.05267,0.109916,0.149564,,,,,,,,
13829,20033723266,0.029023,0.035391,0.440243,0.024575,0.107997,0.106365,,,,,,,,
13830,20034451916,,,0.601934,,0.104189,0.102141,0.098461,3.692691,0.123165,13.608207,0.160219,0.182331,,
13831,20046996826,,,,,,,,,,8.526404,0.165563,,,
13832,20047334544,0.144027,0.167196,0.089341,0.101405,0.12518,0.171835,,,,,0.121116,0.216602,,
13833,20050306936,0.048575,0.051198,,0.030783,,,,,,,,,,
13834,20050478835,0.028191,0.038591,0.104509,0.026847,0.109501,0.116157,,,,,,,,
13835,20051040387,0.1455,0.20569,0.428084,0.097469,0.107741,0.106621,0.147931,0.443379,0.080254,9.056692,9.89382,,14.359288,3.483993
13836,20061339603,0.158204,0.141628,0.119964,0.078269,0.138268,0.163068,,,,,0.463219,0.392724,,
13837,20061852068,0.071326,0.176698,0.191739,0.080414,0.109501,0.120796,,,,,,,,
13838,20062536784,0.140604,0.161083,0.315255,0.091261,0.102556,0.112349,0.102269,0.438164,0.076381,,,,,
13839,20065811343,0.08099,0.098077,0.083262,0.141692,0.146683,0.134204,,,,,,,,
13840,20066382430,0.082014,0.095901,0.33007,0.070366,0.112157,0.108701,,,,,,,,
13841,20066971693,,,0.41954,,0.096221,0.099357,0.087421,0.409556,0.069502,8.550244,0.128508,0.122397,12.95069,8.426919
13842,20079648119,,,,,,,,,,12.013726,7.372038,,,
13843,20080000396,0.149243,0.147484,0.115037,0.096765,,,,,,,0.156187,0.19609,,
13844,20082889559,0.075966,0.089309,,0.111741,0.131708,0.155259,,,,,,,,
13845,20083359977,0.075166,0.088765,0.28988,0.076478,,0.19657,,,,,,,,
13846,20083681440,0.062526,0.076094,0.635213,0.086141,0.141724,0.122813,,,,,,,,
13847,20084577381,,,0.747242,,0.110076,0.104989,,,,,,,,
13848,20090170880,0.088541,0.111133,0.090046,0.090045,0.101501,0.175354,,,,,,,,
13849,20091504345,0.098109,0.10854,0.083454,0.103741,0.120989,,,,,,,,12.075004,
13850,20092105895,0.102877,0.092733,,0.08083,0.194202,0.200122,,,,,,,,
13851,20092481276,0.062046,0.075134,0.393428,0.058942,,,,,,,,,,
13852,20092769811,0.056702,0.089693,,0.026496,,0.181787,,,,,,,,
13853,20092889104,0.027839,0.029215,,0.022463,0.127964,,,,,,,,,
13854,20093000461,0.02336,0.031231,,0.024351,,,,,,,,,,
13855,20093112777,0.023327,0.030143,0.627342,0.02288,0.128732,0.105725,,,,,,,,
13856,20093765078,,,0.866854,,0.099229,0.101917,,,,,,,,
13857,20094226761,,,1.208445,,0.100637,0.106749,,,,,,,,
13858,20094674395,,,1.553842,,0.096317,0.095741,,,,,,,,
13859,20095149549,0.094718,0.101693,1.898312,0.12646,0.109341,0.11558,,,,,,,,
13860,20096732095,0.057055,0.067262,0.372437,0.052446,,,,,,,,,,
13861,20097073237,0.054942,0.153948,,0.05859,0.140316,0.199898,,,,,,,,
13862,20097379755,0.06371,0.065374,,0.0256,,,,,,,,,,
13863,20097503048,0.028447,0.030015,0.721387,0.024639,,,,,,,,,,
13864,20097668899,0.022751,0.113437,,0.098877,0.122396,0.162971,,,,,,,,6.219944
13865,20097964090,0.030655,0.035071,,0.032991,,,,,,,,,,
13866,20098101398,0.027103,0.031615,1.004642,0.060734,,,,,,,,,,
13867,20098262129,0.025823,0.032479,,0.027648,,0.112125,,,,,,,,
13868,20098412621,0.025695,0.031679,,0.023135,0.1447,,,,,,18.516926,,,
13869,20098662822,0.070014,0.07795,1.27705,0.069438,0.1111,0.113373,,,,,,,,
13870,20099025275,0.067678,0.087293,1.662607,0.076446,,,,,,,,,,
13871,20099358225,0.069821,0.07907,,0.075102,0.159387,0.1439,,,,,,,,
13872,20099723942,0.071614,0.085853,1.975494,0.06995,,0.110845,,,,,,,,
13873,20100037597,0.070653,0.162236,,0.077789,0.152795,,,,,,,,,
13874,20100389107,0.071198,0.088286,2.392026,0.119708,0.157116,0.151515,,,,,,,,
13875,20100818342,0.05923,0.06883,2.819373,0.056286,,,,,,,,,,
13876,20101102782,0.056542,0.120541,,0.109373,0.119164,0.121277,,,,,,,,
13877,20101444596,0.046079,0.033599,,0.023711,,,,,,,,,,
13878,20101580432,0.026528,0.034431,3.208801,0.025311,,0.156507,,,,,,,,
13879,20101772266,0.025151,0.066814,,0.024031,0.116157,,,,,,,,,
13880,20101888518,0.023839,0.029759,,0.027904,,,,,,,,,,
13881,20102008291,0.024255,0.031967,3.638581,0.023551,0.105885,0.13286,,,,,,,,
13882,20102676719,,,3.83995,,0.104061,0.104509,,,,,,,,
13883,20103251358,,,4.033577,,0.101725,0.11606,,,,,,,,
13884,20103718224,,,4.178149,,0.103133,0.106748,,,,,,,,
13885,20104237985,,,4.322241,,0.111677,0.121852,,,,,,,,
13886,20104719603,,,4.415582,,0.142268,0.107389,,,,,,,,
13887,20105247779,,,4.555578,,0.110781,0.111836,,,,,,,,
13888,20105745269,,,4.76674,,0.106717,0.103901,,,,,,,,
13889,20106214503,,,4.870576,,0.104381,0.102013,,,,,,,,
13890,20106676665,,,5.106185,,0.109213,0.102173,,,,,,,,
13891,20107141067,,,5.434751,,0.104061,0.100573,0.139036,3.112388,0.153788,,,,12.347124,
13892,20111216051,,,9.297326,,0.120221,0.122428,,,,,,,,
13893,20111709477,,,9.686754,,0.104605,0.106301,,,,,,,,
13894,20112224981,0.08787,0.100509,10.072983,0.041535,0.111581,0.120156,0.107005,0.427443,0.075582,,,,,3.545559
13895,20120588095,0.033919,0.035871,0.087645,0.025951,0.110653,0.129948,,,,,,,,
13896,20120979219,0.128796,0.095069,0.441971,0.072734,0.115228,0.109757,,,,,,,,
13897,20121757980,,,0.549584,,0.116541,0.156443,0.107325,2.308476,0.156667,13.239129,1.632464,0.247897,,
13898,20127992388,,,,,,,,,,15.045796,1.257339,,,
13899,20128216702,0.06803,0.066238,,0.034303,,,,,,,0.069086,0.155228,,
13900,20128534836,0.029311,0.06115,0.129564,0.027743,,,,,,,,,,
13901,20128688400,0.024416,0.063422,0.523569,0.028767,0.12134,0.163451,,,,,,,,
13902,20129296766,,,0.837575,,0.104189,0.106429,,,,,,,,
13903,20129755280,,,,,0.100605,0.099933,0.126301,0.436147,0.123164,9.740449,0.31775,0.241977,,
13904,20140008898,,,,,,,,,,9.423466,0.14454,0.120668,14.638736,6.939891
13905,20161518631,0.13382,0.102493,0.090557,0.041887,0.128957,0.160987,,,,,9.253967,,14.052354,
13906,20164742024,0.153852,0.125884,0.08243,0.088893,,,,,,,,,,
13907,20165031071,0.077565,0.099101,0.272088,0.074718,0.163804,0.117724,,,,,,,,
13908,20165708907,,,,,0.111196,0.113437,0.122749,0.444883,0.079261,7.266986,0.28668,0.236825,,3.533175
13909,20183497215,0.100349,0.112028,,0.040415,,,,,,,0.230905,,,
13910,20183784054,0.028703,0.037119,0.114845,0.027167,0.167323,0.142524,,,,,,,,
13911,20184317414,0.035903,0.043966,0.571472,0.028128,,,,,,,,,,
13912,20184506497,0.026111,0.106749,0.553807,0.101213,0.118524,0.123804,,,,,,,,
13913,20185141518,0.082813,0.101373,0.868486,,0.1247,0.154844,,,,,,,,
13914,20185686110,0.08403,0.14214,0.409556,0.443219,0.167739,0.115165,,,,,,,,
13915,20186364458,0.076158,0.094237,,0.210553,0.122172,0.268792,,,,,,,,
13916,20186767806,,,0.451251,0.077182,0.106685,0.112989,,,,,,,,
13917,20187290895,0.648813,0.224378,0.549168,0.073949,0.105405,0.108349,,,,,,,12.913699,
13918,20188147861,0.030751,0.040542,0.108157,0.028288,,,,,,,,,,
13919,20188279890,0.029056,0.033535,,0.024511,0.109212,0.127261,,,,,,,,
13920,20188438285,0.025663,0.033535,,0.050942,,,,,,,,,,
13921,20188625895,0.033279,0.04211,0.449746,0.13366,0.113148,0.159132,,,,,,,,
13922,20189066650,0.033311,0.099677,0.856071,0.074366,,0.101661,,,,,,,,
13923,20189358802,0.067774,0.078206,,0.069822,0.096669,,,,,,,,,
13924,20189626634,0.080126,0.085693,1.137407,0.131772,0.112765,0.159227,,,,,,,,
13925,20190121403,0.071294,0.085949,1.350361,0.06579,,0.111228,,,,,,,,
13926,20190402035,0.069886,0.076798,,0.06499,0.114813,,,,,,,,,
13927,20190677899,0.067582,0.08163,1.536883,0.217626,0.114844,0.102269,,,,,,,,
13928,20191203259,0.062878,0.068382,1.750188,0.053439,0.116284,0.121917,,,,,,,,
13929,20191525426,0.058622,0.069982,,0.033119,,,,,,,,,,
13930,20191654126,0.026207,0.031615,,0.023679,,,,,,,,,,
13931,20191771243,0.027807,0.03024,1.867401,0.036447,,0.135676,,,,,,,,
13932,20191982500,0.024768,0.074333,,0.028704,0.15142,,,,,,,,,
13933,20192099489,0.02384,0.029247,,0.022623,,,,,,,,,,
13934,20192211614,0.02352,0.030239,,0.026271,,,,,,,,,,
13935,20192324538,0.022687,0.029183,2.10301,0.021664,,0.140508,,,,,,,,
13936,20192544180,0.02528,0.06083,,0.026335,0.114525,,,,,,,,,
13937,20192699727,0.026335,0.030015,2.327484,0.022944,0.096765,0.11014,,,,,,,,
13938,20193395131,,,2.324667,,0.109372,0.112829,,,,,,,,
13939,20193917067,,,2.516566,,0.109725,0.143803,,,,,,,,
13940,20194404541,,,2.734031,,0.105245,0.111965,,,,,,,,
13941,20194883887,,,3.098277,,0.104989,0.107805,,,,,,,,
13942,20195375328,,,3.455386,,0.105501,0.112252,,,,,,,,
13943,20195950319,,,3.814703,,0.183643,0.124412,,,,,,,,
13944,20196507487,,,4.282434,,0.140316,0.102941,,,,,,,,
13945,20197013264,0.111356,0.077566,4.672406,0.063934,0.099869,0.102973,,,,,,,,10.117557
13946,20197646013,0.11062,0.137244,5.265124,0.08723,0.113309,0.117629,,,,,,,,
13947,20198126543,0.077278,0.08563,5.556028,0.141723,0.11558,0.151868,,,,,,,,
13948,20198641056,0.07747,0.086653,5.940976,0.079838,0.112861,0.111357,,,,,,,,
13949,20199022261,0.071198,0.083646,1.912424,0.06419,,,,,,,,,,
13950,20199263374,0.066558,0.078558,1.824458,0.135868,0.149211,0.110621,,,,,,,,
13951,20199904411,,,1.958247,,0.100765,0.108701,,,,,,,,
13952,20200523816,,,5.435903,,0.10966,0.134204,0.153916,2.913578,0.092765,,,,,
13953,20204397366,,,5.577019,,0.107773,0.132796,,,,,,,,
13954,20204906791,,,5.703736,,0.104797,0.138524,,,,,,,,
13955,20205371641,0.122525,0.13446,0.097565,0.082077,0.105948,0.101309,0.100061,0.403349,0.076221,,,,,
13956,20206494296,0.132508,0.089502,0.167003,0.073182,0.111388,0.122109,,,,,,,,
13957,20207040296,0.039454,0.048735,0.114077,0.027327,0.107549,0.108764,,,,,,,,
13958,20210186347,,,,,0.106172,0.111709,0.094814,0.401428,0.07763,12.092316,1.639759,0.126044,,
13959,20221632122,,,,,,,,,,15.68085,0.346614,,,
13960,20221874867,,,,,,,,,,16.189154,0.121436,0.121309,,
13961,20227172790,0.116444,0.091422,,0.042302,,,,,,,0.106205,0.117212,,
13962,20230620273,0.028959,0.034559,0.115645,0.027167,,,,,,,,,,
13963,20230809835,0.025631,0.098813,0.631405,0.028991,0.160091,0.197626,,,,,,,,
13964,20231503351,,,0.929221,,0.113693,0.110813,,,,,,,,
13965,20232021543,,,,,0.148955,0.104541,0.164124,0.436083,0.081757,7.929718,13.198555,,18.434976,3.424827
13966,20241587053,0.156155,0.14566,0.094589,0.098461,0.14838,0.198746,,,,,0.601327,0.352501,,
13967,20247049772,0.096029,0.104189,0.078718,0.069214,,,,,,,,,,
13968,20247308036,0.114972,0.06515,0.184826,0.056767,0.152956,0.110332,,,,,,,,
13969,20247712601,,,,,0.042047,0.045311,0.045406,0.178427,0.042207,8.415112,0.115228,0.115421,15.740784,7.451108
13970,20264314287,0.149756,0.139196,0.106109,0.094173,,,,,,,7.576832,,,
13971,20264857503,0.073406,0.093789,,0.075166,0.169243,0.226553,,,,,,,,
13972,20265189173,0.06899,0.082621,0.430131,0.074206,0.105692,0.115997,,,,,,,,
13973,20265765316,0.029407,0.033887,0.458994,0.025727,0.038207,0.042943,,,,,,,,
13974,20266277621,0.024831,0.028767,0.044735,0.023583,0.039263,0.041375,,,,,,,,
13975,20266459312,0.025759,0.042239,0.086846,0.024255,0.041086,0.042495,,,,,,,,
13976,20266599787,0.023552,0.048574,0.064798,0.026207,0.067614,0.040063,,,,,,,,
13977,20266847076,0.039647,0.039358,0.136412,0.028384,0.036287,0.041183,,,,,,,,
13978,20267310071,0.025472,0.032607,0.029983,0.023007,0.05043,0.038559,,,,,,,,
13979,20267452818,0.026272,0.032543,0.087133,0.055518,0.06083,0.046719,,,,,,,,
13980,20267620525,0.024543,0.026623,0.127644,0.022944,0.036511,0.040991,,,,,,,,
13981,20267946052,0.06979,0.08099,0.270584,0.097213,0.12742,0.19801,,,,,,,,
