Frame,ts,rtpsession0,rtpstorage0,rtpjitterbuffer0,rtpssrcdemux0,typefind,rtpptdemux0,rtph265depay0,h265parse0,capsfilter0,nvv4l2decoder0,queue,Stream-muxer,nvtiler,onscreendisplay
38240,54317593593,0.069118,0.079486,5.064684,0.063454,0.123069,0.121564,,,,,,,,
38241,54317971694,0.066174,0.074814,5.232711,0.063518,,,,,,,,,,
38242,54318220583,0.063039,0.072509,,0.086654,0.101309,0.119741,,,,,,,,
38243,54318578396,0.064478,0.073918,5.454625,0.061598,0.102493,0.131964,,,,,,,,
38244,54319211018,,,5.658394,,0.102205,0.099294,,,,,,,,
38245,54319774489,,,5.916691,,0.126556,0.106621,,,,,,,,
38246,54320286762,,,6.072078,,0.110077,0.109469,,,,,,,,
38247,54320754524,,,6.248297,,0.097726,0.099389,,,,,,,,
38248,54321201199,,,6.400037,,0.095358,0.096733,,,,,,,,
38249,54321596164,0.072286,0.084541,6.501634,0.100477,0.103293,0.098781,,,,,,,,
38250,54322000632,0.065886,0.077566,6.645982,0.069278,0.098973,0.137084,,,,,,,,
38251,54322344110,0.062462,0.071678,6.854776,0.060158,0.098014,0.10726,,,,,,,,
38252,54323054297,,,7.014131,,0.098653,0.096541,,,,,,,,
38253,54323498540,,,7.015443,,0.117981,0.094461,,,,,,,,
38254,54323990078,,,7.152175,,0.110301,0.122333,,,,,,,,
38255,54324450224,,,7.323914,,0.097054,0.096509,,,,,,,,
38256,54324907299,,,7.375272,,0.104189,0.105661,,,,,,,,
38257,54325365078,,,7.53178,,0.095773,0.098909,,,,,,,,
38258,54325818632,,,7.676,,0.107453,0.10742,,,,,,,,
38259,54326319130,,,7.86857,,0.102909,0.106141,,,,,,,,
38260,54326772813,,,8.035413,,0.104221,0.097406,0.159771,4.16359,0.090302,,,,10.554443,
38261,54331789946,,,9.896383,,0.108541,0.112381,,,,,,,,
38262,54332297931,,,10.067961,,0.103805,0.111613,,,,,,,,
38263,54332789373,,,10.280852,,0.106461,0.104253,0.095453,0.400404,0.076702,13.365785,3.60991,0.235098,,7.738174
38264,54349048098,,,,,,,,,,15.579705,0.123004,,,
38265,54349376920,0.188667,0.107356,,0.106781,,,,,,,0.210137,0.118685,,
38266,54352057866,0.106685,,0.127517,0.081406,,0.182522,,,,,,,,
38267,54352360417,0.076094,0.158715,,0.072126,0.120029,,,,,,,,,
38268,54352639897,0.06691,0.077246,0.183803,0.06179,0.101469,0.105757,,,,,,,,
38269,54353240903,0.079197,0.09059,0.346934,0.07811,0.106397,0.131548,0.089117,0.398709,0.070974,7.643104,,,12.87524,
38270,54361801517,0.080445,0.106301,0.12182,0.073758,0.104861,0.106749,,,,,0.356054,0.194394,,3.057542
38271,54364741207,0.06451,0.076926,0.079902,0.065246,0.108829,0.118876,,,,,3.032424,,,
38272,54365256040,0.156507,0.149692,0.268632,0.090461,0.103485,0.104029,0.104445,0.398196,0.071102,8.510279,0.461779,0.242649,12.881383,
38273,54380862016,0.125532,0.162299,0.295095,0.083358,0.126108,0.157564,,,,,6.521377,,,3.055655
38274,54382166362,0.070782,0.080702,0.256056,0.109533,0.123772,0.193723,,,,,,,,
38275,54382861669,0.096125,0.099165,0.480881,0.07347,0.103613,0.104893,0.104765,0.437972,0.073501,,,,,
38276,54391191282,0.070206,0.078814,0.06707,0.131292,0.164572,0.129244,,,,,,,,
38277,54391693251,0.06995,0.081565,0.298519,0.064862,0.103229,0.114909,,,,,,,,
38278,54392067448,0.067838,0.118204,0.475667,0.071326,,,,,,,,,,
38279,54392344208,0.065214,0.075358,,0.123645,0.107741,0.110428,,,,,,,,
38280,54392761188,0.111964,0.08179,0.622414,0.155579,0.170587,0.109981,,,,9.212403,,,,
38281,54393215415,0.065822,0.083326,0.82068,0.065854,,0.109948,,,,,0.567728,,,
38282,54393544877,0.06883,0.163899,0.898278,0.102589,0.108925,0.111933,,,,,,0.303895,12.170461,
38283,54394077054,0.071006,0.21289,1.059393,0.087549,0.108669,0.100669,,,,,,,,
38284,54394793993,,,1.086561,,0.099677,0.098557,,,,,,,,
38285,54395279707,0.074622,0.082077,1.092545,,0.131964,0.107388,,,,,,,,
38286,54395531635,,,0.279288,0.114653,0.117981,0.106973,,,,,,,,
38287,54396365915,0.081246,0.080221,0.061535,0.068318,0.129692,,,,,,,,,
38288,54396681170,0.06995,0.081757,0.273688,0.101565,0.155803,0.105181,,,,,,,,
38289,54397357918,0.080222,0.081214,0.05587,0.067614,0.112125,0.108861,,,,,4.400063,,,3.496537
38290,54398516124,0.067358,0.073086,,0.056958,0.107357,0.110557,,,,,,,,
38291,54398930832,0.066238,0.077566,0.275544,0.064446,0.114941,0.1343,,,,,,,,
38292,54399254918,0.06691,0.073694,0.428691,0.061983,,,,,,,,,,
38293,54399542846,0.066782,0.071454,,0.064926,0.136476,0.101917,,,,,,,,
38294,54399874996,0.066782,0.082845,0.633549,0.07459,,0.136316,,,,,,,,
38295,54400194731,0.06899,0.07747,0.846823,0.065278,0.107965,,,,,,,,,
38296,54400557216,0.119165,0.07971,,0.11334,0.104893,0.102621,,,,,,,,
38297,54400921622,0.071358,0.095966,0.972036,0.095645,0.136924,0.101757,,,,,,,,
38298,54401289227,0.064446,0.073534,1.136991,0.06371,,,,,,,,,,
38299,54401528676,0.063327,0.071453,,0.066719,0.103677,0.104349,,,,,,,,
38300,54401918744,0.066366,0.074109,1.206141,0.087198,0.117981,0.163675,,,,,,,,
38301,54402273902,0.065406,0.078142,1.400951,0.066078,,,,,,,,,,
38302,54402559974,0.062462,0.104285,,0.079645,0.141084,0.106429,,,,,,,,
38303,54402941211,0.095549,0.077566,1.614801,0.06435,0.111069,0.129852,,,,,,,,
38304,54403316560,0.06755,0.083262,1.82289,0.067326,,,,,,,,,,
38305,54403571848,0.062558,0.071198,,0.095197,0.110461,0.104765,,,,,,,,
38306,54403993692,0.065662,0.097661,1.949991,0.095037,0.115517,0.192122,,,,,,,,
38307,54404390960,0.070973,0.075806,2.195776,0.06451,,,,,,,,,,
38308,54404641129,0.063806,0.071358,,0.102301,0.115805,0.105373,,,,,,,,
38309,54405038109,0.063263,0.075069,2.339964,0.06755,0.118908,0.138268,,,,,,,,
38310,54405397715,0.090429,0.081918,2.560757,0.066974,,,,,,,,,,
38311,54405667435,0.063326,0.072702,,0.106109,0.111773,0.101117,,,,,,,,
38312,54406061279,0.066814,0.076125,2.657746,0.068254,0.143068,0.142492,,,,,,,,
38313,54406558129,0.085438,0.123644,2.891212,0.088733,0.106653,0.105245,,,,,,,,
38314,54406929990,0.06819,0.077182,2.977769,0.064542,,,,,,,,,,
38315,54407173343,0.067198,0.080893,,0.066494,0.106845,0.106845,,,,,,,,
38316,54407585427,0.069118,0.082014,3.205027,0.088605,,0.108029,,,,,,,,
38317,54407879114,0.091933,0.079678,,0.092989,0.110588,,,,,,,,,
38318,54408208929,0.064734,0.075006,3.427644,0.06227,0.129148,0.099101,,,,,,,,
38319,54408560310,0.062783,0.072029,3.589655,0.062271,,,,,,,,,,
38320,54408797615,0.065119,0.082045,,0.068094,0.137372,0.102301,,,,,,,,
38321,54409200676,0.067198,0.077374,3.735987,0.106013,0.137852,0.102973,,,,,,,11.508912,
38322,54409818066,0.071454,0.077758,3.910126,0.062622,0.099613,0.105309,,,,,,,,
38323,54410304643,,,4.075337,,0.098302,0.099773,,,,,,,,
38324,54410752854,0.074558,,4.004171,,0.101117,0.101821,,,,,,,,
38325,54411200329,,0.084413,4.117416,0.063966,0.111836,0.138876,,,,,,,,
38326,54411752473,0.076286,0.089181,4.330562,0.065983,0.171355,0.127484,,,,,,,,
38327,54412316745,,,4.541532,,0.110012,0.101181,,,,,,,,
38328,54412786747,,,4.651416,,0.103869,0.101789,,,,,,,,3.447579
38329,54413248941,,,4.811668,,0.105853,0.107228,,,,,,,,
38330,54413735839,,,4.985742,,0.100445,0.127516,,,,,,,,
38331,54414192018,,,5.14097,,0.104701,0.106045,,,,,,,,
38332,54414655716,0.073566,0.091581,5.221031,0.069438,0.107773,0.101757,0.161787,,,,,,,
38333,54418078240,0.062591,0.082333,,0.066174,,,,,,,,,,
38334,54418413462,0.063999,0.106396,9.387886,0.100861,0.110749,0.115772,,4.130632,0.084029,,,,,
38335,54420159203,,,8.785472,,0.103645,0.109436,,,,,,,,
38336,54420636245,,,8.62202,,0.102269,0.106588,0.095774,0.39538,0.07187,,,,,
38337,54421750069,,,3.803249,,0.107837,0.112317,,,,,,,,
38338,54422220967,,,3.972012,,0.102109,0.104541,,,,,,,,
38339,54422682554,,,4.06353,,0.109756,0.104701,0.095166,0.386164,0.068318,13.410872,,,,
38340,54437812928,,,,,,,,,,15.758835,0.752555,0.248824,,
38341,54442566165,0.083838,0.12758,0.087357,0.074654,,,,,,19.310124,0.177851,,,
38342,54443015111,0.064351,0.107292,0.251672,0.09779,0.114877,0.159355,,,,,0.464914,0.210138,,
38343,54443504633,0.079934,0.099869,0.213466,0.104285,0.105373,0.105693,,,,,,,,
38344,54444108968,0.155739,0.088318,0.061438,0.069342,0.116541,0.126556,0.151291,0.406868,0.07475,7.019987,,,,
38345,54451764680,0.06675,0.141916,,0.148923,0.11574,0.113885,,,,,,,,
38346,54452238138,0.07011,0.080862,0.193947,0.11254,0.106301,0.169851,,,,,0.476274,0.270072,,
38347,54452903143,,,0.365974,,0.110972,0.107389,0.099805,0.401173,0.072733,7.536324,6.071375,,16.063499,3.565495
38348,54461786083,,,,,,,,,,,0.449971,0.211962,14.56895,7.129647
38349,54481659678,0.149564,0.132412,0.105149,0.087358,,,,,,,19.247533,,,
38350,54482135600,0.074622,0.076734,0.263896,0.150556,0.121437,0.151003,,,,,,,,
38351,54482692736,0.077566,0.094397,,0.069214,0.13334,0.103581,,,,,,,,
38352,54483131987,0.071453,0.081022,0.288024,0.06947,0.110557,0.100509,,,,,,,,
38353,54483435914,0.064542,0.076766,0.412948,0.092478,,,,,,,,,,
38354,54483718242,0.064542,0.076542,,0.061886,0.098269,0.103837,,,,,,,,
38355,54484106327,0.074494,0.090653,0.577935,0.100093,0.151164,0.110652,,,,,,,,
38356,54484500011,0.066206,0.075774,0.820552,0.128924,,0.100477,,,,,,,,
38357,54484853665,0.066078,0.077918,,0.071198,0.103613,,,,,,,,,
38358,54485112569,0.063198,0.085693,0.862087,0.071198,0.120156,0.181403,,,,,,,,
38359,54485512590,0.065598,0.07171,1.061985,0.063966,,,,,,,,,,
38360,54485825252,0.070814,0.126268,,0.088926,0.106461,0.134332,,,,,,,,
38361,54486219129,0.066846,0.080126,1.233628,0.071102,0.125181,0.146203,,,,,,,,
38362,54486570511,0.06947,0.093342,1.466198,0.066558,,,,,,,,,,
38363,54486868134,0.064606,0.136316,,0.106717,0.112669,0.124604,,,,,,,,
38364,54487274842,0.065342,0.075582,1.729517,0.062238,,0.129884,,,,,,,,
38365,54487553586,0.063742,0.069534,,0.089117,0.117629,,,,,,,,,
38366,54487828138,0.06515,0.077726,1.875593,0.103869,0.144924,0.098941,,,,,,,,
38367,54488296028,0.075741,0.078654,2.046692,0.064574,,0.101949,,,,,,,,
38368,54488545941,0.064062,0.077021,,0.061151,0.107069,,,,,,,,,
38369,54488840492,0.063166,0.071806,2.203423,0.100637,0.156731,0.110813,,,,,,,,
38370,54489239713,0.067358,0.074814,2.345243,0.095101,,,,,,,,,,
38371,54489485561,0.065182,0.074686,,0.058046,0.133213,0.105085,,,,,,,,
38372,54489844271,0.063934,0.072638,2.568757,0.058814,,0.100669,,,,,,,,
38373,54490152998,0.064094,0.132828,,0.07011,0.146492,,,,,,,,,
38374,54490414846,0.070686,0.081694,2.763503,0.06339,0.101821,0.132572,,,,,,,,
38375,54490793107,0.065854,0.072766,2.919819,0.060734,,,,,,,,,,
38376,54491009357,0.063966,0.085053,,0.106749,0.160315,0.100701,,,,,,,,
38377,54491447040,0.065598,0.080222,3.108453,0.069822,0.111485,0.107133,,,,,,,,
38378,54491785910,0.06563,0.075742,3.29088,0.062942,,,,,,,,,,
38379,54492084749,0.090557,0.079934,,0.1351,0.103165,0.139291,,,,,,,,
38380,54492490018,0.064478,0.080382,3.496026,0.070558,0.122876,0.132476,,,,,,,,
38381,54492859959,0.096061,0.079102,3.6749,0.063902,,,,,,,,,,
38382,54493120207,0.06355,0.07491,3.99454,0.107581,0.120253,0.110493,,,,,,,,
38383,54493832122,,,4.184006,,0.106173,0.108636,,,,,,,,
38384,54494281773,,,4.266691,,0.095325,0.099357,,,,,,,,
38385,54494726368,,,4.415071,,0.101341,0.100189,,,,,,,,
38386,54495175347,,,4.569147,,0.097789,0.096733,,,,,,,14.342301,
38387,54495697092,,,4.816372,,0.114781,0.159323,,,,,,,,
38388,54496232628,,,4.978927,,0.103293,0.114044,,,,,,,,
38389,54496697735,,,5.113451,,0.103933,0.098013,,,,,,,,
38390,54497161881,,,5.170537,,0.103037,0.096541,,,,,,,,
38391,54497612684,,,8.539302,,0.101181,0.097949,0.1311,2.864876,0.09043,,,,,3.768754
38392,54501344607,,,8.69037,,0.126012,0.118717,,,,,,,,
38393,54501830897,,,8.831358,,0.108989,0.107677,,,,,,,,
38394,54502309795,0.116221,0.130556,0.118941,0.096765,0.108669,0.105533,0.100637,0.402228,0.071262,12.320312,,,,
38395,54515469282,0.072158,0.081629,,0.070654,0.106621,0.126876,,,,,,,,
38396,54515838679,0.067486,0.092958,0.235001,0.147259,0.143004,0.107901,,,,,,,,
38397,54516468453,,,0.347286,,0.114589,0.111453,0.193594,,,,3.455547,0.276216,,
38398,54517200655,0.082782,0.084541,,0.070334,,,,0.424019,0.072798,14.944331,0.177274,,,
38399,54518383725,0.06835,0.129564,0.072446,0.080766,0.114428,0.108733,,,,,0.49141,0.175323,,
38400,54518964092,0.115228,0.081022,0.271736,0.06243,0.135324,0.110589,,,,,,,,
38401,54519592106,,,0.382229,,0.106556,0.110749,0.090526,0.422867,0.084542,7.162447,0.207258,0.219994,,
38402,54530284497,,,,,,,,,,9.803617,0.184283,0.194266,16.279813,3.614358
38403,54544892102,0.086653,0.095677,0.061951,0.069022,0.111165,0.11862,,,,,7.058802,,,
38404,54545640336,0.08035,0.091645,0.077406,0.07043,0.125628,0.109149,,,,,,,,
38405,54550940949,0.085821,0.092765,0.090526,0.071774,0.105469,0.111516,0.105821,0.395093,0.075389,9.064664,0.291447,0.254329,14.56543,3.512858
38406,54563101554,0.105917,0.110685,0.075806,0.085053,0.111836,0.118141,,,,,0.150587,,,
38407,54568185789,0.082653,0.093693,0.071038,0.07363,,,,,,,,,,
38408,54568438070,0.066782,0.116381,,0.099453,0.106109,0.107613,,,,,,,,
38409,54568825419,0.071518,0.113149,0.180379,0.070174,0.111133,0.155579,,,,,,,,
38410,54569233215,0.066878,0.076382,0.369109,0.068158,,,,,,,,,,
38411,54569486903,0.07203,0.07619,,0.061278,0.110525,0.120604,,,,,,,,
38412,54569863628,0.072094,0.080029,0.562255,0.141788,0.116861,0.144348,,,,,,,,
38413,54570345790,0.072062,0.080157,0.782761,0.063294,,0.098973,,,,,,,,
38414,54570592567,0.068222,0.077885,,0.063903,0.103261,,,,,,,,,
38415,54570950829,0.06611,0.075902,0.895078,0.070462,0.108509,0.157595,,,,,,,,
38416,54571314242,0.071678,0.078046,1.051714,0.066846,,,,,,,,,,
38417,54571564443,0.064383,0.072669,,0.08451,0.110524,0.103645,,,,,,,,
38418,54571991054,0.067454,0.099933,1.237659,0.076254,0.110717,0.181115,,,,,,,,
38419,54572377603,0.067934,0.081534,1.48482,0.106141,,0.104253,,,,,,,,
38420,54572726457,0.06739,0.110557,,0.07459,0.116093,,,,,,,,,
38421,54572986097,0.067102,0.084541,1.605009,0.068606,0.146492,0.181051,,,,,,,,
38422,54573419269,0.062686,0.109085,1.900136,0.069789,,,,,,,,,,
38423,54573698364,0.072222,0.073629,,0.091262,0.100157,0.104061,,,,,,,,
38424,54574054610,0.065151,0.076445,1.987302,0.106909,0.143644,0.096669,,,,,,,,
38425,54574416487,0.064382,0.071966,2.093603,0.062815,,,,,,,,,,
38426,54574697791,0.063486,0.104093,,0.103741,0.113021,0.120444,,,,,,,,
38427,54575101139,0.069342,0.077597,2.247998,0.067358,0.107548,0.148572,,,,,,,,
38428,54575469961,0.067198,0.105373,2.446329,0.072125,,,,,,,,,,
38429,54575684258,0.066814,0.153979,,0.067806,0.214554,0.101757,,,,,,,14.026694,
38430,54576208211,0.107901,0.088253,2.719153,0.065758,0.104061,0.103901,,,,,,,,
38431,54576647622,0.06403,0.103997,2.906699,0.070046,0.097149,0.108669,,,,,,,,
38432,54577279540,,,3.002792,,0.098461,0.094334,,,,,,,,
38433,54577742630,,,3.156035,,0.102941,0.107293,,,,,,,,
38434,54578195321,,,3.264417,,0.097437,0.094653,,,,,,,,
38435,54578632940,,,3.375006,,0.124189,0.089437,,,,,,,,
38436,54579108734,,,3.471067,,0.096893,0.095581,0.123677,2.231263,0.137372,,,,,
38437,54582240355,,,6.187627,,0.109757,0.123741,,,,,,,,6.765499
38438,54582734836,,,6.279369,,0.107933,0.111388,,,,,,,,
38439,54583209830,,,6.382694,,0.115837,0.109468,0.141756,0.41682,0.069278,13.286715,0.972804,0.327766,,
38440,54597770749,0.139068,0.1431,0.092925,0.090589,0.121405,0.141756,,,,,0.139196,,,
38441,54598592997,0.084285,0.088286,0.116381,0.119516,0.107708,0.115677,,,,,,,,
38442,54599209907,0.075677,0.08707,0.078622,0.06723,0.108765,0.111868,0.115037,0.439667,0.077502,15.663862,0.179995,0.201786,,
38443,54601079996,0.085245,0.107293,0.082622,0.07427,,,,,,,,,,
38444,54601349620,0.067102,0.079454,,0.06547,0.100381,0.112732,,,,,,,,
38445,54601729705,0.107581,0.087613,0.26092,0.066462,0.116221,0.103261,,,,,,,,
38446,54602317400,,,0.351286,,0.133596,0.099581,0.098333,0.394549,0.077917,6.88959,0.195707,0.203546,16.514142,
38447,54613506897,,,,,,,,,,10.259733,0.225369,0.198778,,3.653269
38448,54617526716,0.112925,0.113052,,0.077886,,,,,,,3.592119,,,
38449,54618039245,0.070717,0.100702,,0.075421,,,,,,,,,,
38450,54617931280,0.063775,0.074909,0.213626,0.131676,0.175899,0.531728,,,,,,,,
38451,54619037839,,,0.809513,,0.108989,0.11366,,,,,,,,
38452,54619512161,,,0.917318,,0.103709,0.1095,0.110845,0.460499,0.080189,8.754241,0.199898,0.240441,14.406267,6.302184
38453,54643869530,0.091678,0.131132,,0.090973,,,,,,,9.268529,,,
38454,54644268174,0.074078,0.097501,0.176539,0.136764,0.135772,0.21705,,,,,,,,
38455,54644769215,0.06659,0.082173,0.437363,0.067646,,,,,,,,,,
38456,54645074230,0.063902,0.121468,0.64427,0.106749,0.121117,0.120508,,,,,,,,
38457,54645701732,,,0.74913,,0.106173,0.114428,,,,,,,,
38458,54646172118,0.083197,0.108573,,0.075454,0.099293,0.101597,,,,,,,,
38459,54647827110,0.066462,0.077694,0.212698,0.063486,,0.153243,,,,,,,,
38460,54648121917,0.071966,0.084701,,0.064766,0.170107,,,,,,,,,
38461,54648459732,0.063231,0.082525,0.569136,0.123293,0.113053,0.124444,,,,,,,,
38462,54648982244,0.072862,0.083741,0.708748,0.076574,0.112413,0.144731,,,,,,,,
38463,54649337050,0.068542,0.07875,0.857959,0.065022,,,,,,,,,,
38464,54649589394,0.078142,0.092221,,0.105757,0.1519,0.103292,,,,,,,,
38465,54650004006,0.06707,0.07779,0.945188,0.085885,0.143548,0.105629,,,,,,,,
38466,54650391547,0.068254,0.081918,1.122111,0.069182,,,,,,,,,,
38467,54650629172,0.062814,0.074046,,0.108957,0.125052,0.104989,,,,,,,,
38468,54651037352,0.064638,0.097597,1.263931,0.111261,0.113309,0.105053,,,,,,,,
38469,54651625175,,,1.38204,,0.101981,0.103261,,,,,,,,
38470,54652126440,0.077118,0.123644,1.551475,0.07523,0.115837,0.114236,,,,,,,13.626002,
38471,54652633082,0.105724,,1.69435,,0.102589,0.133469,,,,,,,,
38472,54653015246,0.079069,0.106013,1.818315,0.125021,0.111069,0.103869,,,,,,,,
38473,54653464513,0.070654,0.083422,1.113503,0.065854,0.101437,0.104445,,,,,,,,
38474,54653892501,0.065502,0.081885,0.782921,0.086846,0.124252,0.102717,,,,,,,,
38475,54654251786,0.070014,0.12982,0.9545,0.067326,,,,,,,,,,
38476,54654578529,0.071806,0.076382,,0.120381,0.112188,0.113757,,,,,,,,
38477,54654969365,0.06755,0.07795,1.061537,0.062622,0.110845,0.13382,,,,,,,,
38478,54655283884,0.061566,0.07283,1.217853,0.061758,,,,,,,,,,
38479,54655581379,,0.080253,1.335481,0.103005,0.110333,0.11174,,,,,,,,3.445019
38480,54656205617,,,1.521556,,0.106269,0.149883,,,,,,,,
38481,54656707778,,,1.678383,,0.108188,0.108669,,,,,,,,
38482,54657171637,,,1.809867,,0.107645,0.101725,,,,,,,,
38483,54657627528,0.164347,0.085854,,0.067902,0.101501,0.098974,0.134716,,,,,,,
38484,54658301556,0.06275,0.074174,,0.06211,,,,,,,,,,
38485,54658614667,0.063998,0.07491,2.413657,0.060734,0.102461,0.112093,,2.258398,0.086365,,,,,
38486,54661058307,,,2.586452,,0.111677,0.108189,,,,,,,,
38487,54661540981,,,2.758831,,0.108189,0.106749,0.098749,0.397877,0.102141,13.213918,0.951876,0.222298,,
38488,54677632159,,,,,,,,,,15.384222,0.148827,,,
38489,54678023188,0.109821,0.1263,0.085341,0.125821,,,,,,,0.198554,0.192475,,
38490,54679016759,0.067998,0.117117,,0.184314,0.135356,0.188251,,,,,,,,
38491,54679540871,0.085854,0.091645,0.308951,0.070078,0.153179,0.114941,,,,,,,,
38492,54680230547,,,0.431731,,0.109309,0.117661,0.143708,0.451858,0.084734,7.965143,0.240409,0.238009,15.729749,5.575453
38493,54704240117,0.143355,0.14262,0.101117,0.089982,,,,,,,7.282059,,,
38494,54704723687,0.074877,0.083518,,0.105533,0.121053,0.149851,,,,,,,,
38495,54705154779,0.072158,0.081982,0.270712,0.073405,0.181658,0.1503,,,,,,,,
38496,54705866982,0.089693,0.092574,0.519409,0.07507,0.110877,0.119389,0.107004,0.426996,0.068446,,,,15.133382,
38497,54714654021,,,0.076477,,0.110269,0.110525,,,,9.024504,0.219098,0.248057,,3.555352
38498,54716741608,0.081502,0.087069,0.079934,0.074174,,,,,,,0.162619,,,
38499,54717090846,0.065631,0.076477,0.24684,0.060671,0.101725,0.108061,,,,,,,,
38500,54717666637,0.078558,0.083358,0.085149,0.069694,0.107869,0.107581,0.096637,0.451507,0.07571,,,,,
38501,54719184897,0.066142,0.074717,,0.095102,0.114844,0.119037,,,,,,,,
38502,54719594005,0.06995,0.07731,0.272824,0.06387,,0.100861,,,,,,,,
38503,54719834798,0.065086,0.091486,,0.093405,0.142684,,,,,,,,,
38504,54720175972,0.073342,0.085758,0.518097,0.072222,0.113789,0.185914,,,,,,,,
38505,54720589016,0.06899,0.078334,0.752202,0.088829,,,,,,,,,,
38506,54720860784,0.066622,0.075358,,0.104541,0.137276,0.108349,,,,,,,,
38507,54721264484,0.070366,0.078014,0.917733,0.104541,0.103133,0.105309,,,,,,,,
38508,54721683736,0.070078,0.07699,1.054049,0.062974,0.108509,0.106173,,,,,,,,
38509,54722080044,0.108989,0.132796,1.183965,0.068542,,,,,,,,,,
38510,54722317189,0.06595,0.083774,,0.089725,0.146492,0.109437,,,,,,,,
38511,54722741049,0.066078,0.074654,1.327993,0.111644,0.109693,0.109213,,,,,,,,
38512,54723140685,0.070366,0.081182,1.464405,0.093693,,0.12934,,,,,,,,
38513,54723454564,0.068095,0.070941,,0.080574,0.114109,,,,,,,,,
38514,54723720316,0.063135,0.073757,1.57173,0.060607,0.101149,0.099005,,,,,,,,
38515,54724096881,0.085758,0.089437,1.732302,0.066654,,0.103164,,,,,,,,
38516,54724423080,0.101597,0.081437,,0.063934,0.101342,,,,,,,,,
38517,54724686912,0.065374,0.081501,1.834219,0.065215,0.105405,0.161915,,,,,,,,
38518,54725068373,0.067166,0.074142,1.980454,0.066846,,,,,,,,,,
38519,54725375948,0.06531,0.087166,,0.081757,0.100701,0.184347,,,,,,,,
38520,54725695298,0.06563,0.076413,2.212703,0.062463,,0.097662,,,,,,,,
38521,54725958459,0.061822,0.075294,,0.062238,0.099037,,,,,,,,,
38522,54726208115,0.061759,0.07235,2.370074,0.090621,0.148252,0.120285,,,,,,,,
38523,54726598952,0.067582,0.074462,2.578869,0.065822,,,,,,,,,,
38524,54726849537,0.065374,0.070334,2.711825,0.098046,0.120124,0.107133,,,,8.983737,,,,
38525,54727477998,,,3.00308,,0.157788,0.104637,,,,,0.20377,0.242905,,
38526,54728084733,,,3.270656,,0.137116,0.111325,,,,,,,,
38527,54728620813,,,3.418364,,0.105245,0.109693,,,,,,,,
38528,54728977762,,,3.571447,,0.098046,0.100989,,,,,,,12.743179,
38529,54729531570,,,3.738835,,0.098301,0.104061,,,,,,,,
38530,54729994853,,,3.882446,,0.093022,0.117052,,,,,,,,
38531,54730444152,,,4.033514,,0.100989,0.099582,,,,,,,,
38532,54730890987,,,4.149798,,0.096798,0.095901,,,,,,,,
38533,54731328702,0.079422,0.090557,,0.098749,0.094846,0.095037,0.125692,,,,5.472256,,,3.511226
38534,54733711480,0.067518,0.077502,,0.064958,,,,2.350139,0.082974,,,,,
38535,54734008463,0.06659,0.075325,0.794889,0.065375,0.104605,0.110173,,,,,,,,
38536,54734827383,,,0.949284,,0.10131,0.101661,,,,,,,,
38537,54735321993,,,1.112383,,0.107101,0.135772,0.087965,0.396661,0.087357,13.439319,0.743722,0.23545,11.730057,3.632854
38538,54752235003,,,,,,,,,,15.989517,3.929005,,,
38539,54752726380,0.114909,0.132572,0.084061,0.110973,,,,,,,0.515153,0.220633,11.70369,3.645557
38540,54768299845,0.076254,0.083837,,0.072766,0.172667,0.165755,,,,,15.681846,,,
38541,54768653243,0.07107,0.081022,0.40434,0.064478,0.116221,0.114877,,,,,,,,
38542,54769412837,0.140924,0.130268,0.591119,0.090494,0.099229,0.103997,0.133372,0.415828,0.06627,9.019864,0.217498,0.245209,11.878885,
38543,54781418278,0.126333,0.157211,0.222809,0.088989,0.131868,0.174651,,,,,,,,
38544,54783030455,0.104925,0.112829,0.255129,0.086909,0.121116,0.144284,,,,,4.947215,,,3.456091
38545,54786078622,,,0.102077,,0.122556,0.148476,0.130204,0.457011,0.089693,9.173108,0.227546,0.211769,11.589005,3.375006
38546,54802502686,0.128957,0.133052,0.092062,0.086397,,,,,,,3.838992,,,
38547,54802946033,0.069374,0.092574,,0.071518,0.124412,0.131836,,,,,,,,
38548,54803367172,0.07939,0.144795,0.278935,0.077086,0.130012,0.157276,,,,,,,,
38549,54804084208,0.084925,0.127932,0.378805,0.110397,0.10598,0.15302,0.104669,0.431508,0.082013,8.956795,0.193434,0.213434,10.95584,
38550,54814457056,0.072126,0.07875,0.13158,0.062942,0.106237,0.119229,,,,,,,,
38551,54814964178,0.084573,0.090238,0.261081,0.069854,0.1111,0.104349,,,,,1.516499,,,3.689364
38552,54819209237,0.076413,0.084222,0.099101,0.073214,0.109181,0.115356,,,,,,,,
38553,54820305493,0.090141,0.087229,0.237209,0.073982,0.105245,0.114972,,,,,,,,
38554,54821007617,0.070974,0.116988,0.073022,0.077246,0.109245,0.109277,,,,,,,,
38555,54821576720,0.064158,0.073726,0.071806,0.061182,0.102621,0.113789,,,,,,,,
38556,54821965285,0.07299,0.083166,0.253657,0.093309,0.112541,0.14182,,,,,,,,
38557,54822427703,0.06595,0.079101,0.33727,0.083774,,0.135516,,,,,,,,
38558,54822723855,0.067326,0.07939,,0.06691,0.109245,,,,,,,,,
38559,54822979591,0.063582,0.120381,0.468114,0.076478,0.142172,0.106045,,,,,,,,
38560,54823436666,0.069854,0.076766,0.666412,0.063742,,0.130653,,,,,,,,
