latency
185.15
175.4
192.53
186.48
182.78
195.22
197.01
313.49
194.89
312.93
202.83
197.8
169.69
224.01
190.52
195.67
203.06
212.58
206.87
201.84
170.47
198.48
206.42
219.07
184.47
167.0
229.05
204.63
189.85
159.26
198.48
183.8
219.42
206.64
356.38
187.94
219.53
199.14
202.94
207.54
180.11
202.83
189.96
185.02
191.53
171.69
204.41
186.71
191.86
207.32
328.5
182.44
184.58
199.82
171.48
197.8
186.94
186.93
188.05
189.73
187.38
215.84
168.46
214.72
189.63
202.84
199.25
210.12
176.4
231.18
161.4
200.6
187.83
183.13
182.45
181.1
196.78
188.73
207.42
183.13
198.14
200.93
183.47
214.26
197.8
186.71
191.87
201.38
197.23
213.48
190.4
338.24
185.26
199.26
199.26
186.26
186.14
202.4
178.98
200.04
