Frame,ts,capsfilter0,queue0,tcamconvert0,videoconvert0,capsfilter1,vaapiencodeh264-0,queue1,pay0,rtpsession0,tee0,funnel0,tee1
809,35138522848,0.117267,18.216593,7.118732,32.221512,0.871693,6.07587,0.740401,0.417976,0.171852,0.548055,,
810,35181533912,0.122018,25.274056,,32.537638,0.794091,6.00651,0.718421,,,,,
811,35189480334,0.033911,,7.175102,,,,,0.4274,0.363873,0.111833,,
812,35224377164,0.127712,38.131162,7.01435,32.386103,0.735637,6.200828,1.053422,0.518856,0.170603,0.072931,,
813,35267048120,0.117997,13.075884,6.987414,32.284104,0.739003,5.977979,0.618387,0.42411,0.269787,0.074803,,
814,35309755882,0.076454,21.564741,7.049877,32.430734,0.718059,6.209042,0.731857,0.433755,0.182274,0.073689,,
815,35352606795,0.079326,28.359531,,32.516428,0.73989,6.110883,0.631828,0.416826,0.170439,0.071439,,
816,35362834678,0.077384,,6.977848,,,,,,,,,
817,35395432495,0.114489,35.240015,7.214055,32.597817,0.939735,6.033924,0.676974,0.423359,0.167084,0.073208,,
818,35438242002,0.087641,15.626916,7.154554,32.183633,0.835964,6.08352,0.633786,0.430771,0.163957,0.151753,,
819,35481171180,0.111516,24.607173,7.432363,32.251938,0.746547,5.959224,0.597287,0.434974,0.176293,0.073383,,
820,35523805466,0.076734,31.510559,,31.92154,0.781928,6.044953,,,,,,
821,35532024615,0.070239,,7.041155,,,,1.392268,0.453143,0.167144,0.072856,,
822,35566634940,0.088179,38.586573,7.158637,32.45826,0.862114,6.077968,0.628805,0.414448,0.173246,0.071121,,
823,35609622450,0.113357,17.980984,12.910897,32.45651,0.781807,8.794627,0.491976,0.646708,0.143385,0.105079,,
824,35658128170,0.079102,32.994475,,32.183874,0.802873,,,,,,,
825,35667989866,0.075318,,12.431256,,,9.058823,0.7298,0.627376,0.156422,0.079423,,
826,35707069148,0.122398,47.02411,12.175768,32.961243,0.819005,8.993456,0.493501,0.536893,0.173426,0.07199,,
827,35755206677,0.119213,23.532014,,32.411737,0.896559,,,,,,,
828,35764903162,0.086635,,12.007444,,,8.799926,0.484587,0.5305,0.176191,0.073384,,
829,35803128693,0.087246,42.822465,,32.10646,0.797897,11.620544,0.73958,0.308069,0.195315,0.105592,,
830,35817382808,,,,,,,,,0.06901,0.076087,,
831,35818195302,0.139189,25.245776,14.694621,31.868005,0.748136,6.160285,0.620467,0.490787,0.155905,0.103878,,
832,35861510823,0.126626,31.470619,7.099001,31.991893,0.797757,6.149994,,,0.142404,0.103683,,
833,35904226979,0.108422,,7.144218,,,,1.455298,0.432519,0.186016,0.071201,,
834,35939226054,0.086278,39.107785,7.165061,32.876687,0.784794,6.136703,0.708851,0.474556,0.166471,0.071777,,
835,35982048367,0.08689,19.027577,7.209134,32.325082,0.77161,6.215478,0.621078,0.430002,0.177003,0.10247,,
836,36025087690,0.078711,26.213767,,32.339201,0.764355,6.138246,0.736408,0.429097,0.163239,0.102129,,
837,36035843530,0.074646,,7.494019,33.062906,0.81523,,,,,,,
838,36072277549,0.075508,36.757234,7.505568,,,6.19296,0.648502,0.469279,0.173129,0.072542,,
839,36111483908,0.088743,13.51204,7.052352,31.700791,0.901168,6.093372,1.130873,0.527213,0.138746,0.105319,,
840,36154760091,0.087455,24.106749,7.045614,32.59258,1.99699,6.10808,0.627513,0.35616,0.131077,0.069105,,
841,36202392760,0.130835,,,35.883327,,,,,,,,
842,36204263615,0.115946,37.891867,7.065425,,1.870855,6.326662,0.64987,0.455116,0.139679,0.161447,,
843,36250469117,0.080993,15.550464,7.068196,36.350353,1.951834,6.167515,0.687816,0.433876,0.167579,0.072966,,
844,36296811556,0.12145,24.651742,,34.427964,0.793878,,,,,,,
845,36303906052,0.039678,,7.547166,,,6.300618,0.996912,0.425662,0.162446,0.101197,,
846,36343165212,0.120305,42.355789,8.284326,35.394076,0.771037,6.100956,0.622929,0.506865,0.182557,0.073777,,
847,36390650006,0.100304,22.411389,8.204062,35.87029,0.801486,6.131188,0.619675,0.41403,0.136041,0.06995,,
848,36438261638,0.116578,33.809338,,35.869332,0.80831,,,,,,,
849,36445108861,0.116287,,8.161299,,,6.038913,0.741315,0.428826,0.166601,0.102135,,0.352304
850,36484973671,0.12228,44.82184,7.5037,35.238895,0.771057,6.521368,0.622115,0.431914,0.165116,0.073248,,
851,36528199860,0.103412,24.725397,7.143473,32.449397,0.725263,5.862907,0.538731,0.3562,0.218366,0.110618,,
852,36571230405,0.086744,33.829834,,32.464038,0.805757,,,,,,,
853,36578063854,0.077204,,7.151338,,,6.027692,0.744774,0.495671,0.159766,0.109775,,
854,36613923322,0.117595,41.815743,7.131639,32.297283,0.777959,6.049863,0.660345,0.426604,0.165889,0.073636,,
855,36656733101,0.08536,18.491529,7.466621,32.356629,0.930575,6.21657,0.662574,0.41978,0.162882,0.073386,,
856,36700618561,0.118038,28.01808,,32.689312,0.68699,6.498424,0.72361,0.465772,0.17746,,,
857,36709315027,0.032868,,6.995899,32.274571,,,,,,0.14421,,
858,36743801884,0.111833,36.942779,7.141329,,0.75497,6.073175,0.626225,0.481992,0.177567,0.074184,,
859,36786077302,0.107522,10.167398,7.190192,32.621434,0.744597,6.32172,0.608786,0.463331,0.137303,0.111901,,
860,36829476810,0.122834,17.180117,7.215988,32.617483,0.747114,6.091102,0.73458,0.440224,0.139211,0.069416,,
861,36872569805,0.086227,31.320254,,32.653608,0.775848,,,,,,,
862,36879776061,0.075906,,7.512877,,,6.430408,0.527177,0.428864,0.167891,0.072699,,
863,36914861579,0.086124,39.170212,7.182768,31.416346,0.864385,6.024314,0.669492,0.488654,0.702974,0.130805,,
864,36957839306,0.152602,13.812182,7.192843,32.448571,0.787185,6.148429,0.628434,0.426439,0.166792,0.08799,,
865,36993187858,0.080809,22.866466,,34.667429,0.746214,6.161652,0.700537,0.511218,0.171291,0.073173,0.443123,
866,37013534423,0.118409,,7.017418,32.658821,0.796183,,,,,,,
867,37049423171,0.085002,35.937634,7.195807,,,6.006725,0.624913,0.496804,0.142255,0.104142,,
868,37088888505,0.087968,11.483887,7.461089,32.269527,0.801249,6.132715,0.627524,0.515602,0.223609,0.07716,,
869,37131594381,0.153017,19.594658,,31.726165,0.887444,7.115217,0.746819,0.312258,0.112436,0.12275,,
870,37141387453,,,,,,,,,0.106657,0.078154,,
871,37142061417,0.119951,26.595085,6.882641,32.792252,0.880096,6.131713,0.625877,0.530211,0.115223,0.069602,,
872,37183230785,0.136434,,7.237205,,,,,,0.165935,0.073333,,
873,37217972123,0.088516,33.390374,7.175147,32.638407,0.763392,6.167375,0.620923,0.471841,0.157825,0.071998,,
874,37261099382,0.113954,14.661911,7.50665,32.70852,0.756268,6.884725,0.626895,0.45991,0.137983,0.104088,,
875,37304097801,0.077291,24.118755,7.048714,32.03189,0.813018,6.106816,0.605276,0.403504,0.133764,0.069365,,
876,37346910590,0.116947,30.70264,,32.220487,0.784647,6.107262,0.623873,,,,,
877,37354853082,0.06563,,7.163598,,,,,0.42671,0.935407,0.087141,,
878,37390018053,0.109975,37.970207,7.112502,32.636204,0.771371,6.231359,0.596593,0.447842,0.176259,0.074597,,
879,37432908261,0.089265,17.084468,7.507972,32.378908,0.782894,6.21203,1.065578,0.496393,0.161464,0.149009,,
880,37475891305,0.0816,26.668977,6.868553,31.996613,0.742786,6.034283,0.768968,0.425118,0.177109,0.101492,,
881,37518163294,0.07591,33.911765,,32.165576,0.841658,,,,,,,
882,37525033298,0.114227,,7.225829,,,6.028346,0.543629,0.427452,0.175725,0.074948,,
883,37560859949,0.115283,40.752925,7.381517,32.185013,0.796602,6.163651,0.645999,0.421961,0.16866,0.073124,,
884,37603384028,0.086711,19.453571,7.525105,31.7755,0.73667,6.250029,0.704419,0.43525,0.181597,0.10188,,
885,37647163529,0.088241,29.114649,,32.575558,0.787968,6.079101,,,,,,
886,37654826858,0.062165,38.045989,7.034205,32.398237,0.743376,6.752906,0.79626,1.149459,0.195505,0.07259,,
887,37698584573,0.065074,,7.186187,,,,1.227064,0.448831,0.176375,0.101402,,
888,37733826346,0.118271,39.121244,7.102377,33.181135,0.79774,6.066406,0.645123,0.418539,0.168094,0.072177,,
889,37777045323,0.116159,24.051606,7.545508,32.830392,0.777793,6.085039,0.510682,0.361243,0.168572,0.071665,,
890,37819984086,0.120193,33.076324,,31.888353,0.790354,,,,,,,
891,37826865561,0.07615,,7.081562,,,6.091121,0.722807,0.400735,0.183074,0.073326,,
892,37863021474,0.076085,42.527893,7.088687,32.588303,0.920061,6.154732,0.622183,0.91157,0.326539,0.081244,,
893,37905833624,0.077273,13.83156,7.187063,32.25485,0.797408,6.124053,0.637355,0.45974,0.140555,0.09632,,
894,37948590824,0.088551,26.523056,,32.035483,0.759031,6.075347,1.186908,0.416176,0.159393,0.101119,,
895,37959418742,0.084158,,7.535922,31.431194,0.803792,,,,,,,
896,37994116440,0.083739,34.991441,7.187714,,,5.298002,0.894684,0.242895,0.14749,0.070072,,
897,38033543602,0.077006,9.512912,7.218006,32.239448,0.778867,7.170502,0.627975,0.611998,0.225826,0.078342,,
898,38076639329,0.078838,16.422111,6.690633,32.384536,0.737607,7.356928,0.725618,0.689412,0.205159,0.073407,,
899,38118929755,0.078171,22.559504,,32.327222,0.773673,6.243149,0.650918,0.510437,0.27708,0.075696,,
900,38129242072,0.042141,,7.074893,,,,,,,,,
901,38161430706,0.085754,36.791243,7.353604,32.188634,0.736528,6.602586,0.649229,0.492371,0.184676,0.103397,,
902,38206802814,0.080781,15.135259,7.110618,34.765937,1.542268,6.318397,0.63693,0.483431,0.17234,0.074016,,
903,38252685381,0.081384,24.382397,7.523721,34.536463,0.786042,6.796885,0.744841,0.50115,0.18122,0.128041,,
904,38296895606,0.081791,,,,,,,,,,,
905,38297754491,0.117355,33.510648,8.29141,34.105119,0.766186,7.331866,0.627465,0.717599,0.220037,0.075343,,
906,38342556168,0.105792,15.375232,7.001305,33.232807,0.80268,7.151626,1.151204,0.718826,0.196543,0.074187,,
907,38385634459,0.08843,24.546216,7.238445,32.62284,0.727741,6.595003,0.735531,0.52138,0.163381,0.073579,,
908,38428373375,0.075748,32.218158,,32.167689,0.831183,5.515922,,,,,,
909,38436041582,0.068691,,,,,,1.321102,0.306509,0.110718,0.103086,,
910,38437093225,,,,,,,,,0.06714,0.107172,,
911,38437676610,0.10321,39.308418,7.683661,31.99158,0.765231,7.449587,0.631013,0.589358,0.096948,0.102611,,
912,38481203694,0.116558,18.256789,6.950194,32.567136,0.841069,6.694482,0.621553,0.557688,0.182988,0.109192,,
913,38523322478,0.089759,27.092594,7.183836,32.184933,0.746666,6.742022,0.74322,0.534856,0.192318,0.149712,,
914,38566131624,0.071492,35.795111,7.041768,32.545649,0.781216,,,,0.166877,0.075039,,
915,38607003994,0.131942,,7.262468,,,6.32031,0.584475,0.423763,0.169592,0.090975,,
916,38642822011,0.110654,42.448105,7.135037,32.29772,0.793158,6.637814,1.028776,0.698475,0.176281,0.074017,,
917,38685475262,0.110702,20.666274,6.844685,32.260554,0.781785,8.731994,0.526737,0.357397,0.131325,0.070055,,
918,38729505797,0.08986,29.790646,,33.622813,0.786785,6.565262,,,,,,
919,38737767023,0.036429,,7.268301,,,,0.909179,0.462912,0.168355,0.072579,,
920,38772991400,0.131008,39.072765,7.242462,32.875508,0.738688,5.857866,0.622269,0.35985,0.131096,0.105477,,
921,38815480899,0.130141,11.544121,7.006669,32.012312,0.771265,6.421595,0.67142,0.440287,0.171108,0.073562,,
922,38858693711,0.088692,24.796784,7.144808,32.644582,0.845127,6.154002,0.721728,0.427223,0.800094,0.168739,,
923,38901220439,0.084381,,,32.030239,0.779008,,,,,,,
924,38904587355,0.078553,33.526882,7.255566,,,6.751146,0.66017,0.461688,0.167406,0.071208,,
925,38943995564,0.078563,42.816086,7.015469,32.152643,0.929296,6.545514,1.036078,0.548701,0.163227,0.077903,,
926,38986832421,0.075464,14.801977,7.055078,32.302581,0.82075,6.318316,0.663109,0.462242,0.184583,0.103248,,
927,39029781999,0.112829,27.006775,,32.455636,0.768472,6.572559,0.728367,0.4669,0.174771,0.07131,,
928,39040335609,0.087332,,7.214196,32.453696,,,,,,,,
929,39073560625,0.086326,36.448845,7.724937,,0.77132,7.205125,0.619759,0.47016,0.166078,0.074388,,
930,39115862753,0.121098,11.795286,7.123731,31.884814,0.778927,6.567105,0.621267,0.483038,0.178663,0.102682,,
931,39159317095,0.119245,19.015125,7.056286,32.88066,0.763191,6.198694,1.236326,0.511011,0.137294,0.070838,,
932,39202251451,0.125976,26.05021,,32.642571,0.818056,5.49681,,,,,,
933,39209351432,0.03726,,6.986375,,,,0.785115,0.348485,0.140361,0.070732,,
934,39244930010,0.118807,39.427383,7.371743,32.398826,0.790187,5.45782,1.074194,0.340915,0.11949,0.109787,,
935,39287692808,0.102883,15.107611,7.023517,32.046256,0.864499,5.398172,0.622742,0.27937,0.196807,0.073337,,
936,39330793691,0.120877,22.887928,7.340533,32.38578,0.793007,6.372805,0.599905,0.482496,0.186548,0.144806,,
937,39374167332,0.078077,,,32.450495,0.816801,,,,,,,
938,39377408827,0.079754,29.776058,7.079296,,,5.416135,0.589963,0.295517,0.119854,0.098646,,
939,39417112899,0.110039,42.948374,7.476241,32.624776,0.791828,5.579731,0.610244,0.289607,0.123347,0.111473,,
940,39459842701,0.116402,18.226432,7.217954,31.880422,0.76283,5.69541,1.089812,0.45183,0.159993,0.07215,,
941,39503081516,0.075385,26.597475,7.019526,32.534988,0.752844,6.178601,0.737184,0.458313,0.185758,0.099633,,
942,39545992176,0.116765,33.873142,,32.718488,0.729155,,,,,,,
943,39552877714,0.079146,,7.150146,,,6.156383,0.608327,0.38816,0.166057,0.073518,,
944,39588819943,0.087685,40.641069,7.513954,32.174245,0.748435,6.238091,0.638278,0.410202,0.133723,0.114375,,
945,39631097550,0.125623,20.57044,7.174933,31.478868,0.868481,6.37532,0.690191,0.430816,0.170234,0.073863,,
946,39674434990,0.079135,29.867384,,32.649015,0.788436,6.752311,0.733151,,,,,
947,39684012589,0.103729,,6.868782,33.759136,0.843648,,,1.303701,0.263187,0.075433,,
948,39721643527,0.105057,38.203392,,,,6.04307,0.660297,0.29104,0.143286,0.070106,,
949,39726811465,,,,,,,,,0.095722,0.081188,,
950,39727562700,0.120351,16.154805,7.205823,32.825601,0.792321,7.356097,0.65113,0.709664,0.113665,0.131107,,
951,39771515140,0.129412,24.928436,7.183875,32.002908,0.769044,6.957853,0.780274,0.569154,0.255648,0.075329,,
952,39813798544,0.077981,34.022541,7.323576,32.163973,0.807013,,,,0.177628,0.073247,,
953,39855203922,0.079147,,7.377454,,,7.065255,0.617267,0.596833,0.181593,0.072745,,
954,39889912055,0.111891,41.78259,7.255868,31.947045,0.780554,6.642942,0.627634,0.517112,0.182476,0.072562,,
955,39932472019,0.119094,18.00458,7.565734,31.96267,0.759404,6.124261,0.62353,0.36358,0.206037,0.074127,,
956,39974754074,0.08955,26.290299,,31.188933,0.80001,5.296123,0.746147,0.19287,0.111815,0.101556,,0.294809
957,39987567238,0.107021,,9.530339,31.438603,,,,,,,,
958,40019927181,0.074234,36.971726,7.001926,,0.92134,5.183282,0.628104,0.167693,0.137845,0.077766,,
959,40061242385,0.115679,9.201237,7.102227,31.801654,0.761693,5.224204,1.083784,0.249002,0.111066,0.144521,,
960,40103795673,0.131016,15.571995,6.976583,31.972115,0.731169,5.539333,0.744457,0.352568,0.161762,0.073181,,
961,40146518511,0.086105,29.106143,,32.423457,0.808505,5.849311,0.612345,0.337008,,,,
962,40154458875,0.032852,,7.342283,,,,,,0.333195,0.118685,,
963,40189425690,0.116516,38.411409,7.09704,32.348066,0.74709,5.850023,0.61973,0.308394,0.154152,0.073296,,
964,40233540395,0.076606,14.89787,7.213658,33.763957,0.815841,7.060314,0.638649,0.261741,0.147153,0.070073,,
965,40280960271,0.112035,24.680829,,35.330516,0.74544,5.825956,0.742874,0.337374,0.1248,0.107948,,
966,40291784772,0.046153,,7.44698,,,,,,,,,
967,40326805103,0.119174,40.618273,8.166723,35.020331,0.767968,5.603105,0.619662,0.224283,0.151087,0.07042,,
968,40373646645,0.084281,20.179497,8.154213,35.452399,0.753514,5.632735,0.6297,0.214728,0.15078,0.070636,,
969,40420616142,0.109876,32.143054,,35.310191,0.766414,5.772492,,,,,,
970,40428081053,0.035746,,8.566224,,,,0.926005,0.324381,0.120011,0.104468,,
971,40467863934,0.112476,43.935434,8.573601,35.336595,0.736436,5.936655,0.673983,0.267584,0.151672,0.072993,,
972,40511443646,0.087519,22.937887,6.971041,31.468699,0.764484,5.813934,0.640701,0.251001,0.122275,0.069304,,
973,40554122751,0.117437,31.506425,,32.082396,0.728347,,,,,,,
974,40560331762,0.075813,,7.039516,,,5.480664,0.622484,0.216502,0.149936,0.147676,,
975,40596129962,0.133309,39.770845,6.883565,31.671439,0.737178,5.117541,0.626699,0.173377,0.169555,0.101143,,
976,40637519734,0.124689,9.3438,7.208551,31.282682,0.780189,5.538467,0.638799,0.174874,0.131974,0.070301,,
977,40679819398,0.088826,22.088539,6.902328,31.652627,0.779349,5.097217,0.738481,0.174996,0.13842,0.070248,,
978,40722804572,0.1193,31.30706,,32.805717,0.780139,,,,,,,
979,40728907369,0.116631,,6.872468,,,5.322658,0.534033,0.170107,0.110138,0.086274,,
980,40764820517,0.118819,39.661119,7.325808,31.858205,0.76723,5.171479,0.654968,0.247261,0.113557,0.100713,,
981,40806851372,0.078034,10.860427,6.95738,31.38329,0.801985,5.262665,0.622085,0.185184,0.108822,0.09917,,
982,40849120106,0.086167,22.74803,7.068027,31.811695,0.924052,5.445966,0.748553,0.22683,0.12027,0.070523,,
983,40891697394,0.085613,31.454988,,32.027955,0.769979,,,,,,,
984,40897967206,0.078285,,7.0564,,,5.499833,0.537665,0.205887,0.159057,0.190152,,
985,40934468882,0.07483,40.451923,7.306815,32.320717,0.801912,5.517614,0.64964,0.239089,0.140264,0.072128,,
986,40977417846,0.120054,13.399401,7.254428,32.324946,0.797111,5.724995,0.626525,0.18909,0.166904,0.073465,,
987,41020309558,0.079746,20.062377,,32.052931,0.727796,4.289429,0.597123,0.162324,0.106494,0.069018,,
988,41026633115,,,,,,,,,0.05906,0.104918,,
989,41026947213,0.114603,,7.07953,33.293202,0.773389,,,,0.065455,0.108072,,
990,41067261046,0.084762,34.75314,6.971999,,,5.475351,0.641899,0.271041,0.147412,0.072629,,
991,41106510811,0.079468,10.058081,7.02165,32.277766,0.833545,5.617113,0.629011,0.228779,0.147453,0.106809,,
992,41149635703,0.075817,17.429994,6.949708,32.57861,0.768386,5.732005,0.748589,0.236474,0.152989,0.110861,,
993,41192111250,0.079908,24.00931,,32.240359,0.74822,5.709914,0.641092,0.249796,0.156784,0.070553,,
994,41202532788,0.085684,,7.020267,,,,,,,,,
995,41234754624,0.113266,36.803444,7.047773,32.221836,0.793368,5.601107,0.624949,0.225672,0.151237,0.101927,,
996,41277462913,0.087955,13.43069,6.95912,34.025377,0.368603,5.324353,0.644445,0.223699,0.11463,0.143492,0.414364,
997,41321288781,0.076786,21.070331,6.949531,32.062681,0.77351,5.879507,0.735535,0.233624,0.150395,0.108252,,
998,41363446999,0.124414,27.063073,7.068358,31.93148,0.798901,5.375153,0.662879,0.254109,0.116793,0.101514,,
999,41404014871,0.077915,,,,,,,,,,,
1000,41405732947,0.087235,33.314839,7.076623,32.053095,0.76963,5.433375,0.611572,0.21341,0.145426,0.095065,,
1001,41448164892,0.111085,13.856442,6.899689,32.075134,0.771999,5.376246,0.696531,0.220846,0.116262,0.113392,,
1002,41490604727,0.11309,22.46297,7.066078,32.061371,0.839974,5.651098,0.723118,0.31832,0.121827,0.075752,,
1003,41533155298,0.077571,29.000318,,32.075515,0.77479,5.498786,0.649012,0.231945,0.117067,0.105461,,
1004,41543500517,0.113801,,7.013195,,,,,,,,,
1005,41576019474,0.087829,36.026765,7.004015,32.518957,0.982358,5.614829,0.71064,0.22877,0.146537,0.073426,,
1006,41618918955,0.086912,15.557294,7.060373,32.281126,0.685629,5.566647,0.621571,0.256215,0.154568,0.138809,,
1007,41661192834,0.08028,24.163719,6.998291,31.913265,0.76156,5.640267,0.599378,0.19006,0.114134,0.069017,,
1008,41704374990,0.07658,32.019584,,32.86343,0.667163,5.57154,,,,,,
1009,41711980607,0.102232,,7.080878,,,,1.366914,0.222526,0.145275,0.071772,,
1010,41746837173,0.11178,39.143393,7.193162,32.174293,0.867789,5.87926,0.623463,0.229635,0.14873,0.070223,,
1011,41789720200,0.117171,17.695017,7.173487,31.970028,0.775481,5.670776,0.628033,0.245557,0.135152,0.072591,,
1012,41832289201,0.090037,26.383101,6.830845,31.907391,0.72756,5.985779,0.734178,0.302565,0.147387,0.109664,,
1013,41874605946,0.07453,34.332435,,32.179192,0.834316,,,,,,,
1014,41881437977,0.076523,,7.008591,,,5.997715,0.570755,0.346279,0.161148,0.072285,,
1015,41916977499,0.079781,40.859804,7.126903,32.065341,0.78296,6.20868,0.626128,0.371522,0.159994,0.071407,,
1016,41959860727,0.086772,18.967133,7.028308,32.417123,0.764802,6.532255,0.63213,0.40145,0.161868,0.116084,,
1017,42002754994,0.113151,27.888325,,32.376938,0.821612,6.258023,0.740747,0.940698,,,,
1018,42012038088,0.076218,,7.013306,32.318665,0.768678,,,,0.522014,0.078458,,
1019,42048719343,0.111783,36.874686,7.052475,,,6.406863,0.62447,0.390402,0.16226,0.09073,,
1020,42088422709,0.128466,8.215305,7.491207,32.650891,0.740608,6.030221,1.062808,0.419022,0.158838,0.074512,,
1021,42131069696,0.116576,20.978567,6.948062,31.660567,0.719156,5.798128,0.739533,0.272596,0.163554,0.101585,,
1022,42173655028,0.087966,29.914159,,32.468225,0.739896,5.804629,,,,,,
1023,42181085527,0.035933,,7.153117,,,,0.885974,0.271611,0.145593,0.070715,,
1024,42216932728,0.131591,39.590851,7.411308,32.805454,0.775375,5.856623,0.614295,0.287336,0.153803,0.102484,,
1025,42259177887,0.077171,11.080004,7.070837,31.547031,0.743023,5.812144,0.621459,0.308919,0.125121,0.1545,,
1026,42302081707,0.114688,23.327386,,32.456898,0.771029,4.561685,0.745503,0.198043,0.201271,0.111607,,
1027,42309039505,,,,,,,,,0.060719,0.068943,,
1028,42309340926,0.087582,32.212535,7.405953,31.912278,0.76393,,,,0.06897,0.067278,,
1029,42351498156,0.116298,,7.372299,,,5.96571,0.566369,0.279632,0.146087,0.109974,,
1030,42387070860,0.07622,40.675616,7.139131,31.596648,0.740084,5.74026,0.612634,0.304947,0.153264,0.071751,,
1031,42429649874,0.121727,13.564894,7.095327,32.231377,0.787583,6.150384,0.671362,0.3391,0.158685,0.071359,,
1032,42472758180,0.117096,20.626873,7.484541,32.425061,0.786403,5.933287,1.164278,0.394953,0.149851,0.104565,,
1033,42515293373,0.112979,,,31.689872,0.763386,,,,,,,
1034,42518576563,0.08109,33.815028,7.109185,,,5.759512,0.574296,0.274842,0.146627,0.160011,,
1035,42557709853,0.088395,42.529885,7.181177,32.024105,0.773612,6.169206,0.625911,0.418476,0.1702,0.104952,,
1036,42600500043,0.120534,16.295303,7.608582,32.268003,0.755982,6.266515,0.655863,0.39865,0.161258,0.074207,,
1037,42643032907,0.129886,22.901167,,31.534272,0.77771,6.900404,0.842895,0.489378,0.17821,0.07196,,
1038,42653708222,0.057886,,7.272655,,,,,,,,,
1039,42687618356,0.116959,37.259758,7.033246,33.910134,0.744336,6.594379,1.108521,2.639525,0.476522,0.080765,,
1040,42731395906,0.110508,13.85727,7.180569,33.548357,0.800868,6.413834,0.651073,0.442973,0.138528,0.096318,,
1041,42774734562,0.076061,22.506447,7.253277,32.584674,0.842154,6.204608,0.603955,0.304234,0.124288,0.133551,,
1042,42817436935,0.077532,29.233933,,32.112689,0.767301,6.584336,0.664309,0.45275,0.165859,0.073514,,
1043,42828001099,0.120576,,7.275619,,,,,,,,,
1044,42860433094,0.089797,36.160104,6.929725,32.431995,0.780779,6.106432,0.614761,0.372482,0.164163,0.071835,,
1045,42902942257,0.08805,16.301079,7.139207,32.215583,0.721941,6.329953,0.630982,0.912791,0.295437,0.109413,,
1046,42945808221,0.103707,25.428638,7.17011,32.318053,0.803882,6.691475,0.740158,0.507994,0.147465,0.11566,,
1047,42988255563,0.114967,32.213097,,31.911081,0.959749,6.948598,,,,,,
1048,42997440824,0.068085,,7.708598,,,,1.276914,0.53904,0.177615,0.072036,,
1049,43031709825,0.086234,38.182593,7.158173,32.152278,0.774235,6.901448,0.626719,0.551964,0.18162,0.146152,,
1050,43074457966,0.133978,18.995063,7.202509,32.282918,0.798346,6.81897,0.619654,0.566138,0.188423,0.099541,,
1051,43117334017,0.088213,27.910149,,32.20509,0.745648,6.807162,0.753852,0.511932,0.17622,0.073287,,
1052,43127801343,0.10994,36.122166,7.26398,32.436602,0.766528,,,,,,,
1053,43167591498,0.112487,,7.143199,,,6.587025,0.61887,0.405028,0.164851,0.100538,,
1054,43203194026,0.086901,42.72533,7.281842,32.435741,0.803203,6.341114,1.133795,0.485782,0.168514,0.101132,,
1055,43246363627,0.106907,22.086448,7.07676,32.515551,0.848961,6.424031,0.693902,0.3972,0.135424,0.11177,,
1056,43288991696,0.084797,30.81714,,32.063195,0.749856,,,,,,,
1057,43297559772,0.115948,,6.976376,,,7.81822,0.660287,0.489977,0.289765,0.085687,,
1058,43331891410,0.125562,38.682569,7.014332,32.63571,0.743757,6.591675,0.648234,0.46508,0.172662,0.077571,,
1059,43374585905,0.123822,10.56109,6.952408,32.357915,0.793571,6.428842,0.657211,0.452575,0.220047,0.10832,,
1060,43417704278,0.088835,24.274909,7.122562,32.672995,0.730803,6.431187,0.734896,0.475125,0.175192,0.073307,,
1061,43460276686,0.087905,33.313175,,32.234903,0.754819,,,,,,,
1062,43468001642,0.078469,,7.664335,,,6.970137,0.598087,0.512949,0.188413,0.097834,,
1063,43502951063,0.133686,42.104393,7.134437,31.555423,0.7311,6.850419,1.14543,0.624756,0.176286,0.07265,,
1064,43545863939,0.111519,13.938014,7.157472,32.531214,0.786208,6.880138,0.661102,0.497051,0.179949,0.18967,,
1065,43589153306,0.085955,27.043019,,32.519367,0.775572,5.58888,1.252715,0.334261,0.149376,0.099661,,
1066,43597864939,,,,,,,,,0.104639,0.077111,,
1067,43598445574,0.052,,7.543907,32.058788,,,,,0.126409,0.075133,,
1068,43632943895,0.115442,36.472368,7.089873,,0.789943,6.588421,0.619299,0.500836,0.172556,0.072643,,
1069,43675012389,0.13043,10.885177,7.145843,32.289472,0.776759,6.371013,0.615896,0.550312,0.175323,0.097456,,
1070,43718682278,0.119287,18.626756,7.131696,33.117209,0.833691,6.535278,0.740857,0.776083,0.25939,0.072785,,
1071,43761773902,0.121197,25.853664,,32.466969,0.772577,6.90662,,,,,,
1072,43770244511,0.070445,,7.287597,,,,0.791412,0.481564,0.239197,0.156451,,
1073,43804973929,0.087301,38.506594,7.168789,32.297647,0.781033,6.702214,1.086091,0.56984,0.178964,0.073288,,
1074,43848091657,0.10993,15.91289,7.330115,32.678094,0.757457,6.631653,0.628705,0.510516,0.176957,0.073569,,
1075,43891153711,0.129529,22.938396,7.21352,32.283688,0.76362,7.187916,0.730445,0.596248,0.174248,0.071447,,
1076,43934002921,0.122232,,,32.353995,0.80422,,,,,,,
1077,43937355688,0.093652,29.811104,7.038972,,,7.010552,0.606641,1.010438,0.347837,0.106415,,
1078,43976708754,0.088513,9.461535,7.560434,32.314094,0.763682,7.066146,0.621923,0.645237,0.196359,0.075127,,
1079,44019605273,0.084576,18.344557,6.9251,31.797442,0.779241,7.105853,1.162855,0.655368,0.187937,0.103777,,
1080,44062414018,0.122378,26.395006,7.127029,32.646502,1.027172,6.911363,0.653709,0.576334,0.194368,0.102337,,
1081,44104945952,0.112698,,,31.934733,0.735188,,,,,,,
