Frame,ts,capsfilter0,queue0,tcamconvert0,videoconvert0,capsfilter1,vaapiencodeh264-0,queue1,pay0,rtpsession0,tee0,funnel0,tee1
257,16980793851,0.082807,28.321771,,35.714452,0.731325,6.140614,0.743986,0.428286,0.171249,0.072226,,
258,16992453277,0.081602,,8.396963,,,,,,,,,
259,17028080236,0.087303,39.416629,6.793252,35.626959,0.733675,6.134712,0.627051,0.425672,0.165573,0.101692,,
260,17071884047,0.087802,23.2163,7.417874,33.679839,0.79238,6.084857,0.666616,0.469586,0.17372,0.074322,,
261,17120053551,0.081915,,,36.042765,0.788215,,,,,,,
262,17124563729,0.082765,36.754763,7.460903,,,6.120802,0.790749,0.434228,0.167181,0.070857,,
263,17167681958,0.111308,12.828538,7.370705,35.657326,0.805436,6.082503,0.683895,0.436302,0.171223,0.073233,,
264,17215375057,0.084649,30.046288,,35.483824,0.722642,6.047682,,,,,,
265,17223074766,0.061923,,8.017334,,,,0.929385,0.429494,0.174911,0.096294,,
266,17262481006,0.079729,43.393569,8.196002,35.898899,0.838792,6.053951,0.660936,0.471688,0.17229,0.100428,,
267,17309986330,0.080379,21.741401,8.414957,35.979722,0.801729,6.142382,0.522703,0.364077,0.131577,0.069018,,
268,17356711352,0.112508,,,34.764816,,,,,,,,
269,17357459569,0.116141,32.722334,7.575208,,0.748217,6.724826,0.736267,0.439437,0.172979,0.073744,,
270,17399643517,0.086487,12.064752,,31.881743,0.753319,7.267271,0.609962,0.301906,0.154058,0.130537,,
271,17409351503,,,,,,,,,0.068908,0.077816,,
272,17410167302,0.118914,21.149526,6.685162,32.746591,0.802903,6.409885,0.742657,0.555735,0.157302,0.096621,,
273,17451431735,0.076794,29.849221,7.202251,32.915217,0.717551,6.082483,0.65679,0.445535,0.193356,0.102679,,
274,17494299153,0.099825,,7.073191,32.327121,0.79334,,,,0.173093,0.070671,,
275,17532121308,0.115832,36.605331,7.565892,,,6.179922,0.599203,0.51419,0.17387,0.073098,,
276,17571732784,0.085443,15.182301,7.215519,32.045584,0.764862,6.0567,1.148192,0.541745,0.167433,0.071709,,
277,17614303802,0.08751,22.572558,7.196448,31.876403,0.92935,6.052377,0.603796,0.36053,0.130853,0.068506,,
278,17657120323,0.115042,32.805214,,32.208833,0.778887,6.130542,,,,,,
279,17665275177,0.065418,,7.444083,,,,1.245425,0.462508,0.21708,0.075847,,
280,17700962605,0.116338,39.732405,7.602298,33.099227,0.746642,6.286261,0.629294,0.426058,0.16804,0.073332,,
281,17744218097,0.088616,19.001639,7.542418,32.205348,0.793128,6.280449,0.62641,0.427705,0.168821,0.100414,,
282,17787408069,0.117339,27.97264,,31.966169,0.78871,6.020347,1.323709,0.560225,,,,
283,17796447195,0.036197,,7.069553,32.392775,0.855577,,,,0.346135,0.079304,,
284,17833377664,0.122817,37.07645,7.074459,,,5.99416,0.628739,0.463616,0.141276,0.096036,,
285,17872910331,0.078686,8.986927,7.534117,32.458208,0.845531,6.115947,1.117706,0.528881,0.160711,0.078871,,
286,17916410671,0.104759,16.183525,6.947858,32.404545,0.760876,6.137434,0.717907,0.456722,0.177184,0.074857,,
287,17959237677,0.087299,30.925535,,32.572756,0.742116,6.047443,,,,,,
288,17966793037,0.035627,,7.0081,,,,0.765801,0.460879,0.170056,0.07037,,
289,18001820464,0.105874,38.832526,7.206554,32.382958,0.725759,6.135479,0.631506,0.429317,0.214482,0.112047,,
290,18044705267,0.077062,12.801394,7.567749,32.399313,0.756978,6.302154,0.624343,0.457645,0.170652,0.07451,,
291,18087971958,0.108157,19.862479,7.089305,32.113286,0.783176,6.241692,1.073117,0.500062,0.169428,0.073672,,
292,18131091376,0.118407,,,32.51834,0.745636,,,,,,,
293,18134323063,0.116081,33.909112,7.128715,,,6.020239,0.594767,0.50189,0.18549,0.118814,,
294,18173917101,0.078039,43.029645,7.087759,32.465323,0.79363,6.181907,0.603137,0.428136,0.178541,0.105087,,
295,18217200496,0.113846,17.037979,7.482798,32.803064,0.758371,6.079448,0.712733,0.429872,0.16577,0.071327,,
296,18259686427,0.102943,23.012183,,31.579336,0.765403,6.033588,0.755183,0.475857,0.142691,0.105729,,
297,18270076002,0.068915,,7.124457,,,,,,,,,
298,18302956336,0.115127,37.02944,7.120452,32.880334,0.776601,6.1062,0.62935,0.895973,0.310183,0.119865,,
299,18345955758,0.116126,12.704462,7.147875,32.607375,0.780425,6.161431,0.631795,0.502273,0.166549,0.074299,,
300,18389084929,0.121997,20.907333,7.5688,32.468085,0.768956,6.174201,1.167497,0.521433,0.140256,0.075781,,
301,18431921078,0.078738,27.751857,7.141904,31.944452,0.73612,6.133782,1.119712,0.486249,0.176664,0.101419,,
302,18471911561,0.078223,,,,,,,,,,,
303,18475038146,0.089387,34.74749,7.090524,32.587041,0.745783,6.13924,0.613704,0.456001,0.177945,0.152685,,
304,18517656803,0.117744,15.558493,7.219871,32.306647,0.805426,6.142809,0.62749,0.460037,0.14082,0.105415,,
305,18560778944,0.125636,24.703279,7.609851,32.307025,0.77117,6.083021,0.597601,0.360326,0.198414,0.097761,,
306,18583346377,0.077313,33.641819,,33.999153,0.767491,,,,,,0.436131,
307,18613072962,0.078057,,7.14677,,,6.497577,0.704724,0.433,0.167424,0.072674,,
308,18648497114,0.08621,40.397814,7.635714,32.236954,0.783664,6.182465,0.651708,0.436161,0.172774,0.073244,,
309,18692734089,0.120926,21.686793,,33.208532,0.789119,6.828892,0.711582,0.315126,0.150927,0.100367,,
310,18702048923,,,,,,,,,0.061614,0.071338,,
311,18702674768,0.115017,31.375374,7.749472,32.361655,0.756967,6.327093,,,0.112122,0.067253,,
312,18744894589,0.065119,,7.666345,,,,1.354217,0.512359,0.171632,0.110082,,
313,18779563198,0.141923,38.6127,7.147289,32.19497,0.755109,6.125017,0.644304,0.445899,0.169939,0.107926,,
314,18822457597,0.080952,10.592003,7.187277,32.515653,0.936627,6.223913,0.624338,0.436317,0.155944,0.150162,,
315,18865306887,0.116282,25.209088,7.215243,31.982672,0.767641,5.977488,0.60062,0.482968,0.164808,0.07261,,
316,18908989942,0.086225,,,33.168178,0.807441,,,,,,,
317,18912342351,0.114799,35.236585,7.412325,,,6.214777,0.615939,0.431903,0.187811,0.091233,,
318,18951987879,0.079582,8.03131,7.164241,32.233203,0.779612,6.096085,1.06846,0.539651,0.171905,0.101792,,
319,18995099558,0.135249,14.866553,7.14824,32.412788,0.728116,6.122913,0.746992,0.461721,0.175248,0.071748,,
320,19037916493,0.118591,28.802781,,32.403664,0.741912,6.053776,0.61351,0.423084,,,,
321,19046117085,0.0344,,7.123862,,,,,,0.36831,0.109699,,
322,19080815817,0.105223,38.261685,7.416603,32.59289,0.794465,6.194292,0.631888,0.513344,0.165899,0.071616,,
323,19123659594,0.076586,11.629698,6.980058,32.050026,0.757539,6.120513,0.634095,0.426784,0.1699,0.071975,,
324,19166540152,0.113211,18.534313,7.086966,32.375251,0.992994,6.055792,0.75233,0.410823,0.168553,0.552612,,
325,19209829306,0.11978,31.981667,,32.686323,0.784421,,,,,,,
326,19216651193,0.136105,,7.153191,,,6.037466,0.560464,0.423807,0.206524,0.104282,,
327,19252390531,0.115613,40.803762,7.103454,32.09219,0.799232,6.229256,1.077012,0.498959,0.168473,0.108183,,
328,19295254387,0.114193,15.144488,7.264896,32.435649,0.748007,6.048781,0.628307,0.482329,0.1822,0.073422,,
329,19338275993,0.080045,22.181559,7.117886,32.33922,0.774755,6.071192,0.72478,0.438244,0.136908,0.109047,,
330,19381287492,0.131918,,,32.505118,0.781306,,,,,,,
331,19384576736,0.137546,29.079862,7.150129,,,6.083268,0.648711,0.435451,0.170665,0.074314,,
332,19424277179,0.089584,10.314004,7.618154,32.550314,0.733984,6.229219,0.677343,0.455392,0.138898,0.104842,,
333,19466940090,0.114029,18.871962,7.101427,31.496361,0.940715,6.083272,0.747967,0.905829,0.291531,0.107548,,
334,19510049171,0.114825,25.955793,7.132073,32.538237,1.03105,5.934353,0.646796,0.431001,0.168522,0.073305,,
335,19552655483,0.130496,,,,,,,,,,,
336,19553161452,0.088502,32.943764,7.374174,32.535043,0.778964,6.135739,1.06123,0.500193,0.232672,0.075393,,
337,19595711598,0.088784,12.810506,6.987814,31.846506,0.734965,6.072346,0.683188,0.43694,0.170087,0.072741,,
338,19638725848,0.08537,21.936807,7.055377,32.493484,0.780701,6.36264,0.733814,0.477725,0.192048,0.076711,,
339,19681424158,0.07605,30.238038,,32.272455,0.765132,7.043675,0.655262,0.427341,0.167707,0.073976,,
340,19693084097,0.097833,,7.314261,,,,,,,,,
341,19726343770,0.087116,38.216845,7.105692,33.259673,0.883567,6.033596,0.630386,0.42025,0.175125,0.070739,,
342,19769423685,0.12671,17.643157,7.32233,32.625518,0.748892,6.212541,1.118869,0.529651,0.168558,0.073009,,
343,19812503390,0.108862,26.837058,,32.224669,0.796735,6.073613,0.735289,0.430261,0.173028,0.071305,,
344,19822806276,0.102635,34.785337,6.958377,32.298833,0.765139,,,,,,,
345,19861932090,0.078749,,7.144187,,,6.061842,0.571657,0.485623,0.146314,0.102083,,
346,19897627846,0.077847,41.540521,7.217211,32.120544,0.755941,6.186542,0.663934,0.474817,0.173947,0.070638,,
347,19940657776,0.117541,20.005231,7.490864,32.460389,0.747143,6.185743,0.655374,0.427286,0.155451,0.072847,,
348,19983678115,0.087119,29.218164,,32.008729,0.767121,6.762679,,,,,,
349,19992842884,0.07355,,,,,,1.634969,0.341992,0.11567,0.08859,,
350,19993874841,,,6.81893,,,,,,0.085092,0.076001,,
351,19994807278,0.140578,40.883374,,35.709745,0.681061,6.419206,0.627058,0.471553,0.149161,0.224713,,0.394711
352,20038163025,0.077016,12.48647,7.212728,32.118025,0.785062,6.294805,0.639071,0.437326,0.173454,0.110374,,
353,20080741397,0.088985,26.678584,7.566021,32.545596,0.856328,6.55145,1.179185,0.531262,0.180044,0.070728,,
354,20125438049,0.084481,,7.141055,32.538877,0.810485,,,,0.171527,0.072216,,
355,20162730813,0.086497,35.99676,7.22584,,,6.090758,0.730846,0.442554,0.171944,0.103815,,
356,20202520529,0.078851,10.564861,7.132171,32.563876,0.880658,6.181022,0.655514,0.425202,0.165907,0.109586,,
357,20246596020,0.119178,18.58424,7.128634,33.285435,0.906517,6.13586,0.742007,0.430407,0.748963,0.116263,,
358,20289703017,0.135863,25.392094,,32.482182,0.78414,6.176771,,,,,,
359,20297447567,0.03654,,7.191811,,,,0.783639,0.504749,0.166339,0.073735,,
360,20333029072,0.086483,39.582621,7.571518,32.735908,0.826959,6.225799,1.083433,0.528972,0.143396,0.104543,,
361,20376317075,0.074828,16.714957,7.705418,32.256309,0.835575,6.46294,0.653683,0.428329,0.166119,0.073279,,
362,20420226422,0.077104,24.240947,7.126115,32.243184,0.828121,6.213715,0.718637,0.463341,0.164385,0.074289,,
363,20463715309,0.079598,,,32.852514,,,,,,,,
364,20464471883,0.10621,31.941607,7.063995,,0.756574,6.24148,1.079955,0.498818,0.167112,0.102888,,
365,20506854146,0.089086,12.022366,7.241889,32.322578,0.82138,6.035616,0.652847,0.427409,0.207902,0.076656,,
366,20549892971,0.078215,21.184022,7.221699,32.309959,0.768951,6.218486,0.739637,0.426867,0.167941,0.07268,,
367,20593005287,0.077998,28.812314,,32.585515,0.784434,6.087022,1.30814,0.517604,0.179239,0.209268,,
368,20603841916,0.072614,,7.543619,,,,,,,,,
369,20635960213,0.087235,35.807555,7.041427,32.118297,0.754738,6.080683,1.099044,0.555512,0.169761,0.109371,,
370,20678626303,0.10786,16.006006,7.106068,32.285643,0.836843,6.986226,1.114175,0.524726,0.139397,0.104967,,
371,20722466635,0.087076,25.179504,7.333145,32.163963,1.030388,5.923065,0.605154,0.476723,0.144734,0.093094,,
372,20766020402,0.076138,33.846648,,32.639619,0.793203,,,,,,,
373,20772924458,0.078566,,7.121857,,,6.110853,0.541431,0.427341,0.171769,0.148289,,
374,20808931556,0.076615,40.830908,7.437739,32.407808,0.759848,6.165913,0.659598,0.424287,0.168119,0.073792,,
375,20851623298,0.118333,19.112662,7.36078,31.915997,0.770454,6.158884,0.667242,0.433867,0.174791,0.102395,,
376,20894786088,0.086895,28.187659,,32.247223,0.817432,6.00646,0.737878,0.429262,,,,
377,20903692112,0.062765,,6.99693,32.810088,0.70673,,,,0.914992,0.09899,,
378,20941057910,0.076554,37.639962,7.181329,,,6.16328,0.627714,0.429076,0.154211,0.072357,,
379,20980755881,0.118304,8.787103,7.588134,32.516642,0.782579,6.239577,1.091058,0.528653,0.1658,0.071172,,
380,21023856069,0.109695,22.264834,6.985193,31.944039,0.741039,6.100228,0.765661,0.433674,0.167978,0.070336,,
381,21067479518,0.114786,32.172413,,33.301033,0.923184,,,,,,,
382,21074449729,0.078588,,7.234725,,,6.047027,0.590653,0.427743,0.169197,0.097031,,
383,21110803778,0.137207,41.689745,7.132768,32.701382,0.803934,6.000229,0.626862,0.458318,0.654142,0.243141,,
384,21153825641,0.079514,13.852609,7.155851,32.643163,0.778536,6.214083,0.619911,0.45737,0.138009,0.094459,,
385,21196921886,0.110097,20.942881,,32.359371,0.757427,6.558956,1.175503,0.518975,0.158282,0.078891,,
386,21207979821,0.087615,,7.545889,32.140325,0.756891,,,,,,,
387,21243356433,0.087303,35.80283,7.076868,,,6.106981,0.617473,0.428225,0.167979,0.071504,,
388,21282609873,0.119316,10.70756,,32.176572,0.802447,6.797788,0.621278,0.380109,0.142231,0.071804,,
389,21291942618,,,,,,,,,0.065509,0.111568,,
390,21292704450,0.138093,18.016093,7.265012,32.669772,0.84644,6.291668,0.739628,0.501117,0.161458,0.092247,,
391,21334764355,0.078179,24.655199,7.110419,32.44007,0.747801,6.127123,,,0.144271,0.110327,,
392,21376763906,0.037095,,7.440724,,,,0.831773,0.514051,0.173621,0.072387,,
393,21411838709,0.08633,38.893713,7.134234,32.110679,0.746975,6.133747,1.13421,0.535992,0.173682,0.073061,,
394,21454623770,0.108408,14.389887,7.289293,32.286876,0.801028,6.247411,0.615024,0.466378,0.215009,0.080283,,
395,21498264109,0.078763,21.94521,7.080919,32.682268,0.819766,6.12362,0.60534,0.361096,0.130346,0.069614,,
396,21541212815,0.117816,29.041968,,32.529098,0.75582,,,,,,,
397,21548201851,0.080131,,7.499297,,,6.233216,0.654375,0.428179,0.170577,0.072912,,
398,21584006004,0.129097,42.276325,7.307835,31.926487,0.770861,6.126782,0.627483,0.428237,0.167817,0.103414,,
399,21626990331,0.085999,17.665084,7.01984,32.172064,0.745094,6.109809,0.628237,0.904397,0.351531,0.075255,,
400,21669611709,0.117621,25.38471,7.870511,32.171055,0.773808,8.364544,0.723264,0.452807,0.136334,0.09774,,
401,21713384327,0.075561,32.985425,,32.581469,0.765558,6.115797,,,,,,
402,21721547435,0.068717,,7.238337,,,,1.281753,0.476987,0.171606,0.072176,,
403,21756798440,0.084919,39.304885,7.50076,32.837033,0.770594,6.232014,0.625306,0.45807,0.138277,0.101732,,
404,21799494830,0.10901,21.515019,6.917734,31.782628,0.924058,11.812631,,,,,,
405,21820021315,0.106364,27.101027,,33.086092,0.77696,6.101375,7.789796,0.426381,0.165494,0.073411,,
406,21850847364,0.0647,,7.215869,32.610546,0.854609,,0.749412,1.158298,0.176576,0.146869,,
407,21889598298,0.122492,38.191193,7.03713,,,5.997718,0.642319,0.436808,0.170073,0.073116,,
408,21928842784,0.109867,15.556451,7.641509,32.207356,0.76621,6.143278,1.09241,0.498648,0.171968,0.101977,,
409,21971981102,0.086004,24.6719,6.938729,31.989153,0.762912,5.890404,0.63014,0.362742,0.190413,0.119968,,
410,22014760926,0.088502,33.689803,,32.582445,0.801265,,,,,,,
411,22021614033,0.07655,,7.11761,,,6.051842,0.568571,0.426713,0.155272,0.176138,,
412,22057547650,0.077969,41.531566,7.259365,32.402221,0.759403,6.230643,0.6733,0.463608,0.141154,0.098458,,
413,22100687529,0.07859,12.690267,7.483468,32.423978,0.766091,6.110039,0.62795,0.455014,0.135711,0.110261,,
414,22143553957,0.087548,27.613431,,31.873801,0.918376,6.033981,1.27859,0.514868,0.140448,0.153507,,
415,22154047436,0.072782,,7.002436,32.637081,,,,,,,,
416,22187500017,0.074794,37.098756,7.04397,,0.8155,6.232602,0.656863,0.415418,0.244331,0.108099,,
417,22230171587,0.077177,10.244912,7.243359,32.919312,0.854935,6.128365,0.618267,0.428927,0.171973,0.100346,,
418,22273367487,0.077776,17.326942,7.248802,32.399234,0.768817,6.527914,0.716086,0.413363,0.133872,0.076988,,
419,22317157567,0.108798,32.134822,,33.074818,0.729568,,,,,,,
420,22324136221,0.080931,,7.334543,,,6.249086,0.617482,0.429715,0.176838,0.103353,,
421,22359847091,0.076473,41.171988,7.101852,32.079037,0.783762,6.072698,1.11454,0.518346,0.162511,0.073344,,
422,22402835684,0.076548,14.840623,7.109337,32.531181,0.830877,6.067207,0.685561,0.427459,0.223669,0.107444,,
423,22445746136,0.115876,21.504386,7.221356,32.300565,0.757141,5.969207,0.79238,0.419729,0.164782,0.070899,,
424,22488783217,0.085455,,,32.514249,0.7662,,,,,,,
425,22492090734,0.114584,34.913677,7.47556,,,6.112434,0.664598,0.428422,0.162542,0.073789,,
426,22531120137,0.085614,9.941623,7.326346,31.553843,0.787062,6.147565,0.64037,0.489019,0.226131,0.108763,,
427,22574369739,0.077717,18.275468,,32.458785,0.811959,6.764025,0.744754,0.79269,0.280704,0.098897,,
428,22584350067,,,,,,,,,0.097959,0.07474,,
429,22585118404,0.080648,25.36605,6.922615,32.843161,0.778861,6.416117,0.626141,0.470714,0.153827,0.081548,,
430,22626179711,0.079784,,7.193008,,,,,,0.190122,0.105008,,
431,22660416343,0.118662,32.05577,7.703416,32.363996,0.749178,6.238842,1.041693,0.538427,0.175052,0.07304,,
432,22706120240,0.08706,16.196635,7.227408,34.67236,0.815948,6.196778,0.717006,0.438124,0.159331,0.072572,,
433,22749516056,0.117605,25.407439,7.152217,32.593274,0.827232,5.977697,0.730427,0.458275,0.139367,0.100322,,
434,22792674732,0.113785,32.357701,,32.625042,0.760177,6.148931,,,,,,
435,22800884748,0.068275,,7.459282,,,,1.300908,0.475018,0.15798,0.071633,,
436,22835361260,0.120471,38.384559,7.186472,31.961878,0.738139,6.12606,0.616179,0.469243,0.171853,0.096483,,
437,22877984200,0.086451,19.376973,7.254294,32.172507,0.9409,6.469193,0.632886,0.427977,0.166098,0.071348,,
438,22921721033,0.11462,28.740334,,32.640841,0.759505,6.180219,0.742656,0.429052,0.16995,0.074221,,
439,22932163405,0.112391,,7.195095,32.284573,0.757308,,,,,,,
440,22967804420,0.112907,36.223011,7.610035,,,6.354645,0.619687,0.430042,0.15686,0.107837,,
441,23007747952,0.119518,45.315466,7.18348,34.620866,0.421632,6.309379,0.609318,0.427609,0.17789,0.073144,,0.35115
442,23052821138,0.11746,25.011681,7.482848,32.470456,0.758907,6.097191,0.51409,0.447304,0.179783,0.071741,,
443,23095633574,0.121179,34.004463,,31.822379,0.738389,,,,,,,
444,23102466894,0.109556,,7.104452,,,6.094931,0.716891,0.434978,0.174237,0.103443,,
445,23138654318,0.076892,42.546469,7.237797,32.504332,0.89498,5.985628,0.692982,0.418954,0.178409,0.574899,,
446,23181494991,0.078773,13.469497,7.196658,32.237951,0.763509,6.311513,0.659638,0.43024,0.154636,0.073326,,
447,23224684866,0.089213,27.835453,,32.536025,0.761829,6.249076,1.17145,0.56297,0.176783,0.074326,,
448,23235510176,0.034692,,7.474739,,,,,,,,,
449,23267414614,0.074809,36.796545,7.040362,31.904438,0.742207,6.055655,0.651581,0.511881,0.178701,0.103064,,
450,23310124209,0.117796,10.075023,7.314313,32.446718,0.828454,6.073637,0.622151,0.45315,0.142099,0.111122,,
451,23352987614,0.114919,16.758237,7.396773,32.067948,0.870692,6.072663,0.739067,0.428694,0.1618,0.114584,,
452,23396007123,0.116371,30.224111,,32.256701,0.776378,6.07619,,,,,,
453,23403659329,0.036515,,7.157903,,,,0.799638,0.427903,0.163213,0.139796,,
454,23438967012,0.115927,39.169088,7.068676,32.530273,0.732374,6.156655,0.633594,0.921004,0.339082,0.075536,,
455,23481896113,0.126943,13.879,7.330053,32.527485,0.762042,6.170526,0.625776,0.420106,0.165767,0.097485,,
456,23525094069,0.125425,20.83804,7.368895,32.350898,0.754123,6.077405,0.921703,0.515957,0.190036,0.07287,0.379398,
457,23569592096,0.119094,,,33.859116,0.790504,,,,,,,
458,23572977890,0.086428,29.483018,7.089737,,,6.279089,0.629899,0.458646,0.13586,0.105918,,
459,23612395564,0.086431,10.621183,7.688548,32.327937,0.787587,6.152161,0.698504,0.426795,0.177186,0.070418,,
460,23655569686,0.122949,19.230315,7.18402,31.886684,0.747507,6.027893,1.280653,0.52455,0.13857,0.109355,,
461,23699607584,0.087279,24.929527,7.002602,33.658052,0.759717,5.922724,0.68497,0.430356,0.170646,0.073281,,
462,23740557354,0.129099,,,,,,,,,,,
463,23742377424,0.088944,33.963861,7.116689,32.641088,0.788731,6.141096,0.655471,0.458947,0.172782,0.07197,,
464,23784972925,0.115829,14.08279,7.508696,32.214356,0.758357,6.093688,0.659054,0.424948,0.176934,0.074271,,
465,23828143653,0.077631,23.666467,7.060851,32.19996,0.773608,6.323913,0.610221,0.362426,0.129736,0.070665,,
466,23870669426,0.11624,30.618739,,31.93809,0.924241,6.669259,,,,,,
467,23878930058,0.065569,,,,,,0.667132,1.056359,0.118015,0.146942,,
468,23880768695,,,6.864971,,,,,,0.066841,0.107883,,
469,23882010240,0.12505,37.705044,,32.76907,0.777123,6.372058,0.661845,0.462809,0.144578,0.471643,,
470,23922326514,0.115876,16.968458,7.138801,32.340702,0.813885,6.197293,1.060065,0.512406,0.171484,0.075392,,
471,23965494438,0.086238,27.979947,7.543595,34.020434,0.677486,6.183632,0.844235,0.475691,0.172411,0.101809,,
472,24010197453,0.082875,,8.279431,,,,,,0.221574,0.075789,,
473,24046501403,0.120502,39.106928,7.062587,33.359884,1.87047,6.161431,0.685752,0.42751,0.177585,0.070458,,
474,24091800422,0.081632,13.240426,7.742895,33.670099,0.936792,6.161182,0.649258,0.430668,0.168425,0.072606,,
475,24140562942,0.086993,32.975935,,36.021432,0.765324,,,,,,,
476,24148428693,0.114313,,7.186937,,,7.100427,0.694913,0.428999,0.236264,0.110047,,
477,24186856038,0.080201,44.340431,8.233225,34.622806,0.810828,6.051269,0.623497,0.429673,0.277575,0.079049,,
478,24234980108,0.080882,22.718645,8.331347,36.632855,0.746429,5.944695,0.516854,0.426559,0.160509,0.132896,,
479,24280947700,0.113753,,,,,,,,,,,
480,24282433382,0.115479,34.254603,8.06346,35.634933,0.787694,6.155807,0.748219,0.432686,0.167378,0.071184,,
481,24330542613,0.117709,28.443957,13.857617,36.755352,0.805213,15.782648,0.647766,0.428867,0.178377,0.074034,,
482,24383833102,0.120814,,,,,,,,,,,
483,24394198700,0.11239,39.961289,7.2591,37.187048,2.016154,6.449406,0.728826,0.470764,0.173435,0.074452,,
484,24442664174,0.081162,27.791434,,36.200842,1.970133,6.523418,0.625178,0.431184,0.170733,0.094192,,
485,24454413876,0.080788,,7.001146,,,,,,,,,
486,24490244515,0.088363,39.283781,7.090144,35.830639,2.105773,6.360234,0.762561,0.461878,0.139528,0.111916,,
487,24538274887,0.107476,25.857209,7.102162,35.981157,1.951944,6.166443,0.716706,0.488579,0.15044,0.114778,,
488,24585997085,0.080875,,,35.704656,,,,,,,,
489,24586760302,0.081667,38.411549,7.054225,,0.763217,7.442499,0.779152,0.539154,0.189204,0.073276,,
490,24633517511,0.080518,14.815933,7.280301,35.838376,0.783152,7.240305,0.625898,0.458247,0.169027,0.072362,,
491,24680946536,0.124956,34.25537,,35.342579,0.751237,,,,,,,
492,24690070943,1.607929,,7.19763,,,8.37317,0.704378,0.529558,0.165802,0.071415,,
493,24728871159,0.083629,46.002003,7.274979,34.965429,0.760527,7.479474,0.626433,0.414046,0.179192,0.071749,,
494,24775813791,0.081303,24.991188,7.569716,34.892948,0.797798,6.061924,0.653397,0.429138,0.167135,0.070569,,
495,24821303269,0.080973,,,,,,,,,,,
496,24823729521,0.087619,36.665548,7.680081,35.378083,0.796813,6.064787,0.768225,0.466667,0.14713,0.148572,,
497,24871041315,0.117168,19.266405,8.266508,35.222095,0.719761,6.088419,0.627607,0.492712,0.171372,0.075086,,
498,24918271505,0.087581,32.705589,,35.59714,0.760852,,,,,,,
499,24925119251,0.078598,,8.334115,,,6.086894,0.635833,0.427369,0.156298,0.108405,,
500,24962473785,0.123446,42.144736,7.174277,32.58886,0.806732,6.04933,0.656345,0.42943,0.167636,0.074755,,
501,25005199195,0.112807,13.072901,7.102545,32.235446,0.776105,6.185538,0.624941,0.415009,0.180788,0.07349,,
502,25048258629,0.112073,27.641973,,32.424218,0.786207,6.115712,1.167462,0.558645,0.224598,0.109095,,
503,25058628866,0.078353,,7.044817,,,,,,,,,
504,25091178993,0.124275,36.868987,6.977541,32.550127,0.76587,6.112969,0.671446,0.461129,0.17532,0.110573,,
505,25134120508,0.117174,10.049152,7.125312,32.657481,0.805741,6.097301,0.624911,0.449648,0.137545,0.108151,,
506,25177138779,0.125498,16.850902,7.571204,32.429648,0.763269,6.57248,0.736641,0.432849,0.171083,0.111633,,0.312329
507,25221745972,0.08603,32.264862,,33.60686,0.782285,,,,,,,
508,25228614558,0.082705,,7.124377,,,6.086301,0.587614,0.461727,0.136872,0.100859,,
509,25264331341,0.112059,41.406278,,32.12495,0.935735,6.78826,1.042301,0.41522,0.142868,0.069502,,
510,25274244488,,,,,,,,,0.094123,0.078296,,
511,25275046520,0.120024,15.86515,6.793813,33.239204,0.77998,6.285911,0.622831,0.46453,0.174818,0.0871,,
512,25316379390,0.079064,22.980961,7.232512,32.535269,0.775443,6.224872,0.730518,0.478288,0.15939,0.116101,,
513,25359687372,0.086039,,7.168461,32.513336,0.818685,,,,0.171504,0.073507,,
514,25397508838,0.084762,35.832069,7.190381,,,6.139762,0.624065,0.430909,0.166757,0.070877,,
515,25436958308,0.124677,11.364524,7.520065,32.259089,0.822075,6.268218,0.61806,0.49657,0.180166,0.073332,,
516,25480371496,0.133666,20.179516,7.07267,32.311425,0.810197,6.148537,1.163408,0.531865,0.164601,0.073404,,
517,25523260802,0.121939,27.04649,7.145149,32.45749,0.919416,6.016888,0.625136,0.491363,0.172478,0.073319,,
518,25564320980,0.130599,,,,,,,,,,,
519,25566189798,0.087067,33.935098,7.220369,32.406302,0.803077,6.181597,0.624733,0.431681,0.250531,0.075135,,
520,25608964765,0.114516,14.322992,7.490901,32.209692,0.792687,6.065124,0.657862,0.426334,0.169849,0.079397,,
521,25652170019,0.078407,23.658254,7.158667,32.261211,0.783882,6.049119,0.605263,0.36462,0.131167,0.069262,,
522,25696008265,0.119522,32.555791,,33.387188,0.749829,5.997217,,,,,,
523,25704060950,0.100889,,7.563461,,,,1.305639,0.43033,0.153721,0.070962,,
524,25739410105,0.115962,39.556334,7.111788,31.754867,1.048423,6.208632,0.651346,0.462043,0.137913,0.104351,,
525,25782273029,0.114465,18.796047,7.109419,32.140535,0.807733,6.146763,0.656012,0.463589,0.15667,0.072371,,
526,25824919641,0.088619,27.479803,,32.028654,0.768285,6.115031,0.712293,0.454598,0.135869,0.101617,,
527,25835671924,0.114014,35.61797,7.468569,31.97514,0.898388,,,,,,,
528,25874544656,0.07595,,7.029545,,,5.999204,0.618641,0.466576,0.169673,0.072653,,
529,25910462513,0.117481,42.382714,7.107522,32.27453,0.837644,6.102491,0.625184,0.429179,0.213429,0.10785,,
530,25953481955,0.117571,21.256059,7.193187,32.549829,0.817359,6.236762,0.614707,0.439399,0.169734,0.071888,,
531,25996739915,0.086953,30.653819,,32.460597,0.736885,6.403131,,,,,,
532,26005240940,0.065463,,7.584947,,,,1.361009,0.426752,0.169992,0.074444,,
