latency
361.76
626.53
375.54
375.31
370.84
363.56
371.18
371.84
362.11
362.22
359.76
367.14
359.41
358.07
362.54
363.9
345.98
356.17
343.84
663.04
388.42
376.89
570.08
382.7
368.14
355.84
351.02
355.61
335.1
343.74
362.0
361.2
356.62
354.82
352.91
350.46
353.7
352.48
353.47
347.55
332.42
347.88
367.02
364.56
368.49
340.82
354.82
342.4
347.2
349.12
339.14
341.72
341.72
340.38
332.64
343.06
342.73
337.57
336.79
331.86
328.28
333.76
361.32
359.3
351.13
356.95
346.2
375.87
372.52
350.57
465.92
469.17
347.09
340.83
350.56
406.45
408.47
408.8
424.38
416.43
405.12
404.88
405.68
414.29
322.8
321.55
330.41
332.09
332.54
334.78
358.52
359.74
350.68
339.93
