Timestamp_ns,Delta_ns,Delta_sec
526062868,,
527539797,1476929.0,0.001476929
558107749,30567952.0,0.030567952
561879780,3772031.0,0.003772031
592862776,30982996.0,0.030982996
619318649,26455873.0,0.026455873
619533628,214979.0,0.000214979
626903413,7369785.0,0.007369785
627032852,129439.0,0.000129439
628970746,1937894.0,0.001937894
638907251,9936505.0,0.009936505
639151729,244478.0,0.000244478
644735621,5583892.0,0.005583892
647266592,2530971.0,0.002530971
656837591,9570999.0,0.009570999
657042347,204756.0,0.000204756
659403435,2361088.0,0.002361088
663689995,4286560.0,0.00428656
665643826,1953831.0,0.001953831
675131778,9487952.0,0.009487952
675333368,201590.0,0.00020159
681128690,5795322.0,0.005795322
683082091,1953401.0,0.001953401
692388662,9306571.0,0.009306571
692595429,206767.0,0.000206767
697839154,5243725.0,0.005243725
698602602,763448.0,0.000763448
700548234,1945632.0,0.001945632
709841131,9292897.0,0.009292897
710051966,210835.0,0.000210835
726224560,16172594.0,0.016172594
726451645,227085.0,0.000227085
728273254,1821609.0,0.001821609
740110154,11836900.0,0.0118369
740327708,217554.0,0.000217554
759563056,19235348.0,0.019235348
759790417,227361.0,0.000227361
761686221,1895804.0,0.001895804
771031468,9345247.0,0.009345247
771238508,207040.0,0.00020704
792909396,21670888.0,0.021670888
793169159,259763.0,0.000259763
795030488,1861329.0,0.001861329
804295647,9265159.0,0.009265159
804537977,242330.0,0.00024233
826077244,21539267.0,0.021539267
826299278,222034.0,0.000222034
828162625,1863347.0,0.001863347
848668590,20505965.0,0.020505965
848884483,215893.0,0.000215893
859565057,10680574.0,0.010680574
859794013,228956.0,0.000228956
861685197,1891184.0,0.001891184
871484177,9798980.0,0.00979898
871690385,206208.0,0.000206208
898137806,26447421.0,0.026447421
920736863,22599057.0,0.022599057
926119395,5382532.0,0.005382532
936858903,10739508.0,0.010739508
961863769,25004866.0,0.025004866
1011212851,49349082.0,0.049349082
1012920803,1707952.0,0.001707952
1056194080,43273277.0,0.043273277
1056030759,-163321.0,-0.000163321
1068868527,12837768.0,0.012837768
1135559120,66690593.0,0.066690593
1137298012,1738892.0,0.001738892
1175712516,38414504.0,0.038414504
1175431764,-280752.0,-0.000280752
1186426205,10994441.0,0.010994441
1255034658,68608453.0,0.068608453
1256446830,1412172.0,0.001412172
1294483229,38036399.0,0.038036399
1294280846,-202383.0,-0.000202383
1306876827,12595981.0,0.012595981
1374131501,67254674.0,0.067254674
1375641557,1510056.0,0.001510056
1412648287,37006730.0,0.03700673
1412320644,-327643.0,-0.000327643
1423511695,11191051.0,0.011191051
1489062785,65551090.0,0.06555109
1490759246,1696461.0,0.001696461
1527215233,36455987.0,0.036455987
1527014867,-200366.0,-0.000200366
1539586921,12572054.0,0.012572054
1606066088,66479167.0,0.066479167
1607449892,1383804.0,0.001383804
1646233834,38783942.0,0.038783942
1646093494,-140340.0,-0.00014034
1657353250,11259756.0,0.011259756
1725789525,68436275.0,0.068436275
1727167743,1378218.0,0.001378218
1765742146,38574403.0,0.038574403
1765384181,-357965.0,-0.000357965
1778179293,12795112.0,0.012795112
1845216375,67037082.0,0.067037082
1846853552,1637177.0,0.001637177
1884038747,37185195.0,0.037185195
1883822243,-216504.0,-0.000216504
1895202777,11380534.0,0.011380534
1962142580,66939803.0,0.066939803
1963823328,1680748.0,0.001680748
2002290700,38467372.0,0.038467372
2002018224,-272476.0,-0.000272476
2014406125,12387901.0,0.012387901
2081880971,67474846.0,0.067474846
2083298010,1417039.0,0.001417039
2131794323,48496313.0,0.048496313
2131560880,-233443.0,-0.000233443
2144151559,12590679.0,0.012590679
2211219661,67068102.0,0.067068102
2212965730,1746069.0,0.001746069
2251138466,38172736.0,0.038172736
2250997783,-140683.0,-0.000140683
2263064958,12067175.0,0.012067175
2329322891,66257933.0,0.066257933
2331274586,1951695.0,0.001951695
2368876386,37601800.0,0.0376018
2368622057,-254329.0,-0.000254329
2381616427,12994370.0,0.01299437
2449223815,67607388.0,0.067607388
2450708251,1484436.0,0.001484436
2487558118,36849867.0,0.036849867
2487301168,-256950.0,-0.00025695
2499793322,12492154.0,0.012492154
2565656021,65862699.0,0.065862699
2567401536,1745515.0,0.001745515
2604689321,37287785.0,0.037287785
2604514480,-174841.0,-0.000174841
2616771068,12256588.0,0.012256588
2683954173,67183105.0,0.067183105
2684736850,782677.0,0.000782677
2722126320,37389470.0,0.03738947
2721967848,-158472.0,-0.000158472
2734188891,12221043.0,0.012221043
2801287430,67098539.0,0.067098539
2803043775,1756345.0,0.001756345
2843068497,40024722.0,0.040024722
2842907137,-161360.0,-0.00016136
2854925594,12018457.0,0.012018457
2921855119,66929525.0,0.066929525
2923326414,1471295.0,0.001471295
2961238790,37912376.0,0.037912376
2960979742,-259048.0,-0.000259048
2973776964,12797222.0,0.012797222
3040685136,66908172.0,0.066908172
3042217652,1532516.0,0.001532516
3082560664,40343012.0,0.040343012
3082303056,-257608.0,-0.000257608
3093368189,11065133.0,0.011065133
3159490862,66122673.0,0.066122673
3160969879,1479017.0,0.001479017
3198395784,37425905.0,0.037425905
3198236644,-159140.0,-0.00015914
3210446472,12209828.0,0.012209828
3279888998,69442526.0,0.069442526
3281350331,1461333.0,0.001461333
3319526082,38175751.0,0.038175751
3319297635,-228447.0,-0.000228447
3331531733,12234098.0,0.012234098
3399133084,67601351.0,0.067601351
