Frame,ts,capsfilter0,queue0,tcamconvert0,videoconvert0,capsfilter1,vaapiencodeh264-0,queue1,pay0
297,13839020464,0.065941,89.292835,7.618819,33.287198,0.808396,5.251455,0.309101,0.223678
298,13883473544,0.065876,88.630741,7.877887,32.515335,0.767874,5.378457,0.416557,0.145817
299,13927345528,0.066076,88.135399,7.966979,32.908594,0.789382,5.138001,0.282802,0.139703
300,13971703538,0.065263,88.07992,7.998609,32.46257,0.76997,5.115642,0.281973,0.108692
301,14015776422,0.06615,88.253256,7.900325,32.521738,0.756871,5.23345,0.321066,0.141764
302,14059649970,0.06554,87.784005,8.131402,32.801437,0.814857,5.124047,0.303093,0.169423
303,14104342061,0.063865,88.392087,7.791212,32.454049,0.780943,5.11118,0.770649,0.201357
304,14148013282,0.083451,88.191004,7.852574,32.502801,0.772261,5.187141,0.355028,0.194968
305,14191813832,0.082892,87.293281,7.979321,32.288409,0.745409,5.166637,0.283458,0.136983
306,14235540086,0.106994,87.358202,7.893812,32.580042,0.754794,5.227641,0.287554,0.185237
307,14279362094,0.064617,87.380822,8.101003,32.469516,0.71713,5.051152,0.291081,0.139383
308,14323448949,0.064733,87.711146,7.886352,32.479805,0.771719,5.103567,0.312529,0.140466
309,14367389302,0.064357,87.844308,7.967861,32.343075,0.776665,5.080312,0.287275,0.141733
310,14411123068,0.087733,87.496967,7.453201,32.895021,0.78628,5.060675,0.312355,0.109713
311,14454941403,0.064926,87.396856,7.588418,32.791659,0.772152,5.071713,0.324203,0.149245
312,14498657572,0.120123,87.360906,7.43185,32.83612,0.803845,5.155947,0.362355,0.138053
313,14542169129,0.06322,87.054732,7.613764,32.733217,0.871868,4.96691,0.317764,0.111638
314,14586014025,0.095843,87.151896,7.46931,33.297369,0.774617,5.129421,0.287384,0.143573
315,14630155900,0.099911,87.80528,7.481953,33.018247,0.865268,5.197599,0.365189,0.143039
316,14674238889,0.063665,88.048141,7.497459,34.064079,0.804369,5.174749,0.288057,0.136823
317,14719329791,0.065038,88.986816,7.715322,32.942418,0.717497,5.088966,0.292457,0.133394
318,14763366821,0.099622,88.981671,8.8817,32.534213,0.768519,5.015615,0.282235,0.139667
319,14808218186,0.064293,88.740008,7.847987,32.54615,0.785827,5.119305,0.332665,0.142972
320,14852159322,0.098211,88.611952,7.944716,32.631757,0.948044,5.245522,0.366731,0.117486
321,14896483027,0.093286,88.118994,7.806244,32.537362,0.748742,5.312881,0.319141,0.115361
322,14940150506,0.068674,87.818021,7.838959,32.603624,0.934161,5.188955,0.41386,0.142533
323,14984185654,0.063893,87.538604,7.915157,32.444637,0.787221,5.130666,0.348928,0.13885
324,15028116273,0.093992,87.813033,8.838512,33.636943,1.08235,5.296773,0.356487,0.119095
325,15074353651,0.065077,90.025835,7.405391,33.727091,0.793088,5.22794,0.372669,0.141205
326,15118980455,0.06645,90.686177,7.445422,33.026247,0.787567,5.1006,0.287108,0.145639
327,15163086838,0.062991,88.584012,7.476462,33.18793,0.767373,5.271076,0.298599,0.138409
328,15207223044,0.065406,88.082065,7.429229,33.025699,0.794352,5.075619,0.28366,0.1337
329,15251269038,0.065336,88.008489,7.503613,32.837694,0.780221,5.200454,0.290497,0.131108
330,15295010840,0.066749,87.643848,7.605018,32.778955,0.746237,5.057727,0.294428,0.136152
331,15338971401,0.063884,87.52557,8.815189,33.758978,0.828712,5.193295,0.281228,0.10643
332,15385052116,0.063744,89.859722,7.631857,32.779844,0.827245,5.228574,0.366766,0.138318
333,15429112356,0.093912,89.983688,7.906351,32.750889,0.77973,5.106939,0.307753,0.185236
334,15473226548,0.096672,88.008641,7.527874,33.293146,0.81914,5.147956,0.303592,0.137612
335,15517587570,0.096393,88.298628,7.660471,32.976731,0.801728,5.217943,0.3728,0.114323
336,15561608337,0.065041,88.200513,7.623614,33.056258,0.805563,5.063557,0.324932,0.140256
337,15605731171,0.063565,87.962961,7.56396,32.872968,0.820953,5.060089,0.253267,0.107911
338,15649610969,0.065781,87.822675,7.584702,32.905252,0.86532,5.123143,0.353703,0.141264
339,15693636401,0.064512,87.758534,7.653526,33.07169,0.849392,5.145613,0.331474,0.138357
340,15737844319,0.06283,88.052424,7.836618,33.337887,0.787225,5.282867,0.308154,0.109492
341,15782407941,0.066317,88.615763,8.027539,34.153681,0.78135,5.208436,0.355097,0.113809
342,15828020931,0.092445,90.015111,8.255006,32.763571,0.749681,5.089055,0.317702,0.17627
343,15872560883,0.06528,89.978325,7.724276,32.912692,0.751672,5.211568,0.241429,0.154557
344,15916632228,0.093761,88.435242,7.505794,33.106648,0.746035,5.193106,0.289026,0.142842
345,15960563481,0.102384,87.843059,7.384983,33.22351,0.873939,5.27325,0.414846,0.131462
346,16004944902,0.095692,88.14798,7.519921,33.283356,0.786268,5.275331,0.248881,0.107902
347,16049329129,0.103796,88.578446,7.763273,33.468739,0.868332,5.227822,0.375341,0.140852
348,16094265954,0.065568,89.142679,7.73877,33.542415,0.823105,5.386316,0.371104,0.1172
349,16139153339,0.0957,89.636724,7.505565,32.901497,0.822994,5.127936,0.286981,0.10953
350,16183127859,0.065946,88.687922,7.435534,33.298061,0.832232,5.171399,0.409982,0.149464
351,16227494371,0.094415,88.161179,7.971391,32.636236,0.837041,5.186486,0.324307,0.184542
352,16271750390,0.094756,88.455068,7.899453,32.677249,0.81051,5.188312,0.243119,0.107367
353,16315999716,0.065849,88.329815,8.030188,33.041416,0.798294,5.329416,0.355751,0.178215
354,16360649434,0.065247,88.720402,7.645431,33.217186,0.822655,5.203509,0.325744,0.11191
355,16405077623,0.065293,88.941356,7.561099,32.934501,0.87788,5.164891,0.268875,0.152152
356,16449308379,0.064356,88.493872,7.750724,33.566591,0.966946,5.26781,0.32833,0.112325
357,16494271591,0.098727,89.028368,7.589609,33.263907,0.852245,5.177426,0.297377,0.138397
358,16538718766,0.102893,89.276162,7.519017,32.996781,0.820697,5.212403,0.307826,0.107656
359,16582840485,0.0658,88.385688,7.561235,33.239403,0.819961,5.17668,0.293655,0.137992
360,16627254489,0.064548,88.321593,7.815437,33.173533,0.853752,5.164471,0.345397,0.140507
361,16671911753,0.064833,88.911738,8.051221,33.36444,0.772701,5.186079,0.238208,0.107097
362,16716677339,0.065875,89.246899,7.562738,32.89154,0.755077,5.164247,0.356412,0.11269
363,16760630057,0.064291,88.572169,7.779658,33.73857,0.86651,7.918125,0.272317,0.201997
364,16805665957,0.064731,88.83444,7.549155,33.675274,0.760708,5.059271,0.238441,0.108872
365,16850292892,0.065503,89.51097,7.540727,33.350285,0.79231,5.188188,0.3676,0.146225
366,16894919990,0.065886,88.837871,7.570749,33.026643,0.772797,5.173288,0.294246,0.13933
367,16938617398,0.081849,88.146384,7.558596,33.068976,0.884609,5.067618,0.250779,0.1083
368,16982757947,0.093334,87.837957,7.593419,32.64755,0.757869,5.143748,0.370783,0.147964
369,17026423980,0.063982,87.617621,7.635942,35.078714,0.932746,5.184205,0.306969,0.137663
370,17072844788,0.093525,89.79275,7.510801,33.392536,0.780564,5.419593,0.371023,0.142607
371,17117211920,0.064625,90.639559,7.529729,32.90792,0.921442,5.410345,0.375752,0.140784
372,17161265148,0.093311,88.240348,7.506139,32.938267,0.754339,5.341185,0.337193,0.148646
373,17205162952,0.081496,87.785329,7.366922,33.10632,0.806101,5.140013,0.251436,0.105996
374,17249296716,0.066133,87.851092,7.567285,32.943991,0.803853,5.299366,0.323799,0.109267
375,17293268305,0.064355,87.936547,7.434025,32.844867,0.760873,5.241193,0.365401,0.11118
376,17337100188,0.06352,87.623012,7.396424,33.196252,0.809017,5.281001,0.323601,0.14366
377,17381207506,0.063817,87.796315,7.60272,34.68514,0.758219,5.233658,0.327709,0.136835
378,17427103951,0.099497,89.822597,7.412268,40.231056,0.827346,5.311459,0.366615,0.142182
379,17478217335,0.087944,96.828799,7.466502,33.405652,0.769888,5.058247,0.322509,0.111384
380,17522554362,0.065457,95.268839,7.649985,33.127167,0.783425,5.205277,0.398242,0.139902
381,17566764701,0.109519,88.375349,7.497683,32.759919,0.756513,5.168384,0.285893,0.138656
382,17610337058,0.090588,87.595379,7.672193,33.136249,0.803294,5.088702,0.305125,0.142756
383,17654590088,0.064129,87.613989,7.63176,32.940409,0.784848,5.282257,0.372015,0.137915
384,17699621291,0.065689,89.108779,8.070101,32.814706,0.797786,6.132196,0.325766,0.1122
385,17743974943,0.08512,89.236309,7.890496,35.681106,0.799139,5.144374,0.291345,0.184039
386,17791082921,0.065863,91.28069,7.389394,32.952571,0.781319,5.096029,0.323946,0.136336
387,17834883838,0.095992,90.736665,7.39364,33.199394,0.771609,5.217339,0.37136,0.111978
388,17879015226,0.093282,87.755668,7.623913,33.030154,0.78809,5.16205,0.32781,0.141536
389,17923107235,0.10374,88.037436,7.474397,32.940138,0.774934,5.27364,0.338226,0.142591
390,17967078513,0.067242,87.8871,7.704376,32.97444,0.772347,5.281842,0.374509,0.139044
391,18011148811,0.09799,87.853903,7.374422,33.035674,0.803832,5.017343,0.326865,0.138486
392,18055060003,0.085363,87.793244,7.465913,33.248063,0.780518,5.083311,0.380138,0.143472
393,18099409507,0.066251,88.07917,7.90903,32.548355,0.7705,4.973219,0.36448,0.192085
394,18143217440,0.096497,87.98771,7.461404,32.826876,0.792267,5.071978,0.364184,0.114309
395,18187027953,0.064141,87.434739,7.484042,32.843392,0.787117,5.141542,0.297968,0.139354
396,18230759135,0.094096,87.360704,7.527288,33.233133,0.752398,5.198182,0.421684,0.149779
397,18274924101,0.062152,87.718992,7.5443,33.322255,0.788746,5.056098,0.309211,0.110556
398,18319242608,0.065208,88.237426,7.805471,32.554655,0.780632,5.091116,0.296426,0.175184
399,18363017095,0.064959,87.947639,7.375315,33.572162,0.764804,5.127827,0.360337,0.140192
400,18407395722,0.063526,87.97804,7.34793,32.733514,0.712233,5.17703,0.393421,0.184476
401,18450703189,0.065088,87.511342,7.496278,32.761303,0.748896,5.038208,0.317038,0.140486
402,18494371740,0.066059,86.82794,7.413067,33.225861,0.772727,5.235089,0.376389,0.179845
403,18538421604,0.06652,87.524226,7.529049,33.022773,0.751039,5.080581,0.245121,0.107127
404,18582367902,0.065031,87.840073,7.528061,32.782912,0.783745,5.1172,0.291799,0.138571
405,18626121575,0.064563,87.513882,7.617645,33.082031,0.790289,5.211978,0.372771,0.138597
406,18670247515,0.066201,87.701618,7.656882,33.173207,0.755715,5.104971,0.319758,0.113116
407,18714507511,0.065392,88.204092,7.572739,32.670885,0.796238,5.160758,0.312249,0.151388
408,18758155024,0.063887,87.730275,7.493007,33.799062,0.794193,5.16036,0.373921,0.146205
409,18802872532,0.064996,88.200533,7.340008,33.143302,0.784336,5.040879,0.302053,0.138018
410,18846768222,0.113879,88.440138,7.397388,33.451036,0.787184,5.150746,0.293428,0.140258
411,18891037748,0.065873,87.987126,7.633322,33.162533,0.746563,5.151801,0.364305,0.141298
412,18935311446,0.0654,88.326254,8.01125,32.598948,0.798528,5.179054,0.317728,0.109751
413,18979561774,0.066014,88.361428,8.139747,32.341746,0.808174,5.136039,0.308443,0.113006
414,19023498908,0.104182,88.012642,8.012302,32.483454,0.752643,5.162174,0.288976,0.134949
415,19067357238,0.065546,87.620071,8.000422,32.94339,0.764759,5.013937,0.301564,0.12942
416,19111816997,0.06563,88.130366,8.116822,32.745584,0.923061,5.217217,0.278178,0.158172
417,19156343170,0.06436,88.808673,7.784568,32.328696,0.718887,5.218942,0.327657,0.139479
418,19200001019,0.065826,88.017145,7.942234,32.959667,0.8773,5.230514,0.275782,0.182456
419,19244431315,0.08859,87.94072,7.857895,32.515358,0.787857,5.158615,0.295193,0.14325
420,19288385862,0.065416,88.225661,8.019971,32.135791,0.880548,5.329877,0.330352,0.12929
421,19332055290,0.065456,87.45042,7.863962,32.441788,0.785342,5.118925,0.351808,0.114771
422,19375688074,0.096591,87.121347,7.89134,32.193577,0.733288,5.034905,0.29825,0.131478
423,19419576267,0.066152,87.347605,7.776928,32.33713,0.764615,5.170726,0.331149,0.18751
424,19463130912,0.064495,87.260251,7.252854,32.8777,0.788426,5.121671,0.294958,0.140976
425,19506888346,0.098689,87.124541,7.398468,33.027816,0.747686,5.225948,0.289135,0.111631
426,19550578199,0.092469,87.269906,7.511286,32.93174,0.780774,5.141731,0.371495,0.139876
427,19594528679,0.065004,87.47106,7.394864,33.115147,0.770202,5.585605,0.357495,0.111811
428,19638517036,0.064439,87.759736,7.338767,32.769556,0.780722,5.140804,0.247214,0.107419
429,19682012118,0.064166,87.308204,8.14793,33.213046,0.758333,5.168643,0.371927,3.770731
430,19726741506,0.065269,88.045687,7.549918,32.893047,0.749737,5.133337,0.319227,0.111046
431,19770580763,0.090408,88.411718,7.92733,32.812491,0.723497,5.169877,0.304908,0.143666
432,19814607526,0.082607,87.673268,7.724784,32.889547,0.802655,5.117836,0.372842,0.141242
433,19859445482,0.09832,88.245229,7.592535,33.093099,0.744062,5.439972,0.371369,0.139469
434,19903183555,0.095577,88.408162,7.393951,33.316127,0.771104,5.085159,0.282968,0.147274
435,19947230365,0.064388,87.784883,8.209403,32.713052,0.730906,5.049476,0.358782,0.14492
436,19991591383,0.065002,88.227805,7.988091,32.408826,0.792063,5.18976,0.31833,0.110242
437,20035463808,0.065542,88.059443,7.896058,32.509793,0.780269,5.040109,0.324959,0.150056
438,20079369243,0.06555,87.595698,7.972555,32.715213,0.758136,5.125105,0.29494,0.136841
439,20123502397,0.064632,87.861317,7.610317,33.095849,0.762673,5.081295,0.373733,0.136101
440,20167650410,0.064734,88.095729,7.964634,32.65597,0.769697,5.158245,0.323187,0.141103
441,20211824844,0.06488,88.171481,8.008753,32.837968,0.757383,5.203704,0.371524,0.113149
442,20256379641,0.065877,88.55257,8.038103,32.319839,0.768614,5.285422,0.357956,0.140933
443,20300180744,0.064829,88.187714,7.880355,33.039822,0.780511,5.150194,0.433892,0.139248
444,20344787963,0.064886,88.246131,7.675168,34.157788,0.799432,5.196627,0.321398,0.140493
445,20390036037,0.063506,89.673512,7.489,33.59478,0.779239,5.134725,0.374229,0.188001
446,20434569435,0.066473,89.613996,7.365751,32.969262,0.737364,5.148211,0.283919,0.13519
447,20478317819,0.064843,88.110367,7.486114,33.042459,0.728719,5.192907,0.330913,0.184014
448,20522165758,0.063718,87.418785,7.423768,32.835164,0.805569,5.141429,0.372928,0.139833
449,20566073965,0.090703,87.572251,7.471318,32.743424,0.877866,5.549108,0.367021,0.186491
450,20609704919,0.097356,87.365746,7.542335,33.308786,0.767306,5.012033,0.301675,0.133793
451,20653964860,0.096378,87.71549,7.52172,32.926779,0.826409,5.251355,0.371968,0.142047
452,20697904567,0.064991,88.017357,7.533395,33.120444,0.807548,5.146839,0.277702,0.146981
453,20742328671,0.064523,87.943095,7.59161,33.784308,0.824571,4.899621,0.330785,0.19039
454,20787059937,0.064018,88.981887,7.651125,32.873883,0.772089,5.241838,0.344893,0.115644
455,20831578367,0.063936,89.249696,7.800285,32.274332,0.776652,5.46403,0.280376,0.132832
456,20875127918,0.063337,87.862791,7.425536,32.939282,0.734955,5.107019,0.293671,0.128683
457,20918984624,0.095842,87.230075,7.47252,33.503035,0.769029,5.200361,0.332912,0.142162
458,20963365965,0.102896,88.090042,8.057896,32.469525,0.744284,5.047882,0.323068,0.141145
459,21007328451,0.064078,88.176537,7.330428,32.987451,0.788515,5.090506,0.258711,0.145711
460,21051217191,0.062416,87.675973,7.518748,33.298561,0.746335,5.166034,0.326268,0.141226
461,21096748628,0.102869,88.344278,8.31237,32.400166,0.753293,5.921164,0.411025,0.140207
462,21140055832,0.066078,88.651711,8.179553,32.805878,0.766406,5.199755,0.257818,0.176321
463,21184550864,0.063779,87.802236,8.064789,32.682422,0.94179,5.201756,0.328453,0.142543
464,21229025124,0.064977,88.807486,7.719232,32.834739,0.768363,5.302204,0.377812,0.139545
465,21273114380,0.064679,88.406064,7.549328,32.817474,0.914837,5.155553,0.327127,0.108068
466,21317120864,0.104187,87.925213,7.431113,33.090746,0.776375,5.179905,0.329,0.133198
467,21361195716,0.093004,87.906858,7.624479,32.855343,0.912034,5.334266,0.381373,0.11165
468,21405358983,0.065686,88.049465,7.434136,32.772576,0.766522,5.191229,0.244452,0.107415
469,21448944146,0.064391,87.569675,7.662176,33.077012,0.780137,5.103823,0.293584,0.13384
470,21493247562,0.064169,87.719327,7.409477,33.179766,0.790863,5.286958,0.363356,0.140532
471,21537282626,0.096802,88.16161,7.412441,33.093596,0.77718,5.304635,0.375023,0.148011
472,21581405865,0.064946,87.994015,7.617053,33.032701,0.815818,5.311566,0.333163,0.135502
473,21625505446,0.06358,88.041999,7.687962,32.9848,0.859102,5.210415,0.371118,0.141304
474,21669880338,0.065443,88.307192,7.503447,32.697597,0.842604,5.278137,0.291137,0.140356
475,21713533485,0.095577,87.855241,7.499786,33.010299,0.805086,5.124158,0.29774,0.134813
476,21757567639,0.065905,87.5254,7.572443,34.3995,0.777857,5.29636,0.377886,0.142669
477,21803031776,0.063713,89.317371,7.412239,33.547168,0.798228,5.112132,0.329137,0.135036
478,21847438149,0.094469,89.693422,8.065751,32.529929,0.740501,5.053121,0.316038,0.109366
479,21891421247,0.094728,88.222648,7.893105,32.189597,0.763253,5.066932,0.315802,0.138827
480,21935030501,0.064358,87.413861,7.599727,32.99894,0.762437,5.152192,0.334448,0.133986
481,21979207740,0.06453,87.612538,7.455396,33.155406,0.768004,5.167216,0.30019,0.13118
482,22023320529,0.095448,88.114937,8.116546,32.877372,0.761872,5.129252,0.326745,0.1364
483,22067815083,0.089646,88.470841,7.700316,32.967055,0.761079,5.0247,0.3043,0.18003
484,22111998097,0.092952,88.505101,8.078456,32.385473,0.7738,5.24138,0.295434,0.729753
485,22155868338,0.064422,87.880049,7.732556,32.449432,0.763238,5.140822,0.339488,0.176711
486,22199503379,0.065351,87.329235,7.977948,32.340673,0.783812,5.098984,0.29339,0.128357
487,22243271815,0.090023,87.243975,7.370914,33.102901,0.77103,5.068106,0.339866,0.141395
488,22287258043,0.064754,87.581004,7.752725,32.72197,0.777487,5.141042,0.366196,0.115137
489,22331306236,0.101145,87.86192,7.426819,33.334334,0.756618,5.24859,0.331815,0.141206
490,22375706867,0.173244,88.024659,7.990729,32.404437,0.75093,5.037442,0.366529,0.136836
491,22419336898,0.091744,87.849184,7.954788,32.753634,0.767889,5.085418,0.294934,0.144684
492,22463561996,0.065062,87.855129,7.798675,32.755853,0.777151,5.190666,0.367692,0.11432
493,22507606695,0.064406,88.102631,7.90984,32.271324,0.755059,5.111124,0.279936,0.141373
494,22551283070,0.064659,87.560472,8.080515,32.50629,0.786417,5.118039,0.288638,0.179779
495,22595316925,0.062938,87.56516,7.700347,32.69551,0.757278,5.435549,0.200935,0.139937
496,22639141852,0.063981,87.714725,7.339503,33.171145,0.77816,5.073894,0.241306,0.153392
497,22683161037,0.094526,87.668064,7.266785,33.804267,0.776206,5.121467,0.32259,0.136166
498,22728637572,0.146722,89.346219,7.542226,32.64185,0.755056,6.087178,0.325918,0.188882
499,22772338306,0.064646,89.005995,8.752572,32.416982,0.75829,5.159789,0.26512,0.106506
500,22817142133,0.065129,88.276109,7.51589,33.315013,0.84831,5.352465,0.319372,0.112747
501,22861446068,0.092124,88.944565,7.556342,33.048479,0.818712,5.239532,0.373393,0.146062
502,22905500791,0.096679,88.180612,7.516297,33.050227,0.814991,5.054563,0.250883,0.107417
503,22949496737,0.064502,87.87291,7.721803,33.130804,0.80956,5.113079,0.327445,0.111246
504,22993754659,0.064898,88.071694,7.541361,33.205793,0.869078,5.19377,0.374506,0.114157
505,23037962983,0.089199,88.302076,7.435581,32.972177,0.830589,5.112428,0.263459,0.106786
506,23081805597,0.064985,87.87255,7.511985,34.184461,0.757438,5.108843,0.323841,0.114445
507,23127957357,0.090696,89.818664,8.098965,32.557421,0.761316,6.138265,0.320086,0.1681
508,23172146821,0.09427,90.162077,7.76124,32.735862,0.749037,5.189302,0.284322,0.112454
509,23216114808,0.095047,87.981015,7.878344,32.626469,0.762633,5.224002,0.310811,0.163433
510,23260064544,0.097096,87.739931,7.846221,32.400795,0.929038,5.194679,0.312462,0.153455
511,23303939576,0.063781,87.645166,7.91704,32.492004,0.796347,5.134718,0.2846,0.167431
512,23347884260,0.063688,87.635447,8.000754,32.698877,0.927685,5.15776,0.333141,0.11346
513,23392305770,0.064623,88.187053,7.773635,32.411318,0.797669,4.903393,0.318482,0.197956
514,23435976623,0.066463,87.926827,7.818762,32.703559,0.933096,5.164466,0.307748,0.149594
515,23480152705,0.092824,87.672508,7.813969,32.89811,0.801548,5.169126,0.318742,0.153309
516,23524403723,0.063624,88.259256,7.872353,32.558303,0.779359,5.209943,0.324064,0.141249
517,23568419039,0.098142,88.087126,7.970612,32.364703,0.747805,5.34112,0.326231,0.112588
518,23612273279,0.064941,87.700302,7.821326,36.253227,0.737505,5.226903,0.387459,0.145539
519,23663313921,0.031974,91.29454,7.940039,32.33106,0.774565,6.228584,0.510276,0.141425
520,23703699699,0.064989,91.277677,7.774726,32.462316,0.814988,5.194022,0.317315,0.110428
521,23747559509,0.064605,83.96876,7.886556,33.433822,0.773167,5.276859,0.285849,0.1374
522,23792392765,0.065988,88.525332,7.810683,32.652553,0.784087,5.187875,0.314436,0.11365
523,23836279228,0.064773,88.552437,8.276675,32.719156,0.781552,5.069797,0.998874,0.255285
524,23880722464,0.065239,88.145659,7.719424,33.470155,0.795313,5.146728,0.334425,0.111968
525,23925428864,0.087179,89.010785,7.617245,33.26434,0.840163,5.213686,0.321395,0.143628
526,23969762488,0.096441,88.850214,7.564814,33.281332,0.776183,5.118084,0.298267,0.135404
527,24013947487,0.065162,88.3425,7.621796,33.130076,0.828008,5.092975,0.366232,0.138675
528,24058218505,0.065268,88.275106,7.582608,33.18172,0.783775,5.133066,0.30103,0.137634
529,24102453163,0.065136,88.328585,7.538228,33.046746,0.747511,5.144673,0.287566,0.134425
530,24146397182,0.06452,88.008288,7.697188,33.209273,0.763856,5.182616,0.365672,0.113352
531,24190727439,0.085833,88.111797,7.620225,32.654733,0.746317,5.102072,0.328219,0.139695
532,24234386881,0.066034,87.820836,7.445183,33.521798,0.76929,5.099884,0.285091,0.143698
533,24278725845,0.100413,87.79409,7.692938,32.957078,0.780179,5.165238,0.358618,0.110597
534,24322690417,0.122402,88.126909,7.494263,32.954867,0.750559,4.987806,0.340842,0.137106
535,24366470382,0.064701,87.53426,7.480961,33.301027,0.775224,5.05064,0.439257,0.14958
536,24410526279,0.101839,87.628598,7.544079,32.97315,0.779134,5.079596,0.369307,0.140148
537,24454434937,0.065077,87.785914,7.550991,33.013076,0.756519,5.064653,0.374482,0.138106
538,24498610754,0.065285,87.895538,7.639399,32.966186,0.806938,5.100958,0.283122,0.138393
539,24542555413,0.065799,87.976414,7.496784,32.70894,0.809714,5.144237,0.402591,0.141307
540,24586143647,0.065149,87.364762,7.622894,32.606107,0.804301,5.068044,0.274294,0.142725
541,24629691632,0.080837,86.985617,7.470998,32.96834,0.80734,5.015723,0.283651,0.180206
542,24673577796,0.06519,87.254707,7.764368,32.758253,0.854113,5.185556,0.369618,0.111326
543,24717671789,0.097375,87.829276,7.428347,33.136999,0.829967,4.881738,0.280788,0.251967
544,24761683690,0.065284,87.947394,7.449694,33.955299,0.804065,5.10257,0.285861,0.146186
545,24806443346,0.06537,88.589143,7.640345,33.284175,0.789189,5.129591,0.368975,0.199891
546,24850758860,0.067273,88.899874,7.354614,32.964051,0.787456,5.125788,0.280854,0.148997
547,24894477292,0.064599,87.851863,7.557211,33.132685,0.780256,5.173504,0.282767,0.138677
548,24938608163,0.080108,87.650691,7.677092,32.883753,0.743784,5.272494,0.297239,0.10725
549,24982554688,0.065616,87.929193,7.623499,32.97469,0.715309,5.16796,0.323583,0.140611
550,25026420613,0.066135,87.61601,7.49681,33.114586,0.775173,5.002545,0.298857,0.128385
551,25070389247,0.097046,87.660488,7.341598,33.328033,0.774017,5.132003,0.371674,0.139475
552,25114395969,0.08898,87.792489,7.457063,33.085271,0.75026,5.092118,0.298864,0.131651
553,25158211617,0.063826,87.637984,7.721514,32.960112,0.824826,4.99394,0.288615,0.141426
554,25202337998,0.066816,87.770324,7.366503,33.132098,0.766673,5.221639,0.347259,0.142398
555,25246187839,0.065575,87.795328,7.514776,32.962722,0.847883,5.046099,0.286188,0.139758
556,25290131783,0.065393,87.619406,7.578525,33.135712,0.759709,5.141584,0.326931,0.137154
557,25334154737,0.094424,87.790591,7.615477,34.87195,0.802735,5.096354,0.365931,0.151339
558,25380084024,0.064854,89.778699,7.957374,32.934318,0.764538,5.129176,0.346369,0.115899
559,25424437366,0.064783,90.105059,7.986658,32.627666,0.904647,5.325402,0.257459,0.145633
560,25468615304,0.065296,88.355754,7.450027,32.867788,0.76317,5.130829,0.2934,0.139878
561,25512395783,0.065017,87.795216,7.982212,32.472111,0.924576,5.18954,0.324965,0.110477
562,25556478901,0.06581,87.682408,7.997178,32.910774,0.771273,5.172558,0.356079,0.14536
563,25600879983,0.093924,88.308694,7.373593,32.958479,0.89019,5.223093,0.295848,0.138604
564,25644722119,0.063631,88.069628,7.60496,33.181054,0.787962,5.10409,0.358313,0.134196
565,25688974903,0.06588,87.916905,8.365857,32.957132,0.849736,7.481273,0.37184,0.111211
566,25733885403,0.066692,88.99583,7.535274,33.545799,0.750764,5.218645,0.31069,0.110954
567,25778283167,0.090474,89.127732,8.970236,32.445403,0.739458,5.238159,0.36166,0.109685
568,25823213207,0.066043,89.155638,8.338871,32.188743,0.735669,5.177786,0.289045,0.138342
569,25867079763,0.068276,88.621571,7.486915,33.310542,0.749953,5.042128,0.279841,0.141398
570,25911568405,0.063522,88.175807,7.893884,32.70343,0.778029,5.254452,0.341763,0.134758
571,25955603359,0.09414,88.356587,7.832181,32.442988,0.773239,5.167942,0.284921,0.136883
572,25999466097,0.103976,87.717796,8.05546,32.571923,0.774151,5.13892,0.304028,0.137319
573,26043570085,0.100703,87.785372,7.786393,32.591474,0.711931,4.889268,0.32062,0.190575
574,26087317525,0.09024,87.656835,7.751739,32.767851,0.763968,5.134503,0.300587,0.138121
575,26131340013,0.064909,87.594101,7.953774,32.606911,0.798302,5.079514,0.315322,0.136629
576,26175394347,0.063747,87.916505,8.158099,32.365418,0.801306,5.164494,0.300783,0.138338
577,26219455581,0.090067,87.952811,7.954816,32.530196,0.779125,5.094798,0.305201,0.110356
578,26263344007,0.064619,87.802198,8.111534,32.496856,0.772586,5.023307,0.287283,0.129563
579,26307474590,0.064024,87.859721,7.845561,32.658006,0.747335,5.180563,0.311128,0.137729
580,26351455632,0.063264,87.941133,8.016944,32.456815,0.791283,5.079017,0.321559,0.136068
581,26395473611,0.064176,87.854257,7.980731,32.301957,0.751508,5.107597,0.303506,0.125823
582,26439257869,0.067539,87.634466,7.40363,32.869062,0.769863,5.113399,0.333691,0.10825
583,26482962346,0.06501,87.318529,7.546017,33.487539,0.769041,5.106881,0.264283,0.153592
584,26527436192,0.065013,88.02681,7.941746,32.631963,0.764806,5.102432,0.35011,0.111652
585,26571411962,0.099263,88.270727,7.282431,32.927814,0.795638,5.075957,0.33628,0.106978
586,26615090921,0.066695,87.478897,7.418075,32.927384,0.75986,5.066422,0.334918,0.133181
587,26658750293,0.064446,87.159883,7.361862,33.112501,0.829735,5.016347,0.277662,0.145257
588,26702722130,0.095217,87.455287,7.695558,33.128109,0.816461,5.265354,0.352949,0.156716
589,26746990733,0.094186,88.040891,7.381901,33.14043,0.7597,5.059765,0.320614,0.141719
590,26790891506,0.066107,87.901676,8.884389,32.752826,0.78129,5.067818,0.300635,0.173467
591,26836015237,0.092565,88.846057,7.787839,32.590745,0.750852,5.113881,0.309579,0.16916
592,26879876265,0.064972,88.805981,7.946403,32.563636,0.779318,5.180172,0.284331,0.172548
