Frame,ts,capsfilter0,queue0,tcamconvert0,videoconvert0,capsfilter1,vaapiencodeh264-0,queue1,pay0
145,7123545491,0.08533,88.027919,7.82226,32.250264,0.758919,5.129216,0.311013,0.109913
146,7167263272,0.067818,87.950056,7.433215,32.90695,0.760636,5.16628,0.32563,0.128488
147,7211213951,0.095664,87.496838,7.498221,33.106606,0.765913,5.268191,0.302049,0.107632
148,7255217279,0.065452,87.809891,7.460387,33.124652,0.781744,5.082375,0.298881,0.110174
149,7299447371,0.097524,88.053365,8.482714,32.396418,0.757959,5.223101,0.300158,0.141076
150,7343742179,0.106385,88.383645,7.960894,32.56438,0.797898,5.215928,0.325498,0.111468
151,7387955464,0.064249,88.334263,7.991281,32.78431,0.772408,5.365737,0.292442,0.200979
152,7432177290,0.065165,88.242291,7.844941,32.714082,0.772169,5.139809,0.360546,0.118347
153,7476164579,0.080756,88.036837,8.057422,32.825385,0.735667,4.930311,0.333924,0.231252
154,7520466440,0.094045,88.110057,7.890187,32.835044,0.79224,5.223739,0.320278,0.113353
155,7564655305,0.064905,88.324205,7.771958,32.999478,0.740351,5.153129,0.322173,0.111125
156,7608746582,0.064392,88.102929,7.475216,32.998185,0.757729,5.088613,0.361053,0.142393
157,7652743872,0.064125,87.903958,7.621998,33.632316,0.932044,5.311112,0.336702,0.136994
158,7697573408,0.065346,88.672889,7.550179,32.889207,0.838484,5.116666,0.300447,0.14309
159,7741384517,0.063036,88.467225,7.751763,34.116024,0.757588,5.053143,0.362969,0.135783
160,7786631519,0.06551,88.881822,7.647328,33.518503,0.76024,5.096338,0.312888,0.156146
161,7831264029,0.06472,89.734705,7.790685,32.97206,0.775199,5.164642,0.30131,0.14086
162,7875631919,0.103386,88.847377,7.840207,32.315513,0.790311,5.117319,0.279109,0.132516
163,7919181617,0.06506,87.740096,7.27835,33.304858,0.807067,5.050953,0.365052,0.113545
164,7963373039,0.064589,87.55902,8.0466,32.310693,0.779543,5.211916,0.284035,0.136752
165,8007216930,0.063844,87.86469,7.510064,33.013412,0.793124,5.097565,0.349902,0.130887
166,8051197620,0.064871,87.661284,7.499454,33.192358,0.790677,5.104581,0.290403,0.139868
167,8095465493,0.06453,88.107846,8.073717,32.795272,0.764283,5.099027,0.304418,0.187655
168,8139822115,0.065454,88.445474,8.173489,32.599632,0.763107,5.198547,0.271063,0.138805
169,8184030947,0.063979,88.391939,7.848933,32.641322,0.752411,5.172243,0.381542,0.191177
170,8227925041,0.095763,87.929541,7.890291,32.774069,0.801531,5.141965,0.277033,0.168034
171,8272102537,0.064647,87.902465,7.923846,33.280832,0.74216,5.095569,0.234177,0.172504
172,8316777057,0.064953,88.668942,7.641316,32.963501,0.722393,5.179786,0.342857,0.111448
173,8360778203,0.064114,88.490366,7.434156,33.380887,0.778519,5.231193,0.284656,0.137791
174,8405031217,0.065697,88.091515,7.57275,33.151575,0.793444,5.081616,0.246231,0.108406
175,8449212364,0.091633,88.284936,7.553786,33.05691,0.769056,5.456142,0.375247,0.139385
176,8493404844,0.097082,88.209017,7.51247,32.808094,0.803699,5.401705,0.383042,0.125983
177,8537170131,0.065721,87.779091,7.40624,32.98755,0.759527,5.116826,0.322379,0.113741
178,8580940993,0.065743,87.348891,7.560489,33.03908,0.791494,5.06443,0.345642,0.11032
179,8624972528,0.094649,87.62607,7.497265,33.578217,0.877346,5.14498,0.295001,0.132564
180,8669564775,0.085172,88.455737,7.494884,32.90378,0.774973,5.121456,0.287477,0.137349
181,8713369381,0.064551,88.219511,7.571197,33.009169,0.788693,5.148035,0.353485,0.139375
182,8758023132,0.068257,87.613299,7.405515,33.59717,0.948566,5.207478,0.375683,0.140322
183,8801973014,0.06537,88.415796,7.483518,33.172481,0.951614,4.904945,0.30031,0.185998
184,8846270628,0.064635,88.247496,7.472662,33.103352,0.76432,5.2565,0.364911,0.114105
185,8890148000,0.094158,87.99505,7.411951,33.036272,0.98073,5.087723,0.348443,0.112862
186,8934163810,0.06561,87.754912,7.688996,33.406552,0.795305,5.031587,0.293506,0.131471
187,8978622956,0.10526,88.295828,7.440702,33.012046,0.779244,5.12861,0.365867,0.133249
188,9022626456,0.108932,88.285118,7.431618,33.060719,0.787929,5.301407,0.291503,0.145445
189,9066466347,0.06533,87.623789,7.681015,33.364319,0.781163,5.053512,0.305726,0.112929
190,9111101305,0.06774,88.282474,7.585831,33.196096,0.749486,5.242444,0.353764,0.113152
191,9155264570,0.064601,88.61461,7.282242,33.060621,0.782505,5.051595,0.311837,0.108998
192,9199136017,0.0648,87.854798,7.593764,33.248719,0.752402,5.203842,0.281422,0.147146
193,9243574116,0.062865,88.16756,7.943981,32.883518,0.732815,5.162564,0.326582,0.130345
194,9287827007,0.065298,88.527871,7.907077,33.602441,0.803215,5.1826,0.31792,0.11399
195,9332870393,0.063913,89.120841,7.51863,32.996334,0.759279,5.160317,0.310303,0.113831
196,9376742916,0.064943,88.740211,7.54482,32.851711,0.784135,5.130668,0.367728,0.136119
197,9420575580,0.098438,87.543452,7.51342,32.831501,0.754403,5.212547,0.317816,0.113295
198,9464293227,0.0668,87.396319,8.193799,32.588442,0.734848,5.081275,0.331862,0.114155
199,9508492668,0.064612,87.732881,8.07288,32.510349,0.790928,5.197882,0.28915,0.141941
200,9552466205,0.06532,87.987869,8.047596,32.57753,0.746301,5.107025,0.321117,0.109905
201,9596523320,0.064511,87.851085,7.520971,33.275312,0.786177,5.1975,0.278428,0.143937
202,9640803032,0.065394,88.157351,7.582187,33.042794,0.784145,5.327842,0.418014,0.134804
203,9684834565,0.090904,88.137501,7.523825,33.086145,0.78539,5.204293,0.364898,0.13859
204,9728898706,0.064814,87.96062,7.677679,34.039099,0.793629,5.213473,0.347084,0.145543
205,9773881924,0.064265,88.870602,7.383558,33.286658,0.815765,4.979317,0.305572,0.108343
206,9817999707,0.065709,88.927596,7.558958,33.012963,0.821372,5.268313,0.421764,0.137311
207,9862015768,0.064484,88.000235,7.667963,33.249285,0.74941,5.107992,0.330451,0.135621
208,9906272740,0.064788,88.095809,7.497059,33.097355,0.794519,5.069355,0.26223,0.184206
209,9950286725,0.093495,88.121089,7.497528,33.123408,0.785356,5.213393,0.367849,0.1398
210,9994273375,0.099531,87.853917,7.378639,32.978619,0.833232,5.088531,0.283784,0.193921
211,10038056095,0.063972,87.591713,7.36138,33.253494,1.009115,5.077091,0.246845,0.106285
212,10082331427,0.066069,87.873072,7.725607,32.95363,0.752433,5.221637,0.340741,0.131265
213,10126459469,0.064265,88.229849,7.549118,32.90667,0.753422,4.941189,0.299903,0.191789
214,10170245731,0.087136,87.737848,7.606551,32.891178,0.79294,5.12505,0.28806,0.146193
215,10214156197,0.064767,87.520548,7.534399,33.067244,0.843283,5.204268,0.370416,0.113456
216,10258211896,0.063663,87.79581,7.56121,33.167823,0.772921,5.117859,0.295572,0.140843
217,10302275174,0.06526,87.940865,7.456383,33.845913,0.777924,5.041938,0.318632,0.11138
218,10347023085,0.066138,88.664159,8.87709,34.011527,0.759398,5.174937,0.371652,0.141967
219,10393344307,0.06412,90.88882,7.533011,33.095898,0.776818,5.230883,0.361622,0.137993
220,10437526775,0.097147,90.348422,7.622195,33.257164,0.810083,5.251694,0.268351,0.108127
221,10481791866,0.086669,88.270833,7.572375,33.07936,0.818486,5.089081,0.303249,0.132479
222,10525908189,0.099013,88.19758,7.59573,33.102104,0.808242,5.180186,0.371728,0.112713
223,10570036909,0.09488,88.072037,7.485205,32.702633,0.853679,5.102853,0.295406,0.137992
224,10613613101,0.088893,87.52052,7.561899,33.208372,0.936859,5.047257,0.282785,0.142007
225,10657950387,0.065182,87.748845,7.595402,33.784663,0.77613,5.218187,0.37031,0.111243
226,10702692981,0.064791,88.906487,7.486282,33.252459,0.915273,5.081007,0.282975,0.140077
227,10747040912,0.0652,88.929658,7.502057,34.358187,0.814931,5.077467,0.319031,0.139688
228,10792491832,0.094074,89.590597,7.902509,32.784995,0.889211,5.361284,0.331295,0.14124
229,10836712026,0.063792,89.499268,7.42844,32.897004,0.78451,5.130133,0.346153,0.134076
230,10880504530,0.066017,87.834234,7.556609,33.178368,0.766245,5.197955,0.296787,0.138303
231,10924930124,0.064403,88.065864,7.54769,32.83782,0.785248,5.357587,0.295701,0.13915
232,10968728410,0.065109,88.071524,7.486191,32.8585,0.777601,5.128257,0.352574,0.126787
233,11012766100,0.064362,87.666166,7.621671,32.815948,0.760878,5.409823,0.322308,0.137567
234,11056643892,0.064753,87.740559,7.588881,33.21297,0.788214,5.399517,0.377449,0.140376
235,11101073677,0.094448,88.145685,7.457858,33.037029,0.775064,5.420113,0.367515,0.133761
236,11145078053,0.09216,88.269643,7.579132,33.118942,0.797368,5.288183,0.381541,0.128234
237,11189270697,0.065207,88.030749,7.72375,32.878924,0.772059,5.192939,0.332165,0.14007
238,11233205429,0.064748,87.963092,7.518282,33.260791,0.775528,5.281888,0.37918,0.135119
239,11277393886,0.06524,87.950208,7.620444,33.858383,0.730912,5.130757,0.276912,0.149222
240,11322229066,0.065221,88.860889,7.483473,33.119907,0.766552,5.082005,0.29401,0.134066
241,11366256529,0.064779,88.68791,7.763015,32.745791,0.754,5.209255,0.368841,0.141003
242,11410065711,0.065643,87.65992,7.603045,32.85423,0.850398,5.016287,0.322758,0.112534
243,11454069670,0.063836,87.624315,7.495731,33.273501,0.780259,4.968464,0.334735,0.187225
244,11498233339,0.064119,87.996666,7.563799,33.099862,0.754106,5.208965,0.345093,0.140831
245,11542218267,0.064051,87.995447,7.732274,32.716921,0.885912,5.073442,0.283857,0.140489
246,11586156904,0.064311,87.747152,7.739931,32.866491,0.806908,5.055875,0.325366,0.11175
247,11630137271,0.065548,87.73892,7.735323,32.896551,0.866213,5.139869,0.376225,0.112888
248,11674281354,0.064628,87.963536,7.433775,32.85896,0.83941,5.099178,0.312601,0.12802
249,11718052005,0.064453,87.766298,7.444549,33.338812,0.737026,5.106615,0.3674,0.109108
250,11762178828,0.065137,87.749661,8.581741,32.966253,0.78022,5.168661,0.372129,0.139396
251,11807124752,0.066094,88.895398,8.169177,32.46272,0.742651,5.025384,0.346242,0.111617
252,11851303231,0.092585,88.952738,7.474701,32.860145,0.759282,5.138219,0.286943,0.136866
253,11895074910,0.117886,87.800363,7.395987,33.154755,0.761141,5.183692,0.401112,0.116099
254,11939124185,0.066116,87.642598,8.208698,32.667401,0.764953,5.078407,0.245742,0.168712
255,11983336897,0.098927,88.061124,7.419693,32.74975,0.80994,5.002692,0.322057,0.172888
256,12027094544,0.114632,87.79487,7.621562,33.07526,0.726288,5.205104,0.367099,0.141978
257,12071191315,0.064599,87.669046,7.492734,33.424363,0.763287,5.066057,0.243835,0.240485
258,12115592738,0.067047,88.300354,7.998799,32.687219,0.738901,5.187831,0.286626,0.138526
259,12159687256,0.067863,88.345205,8.089225,32.366293,0.791863,5.169708,0.317051,0.176804
260,12203607637,0.081346,87.84683,7.898177,32.49936,0.784828,5.149968,0.288376,0.135344
261,12247351099,0.095132,87.481023,7.366028,33.221503,0.817421,5.00114,0.322769,0.13863
262,12291430527,0.06624,87.656585,7.899574,33.06868,0.804014,5.12812,0.35452,0.140796
263,12335807875,0.065379,88.27631,7.971048,32.954905,0.759321,5.0524,0.276528,0.150743
264,12380193735,0.065582,88.613003,7.87229,32.732193,0.775435,5.182819,0.297336,0.146058
265,12424262457,0.090468,88.276332,7.828084,32.410029,0.765349,5.155937,0.343833,0.123568
266,12467858503,0.09467,87.479612,7.820315,32.337269,0.752929,5.083842,0.292715,0.128454
267,12511479186,0.065066,87.038781,7.930611,33.022245,0.727766,5.096087,0.297743,0.139118
268,12555877916,0.092676,87.837882,7.840691,32.350201,0.746671,5.154599,0.318363,0.137141
269,12599501775,0.065371,87.851372,7.968358,32.995962,0.768932,5.202759,0.306148,0.149265
270,12643996194,0.067049,87.942165,8.104496,32.153097,0.743441,5.193743,0.287298,0.183068
271,12687713623,0.06316,88.039405,7.919621,33.955033,0.739186,5.163155,0.313838,0.109088
272,12733083880,0.092711,88.903546,7.620465,33.874029,0.81732,5.302352,0.372718,0.138631
273,12778144661,0.066315,90.274086,7.511345,33.245715,0.914414,4.95904,0.289126,0.193457
274,12822397087,0.065696,89.136206,7.894794,33.222296,0.778177,5.134197,0.289489,0.139119
275,12866956214,0.065661,88.635189,7.441026,32.81783,0.907018,5.1226,0.366305,0.138937
276,12910857687,0.064281,88.292492,7.640046,33.45412,0.769763,5.169033,0.276399,0.146449
277,12955463895,0.094625,88.359012,8.016817,32.752856,0.95625,5.136822,0.308162,0.110617
278,12999924014,0.066101,88.916328,7.873698,32.593295,0.809279,5.161937,0.269913,0.148616
279,13043850161,0.064811,88.207071,7.867185,32.488701,0.781116,5.091572,0.28176,0.143622
280,13088063818,0.064465,87.970557,8.069597,32.617966,0.800347,5.506841,0.28321,0.160296
281,13132205059,0.06531,88.181005,8.028701,32.689298,0.801925,5.124337,0.327771,0.114192
282,13176488156,0.065415,88.241664,7.897368,32.290758,0.773574,5.24565,0.331259,0.138812
283,13220182760,0.063397,87.805637,7.830834,32.742045,0.750395,5.140369,0.342207,0.115122
284,13264256240,0.063593,87.620869,7.961931,32.515747,0.755057,5.199858,0.431059,0.154559
285,13308124084,0.064098,87.768046,7.66556,32.678481,0.779555,5.117768,0.351447,0.115425
286,13352397278,0.065877,87.596504,8.035388,32.988571,0.76071,5.23373,0.271524,0.200957
287,13396487896,0.062961,88.216746,7.958914,32.554848,0.800086,5.181679,0.322284,0.111163
288,13440482693,0.06519,88.085415,8.005243,32.626984,0.760296,5.14518,0.30927,0.11132
289,13484544800,0.085622,87.884745,7.347895,33.110286,0.787923,5.199635,0.286244,0.136403
290,13528428864,0.064687,87.800109,8.230814,32.46408,0.788272,5.436118,0.346573,0.143016
291,13572640509,0.064767,87.92874,7.547122,32.972489,0.762821,5.471422,0.38404,0.142189
292,13616590338,0.064751,87.997308,7.844749,33.392395,0.77886,5.302989,0.373587,0.114603
293,13661363819,0.093856,88.552134,7.513107,33.391136,0.831017,5.375462,0.37634,0.139695
294,13705722243,0.066447,88.958771,7.59301,32.730523,0.870048,5.330883,0.454428,0.141088
295,13749581504,0.064396,88.040086,7.473008,34.156443,0.782122,5.144347,0.337508,0.138235
296,13794621175,0.122407,88.725251,7.528368,33.376867,0.792576,5.085736,0.382422,0.142549
